Title_val,CurrentYear_Funding_val,CurrentYear_Text_val,@SOURCE_FILENAME,@RECORDID,@ROWID,PriorYear_Funding_val,PriorYear_Text_val,@PARENTROWID,@PARENT
"ORS: Cross Cutting","","","2015-BASE_RDTE-2015-AIRFORCE_V3B-RDTE_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2015.xml","040bffe5dc6a45054290afd1c85f012453c2df3ebb791835ba2b2599191fedea","3-dd09264bb7ad8c7a1e353862964f105b10ee27539f7c5797ca146ad02a0047ed","19.209","Continued Systems Engineering/Program Management (SEPM) Independent Verification & Validation (IV&V) for ORS rapid Assembly, Integration and Test (AI&T) capability and the MSV. Continued ongoing systems engineering support of future mission development. Continued ORS-1 Mission Operations and Lessons Learned studies. Conducted Modeling and Simulations for Mission Evaluations for ORS Mission Kits. Refined ORS CONOPS, Enterprise and Architecture, and Systems Engineering Processes.  Led, participated in, and supported, as appropriate, the solidification of space doctrine.","0-6c06ddb800c6e3945758c53d8a6f178d848375bbe194ee7717a439137c5752e6","root.record.ProgramElement.ProjectList.Project"
"Alternative Energy Research","35.000","Conduct congressionally directed effort.","2015-BASE_RDTE-2015-AIRFORCE_V3B-RDTE_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2015.xml","9b21ffbee20b4959d2f67e8a393cbe48fa1b464d518037c17320f1a8bfb49cf3","0-0962d575d077bd4ef29e12a5d1a1513372bd0e060c13d7cef8e1dbd84e49534e","33.501","Conducted congressionally directed effort.","0-83cbc7b5ffbd1e509c4d21618363fbcf9fb746e2ee6ed1f95a8685285ca8f4d2","root.record.ProgramElement.ProjectList.Project"
"Coal to Liquid Fuel","","","2015-BASE_RDTE-2015-AIRFORCE_V3B-RDTE_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2015.xml","9b21ffbee20b4959d2f67e8a393cbe48fa1b464d518037c17320f1a8bfb49cf3","1-02fdd1715f4317a6654f85f0f77a163c10c63f3d3a7963a52b6937f154aa8552","18.109","Conducted congressionally directed effort.","0-83cbc7b5ffbd1e509c4d21618363fbcf9fb746e2ee6ed1f95a8685285ca8f4d2","root.record.ProgramElement.ProjectList.Project"
"Starer Acceleration ($40.000M add less $7.154 CGR/Sequestration)","","","2015-BASE_RDTE-2015-AIRFORCE_V3B-RDTE_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2015.xml","0f69b31b9eadb57469fa1669eaa8d2982c62c4e3e1296c1a9a172c9794379971","0-d96c158818908f2ca978f792874819ea621b0ddfee25ebe9055c4c8afebe599f","32.846","Accelerates development of ground processing of the GEO starer sensor in the program of record ground system.","0-10b5e1232a2e71a39c88c0468ae6198be53d2805d9ad26e7100e78ca579a760d","root.record.ProgramElement.ProjectList.Project"
"HEO Command and Control Ground Expansion","","","2015-BASE_RDTE-2015-AIRFORCE_V3B-RDTE_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2015.xml","0f69b31b9eadb57469fa1669eaa8d2982c62c4e3e1296c1a9a172c9794379971","1-1030c14869009696056358942ad66fdaad673d6f6cff5b75b989b5cd977e5053","40.000","The $40 million for SBIRS Ground Expansion for HEO C2 will be used to increase the system capabilities to support HEO-4 Launch and Early On orbit Test (LEOT) and support HEO 3/4 State of Health monitoring prior to transition to operations and the Ground tuning required to enable the transition into operations.","0-10b5e1232a2e71a39c88c0468ae6198be53d2805d9ad26e7100e78ca579a760d","root.record.ProgramElement.ProjectList.Project"
"SMI Program Increase","","","2015-BASE_RDTE-2015-AIRFORCE_V3B-RDTE_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2015.xml","0f69b31b9eadb57469fa1669eaa8d2982c62c4e3e1296c1a9a172c9794379971","0-3e4847f91790f3214d99401aaa600ed4c109813f8eecc388e9bd53b3f6c5e608","18.000","This Congressional Add was incorporated into Hosted Payloads.  Please refer to the Hosted Payloads FY13 Accomplishments above for content.","1-3c699766c3dc5d5fc1900cf514224b1c5155fa7bd3bb8a0fea2c58ad778c7164","root.record.ProgramElement.ProjectList.Project"
"Power Generation and Storage Research","0.000","N/A","2015-BASE_RDTE-2015-AIRFORCE_V3B-RDTE_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2015.xml","c98b6c0adda834aa0dafe81b7a147005def81be9bc648016ad9a7882314f156e","0-3e79abe3fe95e42a07c8d2c6ca07ee409b5594571ca91ed204bf9bed797ef282","11.847","Develop Basic Expeditionary Airfield Resources (BEAR) System for Load and Installation Management (BSLIM) and Waste-to-Energy Systems. This effort includes autonomous and manual power grid management power grid situational awareness; contingency base waste-to-energy system; power outage management; thermal comfort energy reduction; and evaluation of overall energy consumption to spread demand more evenly.","0-e56376b6575a4aa43fbd29fbdf39df52249ee76ef0d6634f3b05d266f787f11a","root.record.ProgramElement.ProjectList.Project"
"RL10 upgrade","0.000","Complete upper stage engine integration.","2015-BASE_RDTE-2015-AIRFORCE_V3B-RDTE_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2015.xml","2b5b48a79cbc4330e6547b26e33741e1590b5475a6275fa252314a2da4047ed9","0-2ba01b052e7bdc44d7d2fe2421aec61e9a63fa117b99e95d4570a898c792de03","22.188","Complete development and qualification of RL10C upper stage engine conversion program.","0-a86755301d46e9f34fa56559f50229f55f219814e5df0eaab0ae60d068ca680d","root.record.ProgramElement.ProjectList.Project"
"RESTORE PROGRAM FUNDING","","","2015-BASE_RDTE-2015-AIRFORCE_V3B-RDTE_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2015.xml","e3700e0f72b4ca44a14d3f8620b7bf3b41e7592276f8f1dff4c52173ffb7c482","0-1e38f5878455212897636b603058d9a24bf1b5483a7a07c5fb62841711358842","30.309","Invested in mission opportunities for cost-effective future spaceflight to include:  - Investment in the completion of the Air Force Research Laboratory (AFRL) Eagle spacecraft platform which will host at least three STP-sponsored payloads from the SERB-approved experiment list; - Investment in the configuration of the X-37B Orbital Test Vehicle to host multiple small payloads; - Purchasing a sounding rocket for the Active Ionospheric Control Experiment; - Funding a portion of the STP-H5 mission, a SERB payload carrier for flight on the International Space Station;  - Funding the start of development of the Nanosatellite Standard Interface Vehicle for hosting future low-cost SERB payload missions.  Provided operations and operations support for the Conjugated Disturbance Experiment and initiated mission design activities based on the 2012 SERB-approved experiment list.","0-e5cc2a489359ff11ebd46a1d2f1ed7efa6bb4c587a5542949d866e372deed2d5","root.record.ProgramElement.ProjectList.Project"
"GPS launch control system acceleration","","","2015-BASE_RDTE-2015-AIRFORCE_V3B-RDTE_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2015.xml","bb4f43d723ec0a2a7a2fcb5159911bd7bc080847bf8b5533265974fbed5eb18a","0-a71ad98575e304745028b6e633474b469d2589a57e32ec0f5a3b9ad82ba9c423","50.000","GPS launch control system acceleration","0-3a691cc34672d445e6920b2203b0cbfc1ee5dcee4f95818fe80b8e535d890afd","root.record.ProgramElement.ProjectList.Project"
"Alternative Power Sources","","","2015-BASE_RDTE-2015-AIRFORCE_V3B-RDTE_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2015.xml","f43af4aaf9d2958b5f84d51bbbf3209c0081c5f9e6a76867757d06e63a513cc2","0-28eb067843e1071ce6db0db8583ff43c03c360f0f23093b202f4979c4d66e178","20.000","Alternative power sources for anti-tamper technology","0-2cb78dfd49556ee2577cf6d29a04e6024e13227b485164611b1882abb9aa99d0","root.record.ProgramElement.ProjectList.Project"
"NextGen (1)","3.500","Develops transportable/scalable Ground Based Sense and Avoid capability for ANG (174th Attack Wing, Syracuse, NY) that incorporates a transportable 3D radar.  Includes a mature sensor fusion/pilot-in-the-loop interface that is suitable for an instrument rated RPA pilot.  Efforts will leverage existing GBSAA development, certification and off-the-shelf technology including software, algorithms and pilot system control center interface.","2015-BASE_RDTE-2015-AIRFORCE_V3B-RDTE_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2015.xml","256d4c6b2f71ed1c52589b2da145f7e87303458e87b0edafb3803235f68a05b7","0-f58533c0157a26aaba70a40aca2a540e87c99131a74039d05a4d96f7dce18ff4","0.000","N/A","0-eb5230346995a874def4b7a9160978b243f29c790f6f1030dca702e626a89435","root.record.ProgramElement.ProjectList.Project"
"MAGIC","0.000","N/A","2015-BASE_RDTE-2015-AIRFORCE_V3B-RDTE_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2015.xml","6306efa13664e98784ba1e5c5719ac6da5104a282efb9cfa9443e8c8e495fdde","0-ff1db320250ba3a161bba649b8c7b87035916c556675419a02810af0dbaf6adb","50.000","Continued development of an long endurance remotely piloted aircraft  capability to accomplish a 120 hour duration flight demonstration with a 1,000 pound payload at 20,000 feet altitude.","1-2988b76a1496de5a4937c42705f083c852715dc17c99e9455cd02f8391394574","root.record.ProgramElement.ProjectList.Project"
"Endurance UAV Base","0.000","N/A","2015-BASE_RDTE-2015-AIRFORCE_V3B-RDTE_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2015.xml","6306efa13664e98784ba1e5c5719ac6da5104a282efb9cfa9443e8c8e495fdde","1-9624aa655bdd3f6939a41c294756b474af7022e6afce6b8c9326b1a7ecebc707","9.893","Determine the strategy and approach for establishing an Endurance UAV testing facility and/or infrastructure.","1-2988b76a1496de5a4937c42705f083c852715dc17c99e9455cd02f8391394574","root.record.ProgramElement.ProjectList.Project"
"Multi-Int Integration","10.000","Begin integration of a fielded near vertical direction finding (NVDF) capability into an existing Gorgon Stare Wide Area Motion Imagery (WAMI)- equipped MQ-9.","2015-BASE_RDTE-2015-AIRFORCE_V3B-RDTE_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2015.xml","fc68aa19d7d11988cf5afec842d5dde47a5f998397aa53a0067d01fdda91b32f","0-34692655bb067c56983a4190c3d9711bc836566d3788f5d1fb594fa3f44d0090","","","2-d3c4a701cb95b0edd1dff9bc20c78c26669c5e366a4ef8a118299be296f49e3d","root.record.ProgramElement.ProjectList.Project"
"Global Hawk Block 30 Congressional Add","10.000","Feasibility study and assessment for integration of U-2 sensors or alternative sensors of comparable capability onto the RQ-4B to include comparing how differences in flight performance would affect sensor performance such as adverse weather, mission planning and airspace and sensor interoperability.","2015-BASE_RDTE-2015-AIRFORCE_V3B-RDTE_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2015.xml","b396291cc570a70912df3790d29f8bb394425f0a1c122d35883c83f53b5e9cbd","0-fda20ad4e3c8dcee80caafafba37679cedebea9ccf834e6f254a03ce80299618","16.000","Continued Aircraft system modernization for Block 30 to include Enhanced Integrated Sensor Suite (EISS) sensors and aircraft operations surety for information assurance, flight test support and repair of test Government Furnished Equipment (GFE)","0-53fe61f562ac63779c8df34745a9eefcd7ad662d9f1315ce108a4c1bd4185d69","root.record.ProgramElement.ProjectList.Project"
"System Development and Demonstration (SDD)","47.300","Accomplished design activities for software spirals and remaining engineering data release for the H2, H2.5 and H3 configurations. Contractor also provided flight test support. To achieve the overall C-130 AMP development efforts, the following RDT&E tasks were also required: Training Systems Development (aircrew and maintenance systems), Engineering Change Orders (ECO), Development of new hardware and software resulting from Diminishing Manufacturing Sources (DMS) issues, Government furnished Equipment (GFE), the contractor Award Fee and program support and planning efforts.","2015-BASE_RDTE-2015-AIRFORCE_V3B-RDTE_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-RDTE_MasterJustificationBook_Air_Force_PB_2015.xml","3e92006684c2a42e414ed7d26f6750a037bbd3bedfa8f6e0f6b06434dde4e334","0-44242df453fe16fbe7fed5e4c94869174f830d986427d1d469cce503e30b4d9f","10.000","Accomplished design activities for software spirals and remaining engineering data release for the H2, H2.5 and H3 configurations. Contractor also provided flight test support. To achieve the overall C-130 AMP development efforts, the following RDT&E tasks were also required: Training Systems Development (aircrew and maintenance systems), Engineering Change Orders (ECO), Development of new hardware and software resulting from Diminishing Manufacturing Sources (DMS) issues, Government furnished Equipment (GFE), the contractor Award Fee and program support and planning efforts.","0-4c96c73ba4da88b60a9c0bfeb1ee8451e85c2118fc04ca64fd3fde372a54dda8","root.record.ProgramElement.ProjectList.Project"
"Project Change Summary","5.000","FY 2014","2015-BASE_RDTE-2015-ARMY_BA6-RDTE_JustificationBook_Army_PB_2015.zzz_unzipped-RDTE_JustificationBook_Army_PB_2015.xml","4b6a297c64a94bed45145117dd62cc078f0925d6454f9a56682f520e515be5b9","0-386cf81600a9902b72dcf7647a210faf802ce42eb54abe83af1caf1a3ff3d5d9","","","4-469850b739bad9eded5068bab7629b3f9b219fa4da93895b35bed01adaebd07d","root.record.ProgramElement.ProjectList.Project"
"BioFuels","","","2015-BASE_RDTE-2015-DARPA-RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2015.zzz_unzipped-RDTE_JustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2015.xml","3020d713b35bbed702642881d9da2376d139467c1d01eb75af942f27a75f788b","0-ff771fea59384ba05f7d2d51eccf7c56f0f7c5f9f110b192f7aac45c248c0254","9.000","This effort will transition BioFuels technology developed under PE 0602715E.","0-3e20357974fcb37d9bf7d4e17db2a65ddd20bd18b32f22ce39ffa08e041a84f6","root.record.ProgramElement.ProjectList.Project"
"BioFuels","","","2015-BASE_RDTE-2015-DARPA-RDTE_MasterJustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2015.zzz_unzipped-RDTE_MasterJustificationBook_Defense_Advanced_Research_Projects_Agency_PB_2015.xml","90a78850e08d92e22f89c9ce9bf3be8972377f0a432b0ecd77a5d8e612416eac","0-b0716e928c960d54669ec4011cecdd32bf65b6a8bd898cade8bf2e08fd494398","9.000","This effort will transition BioFuels technology developed under PE 0602715E.","0-c9972022c89d433ca9032e5c1074ae8520fa7552f2984e241ceae1df44d1763b","root.record.ProgramElement.ProjectList.Project"
"Seawolf Risk Reduction Efforts","0.000","N/A","2015-BASE_RDTE-2015-NAVY_BA4-RDTE_JustificationBook_Navy_PB_2015.zzz_unzipped-RDTE_JustificationBook_Navy_PB_2015.xml","01f3d8b84f531cc3092d5c5d862087f72f42ee495382b6163ac1fb24f3109b4b","0-41311fbb9d9310daef7d4f3273345dd52fb2aa9935723ddb5ac84f6da158506a","4.591","Conduct risk reduction efforts for the Seawolf Bow Dome.","3-64d019dacd9a8da86ab50f8b3feae96ac9e4f0ae361c817d0c08c33e027605d9","root.record.ProgramElement.ProjectList.Project"
"T-AO(X) - Cong","11.065","Efforts funded under RDTE,N PE 0603564N, PROJ C253.  FY 2015 Plans: Support the conduct of OSD Pre-B Decision Point.  Issue DD&C RFP after Pre-B Decision Point, begin conduct of source selection.  Support development and staffing of Milestone B (MS B) documents.  Develop Developmental Testing Phase A (DT-A) Report in support of MS B.  Support conduct of Preliminary Survivability Assessment Report (PSAR).  Coordinate efforts with NAVSEA, MSC, PEO Ships, CNO, ASN RD&A, OSD and Fleet.","2015-BASE_RDTE-2015-NAVY_BA4-RDTE_JustificationBook_Navy_PB_2015.zzz_unzipped-RDTE_JustificationBook_Navy_PB_2015.xml","d84b06a90fb67f76cdfdf1b04f158e69d6bd43a383b5aeb60156346ba6e3ac96","0-a5b0e60b6942a741e10ba9ee6cd6425431ae96f26c43688409d12bf5c138d0fd","0.000","Efforts funded under RDTE,N PE 0603564N, PROJ C253.","4-879ad7094488e75045552eec566e635a05c9585383c175cd7d968adb93cccf4f","root.record.ProgramElement.ProjectList.Project"
"TAO(X) Design","0.000","Continue to provide engineering support for the T-AO(X) design process, validation of requirements and oversight of Industry Studies contracts.   Support initial development and staffing of Pre-B documents.  Support the conduct of Systems Functional Review (SFR).   Coordination efforts with NAVSEA, MSC, PEO Ships, CNO, ASN RD&A, OSD and Fleet. FY 2014 efforts financed with FY 2013 carryover.","2015-BASE_RDTE-2015-NAVY_BA4-RDTE_JustificationBook_Navy_PB_2015.zzz_unzipped-RDTE_JustificationBook_Navy_PB_2015.xml","d84b06a90fb67f76cdfdf1b04f158e69d6bd43a383b5aeb60156346ba6e3ac96","1-76452863e3d03574440d22361a7678288235239eb1e48e38d7bd37b8ad3ac0ab","24.967","Supported the conducted of originally planned Milestone A.  Issued Industry Studies RFP, conducting source selection and awarded Industry Studies contracts.  Provided engineering support to the T-AO(X) design process and validation of requirements. Supported update of the T-AO(X) System Specification and began the development of the Detail Design and Construction (DD&C) RFP.   Developed the Service Cost Position (SCP) and conducted cost/capability tradeoffs and affordability analysis.  Coordinated efforts with NAVSEA, MSC, PEO Ships, CNO, ASN RD&A, OSD and Fleet.","4-879ad7094488e75045552eec566e635a05c9585383c175cd7d968adb93cccf4f","root.record.ProgramElement.ProjectList.Project"
"LCS MM SBIR (Cong)","0.000","N/A","2015-BASE_RDTE-2015-NAVY_BA4-RDTE_JustificationBook_Navy_PB_2015.zzz_unzipped-RDTE_JustificationBook_Navy_PB_2015.xml","5b7119d170ac77a28b5445d11bd816b23d9b7ce82ce2360132acdcfa8f1d3418","0-a6c9fb90ebac7c13cc6c67ff110486d323c991b123f1ea7a183e32dc6b4a27f1","9.166","Continued development of a next generation LCS test bed, which supports development, demonstration, testing and evaluation of critical technologies to enable rapid introduction of advance warfighting capabilities and workload reduction initiatives required by the LCS mission packages.  Deliverables: Delivered LCS Universal Gateway (UGW) to be included as part of the ONR FY13 Limited Technology Experimentation (LTE) which validate data / information flow between two secured enclaves: Mission Package Command and Control (C2) system and LCS combat system.","3-a62c7683f2b13b09f5553aa34f9cc57ff643ce1b63aad5b7c35ab7acb1d17c42","root.record.ProgramElement.ProjectList.Project"
"Highly Integrated Photonics (HIP) - Cong","10.000","N/A","2015-BASE_RDTE-2015-NAVY_BA4-RDTE_JustificationBook_Navy_PB_2015.zzz_unzipped-RDTE_JustificationBook_Navy_PB_2015.xml","bcb376cd2c73f72630c860c7f7082a9521f7f139c3e7b86ae3776a6a36be6dc2","0-66fba22c1b8803455b7ee9c233cfc26e3eab241a60c12d3b30680e479997aa28","0.000","N/A","2-71015319db05f7bdc1fa7a374c345f721bc69eab7b50372c01e5a77236653084","root.record.ProgramElement.ProjectList.Project"
"Alternative Energy Initiatives","0.000","N/A","2015-BASE_RDTE-2015-NAVY_BA4-RDTE_JustificationBook_Navy_PB_2015.zzz_unzipped-RDTE_JustificationBook_Navy_PB_2015.xml","c8b3f898f3f5dfcf2b1a2eced694e754650b3ce8ce47e1845f4a132ceed5537a","0-6e8e22341e976ff3ebd1596eaf4f4684ce0058c232c6dedf6872da81728e77bc","36.665","N/A","4-3556ebc28b3520210fda9c72a3068d498bf3d5477e0920c0f04a42abc29c9d1d","root.record.ProgramElement.ProjectList.Project"
"University Research Program (Cong)","0.000","N/A","2015-BASE_RDTE-2015-NAVY_BA1_3-RDTE_JustificationBook_Navy_PB_2015.zzz_unzipped-RDTE_JustificationBook_Navy_PB_2015.xml","2f2074e68272682fe7031c71d9ca1e984eefbeda729d1e1c1fe74870e5506940","0-57d0e2a32e2b5949966a9279e7ab62a58eae1189db9840947f3d489d93e6e68c","18.334","Facilitate waivers to augment limits for Defense University Research Instrumentation Program (DURIP) competition proposals for the acquisition of major equipment to augment current or develop new research capabilities in support of defense relevant research, and to increase all competitive based university research programs.","1-b8c5955652d18c08b7e1d0075e9ebf79b2241236eb71596cf7f2ebc51c10d6a6","root.record.ProgramElement.ProjectList.Project"
"Adv Radar Innovation Fund - S&T (Cong)","0.000","N/A","2015-BASE_RDTE-2015-NAVY_BA1_3-RDTE_JustificationBook_Navy_PB_2015.zzz_unzipped-RDTE_JustificationBook_Navy_PB_2015.xml","bb23ead2846591e8bd83f2474e0270a047bde04c7fff662638bb9ad3d5a2fba9","0-f2bf2e0c19eb94fbc166988cb4d74a62ba1ce07717566927a2de7a56bee9f98c","8.250","-Development of a long range radar capability and electronic support measure system for identifying maritime targets. -Ruggedization of back end processing equipment associated with the Affordable Common Radar Architecture system. -Development and flight test a high resolution detector operating over the full radar volume. -Initiate and integrate a high resolution camera to verify maritime target identification.","1-d2ce0c7218fcb0aba315822b1c7ae25cbc2423eecc281cf759fbc02ed2683547","root.record.ProgramElement.ProjectList.Project"
"ASW Research Prog - Cong","5.000","N/A","2015-BASE_RDTE-2015-NAVY_BA1_3-RDTE_JustificationBook_Navy_PB_2015.zzz_unzipped-RDTE_JustificationBook_Navy_PB_2015.xml","0575b3f2f6a25e838b6ae5c14940225b506b245cc6e88d8a2c6949828009da0d","0-14ae1f88f501a38fa969ceed9769667eb9d1b07018700ab7dde85c7ccde6e2c9","0.000","N/A","1-1c2ce4dc27c7f0ce7bd97b01c21ab3d5c2999ccd9d566e8d5d3d1cdbcaefe125","root.record.ProgramElement.ProjectList.Project"
"Technology Transition","0.000","N/A","2015-BASE_RDTE-2015-NAVY_BA1_3-RDTE_JustificationBook_Navy_PB_2015.zzz_unzipped-RDTE_JustificationBook_Navy_PB_2015.xml","0575b3f2f6a25e838b6ae5c14940225b506b245cc6e88d8a2c6949828009da0d","1-9e21ea57038bd2e7a8c4561cf447cd65703c461649fda82098700a48f036edad","29.334","The purpose of the funding is to restore unjustified FY13 reductions to multiple FNC Products already in development with in-place government activities and contract performers. The funds will thus be able to be obligated and expended very quickly, restoring shortfalls at these government activities and with the contract performers. A funding plan has been developed that will enable the Office of Naval Research to meet its delivery commitments as previously negotiated with acquisition programs of record via signed Technology Transition Agreements.","1-1c2ce4dc27c7f0ce7bd97b01c21ab3d5c2999ccd9d566e8d5d3d1cdbcaefe125","root.record.ProgramElement.ProjectList.Project"
"Nanotechnology Research (Cong)","4.000","N/A","2015-BASE_RDTE-2015-NAVY_BA1_3-RDTE_JustificationBook_Navy_PB_2015.zzz_unzipped-RDTE_JustificationBook_Navy_PB_2015.xml","8ed2afb2a74b03ebe7ebf778d793fbc31d0c040436a6375bfc813bf74e355e05","0-b1486b5fd5f2c06848c696ab57a098a8435c6af3d088cff32f6e12b227377dac","8.250","ONR issued a Special Notice in the autumn of 2012 to basic research efforts to advance the understanding of nanoscale materials and the processing thereof.  All awards were completed by April 2013, and work is progressing.    Planned for the FY13 Congressional Add, ONR will issue a second Special Notice in the 4th Qtr FY2013 to solicit basic research proposals. Proposal selection and awards will be completed by June 2014.","1-082fec4b7d93bf96f1ff88c27bfd050ffda8746735a616def4d21ba5a66b256a","root.record.ProgramElement.ProjectList.Project"
"CW Bill Young Marrow Donor Program","31.500","N/A","2015-BASE_RDTE-2015-NAVY_BA1_3-RDTE_JustificationBook_Navy_PB_2015.zzz_unzipped-RDTE_JustificationBook_Navy_PB_2015.xml","a70fc9c54c4221f6034d0cf6df957e271620111dbd7ede31c3b863644969580f","0-a860da09e549dba1f26899759184a2c6c2ba75711f3a9b322ad4b80f7e9f67cf","28.888","NMDP: NMDP continued to expand participation of transplant centers in RITN. Hospitals that participate in both the NMDP Network of treatment centers as well as the NDMS that is managed by the Department of Health and Human Services were invited to join RITN.  As a result of this targeted recruitment, eight additional transplant centers joined; unfortunately two centers were lost to attrition resulting in a total composition of: 47 transplant centers, 6 donor centers, and 7 cord blood banks.  A new initiative that began was the Site Assessment program that involved an NMDP staff member reviewing existing documentation at 11 RITN transplant centers against a standardized checklist. As a result, many best practices were gleaned from these centers and the RITN SOP template was updated based on the content of the checklists.  NMRC: During this period, the C. W. Bill Young Marrow Donor Recruitment and Research Program, BMRD, NMRC directly contributed to donor recruitment and transplantation and science and technology developments.  This includes over 5,000 transplants coordinated by the NMDP of which over 500 were provided by DoD volunteers through the NMRC / Georgetown part of the program.  The NMDP added over 700,000 volunteer donors to the national registry, of which over 40,000 were from DoD volunteers from the NMRC / Georgetown.  Numerous science and technology accomplishments are included and these developments are translated into the development of medical countermeasures to respond to potential marrow toxic injury which are linked to the national effort to develop medical countermeasures for radiation injury.      Georgetown: Donor Center Progress The DoD registry includes 707,913 volunteers of which 45,362 volunteers were recruited in 2011. There were 8,709 health evaluations and confirmatory HLA typings requested in 2011 and 892 requests were made for stem cell collection of which 577 went to actual collection.  Probe Testing Progress: The laboratory tested 17,885 new volunteers for HLA-A,-B; 17,885 for HLA-C, and 20,805 for HLA-DRB1. In the first three months the laboratory has typed 18,615 donors for HLA-DQB1 and is currently working on providing HLADPB1 typing for those donors. They are currently working on establishing and validating robust assays for DQB1 and DPB1 because of recent studies suggesting that these loci may impact outcome of transplantation; DQB1 when a mismatched donor is selected and DPB1 when a donor with a T cell epitope mismatch is selected.  Sequencing Progress Report: Through this grant they continue to improve the robotics and reagents to test samples flow by typing large numbers of donors at recruitment. The PI and team are currently typing 1000 volunteers of European ancestry for the registry using a one step SBT typing method. They previously sequenced 196 loci from patients and potentially matched family members.","1-46e43d65b5fa08d8621a30bd6e01295a7265efb5e7036d01fb9ac8ab3ef69495","root.record.ProgramElement.ProjectList.Project"
"Naval Special Warfare Performance and Injury Prevention Program","4.200","N/A","2015-BASE_RDTE-2015-NAVY_BA1_3-RDTE_JustificationBook_Navy_PB_2015.zzz_unzipped-RDTE_JustificationBook_Navy_PB_2015.xml","a70fc9c54c4221f6034d0cf6df957e271620111dbd7ede31c3b863644969580f","1-020a48a2fef8c639787f5631d75ec040b3cff8b80eaa81b1c0eb91dca74681fe","6.587","This effort continued the data collection at Naval Special Warfare Group 2 (Little Creek) and Naval Special Warfare Group 4, Special Boat Team 22 (Stennis), Seal Qualification Training (Coronado) to strategically maximize human capital by reducing the rate of unintentional musculoskeletal injury, sharpen battlefield performance, optimize military readiness, extend the lifecycle of the Operator, and enhance quality of life of the Operator after service.","1-46e43d65b5fa08d8621a30bd6e01295a7265efb5e7036d01fb9ac8ab3ef69495","root.record.ProgramElement.ProjectList.Project"
"ASW Research Prog - Cong","0.000","N/A","2015-BASE_RDTE-2015-NAVY_BA1_3-RDTE_JustificationBook_Navy_PB_2015.zzz_unzipped-RDTE_JustificationBook_Navy_PB_2015.xml","36273f8cbc8dd34e7dc1437b4a3cbb5ce8950f9aeb115e227973ed136eceb2f7","0-a32b0d5843bafde0bac202224bc2468ef1b12f20f1315f608a2801d894e544b6","9.164","Provides opportunities for field development and field trials of passive acoustic and non-acoustic sensing approaches. Field efforts will involve use of Navy owned oceanographic ships.","1-79eb2ee1c7f6676f807e0b5ca7aa8151d512adcf5197d36f254240a80c072a84","root.record.ProgramElement.ProjectList.Project"
