Title_val,Description_val,Accomplishment_PriorYear_Funding_val,Accomplishment_PriorYear_Text_val,Accomplishment_PriorYear_Articles_val,PlannedProgram_CurrentYear_Funding_val,PlannedProgram_CurrentYear_Text_val,PlannedProgram_CurrentYear_Articles_val,PlannedProgram_BudgetYearOne_Funding_val,PlannedProgram_BudgetYearOneBase_Funding_val,PlannedProgram_BudgetYearOneBase_Text_val,PlannedProgram_BudgetYearOneOCO_Funding_val,PlannedProgram_BudgetYearOneOCO_Text_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"Integrated Electronic Warfare Technologies","Develop affordable radio-frequency and electro-optical emitter warning and electronic warfare (EW) battle management technologies, integrating EW and information operations.","5.791","Increased maturity and performed demonstrations of electronic warfare battle management (EWBM) capabilities.  Focused efforts on Distributed Electronic Attack concepts for specific threats and radar classes.  Initiated effort in understanding and countering traditional and non-traditional targets in support of irregular warfare (IW).  Developed a virtual EW/information operations (IO) battlespace environment for future project demonstrations, experiments, and assessments.","","1.320","Continue development of Distributed Electronic Attack concepts for specific threats and radar classes.","","0.000","0.000","This effort moves to Project 63431G in this PE to better align efforts.","","","2014-BASE_RDTE-2014-AIRFORCE_V1-RDTE_JustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2014.xml","2a54a88527f40e7e11e6bf15dfdfce4b7a729ae3b9aecea41ec4ce239217eb0c","0-1afead554538c8a29312f2f1d299d39afeffcac42b3be77f54a32282b1eb95e6","0-3c86811c49dcc749997be9d856449477d48f87b4c3bc1d1bf01e12e6bd3c316c","root.record.ProgramElement.ProjectList.Project"
"Distruptive EW and Countermeasure Technologies","Develop disruptive EW and countermeasure concepts specifically selected for rapidly fieldable, high-impact effects and demonstrate them in an operational environment.","0.000","N/A","","4.000","Initiate development of disruptive EW and countermeasure concepts and technologies initially identified for high-impact, game-changing effects in a contested EMS environment and begin initial evaluations thereof.","","11.700","11.700","Continue development of disruptive EW and countermeasures concepts and technologies specifically selected for high impact effects and demonstrate them in simulated or operational environments.  Expand these systemic SoS developments to include GPS-denied  techniques and technology solutions, networked-systems electronic protection (EP), and effects experimentation between/across EMS, cyber and directed energy (DE) domains.","","","2014-BASE_RDTE-2014-AIRFORCE_V1-RDTE_JustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2014.xml","2a54a88527f40e7e11e6bf15dfdfce4b7a729ae3b9aecea41ec4ce239217eb0c","0-096e97f23112511386775193ed8b4411131dccfe51631ae1f216bb12ad530179","1-b12133d1dd41109063203575691781385fe04d711323c9e60cb1f9c99f6905e7","root.record.ProgramElement.ProjectList.Project"
"Threat-to-Countermeasure System of Systems (SoS) Methods","Establish and maintain an all-source, physics-based, design-level, red-blue, comparative, threat-to-countermeasure SoS techniques methodology. This systems engineering-based EW approach will inform programmatic planning, quantify desirable research areas with realistic SoS metrics, and foster improved understanding of future concept contributions to EW warfighting capabilities.","0.000","N/A","","3.000","Initiate development of an all-source, physics-based, design-level, red-blue, comparative, threat-to-countermeasure SoS techniques methodology.","","5.800","5.800","Continue development of an all source, physics based, design level, red-blue, comparative, threat-to countermeasure SoS techniques methodology for use in concept development and simulation based testing.  Initiate integration of SoS engineering methods across virtual/modeling, hardware-in-the-loop (HWIL) and systems integration lab (SIL) options to optimize end-to-end (threat-to-countermeasure) systemic effects.","","","2014-BASE_RDTE-2014-AIRFORCE_V1-RDTE_JustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2014.xml","2a54a88527f40e7e11e6bf15dfdfce4b7a729ae3b9aecea41ec4ce239217eb0c","1-e4c4e747419c80c5b41daac1870f94692c69662a7333a42db56bc4b0ba0b675c","1-b12133d1dd41109063203575691781385fe04d711323c9e60cb1f9c99f6905e7","root.record.ProgramElement.ProjectList.Project"
"Evaluation of Advanced Countermeasure Concepts","Develop a core analytic function, supported by a simulation-based wargaming and engineering modeling capabilities, for evaluation, development, and demonstration of advanced EW, cyber, DE and integrated/systemic, non-kinetic concepts to include special capability programs.","0.000","N/A","","3.000","Initiate development of a core analytic function, supported by a simulation-based wargaming and engineering modeling capabilities, for evaluation, development, and demonstration of advanced EW, cyber, DE and integrated systemic, non-kinetic concepts to include special capability programs.","","7.600","7.600","Continue development of a core analytical function, supported by a simulation based war gaming and engineering modeling capabilities, for evaluation, development, and demonstration of advanced countermeasure concepts to include special capability programs. Expand evaluation capabilities to incorporate full systemic EMS effects and netted/distributed EW capabilities in anti-access/area denial (A2/AD) scenarios.","","","2014-BASE_RDTE-2014-AIRFORCE_V1-RDTE_JustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2014.xml","2a54a88527f40e7e11e6bf15dfdfce4b7a729ae3b9aecea41ec4ce239217eb0c","2-5ea334c5242b8690c77aebc3addc765ad836c6b5fbf75052405400222aef1403","1-b12133d1dd41109063203575691781385fe04d711323c9e60cb1f9c99f6905e7","root.record.ProgramElement.ProjectList.Project"
"Electronic Attack","Develop aerospace platform jamming technologies and techniques to counter advanced radio-frequency (RF) threats associated with current and future aerospace weapon systems.","5.192","Demonstrated adaptable electronic attack (EA) technique concepts against a modeled threat environment. Initiated effort to develop a Network electronic support/electronic attack (ES/EA) Experiments Lab.  Demonstrated a cognitive jammer system concept in a laboratory environment. Defined and analyzed proactive electronic protection (EP) concepts. Conducted effort on next generation RF threats and potential EW concepts.","","15.508","Continue to demonstrate adaptable electronic attack (EA) technique concepts against a modeled threat environment.  Continue to develop and demonstrate a cognitive jammer system concept in a laboratory environment.  Continue to assess and analyze proactive electronic protection (EP) concepts. Continue effort to focus on next generation RF threats and potential EW concepts.","","20.126","20.126","Continue to develop and demonstrate adaptable electronic attack (EA) technique concepts, cognitive jammer system concepts, and advanced EP concepts to defeat next generation RF threats,with a major emphasis on penetrating contested, anti-access/area denial environments.","","","2014-BASE_RDTE-2014-AIRFORCE_V1-RDTE_JustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2014.xml","2a54a88527f40e7e11e6bf15dfdfce4b7a729ae3b9aecea41ec4ce239217eb0c","0-12d2f3aa2e7fb0d60b3f94875ae93d6cf05d00ae1dedafe31688cb584a24bab9","2-9f9f7a247e0e7844af4bd9262f56b9bf1459ec1697ad745b4bc2e1fbb787369d","root.record.ProgramElement.ProjectList.Project"
"Advanced EO/IR Warning and Countermeasure Technologies","Analyze the vulnerabilities of current infrared missile systems and future imaging infrared sensors. Develop advanced countermeasure system technologies to exploit vulnerabilities for use against infrared and electro-optical guided missile threats. Develop advanced optical and infrared sensor systems for airborne and space situational awareness and threat warning.","10.913","Developed, tested, and refined infrared countermeasures concepts and techniques against current infrared missile systems and future advanced threat sensors. Developed surrogate imaging sensors, processors, and track algorithms to test and evaluate countermeasure concepts against advanced threat systems. Developed new laser warning concepts and simulation capability to address emerging directed energy threats to provide situational awareness and threat warning. Initiated space situational awareness sensor prototype experiment phase II.","","6.113","Continue to develop, test, and refine infrared countermeasures concepts and techniques against current infrared missile systems and future advanced threat sensors. Continue development of surrogate imaging sensors, processors, and track algorithms to test and evaluate countermeasure concepts against advanced threat systems. Perform advanced proactive infrared countermeasures (PIRCM) search, detect, and countermeasure research. Develop concepts for protection of postulated future threats to 6th generation aircraft including definition of component and subsystem requirements.","","3.902","3.902","Continue to develop, test, and refine infrared countermeasures concepts with emphasis on penetrating contested, anti-access/area denial environments. Continue development of surrogate imaging sensors, processors, and track algorithms and perform advance proactive infrared countermeasure (PIRCM) search, detect, and countermeasure research. Develop concepts for protection of postulated future threats to 6th generation aircraft including definition of component and subsystem requirements.","","","2014-BASE_RDTE-2014-AIRFORCE_V1-RDTE_JustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2014.xml","2a54a88527f40e7e11e6bf15dfdfce4b7a729ae3b9aecea41ec4ce239217eb0c","0-8cdd3861efd2100c8e3c0ee5692fff4bb17183e6baf095520ed847045c306eae","3-c868d6d88393c3240d94e5ec336e97bb4d97411bce7ac628bcc612d28a75fb27","root.record.ProgramElement.ProjectList.Project"
"Advanced Space Electronics","Develop microelectronic devices, including radiation-hardened data processors and high-density hardened memories, advanced packaging technologies, and micro-electro-mechanical system components and applications.","6.650","Completed development of Single Event Immune Reconfigurable Field Programmable Gate Array for flexible, cost-effective on-board processing in space.  Developed multiprocessor components to increase on-orbit processing capability.  Developed high-density volatile and non-volatile memory for increased on-orbit storage capability.","","7.047","Continue to develop multiprocessor components to increase on-orbit processing capability.  Continue to develop high-density volatile and non-volatile memory for increased on-orbit storage capability.  Complete digital structured application specific integrated circuits for affordable space electronics.","","5.285","5.285","Focus development of multiprocessor components to reduce power required for on-orbit processing capability.  Develop volatile memory for satellite high-density data storage capability.  Begin to develop analog structured application specific integrated circuits for affordable space electronic support logic.","","","2014-BASE_RDTE-2014-AIRFORCE_V1-RDTE_JustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2014.xml","22fbd7640671fe1e97b53cc2a4f375a3fedbd479973c370412f800558a5d893e","0-eb0f3a1203e5dd969ced649e602b6a42060a096ffb09c4a954937ef4a30eb904","0-cc00aa844c75c66b5d6637bf11d19df2fb3ca866adf724cbf6cb2d9c67d6ba9a","root.record.ProgramElement.ProjectList.Project"
"Spacecraft Design Tools","Develop satellite system technologies for spacecraft operations and for satellite control, precision navigation, formation flying, and proximity operations technologies.","2.467","Completed rapid spacecraft development processes for automated spacecraft design, rapid assembly, automated flight and ground software configuration, and expedited integration and test.  Initiated second-generation plug-and-play ground testbed to fully test and demonstrate end-to-end flight ready spacecraft plug-and-play software and hardware.  Began plug-and-play network analysis for impact on spacecraft performance.  Assisted space acquisitions with plug-and-play technology assessment.  Supported Air Force development of a plug-and-play based space vehicle.","","1.991","Continue development and use of second-generation plug-and-play ground testbed to fully test and demonstrate end-to-end flight ready spacecraft plug-and-play software and hardware.  Support transition of spacecraft modular component technology to large spacecraft.  Continue assisting space acquisitions with modular space component technology assessment.  Continue supporting Air Force development of a modular component based space vehicle.","","1.000","1.000","Continue development, refinement and use of modular space component ground testbed.  Mature plug-and-play standards and structure.  Continue supporting Air Force development of a plug-and-play based space vehicle.  Note:  Funding for space plug-and-play technology development reduced due to higher AF priorities.","","","2014-BASE_RDTE-2014-AIRFORCE_V1-RDTE_JustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2014.xml","22fbd7640671fe1e97b53cc2a4f375a3fedbd479973c370412f800558a5d893e","1-dbb99f8657d4213d3bd850c6fce39c0dae1a636707152dd6e5052673f9ad53f0","0-cc00aa844c75c66b5d6637bf11d19df2fb3ca866adf724cbf6cb2d9c67d6ba9a","root.record.ProgramElement.ProjectList.Project"
"Advanced Space Modeling and Simulation Tools","Develop modeling, simulation, and analysis tools for space-based surveillance systems, space capability protection technologies, access/mobility technologies, and flight experiments.","4.343","Completed integration of autonomous flight software technologies with command, control, guidance, and navigation technologies.  Applied additional physics-to-engineering-to-engagement level models for systems engineering, technology trades, mission planning and operations, and utility analysis to satellite experiments in space superiority mission areas.","","2.781","Validate the guidance, navigation, and control aspects of the autonomous flight software using the mission simulator flight software.  Continue to provide engineering to engagement level models for systems engineering and trades, mission planning, and utility analysis to flight experiments and research areas.","","2.864","2.864","Validate system to mission-level modeling and simulation tools for flight program mission planning.  Finalize data requirements for upcoming flight programs to gather critical validation data on orbit to enhance previously developed modeling and simulation tools.  Evaluate the military and technical utility of emerging space vehicle technologies and associated software algorithms.","","","2014-BASE_RDTE-2014-AIRFORCE_V1-RDTE_JustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2014.xml","22fbd7640671fe1e97b53cc2a4f375a3fedbd479973c370412f800558a5d893e","2-e90d69da0bd2abd7a92602ce19f1839affde547a374b5253385219736a3173d1","0-cc00aa844c75c66b5d6637bf11d19df2fb3ca866adf724cbf6cb2d9c67d6ba9a","root.record.ProgramElement.ProjectList.Project"
"Advanced Space Sensors","Develop space infrared technology and hardened focal plane detector arrays to enable acquisition, tracking, and discrimination of hot objects, as well as ''cold body'' objects.","4.141","Developed full focal plane array for exquisite imaging for adaptive, comprehensive space situational awareness (SSA).  Initiated higher operating temperature, large format medium wavelength infrared sensor development for wide area, global access detection and tracking.","","3.891","Continue large focal plane array development for exquisite imaging for adaptive, comprehensive SSA.  Continue development of higher operating temperature, large format medium wavelength infrared sensors for wide area, global access detection and tracking.","","3.343","3.343","Continue developing wide field of view large focal plane array for theater missile warning, missile detection, and battlespace awareness.  Initiate radiation hardened visible scanning effort to improve sensor capabilities for comprehensive SSA.","","","2014-BASE_RDTE-2014-AIRFORCE_V1-RDTE_JustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2014.xml","22fbd7640671fe1e97b53cc2a4f375a3fedbd479973c370412f800558a5d893e","3-6dabd88f7f27775bcb5b1298c8b1ba57bf9a2993f250f710f6d51083884db2d4","0-cc00aa844c75c66b5d6637bf11d19df2fb3ca866adf724cbf6cb2d9c67d6ba9a","root.record.ProgramElement.ProjectList.Project"
"Positioning, Navigation, and Timing (PNT) Space Payload Technologies","Develop technologies for the NavSat payload (PNT only) that enhance the affordability, resiliency and availability of accuracy of the GPS constellation.","0.000","N/A","","0.000","N/A","","4.000","4.000","Begin to develop advanced solid state power amplifier and reprogrammable flexible digital waveform generator for NavSat PNT payload.  Initiate studies to identify other high payoff technologies to support the NavSat Global Positioning Sytem (GPS) augmentation deployment.","","","2014-BASE_RDTE-2014-AIRFORCE_V1-RDTE_JustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2014.xml","22fbd7640671fe1e97b53cc2a4f375a3fedbd479973c370412f800558a5d893e","4-86c1504980a8f1a5efbcf2f978ddb3878f90d148eccdf6841a3797235c20ea27","0-cc00aa844c75c66b5d6637bf11d19df2fb3ca866adf724cbf6cb2d9c67d6ba9a","root.record.ProgramElement.ProjectList.Project"
"Integrated Satellite Demonstrations","Develop satellite technologies for integrated, robust, flexible, satellite demonstrations building on previous work and leveraging investments by other organizations.","33.388","Completed integration/test and space environmental testing in preparation for launch of experimental satellite for geosynchronous orbit.  Completed ground system software for use in space operations.  Began design of next geosynchronous space flight demonstration.","","13.828","Complete satellite integration to the launch vehicle.  Complete satellite flight software and orbit analysis tools for commanding satellite.  Completed final testing of the satellite before it is put in storage to await a launch.  Continue design of next geosynchronous space flight demonstration.","","11.817","11.817","Begin space flight operations of geosynchronous orbit satellite demonstrating advanced autonomy technologies.  Continue maintenance and debugging of geosynchronous orbit experimental satellite flight software and orbit analysis tools.  Procure long-lead components, the platform, and Air Force payloads for planned demonstration of an augmented Evolved Expendable Launch Vehicle Secondary Payload Adaptor geosynchronous orbit experiment.","","","2014-BASE_RDTE-2014-AIRFORCE_V1-RDTE_JustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2014.xml","22fbd7640671fe1e97b53cc2a4f375a3fedbd479973c370412f800558a5d893e","0-6b76eef11aeeaf456a0ba915bc4aaf293bff84abb675217de1b864fa36bea69e","1-eb0a018fff2f529302c9965b0258a8569032a82928e1c0d84563798974ad3c3d","root.record.ProgramElement.ProjectList.Project"
"Space Situational Awareness Capability Development","Develop tools and technologies that advance space-based proximity awareness capabilities and enable protection and countermeasure courses of action.  Efforts will assess a variety of phenomenologies and concepts in response to multiple threat classes and scenarios.","2.922","Constructed and tested hardware and software for innovative deep space imaging concepts, conducted empirical experiments on test coupons for broad-spectrum effort, and used the results to create a predictive signature capability.","","2.898","Using results from deep-space imaging experiments, develop a brass board system traceable to a potential space-based capability.  Repeat developmental performance tests on brass board hardware and software to verify expected performance.  Conduct experiments to verify performance of predictive signature efforts.","","2.510","2.510","Using experimental test results from deep-space imaging experiments, conduct an engineering trade study for a space-based concept.","","","2014-BASE_RDTE-2014-AIRFORCE_V1-RDTE_JustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2014.xml","22fbd7640671fe1e97b53cc2a4f375a3fedbd479973c370412f800558a5d893e","0-5cf47d96a5537f9c1a060975c0aef0b92a9956ce3210640db12dcd25985e32d3","2-3f5b456c525c56061f000662ed96aad8ffd0640e102c44bcf9068bb1734da834","root.record.ProgramElement.ProjectList.Project"
"Space Indicators and Warning Research","Develop passive satellite countermeasures and mitigation techniques for current and future threats to satellites.","0.787","Identified local area sensors for indication and warnings concepts for engineering unit development.  Assessed novel imaging techniques and post-processing algorithms to improve detection and identification.  Completed systems engineering study to identify stakeholder courses of action in anomalous conditions and identified decision-maker information needs driving technology development.  Began process to identify future flight opportunity.","","1.715","Initiate local area sensor for indication and warnings engineering unit development.  Design concept for integrated sensor suite and response system for automated response options.  Continue to identify future flight opportunity.","","2.755","2.755","Continue local area sensor for indication and warning engineering unit development.  Continue design concept for integrated sensor suite and response system for automated response options.  Begin integration of technologies with identified flight opportunity.","","","2014-BASE_RDTE-2014-AIRFORCE_V1-RDTE_JustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2014.xml","22fbd7640671fe1e97b53cc2a4f375a3fedbd479973c370412f800558a5d893e","1-e8fbb8e2a9c9da6eb899e40742470c6fe2e0023f20ae1c1b52f2d143aea6bad3","2-3f5b456c525c56061f000662ed96aad8ffd0640e102c44bcf9068bb1734da834","root.record.ProgramElement.ProjectList.Project"
"Spacecraft Threat Detection","Develop active satellite local space awareness technologies.  Develop advanced exploitation tools for satellite systems.","0.894","Designed on-orbit threat detection, assessment, and response software systems.  Focused technology development effort on on-orbit intelligent control of surveillance payloads.  Explored technology for miniaturization of sensor concepts and improved dynamic sensitivity of sensor components.","","0.145","Demonstrate a modular satellite autonomy flight architecture with responsive action to a selected directed energy threat to a hypothetical friendly satellite.  This includes the capability to detect threats on-board and provide autonomous potential courses of action to mitigate the postulated threat.","","0.346","0.346","Expand satellite autonomy architecture and demonstrate threat/anomaly detection and response with real-time sensor processing and control.","","","2014-BASE_RDTE-2014-AIRFORCE_V1-RDTE_JustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2014.xml","22fbd7640671fe1e97b53cc2a4f375a3fedbd479973c370412f800558a5d893e","2-68c37d503dd4f32c9ddb96db48fcb8d99d0b346f0e89e067226cabec001399bc","2-3f5b456c525c56061f000662ed96aad8ffd0640e102c44bcf9068bb1734da834","root.record.ProgramElement.ProjectList.Project"
"Satellite RF Characterization","Develop RF characterization methods and performance analysis technology.","0.286","Evaluated sensing techniques for potential active and/or passive threat detection and tracking capabilities.  Developed requirements and concepts to reduce vulnerabilities to next generation U.S. satellites.","","0.289","Develop engineering model sensor sub-systems for active and/or passive threat detection and tracking capabilities.  Initiate technology risk reduction for U.S. satellite vulnerability mitigation.","","0.000","0.000","This thrust has been combined with Space Indicators and Warning Research in order to better align counterspace science and technology efforts.","","","2014-BASE_RDTE-2014-AIRFORCE_V1-RDTE_JustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2014.xml","22fbd7640671fe1e97b53cc2a4f375a3fedbd479973c370412f800558a5d893e","3-8f9f0402d6e2da062e8e13acfdcf02a9d4a9b2706edda10b95de882afda2a1af","2-3f5b456c525c56061f000662ed96aad8ffd0640e102c44bcf9068bb1734da834","root.record.ProgramElement.ProjectList.Project"
"S&T Space Launch Integration and Test","Provide mission design and development, payload integration, launch support, operations planning, and one-year of on-orbit operations for a science and technology space-launch mission while supporting the multi-agency new entrant certification strategy.","0.000","N/A","","16.000","Provide mission definition, design, development, and operations planning.  Select and/or refine satellite and payload manifest.  Initiate planning and integration of satellites and payloads onto launch vehicle.","","15.000","15.000","Provide mission definition, design, development, and operations planning.  Refine satellite and payload manifest.  Continue planning and integration of satellites and payloads onto launch vehicle.","","","2014-BASE_RDTE-2014-AIRFORCE_V1-RDTE_JustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2014.xml","22fbd7640671fe1e97b53cc2a4f375a3fedbd479973c370412f800558a5d893e","0-3922d3be351898cbef5aa2b4d314741e97ee042ff6fe7d9e76c21b793c467154","3-3174e60022593843745340f693060e984abd242eee0b639018b1024d94605ef8","root.record.ProgramElement.ProjectList.Project"
"Spacecraft Survivability/Reliability","Develop technologies to provide improved space radiation and ionospheric hazard specification and forecasting.","2.960","Developed advanced standard model of radiation belts, using data from recently launched space environment instruments.  Completed trade studies to narrow alternatives for a second-generation heliospheric imager for detecting and tracking solar coronal mass ejections (CMEs) which threaten space systems and degrade communications.  Completed development of a more precise CME propagation model to enhance space weather forecasting tools.","","2.907","Improve software tools to model surface and deep charging, radiation dose rate to spacecraft in real-time for evaluation of spacecraft anomalies.  Continue development of an engineering model of an improved instrument to measure high-energy electrons and protons that contribute to radiation dose and spacecraft charging.  Continue advanced development of concepts and technology for an operational capability in heliospheric imaging.","","3.361","3.361","Exploit on-orbit data to improve accuracy of standard radiation belt model for satellite design.  Continue development of advanced data and modeling techniques to increase accuracy of spacecraft anomaly attribution.  Complete engineering model and begin construction of compact space environment sensor flight unit.  Implement material aging models into spacecraft charging design tool.  Develop technologies supporting next-generation upgrades to the Air Force's solar optical, radio, and imaging network.","","","2014-BASE_RDTE-2014-AIRFORCE_V1-RDTE_JustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2014.xml","22fbd7640671fe1e97b53cc2a4f375a3fedbd479973c370412f800558a5d893e","0-890f3023ab177cd6eef57e56e4b66e12c0f06ea3e7acfaf9d97cb85943b2f5bf","4-73e6fc733ad441485b790fd7ae312a6662d1fadcc502825a15828f1756c71733","root.record.ProgramElement.ProjectList.Project"
"Advanced Navigation Instruments","Develop, integrate, and demonstrate advanced navigation instrumentation applied to emerging vehicle designs and other technologies that support warfighter needs for a safe, secure, and reliable strategic deterrence.","5.785","Started follow-on effort to address next generation guidance and navigation technologies for future systems.  Developed technologies that facilitate planned Analysis of Alternatives on next generation strategic weapons.  Completed the build and tested Advanced Inertial Measurement Unit (AIMU) engineering model for enhanced ground testing and preparation for flight test.","","5.081","Improve AIMU design based on engineering model testing.  Begin engineering model build of AIMU for validation of performance in a sled test.  Begin preliminary design for hardening of AIMU to weapons level radiation hardness.  Begin development of technologies for next generation strategic weapons requirements.","","5.487","5.487","Continue design and build of fully weapons hardened AIMU design to meet Minuteman III requirements.  Continue ground testing to include captive carry flight testing on a Navy test pod.","","","2014-BASE_RDTE-2014-AIRFORCE_V1-RDTE_JustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2014.xml","22fbd7640671fe1e97b53cc2a4f375a3fedbd479973c370412f800558a5d893e","0-668ee40ad236ead61ead74e046fb8868ce55261f3195637c5ae3163febba2e84","5-9cfd8cf09892d3fc96236f65c78b6f8b80e0cb95b0647d6fc05b51393c83ddf4","root.record.ProgramElement.ProjectList.Project"
"Space Power Technologies","Develop power generation space technologies such as multi-junction solar cells, thin-film solar cells, lightweight solar cell arrays, and radiation resistant solar cell modules.","1.382","Extended inverted metamorphic (IMM)-based solar cell development toward 35-37% efficiency.  Conducted maturity development of quantum dot-enhanced IMM solar cells.","","2.188","Complete development of efficient 34% IMM solar cell.  Continue development of 35-37% IMM and quantum-dot enhanced IMM solar cells.  Continue maturation of IMM solar cell interconnection and module technologies.","","1.375","1.375","Complete development of efficient 35% IMM solar cell.  Continue development of 36-37% IMM and quantum dot enhanced IMM solar cells.  Complete IMM solar cell interconnection and continue maturation of module technologies.","","","2014-BASE_RDTE-2014-AIRFORCE_V1-RDTE_JustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2014.xml","22fbd7640671fe1e97b53cc2a4f375a3fedbd479973c370412f800558a5d893e","0-eb3e1b9921c67a30c7d01625dba24874df303f889bd45593c9aeb485e4cfc854","6-bf17bcc624885d53ee8f071c6833572d3516409dc68be29d4f996e86c1f05261","root.record.ProgramElement.ProjectList.Project"
"Spacecraft Thermal Technologies","Develop technologies for long-life, efficient, low-vibration, lightweight mechanical cryocoolers and integration components for space applications.","1.554","Worked to reduce size, weight, and power requirements, ease integration, and increase reliability of cryocoolers and supporting payload thermal management systems for very large format focal plane arrays for missile warning capability and for other modular systems.  Evaluated passive versus active cooling, based on heat loads, power requirements, size, and payload thermal modeling.  Provided correlated computer modeling results to industry to improve overall cryocooler design.","","0.891","Continue to reduce size, weight, and power requirements, ease integration, and increase reliability of cryocoolers and supporting payload thermal management systems for very large format focal plane arrays for missile warning capability and for industry to significantly improve overall cryocooler design.  Expand computer modeling to cover additional cryocooler components, including the pulse tube, and provide correlated results to industry.","","0.984","0.984","Using correlated computer modeling results, continue to reduce size, weight, and power requirements, ease integration, and increase reliability of cryocoolers and supporting payload thermal management systems for very large format focal plane arrays for missile warning capability and for industry to significantly improve overall cryocooler design.  Further expand computer modeling to additional cryocooler components, to include flow straightening effects and other refrigeration cycles (reverse Brayton), and provide correlated results to industry.","","","2014-BASE_RDTE-2014-AIRFORCE_V1-RDTE_JustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2014.xml","22fbd7640671fe1e97b53cc2a4f375a3fedbd479973c370412f800558a5d893e","1-8fd3a60ebbc64c79023b9ffb931b545af07fcee38cfd6a80279aeb1c742f49ba","6-bf17bcc624885d53ee8f071c6833572d3516409dc68be29d4f996e86c1f05261","root.record.ProgramElement.ProjectList.Project"
"Spacecraft Structures Technologies","Develop composites for spacecraft structures and space applications, such as launch vehicle shrouds, thermal protection structures, and space antennas.","1.338","Completed development of thermal management testbed for space structures.  Initiated development of system-level deployable architectures for advanced optical systems and low-cost RF reflectors.","","1.338","Develop capability for providing structural dynamics data on large, deployable apertures for space systems.  Develop technologies and processes for rapid calibration of payloads for space applications.","","1.698","1.698","Perform data analysis on variable heat transfer modulation experiment aboard the International Space Station.  Produce flight-representative deployable baffle and folded optics for compact star-trackers and wide-field-of-view imagers.","","","2014-BASE_RDTE-2014-AIRFORCE_V1-RDTE_JustificationBook_Air_Force_PB_2014.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2014.xml","22fbd7640671fe1e97b53cc2a4f375a3fedbd479973c370412f800558a5d893e","2-93b66168aba5fe1d9d4343867a76cc1d6bd9a6126d3f9c4108f96e8ac8cce281","6-bf17bcc624885d53ee8f071c6833572d3516409dc68be29d4f996e86c1f05261","root.record.ProgramElement.ProjectList.Project"
