LineItem_val,Title_val,Funding_PriorYear_val,Funding_CurrentYear_val,Funding_BudgetYearOne_val,Funding_BudgetYearOneBase_val,Funding_BudgetYearOneOCO_val,Funding_BudgetYearTwo_val,Funding_BudgetYearThree_val,Funding_BudgetYearFour_val,Funding_BudgetYearFive_val,Funding_CostToComplete_val,Funding_TotalCost_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"0603180C","Advanced Research","16.987","27.733","20.184","20.184","","20.695","21.555","21.936","22.361","Continuing","Continuing","2018-BASE_PROCUREMENT-2018-DEFENSE_MDA_VOL2-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.zzz_unzipped-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.xml","0dab7b0efb5c2210d6630288c99cceed6f970a54305d1d1f9844691f1d233eb3","4-fa255bf9accb9db0d2b8279d684f989ad4775b3e092d9892b5d84c1eb288516f","1-e5b850a4e417fd34ed879d838b0e0b72603e58f14b46554359257651c3f79de2","root.record.ProjectList.Project"
"0603884C","Ballistic Missile Defense Sensors","233.020","230.077","247.345","247.345","","247.643","362.850","401.267","497.503","Continuing","Continuing","2018-BASE_PROCUREMENT-2018-DEFENSE_MDA_VOL2-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.zzz_unzipped-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.xml","0dab7b0efb5c2210d6630288c99cceed6f970a54305d1d1f9844691f1d233eb3","5-eb90f47eb25b5df3037d3ba7b35806b38c4b84be7dd4a6e800b8921570865f31","1-e5b850a4e417fd34ed879d838b0e0b72603e58f14b46554359257651c3f79de2","root.record.ProjectList.Project"
"0603890C","BMD Enabling Programs","406.326","408.594","449.442","449.442","","466.760","540.409","629.864","501.915","Continuing","Continuing","2018-BASE_PROCUREMENT-2018-DEFENSE_MDA_VOL2-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.zzz_unzipped-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.xml","0dab7b0efb5c2210d6630288c99cceed6f970a54305d1d1f9844691f1d233eb3","6-decacd1941e7ab70ea158c40c9f1db36c2a3e0387eddd49b5cd15f5b2b30e99e","1-e5b850a4e417fd34ed879d838b0e0b72603e58f14b46554359257651c3f79de2","root.record.ProjectList.Project"
"0603896C","Ballistic Missile Defense Command and Control, Battle Management & Communication","425.996","456.267","430.115","430.115","","461.275","501.956","496.411","514.139","Continuing","Continuing","2018-BASE_PROCUREMENT-2018-DEFENSE_MDA_VOL2-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.zzz_unzipped-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.xml","0dab7b0efb5c2210d6630288c99cceed6f970a54305d1d1f9844691f1d233eb3","7-01e9377a887d69254988e78545a33e4bd4cd9fe5f2aed8e01601c3ce0f069e0c","1-e5b850a4e417fd34ed879d838b0e0b72603e58f14b46554359257651c3f79de2","root.record.ProjectList.Project"
"0603176C","Advanced Concepts and Performance Assessment","11.853","17.880","12.996","12.996","","13.741","15.048","15.319","16.361","Continuing","Continuing","2018-BASE_PROCUREMENT-2018-DEFENSE_MDA_VOL2-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.zzz_unzipped-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.xml","0dab7b0efb5c2210d6630288c99cceed6f970a54305d1d1f9844691f1d233eb3","0-4eb6e4d3f4e58ad67ea68e0832437e205f0e7430d3d06b845e86f565f8fe8ba8","2-0511dd47d753488ba55503b7ca4e6534d5b9d3c6f27cd729b948e7554aaf64ac","root.record.ProjectList.Project"
"0603177C","Discrimination Sensor Technology","27.981","0.000","0.000","0.000","","0.000","0.000","0.000","0.000","Continuing","Continuing","2018-BASE_PROCUREMENT-2018-DEFENSE_MDA_VOL2-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.zzz_unzipped-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.xml","0dab7b0efb5c2210d6630288c99cceed6f970a54305d1d1f9844691f1d233eb3","1-7438121ce4f36157b1113ffb264b456c04377481dea595b0287d5c12bae48371","2-0511dd47d753488ba55503b7ca4e6534d5b9d3c6f27cd729b948e7554aaf64ac","root.record.ProjectList.Project"
"0603178C","Weapons Technology","50.263","71.843","5.495","5.495","","0.000","0.000","0.000","0.000","Continuing","Continuing","2018-BASE_PROCUREMENT-2018-DEFENSE_MDA_VOL2-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.zzz_unzipped-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.xml","0dab7b0efb5c2210d6630288c99cceed6f970a54305d1d1f9844691f1d233eb3","2-c3e044bcea7fb793666880f952cd80ebd84657621661a91538762c223034497e","2-0511dd47d753488ba55503b7ca4e6534d5b9d3c6f27cd729b948e7554aaf64ac","root.record.ProjectList.Project"
"0603179C","Advanced C4ISR","9.661","3.626","0.000","0.000","","0.000","0.000","0.000","0.000","0","13.287","2018-BASE_PROCUREMENT-2018-DEFENSE_MDA_VOL2-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.zzz_unzipped-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.xml","0dab7b0efb5c2210d6630288c99cceed6f970a54305d1d1f9844691f1d233eb3","3-f4237b061e5ce316cccdd26cf459da61157d821aeca477923e132576fb06a926","2-0511dd47d753488ba55503b7ca4e6534d5b9d3c6f27cd729b948e7554aaf64ac","root.record.ProjectList.Project"
"0603180C","Advanced Research","16.987","27.733","20.184","20.184","","20.695","21.555","21.936","22.361","Continuing","Continuing","2018-BASE_PROCUREMENT-2018-DEFENSE_MDA_VOL2-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.zzz_unzipped-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.xml","0dab7b0efb5c2210d6630288c99cceed6f970a54305d1d1f9844691f1d233eb3","4-9344f88a790ee2bbaa92498ec3ebf7153bac7207c3e31e19de7ba279872edf3a","2-0511dd47d753488ba55503b7ca4e6534d5b9d3c6f27cd729b948e7554aaf64ac","root.record.ProjectList.Project"
"0603884C","Ballistic Missile Defense Sensors","233.020","230.077","247.345","247.345","","247.643","362.850","401.267","497.503","Continuing","Continuing","2018-BASE_PROCUREMENT-2018-DEFENSE_MDA_VOL2-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.zzz_unzipped-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.xml","0dab7b0efb5c2210d6630288c99cceed6f970a54305d1d1f9844691f1d233eb3","5-cd46fcd7629ddb52a34a9c2df10c38bccc776dc2405f086bc99425179d4687ef","2-0511dd47d753488ba55503b7ca4e6534d5b9d3c6f27cd729b948e7554aaf64ac","root.record.ProjectList.Project"
"0603890C","BMD Enabling Programs","406.326","408.594","449.442","449.442","","466.760","540.409","629.864","501.915","Continuing","Continuing","2018-BASE_PROCUREMENT-2018-DEFENSE_MDA_VOL2-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.zzz_unzipped-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.xml","0dab7b0efb5c2210d6630288c99cceed6f970a54305d1d1f9844691f1d233eb3","6-3808e3a243c0e32cbf3949d14b28e6890c530d5014e5a9734c46c3d5e63222c3","2-0511dd47d753488ba55503b7ca4e6534d5b9d3c6f27cd729b948e7554aaf64ac","root.record.ProjectList.Project"
"0603176C","Advanced Concepts and Performance Assessment","11.853","17.880","12.996","12.996","","13.741","15.048","15.319","16.361","Continuing","Continuing","2018-BASE_PROCUREMENT-2018-DEFENSE_MDA_VOL2-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.zzz_unzipped-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.xml","0dab7b0efb5c2210d6630288c99cceed6f970a54305d1d1f9844691f1d233eb3","0-963df8a0b857fedfff2b933d12d1315794a96abf2283ba89315c89afa2f78cb3","3-b324f3f40b33f45ba8f4dacf28b2d4b5ddf727f55868698ed6a2e671957216d7","root.record.ProjectList.Project"
"0603177C","Discrimination Sensor Technology","27.981","0.000","0.000","0.000","","0.000","0.000","0.000","0.000","Continuing","Continuing","2018-BASE_PROCUREMENT-2018-DEFENSE_MDA_VOL2-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.zzz_unzipped-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.xml","0dab7b0efb5c2210d6630288c99cceed6f970a54305d1d1f9844691f1d233eb3","1-9b11a4c25ab51a93070b9584f2ea10d9615d403f347007ef8c9ada987cb510b7","3-b324f3f40b33f45ba8f4dacf28b2d4b5ddf727f55868698ed6a2e671957216d7","root.record.ProjectList.Project"
"0603178C","Weapons Technology","50.263","71.843","5.495","5.495","","0.000","0.000","0.000","0.000","Continuing","Continuing","2018-BASE_PROCUREMENT-2018-DEFENSE_MDA_VOL2-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.zzz_unzipped-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.xml","0dab7b0efb5c2210d6630288c99cceed6f970a54305d1d1f9844691f1d233eb3","2-9868d75cfdb1bf264bd952e10af560294e2a38efd2c7632c796546d0bb7ca063","3-b324f3f40b33f45ba8f4dacf28b2d4b5ddf727f55868698ed6a2e671957216d7","root.record.ProjectList.Project"
"0603179C","Advanced C4ISR","9.661","3.626","0.000","0.000","","0.000","0.000","0.000","0.000","0","13.287","2018-BASE_PROCUREMENT-2018-DEFENSE_MDA_VOL2-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.zzz_unzipped-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.xml","0dab7b0efb5c2210d6630288c99cceed6f970a54305d1d1f9844691f1d233eb3","3-629b04a99a5257d76e748ea152e12b24bdc0ec966aefb88de5849edbab589ef3","3-b324f3f40b33f45ba8f4dacf28b2d4b5ddf727f55868698ed6a2e671957216d7","root.record.ProjectList.Project"
"0603180C","Advanced Research","16.987","27.733","20.184","20.184","","20.695","21.555","21.936","22.361","Continuing","Continuing","2018-BASE_PROCUREMENT-2018-DEFENSE_MDA_VOL2-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.zzz_unzipped-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.xml","0dab7b0efb5c2210d6630288c99cceed6f970a54305d1d1f9844691f1d233eb3","4-e8d0e7303bff38fd434ef5bc62f1a30047b9f19570e81a60fdab26d9d9c3645d","3-b324f3f40b33f45ba8f4dacf28b2d4b5ddf727f55868698ed6a2e671957216d7","root.record.ProjectList.Project"
"0603176C","Advanced Concepts and Performance Assessment","11.853","17.880","12.996","12.996","","13.741","15.048","15.319","16.361","Continuing","Continuing","2018-BASE_PROCUREMENT-2018-DEFENSE_MDA_VOL2-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.zzz_unzipped-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.xml","1f5a7fe488b6c9b05aa48a53be08aee9dc4d4d671492fb0cc37a9d36bdb2dc76","0-64a009cfe843c803efaec61ced3aff45e78a1123872fd1319cdbad87e7b76bd5","0-4f0208ccce2228e374d661fef4ade7fd2718468695b1cdfa698d06b9e9bc979b","root.record.ProjectList.Project"
"0603884C","Ballistic Missile Defense Sensors","233.020","230.077","247.345","247.345","","247.643","362.850","401.267","497.503","Continuing","Continuing","2018-BASE_PROCUREMENT-2018-DEFENSE_MDA_VOL2-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.zzz_unzipped-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.xml","1f5a7fe488b6c9b05aa48a53be08aee9dc4d4d671492fb0cc37a9d36bdb2dc76","1-38fe3145569d3db2d391589d923f17c1f9c2b2f657734b8f16f853dec4e1edfa","0-4f0208ccce2228e374d661fef4ade7fd2718468695b1cdfa698d06b9e9bc979b","root.record.ProjectList.Project"
"0603890C","BMD Enabling Programs","406.326","408.594","449.442","449.442","","466.760","540.409","629.864","501.915","Continuing","Continuing","2018-BASE_PROCUREMENT-2018-DEFENSE_MDA_VOL2-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.zzz_unzipped-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.xml","1f5a7fe488b6c9b05aa48a53be08aee9dc4d4d671492fb0cc37a9d36bdb2dc76","2-4d01e5e81ad99a02d354f60f5ea7a2c0bde61affbed1d1063b71bc4944c49925","0-4f0208ccce2228e374d661fef4ade7fd2718468695b1cdfa698d06b9e9bc979b","root.record.ProjectList.Project"
"0603896C","Ballistic Missile Defense Command and Control, Battle Management & Communication","425.996","456.267","430.115","430.115","","461.275","501.956","496.411","514.139","Continuing","Continuing","2018-BASE_PROCUREMENT-2018-DEFENSE_MDA_VOL2-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.zzz_unzipped-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.xml","1f5a7fe488b6c9b05aa48a53be08aee9dc4d4d671492fb0cc37a9d36bdb2dc76","3-930446f0c08fbd34630cc0b20b26b4e133cd7732736af24010e9ae3ab7c4ba97","0-4f0208ccce2228e374d661fef4ade7fd2718468695b1cdfa698d06b9e9bc979b","root.record.ProjectList.Project"
"0603882C","Ballistic Missile Defense Midcourse Defense Segment","1260.480","862.080","828.097","828.097","","630.842","651.047","567.451","551.701","Continuing","Continuing","2018-BASE_PROCUREMENT-2018-DEFENSE_MDA_VOL2-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.zzz_unzipped-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.xml","a87123ef69457fa99e48b81f9490d74a05166afdda12ce395216a98a4c49b7e0","0-282acb7daa34b11d2c21c100d9a8a64531bb5418c0b425855b90f0a01f824b64","1-4c1900975591915faf10965fd1addde31efb4c750b9acc34433dc761867adb36","root.record.ProjectList.Project"
"0603884C","Ballistic Missile Defense Sensors","233.020","230.077","247.345","247.345","","247.643","362.850","401.267","497.503","Continuing","Continuing","2018-BASE_PROCUREMENT-2018-DEFENSE_MDA_VOL2-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.zzz_unzipped-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.xml","a87123ef69457fa99e48b81f9490d74a05166afdda12ce395216a98a4c49b7e0","1-25d5e7654bc64a7ebfa14ba83c84e2e20a6f37d7646b40ab6d0a9f784730c01f","1-4c1900975591915faf10965fd1addde31efb4c750b9acc34433dc761867adb36","root.record.ProjectList.Project"
"0603884C","SENSORS MILCON","0.000","166.670","0.000","0.000","","150.000","0.000","212.000","0.000","0","528.67","2018-BASE_PROCUREMENT-2018-DEFENSE_MDA_VOL2-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.zzz_unzipped-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.xml","a87123ef69457fa99e48b81f9490d74a05166afdda12ce395216a98a4c49b7e0","2-bbe2598b53dca50c3a99ff9a627fec8e1f91c74f85c06eb7ba39d22ca8cacf5c","1-4c1900975591915faf10965fd1addde31efb4c750b9acc34433dc761867adb36","root.record.ProjectList.Project"
"0603896C","Ballistic Missile Defense Command and Control, Battle Management & Communication","425.996","456.267","430.115","430.115","","461.275","501.956","496.411","514.139","Continuing","Continuing","2018-BASE_PROCUREMENT-2018-DEFENSE_MDA_VOL2-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.zzz_unzipped-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.xml","a87123ef69457fa99e48b81f9490d74a05166afdda12ce395216a98a4c49b7e0","3-d339a1b8137d26441e4c60ffebba94664039e931d413b098bef05a742dd9e631","1-4c1900975591915faf10965fd1addde31efb4c750b9acc34433dc761867adb36","root.record.ProjectList.Project"
"0603904C","Missile Defense Integration and Operations Center (MDIOC)","46.191","54.750","53.265","53.265","","54.505","57.588","58.574","59.738","Continuing","Continuing","2018-BASE_PROCUREMENT-2018-DEFENSE_MDA_VOL2-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.zzz_unzipped-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.xml","a87123ef69457fa99e48b81f9490d74a05166afdda12ce395216a98a4c49b7e0","4-ec12d647682b25986940ed13fc9947a1fa116edcb498c33e1a1998e1a53a528e","1-4c1900975591915faf10965fd1addde31efb4c750b9acc34433dc761867adb36","root.record.ProjectList.Project"
"0603907C","Sea Based X-Band Radar (SBX)","81.265","93.287","130.695","130.695","","114.545","126.250","97.666","97.659","Continuing","Continuing","2018-BASE_PROCUREMENT-2018-DEFENSE_MDA_VOL2-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.zzz_unzipped-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.xml","a87123ef69457fa99e48b81f9490d74a05166afdda12ce395216a98a4c49b7e0","5-f30defff7321178616076ac8bdaf8f1cd301288198134bfbd2760a01aeb148ee","1-4c1900975591915faf10965fd1addde31efb4c750b9acc34433dc761867adb36","root.record.ProjectList.Project"
"0604879C","Ballistic Missile Defense Sensor Test","83.597","83.250","84.239","84.239","","65.886","76.218","68.231","56.579","Continuing","Continuing","2018-BASE_PROCUREMENT-2018-DEFENSE_MDA_VOL2-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.zzz_unzipped-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.xml","a87123ef69457fa99e48b81f9490d74a05166afdda12ce395216a98a4c49b7e0","6-a574520d006b65f05cbf945118ccd4701e4e531509fd03e743636f781de91a58","1-4c1900975591915faf10965fd1addde31efb4c750b9acc34433dc761867adb36","root.record.ProjectList.Project"
"31299903","MILCON PLANNING and DESIGN","15.000","0.000","0.000","0.000","","15.184","36.140","16.248","8.009","0","90.581","2018-BASE_PROCUREMENT-2018-DEFENSE_MDA_VOL2-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.zzz_unzipped-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.xml","a87123ef69457fa99e48b81f9490d74a05166afdda12ce395216a98a4c49b7e0","7-9eb8f8eb9e14c6894a290b98995ea81b7b09612d5849f7fa0c70fb739c47eee0","1-4c1900975591915faf10965fd1addde31efb4c750b9acc34433dc761867adb36","root.record.ProjectList.Project"
"0203882C: MD08","GMD O&M","0.000","129.281","137.896","137.896","","143.027","139.319","142.269","145.188","Continuing","Continuing","2018-BASE_PROCUREMENT-2018-DEFENSE_MDA_VOL2-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.zzz_unzipped-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.xml","8063ec12edd9c8213c9671364d601c407fbb1d145a24776b32a8244a917e0277","0-ec07ef158c83546591e45ed42307a991caa184c694bc66a5ac217136157482d5","0-ab53fa0e725fb86d923f2cb6a892008a3f42e072287a6fc4e61e0fe8c675b5d2","root.record.ProjectList.Project"
"0603882C","Ballistic Missile Defense Midcourse Defense Segment","1260.480","862.080","828.097","828.097","","630.842","651.047","567.451","551.701","Continuing","Continuing","2018-BASE_PROCUREMENT-2018-DEFENSE_MDA_VOL2-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.zzz_unzipped-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.xml","8063ec12edd9c8213c9671364d601c407fbb1d145a24776b32a8244a917e0277","1-35b9ed23b0101db8df67b4baac322aff5992bbfb577ee083ffba6472c8f79196","0-ab53fa0e725fb86d923f2cb6a892008a3f42e072287a6fc4e61e0fe8c675b5d2","root.record.ProjectList.Project"
"0603914C","Ballistic Missile Defense Test","290.267","293.441","305.791","305.791","","295.042","351.626","336.137","334.678","Continuing","Continuing","2018-BASE_PROCUREMENT-2018-DEFENSE_MDA_VOL2-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.zzz_unzipped-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.xml","8063ec12edd9c8213c9671364d601c407fbb1d145a24776b32a8244a917e0277","2-49cddf7cdc5396efe95e73f631cfd9f6545915a974ba6ac9eca171e402dceaef","0-ab53fa0e725fb86d923f2cb6a892008a3f42e072287a6fc4e61e0fe8c675b5d2","root.record.ProjectList.Project"
"0603915C","Ballistic Missile Defense Targets","517.589","563.576","410.425","410.425","","373.203","407.909","405.458","427.508","Continuing","Continuing","2018-BASE_PROCUREMENT-2018-DEFENSE_MDA_VOL2-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.zzz_unzipped-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.xml","8063ec12edd9c8213c9671364d601c407fbb1d145a24776b32a8244a917e0277","3-1473559eab8ae9b22f659487af8475265bb17e8a5516c5225360d749c73fee37","0-ab53fa0e725fb86d923f2cb6a892008a3f42e072287a6fc4e61e0fe8c675b5d2","root.record.ProjectList.Project"
"0604887C","Ballistic Missile Defense Midcourse Defense Segment Test","54.619","56.481","76.757","76.757","","74.205","69.713","77.826","79.094","Continuing","Continuing","2018-BASE_PROCUREMENT-2018-DEFENSE_MDA_VOL2-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.zzz_unzipped-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.xml","8063ec12edd9c8213c9671364d601c407fbb1d145a24776b32a8244a917e0277","4-d95d8b9e887a9aa635dffda62edc52a9ed6336d92dfe54b50a0d92ca0daed0eb","0-ab53fa0e725fb86d923f2cb6a892008a3f42e072287a6fc4e61e0fe8c675b5d2","root.record.ProjectList.Project"
"0208866C:  MD07","THAAD O&M","58.308","72.099","78.761","78.761","","87.478","92.082","91.832","93.716","Continuing","Continuing","2018-BASE_PROCUREMENT-2018-DEFENSE_MDA_VOL2-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.zzz_unzipped-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.xml","36af745e2566d4faf56a3c9357ef571a2862ede600b34d7c07163eca476fb6b2","0-7b2c4dbb172bf998bcf7185e304734469f89c41bd25e23cef36bbd0b1cb14c2a","0-bd851ff65ef17f8bab673c3fc95c45f6e0fa2b8d03e391f2c4b4ae7d2b5f1bb1","root.record.ProjectList.Project"
"0208866C: MD07","THAAD Procurement","447.971","369.608","451.592","451.592","","440.883","405.015","420.829","429.463","978.463","3943.824","2018-BASE_PROCUREMENT-2018-DEFENSE_MDA_VOL2-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.zzz_unzipped-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.xml","36af745e2566d4faf56a3c9357ef571a2862ede600b34d7c07163eca476fb6b2","1-96cbff39e0edb11a52f356893440d13de243c7e4aa3b0d6e8c793d99ae890f8b","0-bd851ff65ef17f8bab673c3fc95c45f6e0fa2b8d03e391f2c4b4ae7d2b5f1bb1","root.record.ProjectList.Project"
"0603881C","Ballistic Missile Defense Terminal Defense Segment","197.617","209.072","230.162","230.162","","194.328","253.778","264.377","267.254","Continuing","Continuing","2018-BASE_PROCUREMENT-2018-DEFENSE_MDA_VOL2-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.zzz_unzipped-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.xml","36af745e2566d4faf56a3c9357ef571a2862ede600b34d7c07163eca476fb6b2","2-b5bcf609bda02cbc329768ae7c7187d77bc2c7c26ac3195294bf28b6d03fbcef","0-bd851ff65ef17f8bab673c3fc95c45f6e0fa2b8d03e391f2c4b4ae7d2b5f1bb1","root.record.ProjectList.Project"
"0603892C","AEGIS BMD","804.211","959.066","852.052","852.052","","805.051","789.217","656.164","695.306","Continuing","Continuing","2018-BASE_PROCUREMENT-2018-DEFENSE_MDA_VOL2-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.zzz_unzipped-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.xml","4041b5af587d3100da6b89c7e548063f6aa0c6f038706d054b37d9f0de022c0b","0-c4c83f4f4339a2093b22c2e8829f5529faf942386629a3337cecc0a84dd601d7","0-64417741131d5854443cb0a0403e13959360f92c725e1838f3014ecac6b37812","root.record.ProjectList.Project"
"0604880C","Land Based SM-3 (LBSM3)","29.288","43.293","30.486","30.486","","31.816","33.024","31.707","30.924","Continuing","Continuing","2018-BASE_PROCUREMENT-2018-DEFENSE_MDA_VOL2-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.zzz_unzipped-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.xml","4041b5af587d3100da6b89c7e548063f6aa0c6f038706d054b37d9f0de022c0b","1-ba9ff416f42cb973019c83e27e079a230f716cee219b11fa64b9ca6085ceaa6e","0-64417741131d5854443cb0a0403e13959360f92c725e1838f3014ecac6b37812","root.record.ProjectList.Project"
"0604881C","AEGIS SM-3 Block IIA Co-Development","165.456","106.038","9.739","9.739","","0.000","0.000","0.000","0.000","0","281.233","2018-BASE_PROCUREMENT-2018-DEFENSE_MDA_VOL2-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.zzz_unzipped-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.xml","4041b5af587d3100da6b89c7e548063f6aa0c6f038706d054b37d9f0de022c0b","2-5b9401502f0b48bd12d4ffb42a9da43d8dfa5a49cd6706235feae23f9ff1e4e5","0-64417741131d5854443cb0a0403e13959360f92c725e1838f3014ecac6b37812","root.record.ProjectList.Project"
"0603179C","Advanced C4ISR","9.661","3.626","0.000","0.000","","0.000","0.000","0.000","0.000","0","13.287","2018-BASE_PROCUREMENT-2018-DEFENSE_MDA_VOL2-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.zzz_unzipped-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.xml","0ccc6aa3cc1591b3a28048942174dc16146bc40d71701325b62cd43a1eab5e9f","0-750c43c36e869639833d08159bd5456de30b11c74068832f312a6e577a6f040a","0-d3220c1acd695cde8f652e1b987383da0014af4da981b6ad48268647f472c912","root.record.ProjectList.Project"
"0603884C","Ballistic Missile Defense Sensors","233.020","230.077","247.345","247.345","","247.643","362.850","401.267","497.503","Continuing","Continuing","2018-BASE_PROCUREMENT-2018-DEFENSE_MDA_VOL2-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.zzz_unzipped-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.xml","0ccc6aa3cc1591b3a28048942174dc16146bc40d71701325b62cd43a1eab5e9f","1-b42c0840fa8c4c7fdf7dc4de3f1d7d99a3f41bb9a3a6be3227f04b91fc9f4f40","0-d3220c1acd695cde8f652e1b987383da0014af4da981b6ad48268647f472c912","root.record.ProjectList.Project"
"0603896C","Ballistic Missile Defense Command and Control, Battle Management & Communication","425.996","456.267","430.115","430.115","","461.275","501.956","496.411","514.139","Continuing","Continuing","2018-BASE_PROCUREMENT-2018-DEFENSE_MDA_VOL2-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.zzz_unzipped-U_RDTE_MasterJustificationBook_Missile_Defense_Agency_PB_2018.xml","0ccc6aa3cc1591b3a28048942174dc16146bc40d71701325b62cd43a1eab5e9f","2-d9826d54f5cd3372702689f7ed010fdd0b6aa5439e0ec978fc2719539e219f09","0-d3220c1acd695cde8f652e1b987383da0014af4da981b6ad48268647f472c912","root.record.ProjectList.Project"
