Title_val,Description_val,Accomplishment_PriorYear_Funding_val,Accomplishment_PriorYear_Text_val,PlannedProgram_CurrentYear_Funding_val,PlannedProgram_CurrentYear_Text_val,PlannedProgram_BudgetYearOne_Funding_val,PlannedProgram_BudgetYearOneBase_Funding_val,PlannedProgram_BudgetYearOneBase_Text_val,PlannedProgram_BudgetYearOneOCO_Funding_val,PlannedProgram_BudgetYearOneOCO_Text_val,PlannedProgram_AppChangeSummary_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"High Temperature Material Technologies","Develop and demonstrate affordable, novel high temperature materials/structures and thermal management concepts to enable future defense capabilities for prompt global strike concepts.","2.487","N/A","2.200","Continue work on multimaterial structures that optimally address operational temperature zones for hot structure and expendable thermal protection systems made out of advanced ceramics, ceramic matrix composites, hybrids, advanced and affordable metals, and intermetallics. Transition 2700-degree Fahrenheit ceramic matrix composites for turbine hot section components to industry.  Continue to develop high performance and affordable metals for next-generation turbine disk and low cost propulsion, aerostructure and munitions components. Continue development of low cost metallic turbine engine disks made via powder processing technologies for use in high temperature, aggressive environment.","2.142","2.142","Continue to work on multimaterial structures that optimally address operational temperature zones for hot structure and expendable thermal protection systems made out of advanced ceramics, ceramic matrix composites, hybrids, advanced and affordable metals, and intermetallics. Continue to transition 2700-degree Fahrenheit ceramic matrix composites for turbine hot section components to industry. Continue to develop high performance and affordable metals for next-generation turbine disk and low cost propulsion, aerostructure and munitions components. Continue development and demonstrate advanced materials and process control to enable complex structural components via additive manufacturing.  Initiate establishment of a metallic additive design center. Continue development of low cost metallic turbine engine disks made via powder processing technologies for use in high temperature, aggressive environment. Transition computational and data analytics tools that enable production of affordable, complex shape metal components made via additive manufacturing.","0.000","Not Applicable","FY 2020 decreased compared to FY 2019 by $0.058 million. Justification for the decrease is described in the plans above.","2020-BASE_RDTE-2020-AIRFORCE_V1-U_RDTE_JustificationBook_Air_Force_PB_2020.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2020.xml","936dac92226699c8d261f2d991c215cde16fa1ce3b4eed2e1a3f35e5839553f6","1-a81a513603497e7eb31fefb13ea4b56e09f9a4c1df7aa48dfe5938fd1189c29d","2-4f72c4727192c6ae455ac0e62443bc6859ea8cf7ea9ea675e58a07bc0b59a34f","root.record.ProjectList.Project"
"Pervasive and Affordable Metals Technologies","Develop and demonstrate affordable, novel high temperature powder processing materials/structures and additive metals technology concepts to enable future defense capabilities air vehicle propulsion and computational prediction models.","0.000","N/A","0.000","In FY2019 and prior, this work is performed under multiple efforts and projects within PE 0603112F, Advanced Materials for Weapons Systems.","4.000","4.000","Continue to demonstrate affordable metallic turbine engine disks made through powder processing technologies through high temperature, aggressive environment testing.  Continue to develop low cost, complex shape metallic component made through additive manufacturing for advanced weapon system component prototypes.  Continue to develop computational methodologies that incorporate impact of surface residual stress on ability to extend life and lower life cycle cost of air vehicle propulsion system components.","0.000","Not Applicable","FY 2020 increased compared to FY 2019 by $4.000 million.  Funding increased due to realignment and consolidation of Pervasive and Affordable Metals work within PE 0603112F, Advanced Materials for Weapon Systems.","2020-BASE_RDTE-2020-AIRFORCE_V1-U_RDTE_JustificationBook_Air_Force_PB_2020.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2020.xml","936dac92226699c8d261f2d991c215cde16fa1ce3b4eed2e1a3f35e5839553f6","2-9c56677627a61e5b76949e6fcf76c50149d1debc322c745f44d51ac46504f86f","2-4f72c4727192c6ae455ac0e62443bc6859ea8cf7ea9ea675e58a07bc0b59a34f","root.record.ProjectList.Project"
"System Health Management/Assessment Technologies","Develop, demonstrate, and transition state awareness/system health management technologies. Conduct studies and analyses to design sustainability into future applications. The short-term tasks in this area are selected based on warfighter needs identified via a semi-annual, competitive process.","4.305","N/A","5.171","Complete development of automated software release capability to assess and maintain system health. Continue development of diagnostic system to assess aircraft wiring and avionics subsystems. Continue development of system to reduce maintenance requirements of carbon monoxide detection system. Continue health assessments capability development for fielded air/space/cyber systems and components. Continue development and demonstration of diagnostic technology to monitor/assess health of airframe/engine, launch vehicle, spacecraft, intercontinental ballistic missiles (ICBMs), and components. These efforts are in Air Force Air, Space, and Cyber mission areas. Continue development of testing systems to assess aircraft electrical subsystems. Initiate new efforts based on competitive selection processes in FY 2018.","5.100","5.100","Complete development of diagnostic system to assess aircraft wiring and avionics subsystems.  Complete development of system to reduce maintenance requirements of carbon monoxide detection system.  Continue health assessments capability development for fielded air/space/cyber systems and components. Continue development and demonstration of diagnostic technology airframe/engine, launch vehicle, spacecraft, intercontinental ballistic missiles (ICBMs), and components. These efforts are in Air Force Air, Space, and Cyber mission areas. Initiate new efforts based on competitive selection processes in FY 2019.","0.000","Not Applicable","FY 2020 decreased compared to FY 2019 by $0.071 million. Justification for the decrease is described in the plans above.","2020-BASE_RDTE-2020-AIRFORCE_V1-U_RDTE_JustificationBook_Air_Force_PB_2020.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2020.xml","e67ec1143094734d36fcac00feca0da9885a86be1b66f1427fae8500031df243","0-1d1b205b630db01fa05a4bf7855fb72e77a884abf35f62b5ea080bd67b8f378f","0-7565da6d236775bbc262370b0320c9b70bf32bc52c5bc652fa6ee05388c4c217","root.record.ProjectList.Project"
"Prevention/Enhanced Maintainability Technologies","Develop, demonstrate, and transition maintenance and sustainment technologies to improve component design, maintenance, replacement, and concepts for performance improvement and reduced maintenance burden. The short-term tasks in this effort are selected based on warfighter needs identified via a semi-annual, competitive process.","4.305","N/A","5.171","Complete thermal spray coating process development for engine components. Complete development of an improved method for removal of biofilms from in ground fuel storage systems. Complete improved durability conductive tape and enhanced edge treatment repair development for transition to the B-2. Continue Rapid Repair Requirements materials development for aircraft battle damage repair of advanced fighter aircraft.  Continue Advanced Canopy Technology development. Initiate total body non-destructive evaluation system for outer mold line inspection of advanced fighter aircraft. Continue development of materials and processes to reduce maintenance burden on low observable systems. Continue efforts to demonstrate high reliability of repair and maintenance technologies to increase service time between maintenance actions. Continue to develop, demonstrate, and transition maintenance and sustainment technologies to improve component design, maintenance, repair, replacement, and concepts for maintainer training, extending part life, and reduced maintenance burden spanning Air Force Air, Space, and Cyber mission areas. Initiate new efforts based on competitive selection processes in FY 2018.","5.896","5.896","Complete adaptive gaming concept development for maintainer training.  Continue Rapid Repair Requirements materials development for aircraft battle damage repair of advanced fighter aircraft.  Continue Advanced Canopy Technology development. Continue total body nondestructive evaluation system for outer mold line inspection of advanced fighter aircraft. Continue development of materials and processes to reduce maintenance burden on low observable systems. Continue efforts to demonstrate high reliability of repair and maintenance technologies to increase service time between maintenance actions. Continue to develop, demonstrate, and transition maintenance and sustainment technologies to improve component design, maintenance, repair, replacement, and concepts for maintainer training, extending part life, and reduced maintenance burden spanning Air Force Air, Space, and Cyber mission areas. Initiate Abrasion Resistance Coating development to protect composite material substrates for low observable systems.  Initiate development on a flexible crack-blunting primer. Initiate development on a mid-temp flexible light weight Radiation-absorbent material (RAM) system. Initiate other new efforts based on competitive selection processes in FY 2019.","0.000","Not Applicable","FY 2020 increased compared to FY 2019 by $0.725 million. Justification for the increase is described in the plans above.","2020-BASE_RDTE-2020-AIRFORCE_V1-U_RDTE_JustificationBook_Air_Force_PB_2020.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2020.xml","e67ec1143094734d36fcac00feca0da9885a86be1b66f1427fae8500031df243","1-d88c37b592a9b2ddc3b6d4b9512540cb7d57b851f26406465bec0b5c6ed8bf38","0-7565da6d236775bbc262370b0320c9b70bf32bc52c5bc652fa6ee05388c4c217","root.record.ProjectList.Project"
"Management/Improved Reliability Technologies","Develop, demonstrate, and transition technologies to improve existing and new components, fleet management/ decision-making tools, and supply chain/sustainment infrastructure to decrease downtime and costs, and increase reliability. The short-term tasks in this effort are selected based on warfighter needs identified via a semi-annual, competitive process.","4.107","N/A","4.024","Complete data mining software development to determine asset availability. Continue effort to assess and accurately determine B-2 exhaust liner thermal profile and structural environment, and demonstrate performance of exhaust structures coatings. Continue software development to increase speed and accuracy of solid rocket motor inspections to reduce sustainment costs and improve reliability.  Continue development of analysis techniques to extend engine component service life. Continue efforts to develop system fleet management decision-making tools, maintenance/repair data base technologies and techniques, and supply chain/infrastructure approaches to reduce sustainment costs. These efforts span Air Force Air, Space, and Cyber mission areas. Initiate new efforts based on competitive selection processes in FY 2018.","5.253","5.253","Complete effort to assess and accurately determine B-2 exhaust liner thermal profile and structural environment, and demonstrate performance of exhaust structures coatings.  Complete software development to increase speed and accuracy of solid rocket motor inspections to reduce sustainment costs and improve reliability. Continue system development to provide prognostic capabilities for avionics components and analysis techniques to extend engine component service life. Continue efforts to develop system fleet management decision-making tools, maintenance/repair data base technologies and techniques, and supply chain/infrastructure approaches to reduce sustainment costs. These efforts span Air Force Air, Space, and Cyber mission areas.  Initiate new efforts based on competitive selection processes in FY 2019.","0.000","Not Applicable","FY 2020 increased compared to FY 2019 by $1.229 million. Funding increased due to short-term tasks being selected based on warfighter needs identified via a semi-annual competitive process.","2020-BASE_RDTE-2020-AIRFORCE_V1-U_RDTE_JustificationBook_Air_Force_PB_2020.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2020.xml","e67ec1143094734d36fcac00feca0da9885a86be1b66f1427fae8500031df243","2-cbaa4b7bd53a8f5f10df94b2bbf702e9e101ea589b58f8fffa9836e310fbc9a0","0-7565da6d236775bbc262370b0320c9b70bf32bc52c5bc652fa6ee05388c4c217","root.record.ProjectList.Project"
"Composite Certification","Develop, demonstrate and transition reliability-based design of advanced composites for aircraft structures. This includes studies and analysis of processes and methodologies for application of composites to address sustainment and affordability issues across the force.","8.007","N/A","0.784","Continue service life extension demonstration on a legacy fleet aircraft composite part.","0.000","0.000","In FY 2020 Composite Certification efforts were transferred to PE 0603211F, Aerospace Technology Dev/Demo, Project 634920, Flight Vehicle Technology Integration in order to integrate engineering efforts for transition.","0.000","Not Applicable","FY 2020 compared to FY 2019 decreased by $0.784 million.  Funding decreased due composite certification work moved and consolidated under PE 0603211F.","2020-BASE_RDTE-2020-AIRFORCE_V1-U_RDTE_JustificationBook_Air_Force_PB_2020.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2020.xml","e67ec1143094734d36fcac00feca0da9885a86be1b66f1427fae8500031df243","3-9674ee373cd0f851b83a9b47e328a1d062ef18671dddf9e84a57724ea0b8a8f7","0-7565da6d236775bbc262370b0320c9b70bf32bc52c5bc652fa6ee05388c4c217","root.record.ProjectList.Project"
"Persistent Sensing in Contested Environment Technologies","Develop active radio frequency sensor solutions to use against difficult-to-detect targets in challenging environments, and advanced radio frequency architectures for open and reconfigurable systems.  Enable persistent intelligence, surveillance and reconnaissance over wide areas, and detect advanced air and ground targets.","2.761","N/A","2.412","Conduct controlled environment ground-based data collections to validate distributed coherent radar proof-of-concept at X and S-bands for synthetic aperture radar.","2.987","2.987","Analyze results of ground-based data collections extending models to include more complex platform motion and timing synchronization as a foundation for FY 2022 airborne distributed coherent radar proof-of-concept.","0.000","Not applicable","FY 2020 increased compared to FY 2019 by $0.575 million.  Justification for this increase is described in plans above.","2020-BASE_RDTE-2020-AIRFORCE_V1-U_RDTE_JustificationBook_Air_Force_PB_2020.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2020.xml","503894e417e5d3534ff18068b47d86ef36a8b2a3be7ef1598395d987718405b2","0-abd93d34191e2cd941c2157535ddaf95319798f057027a8e8dba7012af43b931","0-e3a27e4e96184d4a1d31b338e12196ffd0bbf3f38cf95d35c1f7611aaea35124","root.record.ProjectList.Project"
"Passive Radio Frequency Sensing Technologies","Develop advanced techniques and prototype passive radio frequency sensors to intercept, collect, locate and track enemy radio frequency sensor systems for intelligence, surveillance and reconnaissance of air and ground targets.","4.844","N/A","4.523","Integrate millimeter-wave hardware and software radio frequency sensor suite for proof-of-concept to intercept, collect, locate and track evolving adversary air and ground sensor systems with evolving agile radio frequency signals of interest.","5.500","5.500","Conduct outdoor range testing of integrated millimeter-wave hardware and software radio frequency sensor suite against calibrated radio frequency signals to validate operating conditions.","0.000","Not applicable","FY 2020 increased compared to FY 2019 by $0.977 million.  Justification for this increase is described in plans above.","2020-BASE_RDTE-2020-AIRFORCE_V1-U_RDTE_JustificationBook_Air_Force_PB_2020.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2020.xml","503894e417e5d3534ff18068b47d86ef36a8b2a3be7ef1598395d987718405b2","1-d633d5e90b365d680eb5d3a26453217badf9fc82b254ddcd739476fd91d4df6e","0-e3a27e4e96184d4a1d31b338e12196ffd0bbf3f38cf95d35c1f7611aaea35124","root.record.ProjectList.Project"
"Long Range Sensing Technologies","Develop radio frequency sensor technology to detect, locate, and identify air and ground targets at long ranges, including those that are low-observable, or use deception or camouflage.","2.613","N/A","2.262","Integrate Passive Radar Illumination Selection Manager hardware and software and conduct data collection on a finite number of radio frequency emitters (cooperative/non-cooperative) and assess the utility of correlated multi-mode operation. Evaluate data collected from experiments that coordinate air and space radio frequency sensors for detection and location of air and ground radio frequency emitters.","2.903","2.903","Conduct additional Passive Radar Illumination Selection Manager data collection by increasing the number of emitters and raise the complexity of the radio frequency waveforms used in order to further test the automated operation of the illumination selection manager hardware/software suite.  Conduct additional air and space radio frequency sensor detection and location of air/ground radio frequency emitters to improve fidelity of multi-mode radar signal processing tools.","0.000","Not applicable","FY 2020 increased compared to FY 2019 by $0.641 million.  Justification for this increase is described in plans above.","2020-BASE_RDTE-2020-AIRFORCE_V1-U_RDTE_JustificationBook_Air_Force_PB_2020.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2020.xml","503894e417e5d3534ff18068b47d86ef36a8b2a3be7ef1598395d987718405b2","2-d96d6b35053155e623272a0d40722d07a07ade914789d7f3e9e4d70498d258c0","0-e3a27e4e96184d4a1d31b338e12196ffd0bbf3f38cf95d35c1f7611aaea35124","root.record.ProjectList.Project"
"Passive Electro-Optical Sensing for Surveillance and Reconnaissance Technologies","Advance, demonstrate, and transition innovative imaging and non-imaging optical sensing technologies for surveillance and reconnaissance of airborne and ground-based objects of interest in an anti-access/area denial environment.  This effort includes the development of systems, subsystems, and components necessary to yield new capabilities.","7.397","N/A","6.933","Complete focal plane and other component technologies to enhance performance of a staring infrared search and track architecture.  Prepare for a flight test of a staring infrared search and track architecture.  Continue examination of approaches and technologies to reduce size, weight and power of an infrared search and track system while maintaining operationally relevant performance.  Continue improvements in algorithms and software required for target detection and tracking and clutter suppression. Test candidate systems and subsystems in a laboratory environment.  Advance and refine engineering trades and system optimization for this novel approach, through modeling and simulation. Continue refinement and prototyping of novel software/hardware combined sensing strategy for turbulence mitigation in passive electro-optical/infrared reconnaissance systems to improve the useful range beyond the current state of the art.","5.998","5.998","Complete fabrication of read-out integrated circuit, focal plane and prototype integrated dewar assembly for the flight infrared search and track system.  Conduct flight testing and report performance of both the hardware and detection and tracking algorithms.  Procure and integrate dual-band test components for tower collection.  Complete dual-band infrared tower collection to analyze imaging improvements with new focal plane array technologies.","0.000","Not applicable","FY 2020 decreased compared to FY 2019 by $0.935 million.  Justification for this decrease is described in plans above.","2020-BASE_RDTE-2020-AIRFORCE_V1-U_RDTE_JustificationBook_Air_Force_PB_2020.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2020.xml","503894e417e5d3534ff18068b47d86ef36a8b2a3be7ef1598395d987718405b2","3-7a6fcf8caabda2fd8e4bf90da0742601d68352f8e0a220970a888fcc7a08a47f","0-e3a27e4e96184d4a1d31b338e12196ffd0bbf3f38cf95d35c1f7611aaea35124","root.record.ProjectList.Project"
"Laser Radar for Non-Cooperative Identification","Advance, demonstrate, and transition innovative laser radar sensing technologies for non-cooperative identification of airborne and ground objects of interest in an anti-access/area denial environment.  This effort includes the development of systems, subsystems and components necessary to yield new capabilities.","4.193","N/A","3.862","Establish predictive synthetic aperture laser radar performance model based on measured data and theoretical modeling.  Continue development and integration of enhanced components and subsystems.  Demonstrate the associated improvement in performance in a laboratory environment.  Refine and test holographic aperture laser radar technology under development based on modeling and simulation to enhance spatial resolution beyond the diffraction limit of individual optical apertures.  Fabricate, modify, and test critical components and subsystems for a holographic aperture laser radar demonstration in a laboratory environment. Continue sensor automatic target recognition software by applying previous phenomenology research and advanced mathematical concepts. Continue emphasizing long range air-to-air laser radar concepts through modeling and simulation to support system design and analysis of alternatives.  Prepare for future technology demonstrations to advance system, subsystem, and component technology readiness levels.","3.889","3.889","Conduct flight test of pathfinder laser for novel 3 dimension shape sensing waveform.  Continue development of agile waveform, high power laser.  Continue flight testing of synthetic aperture lidar capability with an emphasis on collecting data for processing improvements, for automatic target recognition, and for anchoring modeling and simulation for future performance predictions.  Continue flight testing of a vibration sensing system to collect data for an aided target recognition study.","0.000","Not applicable","FY 2020 increased compared to FY 2019 by $0.027 million.  Justification for this increase is described in plans above.","2020-BASE_RDTE-2020-AIRFORCE_V1-U_RDTE_JustificationBook_Air_Force_PB_2020.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2020.xml","503894e417e5d3534ff18068b47d86ef36a8b2a3be7ef1598395d987718405b2","4-3ba8971f942cc549cc7153220f437fe3cc1aafbcedb1cde9e33494bcd8024cc5","0-e3a27e4e96184d4a1d31b338e12196ffd0bbf3f38cf95d35c1f7611aaea35124","root.record.ProjectList.Project"
"Integrated Sensor Targeting Technologies","Develop an advanced suite of sensors with automatic target recognition, fusion, and target tracking, all working in concert to provide a high-confidence identification capability.","3.359","N/A","3.697","Extend development of multi-intelligence detection for multiple named areas of interest in multiple areas of regard.  Conduct laboratory test of task flexibility with payload management and knowledge reasoning with electronic support measure and intelligence, surveillance and reconnaissance. Initiate development of multi-platform resource management aggregate planning capability.","0.000","0.000","Starting in FY 2020, this work will be performed under the Advanced Multisource Exploitation effort within Project 6369DF, Target Attack and Recognition Technology.","0.000","Not applicable","FY 2020 decreased compared to FY 2019 by $3.697 million. Funding decreased due to realignment to Advanced Multisource Exploitation effort within Project 6369DF, Target Attack and Recognition Technology.","2020-BASE_RDTE-2020-AIRFORCE_V1-U_RDTE_JustificationBook_Air_Force_PB_2020.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2020.xml","503894e417e5d3534ff18068b47d86ef36a8b2a3be7ef1598395d987718405b2","0-1ef1956d1b39ecfa8dbd4255a4fe1a0b7e4ef3070e48a32779ed593b102688c1","1-9af3723feb0f1973fd741bd37aa37b4ec95e8b872ac9fba4b16388d3b187b3f9","root.record.ProjectList.Project"
"Multi-Sensor Target Recognition","Develop and assess multi-sensor automatic target recognition for intelligence, surveillance, reconnaissance, strike, and weapon systems.","7.465","N/A","8.216","Demonstrate flyable, real-time deep learning-based synthetic aperture radar target identification. Conduct large electro-optical data collection/characterization and assessment in conjunction with the National Geospatial-Intelligence Agency. Develop performance model for deep learning synthetic aperture radar target recognition.","0.000","0.000","Starting in FY 2020, this work will be performed under the Advanced Modeling Simulation and Analysis for Multi-Intelligence/Domain Fusion and the Sensing Assignments and Multisource Analytics efforts within Project 6369DF, Target Attack and Recognition Technology.","0.000","Not applicable","FY 2020 decreased compared to FY 2019 by $8.216 million. Funding decreased due to realignment to Advanced Modeling Simulation and Analysis for Multi-Intelligence/Domain Fusion and Sensing Assignments and Multisource Analytics efforts within Project 6369DF, Target Attack and Recognition Technology.","2020-BASE_RDTE-2020-AIRFORCE_V1-U_RDTE_JustificationBook_Air_Force_PB_2020.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2020.xml","503894e417e5d3534ff18068b47d86ef36a8b2a3be7ef1598395d987718405b2","1-2e8d916ce9a61ffb68bfa9675242f3c65fcfaf70d50d6e332da94de0c40e899e","1-9af3723feb0f1973fd741bd37aa37b4ec95e8b872ac9fba4b16388d3b187b3f9","root.record.ProjectList.Project"
"Wide-Angle Continuously-Staring Technologies","Develop wide angle, continuous staring, multi-sensor/wavelength sensing and automated exploitation technology to detect, track, and identify targets over large areas at high sensor update rates.","7.326","N/A","8.063","Continue development of stand-off (air and space) and episodic stand-in sensing capabilities for contested and denied environments.  Continue to demonstrate tracking, change detection, and image processing capabilities for data representative of contested and denied environments. Collect, process, and catalogue data from advanced wide-angle sensor. Develop feature aided tracking methods for wide angle radio frequency sensors.  Initiate multi-target tracking, improvement to three-dimensional radar products, and surrogate radar sensing capability.","0.000","0.000","Starting in FY 2020, this work will be performed under the Advanced Modeling, Simulation and Analysis for Multi-Intelligence/Domain Fusion and the Sensing Assignments and Multisource Analytics efforts within Project 6369DF, Target Attack and Recognition Technology.","0.000","Not applicable","FY 2020 decreased compared to FY 2019 by $8.063 million. Funding decreased due to realignment to Advanced Modeling, Simulation and Analysis for Multi-Intelligence/Domain Fusion and Sensing Assignments and Multisource Analytics efforts within Project 6369DF, Target Attack and Recognition Technology.","2020-BASE_RDTE-2020-AIRFORCE_V1-U_RDTE_JustificationBook_Air_Force_PB_2020.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2020.xml","503894e417e5d3534ff18068b47d86ef36a8b2a3be7ef1598395d987718405b2","2-06926c548a11afcd30ca05306d3f9411037284305ecd4ebc57d739d91ac0a78b","1-9af3723feb0f1973fd741bd37aa37b4ec95e8b872ac9fba4b16388d3b187b3f9","root.record.ProjectList.Project"
"Advanced Multi-Source Exploitation","Demonstrate multi-source behavioral and physical knowledge generation algorithms on operational data sets for specific customers and evaluate the performance of the algorithms with respect to contested environment scenarios. Investigate methods for reducing the size, weight and power footprint of information fusion techniques to enable technology transition. Automate algorithm components to increase warfighter efficiency by reducing human-in-the-loop timeframes. Develop intelligent reasoning capabilities that inform operators with respect to information requirements to improve/enable mission success, for example, autonomously recommend additional data collection geometries/scenarios to enhance fusion for synthesis performance.","0.000","N/A","0.000","For FY 2019 and prior, this work is performed under the Integrated Sensor Targeting Technologies effort within Project 6369DF, Target Attack and Recognition Technology.","3.655","3.655","Mature and transition technology to three customers: Air Combat Command Combat Identification, Air Force Distributed Common Ground System, and Space. Candidate technologies include decision/feature-level fusion for stationary target classification given multi-sensor imagery, and deep/machine learning detect/track/identification techniques.","0.000","Not applicable","FY 2020 increased compared to FY 2019 by $3.655 million. Funding increased due to realignment from Integrated Sensor Targeting Technologies effort within Project 6369DF, Target Attack and Recognition Technology to better reflect technical areas being emphasized such as autonomy, multi-domain and multi-sensor information processing, leverage of machine learning developments and enterprise-level modeling, simulation and analysis.","2020-BASE_RDTE-2020-AIRFORCE_V1-U_RDTE_JustificationBook_Air_Force_PB_2020.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2020.xml","503894e417e5d3534ff18068b47d86ef36a8b2a3be7ef1598395d987718405b2","3-ec3377ef902acbe9f9c7b43564c1ad926463a81934b6ddc77088331f8373a778","1-9af3723feb0f1973fd741bd37aa37b4ec95e8b872ac9fba4b16388d3b187b3f9","root.record.ProjectList.Project"
"Advanced Modeling, Simulation and Analysis for Multi-Intelligence/Domain Fusion","This advanced research will concentrate on leveraging existing modeling, simulation and analysis tactics, techniques and procedures as well as advancing the multi int/domain fusion of information to understand with greater fidelity how current and future generations of intelligence, surveillance and reconnaissance air, space and cyber sensing can be most effectively applied to the battlespace.","0.000","N/A","0.000","For FY 2019 and prior, this work is performed under the Multi-Sensor Target Recognition and the Wide-Angle Continuously-Staring Technologies efforts within Project 6369DF, Target Attack and Recognition Technology.","4.815","4.815","Advanced research investments will be made in the following: 1) increased fidelity and integration of air, space, cyber, and fusion performance models into modeling and simulation capabilities for phase 0 and phase 1/2 analysis,  2) specific analysis support to the Air Force Research Laboratory Enterprise modeling, simulation and analysis 3) Integration of distributed small satellites, cyber physical sensing, electronic warfare, and passive and multi-static radio frequency capabilities into the modeling, simulation and analysis baseline, and 4) increase focus on synthetic data generation as an alternative test method to measured data.","0.000","Not applicable","FY 2020 increased compared to FY 2019 by $4.815 million. Funding increased due to realignment from  Multi-Sensor Target Recognition and Wide-Angle Continuously-Staring Technologies efforts within Project 6369DF, Target Attack and Recognition Technology to better reflect technical areas being emphasized such as autonomy, multi-domain and multi-sensor information processing, leverage of machine learning developments and enterprise-level modeling, simulation and analysis.","2020-BASE_RDTE-2020-AIRFORCE_V1-U_RDTE_JustificationBook_Air_Force_PB_2020.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2020.xml","503894e417e5d3534ff18068b47d86ef36a8b2a3be7ef1598395d987718405b2","4-1b2b07ffca57d06fcfbefd45228249a89805d7a8e278d599e0a5ef789a66d952","1-9af3723feb0f1973fd741bd37aa37b4ec95e8b872ac9fba4b16388d3b187b3f9","root.record.ProjectList.Project"
"Sensing Assignments and Multisource Analytics","Develop advanced techniques for multi-domain closed-loop sensing that apply predictive analytics to available information, inferring candidate course-of-action hypotheses and recommending confirmatory / refutative sensing tasks.","0.000","N/A","0.000","For FY 2019 and prior, this work is performed under the Multi-Sensor Target Recognition and the Wide-Angle Continuously-Staring Technologies efforts within Project 6369DF, Target Attack and Recognition Technology.","8.545","8.545","Develop algorithms to generate and modify rule-based representations of adversary courses of action, and conduct laboratory tests to assess utility and streamline performance.  Develop advanced representations of available sensing and platform assets, and develop techniques to correctly and automatically convert high-level sensing requests into detailed asset plans.","0.000","Not applicable","FY 2020 increased compared to FY 2019 by $8.545 million. Funding increased due to realignment from Multi-Sensor Target Recognition and Wide-Angle Continuously-Staring Technologies efforts within Project 6369DF, Target Attack and Recognition Technology to better reflect technical areas being emphasized such as autonomy, multi-domain and multi-sensor information processing, leverage of machine learning developments and enterprise-level modeling, simulation and analysis.","2020-BASE_RDTE-2020-AIRFORCE_V1-U_RDTE_JustificationBook_Air_Force_PB_2020.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2020.xml","503894e417e5d3534ff18068b47d86ef36a8b2a3be7ef1598395d987718405b2","5-4971052ceefed0201c143f4f86edb6c7e576f3503ebdd2c47fc1e876bb12d02a","1-9af3723feb0f1973fd741bd37aa37b4ec95e8b872ac9fba4b16388d3b187b3f9","root.record.ProjectList.Project"
"Aerospace Vehicle Technology Integration","Develop, simulate, and demonstrate integrated technologies to improve the performance of aerospace platform capabilities.","10.687","N/A","10.342","Continue next generation mobility vehicle technology experiments.  Initiate integrated full flow path demonstration of a medium bypass embedded engine for next generation mobility. Initiate the flight demonstration of a low cost unmanned aerospace systems (UAS) capable of interoperations with different UAS assets. Initiate propulsion integrations component validation tests for Air Superiority 2030 requirements.","15.052","15.052","Continue integrated full flow path demonstration of a medium bypass embedded engine for next generation mobility. Continue the flight demonstration of a low cost unmanned aerospace systems capable of interoperations with different UAS assets; completing a sensor extension variant in FY 2020 and initiating an off-board weapons station variant. Continue propulsion integration component validation tests for Air Superiority 2030 requirements. Initiate flight demonstrations of practical laminar flow for swept wing aircraft designs.","","","FY 2020 increased compared to FY 2019 by $4.710 million. Funding increased due to additional emphasis in the fight demonstrations of low cost unmanned aerospace systems.","2020-BASE_RDTE-2020-AIRFORCE_V1-U_RDTE_JustificationBook_Air_Force_PB_2020.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2020.xml","5c99f0e614f3980cdbcd62c7eb434d4282697667949ae3b009c186fe753ac710","0-bdf5f940ec4b77486af4744c51bbb31435a71dc9d3c6e7af5c36fe1563de6528","0-0cbf44a49f09c9bb557b5efa30f3fedec44dc1030101b2b321a432df417adb14","root.record.ProjectList.Project"
