ProjectNumber_val,ProjectTitle_val,ProjectFunding_PriorYear_val,ProjectFunding_CurrentYear_val,ProjectFunding_BudgetYearOne_val,ProjectFunding_BudgetYearOneBase_val,ProjectFunding_BudgetYearOneOCO_val,ProjectFunding_BudgetYearTwo_val,ProjectFunding_BudgetYearThree_val,ProjectFunding_BudgetYearFour_val,ProjectFunding_BudgetYearFive_val,ProjectFunding_CostToComplete_val,ProjectFunding_TotalCost_val,ProjectFunding_AllPriorYears_val,R2aExhibit_ProjectArticles_PriorYear_val,R2aExhibit_ProjectArticles_CurrentYear_val,R2aExhibit_ProjectArticles_BudgetYearOne_val,R2aExhibit_ProjectArticles_BudgetYearOneBase_val,R2aExhibit_ProjectArticles_BudgetYearOneOCO_val,R2aExhibit_ProjectArticles_BudgetYearTwo_val,R2aExhibit_ProjectArticles_BudgetYearThree_val,R2aExhibit_ProjectArticles_BudgetYearFour_val,R2aExhibit_ProjectArticles_BudgetYearFive_val,R2aExhibit_ProjectArticles_AllPriorYears_val,R2aExhibit_ProjectNote_val,R2aExhibit_ProjectMissionDescription_val,R2aExhibit_AcquisitionStrategy_val,R2aExhibit_PerformanceMetrics_val,R2aExhibit_CongressionalAddDetailList_CongressionalAddDetail,R2aExhibit_OtherProgramFundingSummaryRemarks_val,@SOURCE_FILENAME,@RECORDID,@ROWID,R3Exhibit_CostCategoryGroupList_CostCategoryGroup,R4aExhibit_ScheduleDetailList_ScheduleDetail,@PARENTROWID,@PARENT
"633946","Materials Transition","25.813","17.617","17.007","17.007","0.000","12.789","13.695","14.479","15.302","Continuing","Continuing","","0","0","0","0","0","0","0","0","0","","","This project develops and demonstrates advanced materials and processing technologies for fielded and planned Air Force weapon, airframe, and propulsion applications.  Advanced materials and processes that have matured beyond applied research are characterized, critical data are collected, and critical evaluations in the proposed operating environment are performed.  This design and scale-up data improves the overall affordability of promising materials and processing technologies, providing needed initial incentives for their industrial development.","","Not Applicable.","Please refer to the Performance Base Budget Overview Book for information on how Air Force resources are applied and how those resources are contributing to Air Force performance goals and most importantly, how they contribute to our mission.","","2016-BASE_RDTE-2016-AIRFORCE_V1-RDTE_JustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2016.xml","56f66d7d160aaadd8f6505edb2996a91b02c6b05f1819b0e35c39e9aea85ef81","2-9695425831f5b6734ac77aef26dd0a39692ebd478b0f981b3b20b0f42c025880","","","114-637531b12fce63b317da3c6649bb9da1f8702a2f37ca8bd5fb746408bbfc1030","root"
"635351","Technology Sustainment","12.380","15.800","18.378","18.378","0.000","20.636","22.811","23.217","23.680","Continuing","Continuing","","0","0","0","0","0","0","0","0","0","","","This project develops and demonstrates mature Air Force Research Laboratory (AFRL) sustainment technologies such as: materials, corrosion, maintenance/repair techniques, state awareness/non-destructive inspection, health management, life prediction, composite certification and logistics for transition into fielded Air Force systems to reduce life cycle sustainment costs and increase readiness. Technologies matured and demonstrated impact affordability and availability of fielded aerospace weapon systems by reducing sustainment costs, extending service life, and maintaining mission readiness and capability. This project develops and demonstrates maintenance, life cycle management, and system/ fleet decision making technologies that can be implemented to address operational sustainment issues and could influence future system sustainability decisions via risk reduction to support inclusion into new systems. Studies are conducted to analyze processes and methodologies for application of technologies to address sustainment issues across the force, identifying cross cutting applications for fielded systems, and opportunities for building in sustainability into future applications. Efforts in this program have been coordinated through the Department of Defense (DoD) Science and Technology (S&T) process to harmonize efforts and eliminate duplication.   This program is in Budget Activity 3, Advanced Technology Development because this budget activity includes development of subsystems and components and efforts to integrate subsystems and components into system prototypes for field experiments and/or tests in a simulated environment.","","Not Applicable.","Please refer to the Performance Base Budget Overview Book for information on how Air Force resources are applied and how those resources are contributing to Air Force performance goals and most importantly, how they contribute to our mission.","","","2016-BASE_RDTE-2016-AIRFORCE_V1-RDTE_JustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2016.xml","e5a6c7ca08699a62ad6966aab5f35f8e216d1f35191d2dec874dbb07252f54cb","0-a1480a7d8108a3b24ab34a6cf0b67314958f4637ed960fc89f0cdf00ea935d56","","","115-c3498281842bec45f14ddc1d9bd0aa40d6ceddd9c7ae64fc18885ebbf13d6e9e","root"
"63665A","Advanced Aerospace Sensors Technology","19.822","14.745","17.521","17.521","0.000","16.547","15.650","15.575","15.884","Continuing","Continuing","","0","0","0","0","0","0","0","0","0","","","This project area develops and demonstrates aerospace sensor and processing technologies for intelligence, surveillance, reconnaissance (ISR), target, and attack radar applications in both manned and unmanned platforms, including electro-optical sensors and electronic counter-countermeasures for radars.  It provides aerospace platforms with the capability to precisely detect, track, and target both airborne (conventional and low radar cross-section) and ground-based, high-value, time-critical targets in adverse clutter and jamming environments.  Project activities include developing multi-function radio-frequency systems including radar and electronic warfare technology.  Desired warfighting capabilities include the ability to detect concealed targets in difficult background conditions.","","N/A","Please refer to the Performance Base Budget Overview Book for information on how Air Force resources are applied and how those resources are contributing to Air Force performance goals and most importantly, how they contribute to our mission.","","","2016-BASE_RDTE-2016-AIRFORCE_V1-RDTE_JustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2016.xml","d495d32a6b87480bdc8ede654536acd14d3cf2d93509eee9aa2ab0103c714ce2","0-f5fa15b7b28550f3c7a6d467a4b3b4a4f8ddda0470f272ec012b61153bfc444a","","","116-d8d2dcfc8b57eef2308fd6302b0ce48d6e20ff8593781b559aa6bae5afa8360f","root"
"6369DF","Target Attack and Recognition Technology","12.146","19.589","24.662","24.662","0.000","24.398","24.866","23.218","23.681","Continuing","Continuing","","0","0","0","0","0","0","0","0","0","","","This project area develops and demonstrates advanced technologies for attack management, fire control, and target identification and recognition.  This includes developing and demonstrating integrated and cooperative fire control techniques to provide for adverse-weather precision air strikes against multiple targets per pass and at maximum weapon launch ranges.  Specific fire control technologies under development include attack management, sensor fusion, automated decision aids, advanced tracking for low radar cross section threats, and targeting using both on-board and off-board sensor information.  This project area also evaluates targeting techniques to support theater missile defense efforts in surveillance and attack.  These fire control technologies will provide force multiplication and reduce warfighter exposure to hostile fire.  This project area also develops and demonstrates target identification and recognition technologies for positive, high confidence cueing, recognition, and identification of airborne and ground-based, high-value, time-critical targets at longer ranges than are currently possible.  The goal is to apply these technologies to tactical air-to-air and air-to-surface weapon systems so they are able to operate in all weather conditions, during day or night, and in high-threat, multiple target environments.  Model-based vision algorithms and target signature development techniques are the key to target identification and recognition.  This project is maturing these technologies in partnership with the Defense Advanced Research Projects Agency (DARPA) and evaluating the techniques to support theater missile defense efforts in surveillance and attack.  Fire control and recognition technologies developed and demonstrated in this project area are high leverage efforts, providing for significant advancements in operational capabilities largely through software improvements readily transitionable to new and existing weapon systems.","","N/A","Please refer to the Performance Base Budget Overview Book for information on how Air Force resources are applied and how those resources are contributing to Air Force performance goals and most importantly, how they contribute to our mission.","","","2016-BASE_RDTE-2016-AIRFORCE_V1-RDTE_JustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2016.xml","d495d32a6b87480bdc8ede654536acd14d3cf2d93509eee9aa2ab0103c714ce2","1-255e77d38d0209c2e9695a39c71db1810e923c4323ab74be4a1baab1a9d149bb","","","116-d8d2dcfc8b57eef2308fd6302b0ce48d6e20ff8593781b559aa6bae5afa8360f","root"
"634920","Flight Vehicle Tech Integration","75.029","5.663","25.779","25.779","0.000","17.289","21.234","26.118","29.658","Continuing","Continuing","","0","0","0","0","0","0","0","0","0","","","This project demonstrates advanced aerospace vehicle technologies. Aerospace Vehicle Technology Integration efforts are accomplished through integration of various technologies to include avionics, advanced propulsion, and weapon systems for demonstration in near-realistic operational environments.  Advanced Aerospace Structures Technologies are demonstrated to enhance the capability of current and future aerospace vehicles.","","Not Applicable.","Please refer to the Performance Base Budget Overview Book for information on how Air Force resources are applied and how those resources are contributing to Air Force performance goals and most importantly, how they contribute to our mission.","","","2016-BASE_RDTE-2016-AIRFORCE_V1-RDTE_JustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2016.xml","257a584637147f6add5e4c740891367e441ef2da3844f9a22aa597597c5ff214","0-aa745d055c77a53a353d72f0a8cdf9ab2a7c86ce5823768938c679784774bd3f","","","117-964ec6570983e109d4201a1fe2de58296994ab0aca2381e70aeac6d55564fea1","root"
"634926","High Speed/Hypersonic Intgr and Demo","0.000","66.999","50.700","50.700","0.000","32.301","38.782","37.884","21.328","Continuing","Continuing","","0","0","0","0","0","0","0","0","0","","","This project develops, integrates and demonstrates, via simulations, ground, and flight tests, advanced flight vehicle technologies that improve the performance and supportability of future high speed/hypersonic vehicles.  System level integration brings together air vehicle technologies along with avionics, propulsion, and warheads and other aerospace subsystems for demonstration in a near-realistic operational environment.  Integration and technology demonstrations reduce the risk and time required to transition technologies into operational systems.","","","Please refer to the Performance Base Budget Overview Book for information on how Air Force resources are applied and how those resources are contributing to Air Force performance goals and most importantly, how they contribute to our mission.","","","2016-BASE_RDTE-2016-AIRFORCE_V1-RDTE_JustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2016.xml","257a584637147f6add5e4c740891367e441ef2da3844f9a22aa597597c5ff214","1-016ccd31a7d4189ff4908ccbcf93894b6bf58826bb34e045ac3941dce9973b1a","","","117-964ec6570983e109d4201a1fe2de58296994ab0aca2381e70aeac6d55564fea1","root"
"634927","Flight Systems Control","0.000","18.375","24.254","24.254","0.000","14.276","16.784","19.555","26.285","Continuing","Continuing","","0","0","0","0","0","0","0","0","0","","","This program integrates and demonstrates advanced control technologies that improve the performance, reliability, safety, and survivability of existing and future, manned and unmanned, aerospace systems.  Enhanced capabilities are enabled by control, automation, and system level integration of subsystems and systems such as propulsion, airframes, avionics, power, weapons, communications, and operator interfaces. Modeling and simulation, integration, and technology demonstrations in a near-operational environment reduce the risk and time required to transition technologies into existing and future aerospace systems.","","","Please refer to the Performance Base Budget Overview Book for information on how Air Force resources are applied and how those resources are contributing to Air Force performance goals and most importantly, how they contribute to our mission.","","","2016-BASE_RDTE-2016-AIRFORCE_V1-RDTE_JustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2016.xml","257a584637147f6add5e4c740891367e441ef2da3844f9a22aa597597c5ff214","2-330c0c13ee070cc5f314c0a993b698a840fba4ce29f6f2229f44601f9c96a7b3","","","117-964ec6570983e109d4201a1fe2de58296994ab0aca2381e70aeac6d55564fea1","root"
"632480","Aerospace Fuels","2.380","2.274","2.270","2.270","0.000","2.262","2.302","2.343","2.389","Continuing","Continuing","","0","0","0","0","0","0","0","0","0","","","This project evaluates and demonstrates improved hydrocarbon fuels, unique special application fuels, alternate fuels and advanced, novel aerospace propulsion technologies for Air Force applications, including high-speed and hypersonic flight and technologies to increase turbine engine operational reliability, durability, mission flexibility, and performance, while reducing weight, fuel consumption, and cost of ownership. The advanced fuel emphasis is on demonstrating new thermally stable, high-heat sink, and controlled chemically reacting fuels for a conventional turbine engine, turbine-based combined cycle engines, and other advanced propulsion systems. The project also evaluates and demonstrates fuel system components that minimize cost, reduce maintenance, and improve performance of future aerospace systems. The advanced propulsion emphasis is on demonstrating concepts for combined cycle, ramjet, and scramjet engines. A portion of this project supports the demonstration of adaptive cycle technologies. This project develops component technology for an adaptive cycle engine architecture that provides optimized performance, fuel efficiency, and durability for widely varying mission needs.","","N/A","Please refer to the Performance Base Budget Overview Book for information on how Air Force resources are applied and how those resources are contributing to Air Force performance goals and most importantly, how they contribute to our mission.","","","2016-BASE_RDTE-2016-AIRFORCE_V1-RDTE_JustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2016.xml","46ebee7ec5d284aa1fa40396d993e273f564b76d0b2068fd762e2d8e1fb6c3cc","0-79a4043c9f33221ef3f8cc46fd24b6b946418ffdca9f243459bf22e845f21159","","","118-85324a194a5aeb8bc8bfe8f25d68a68e78e86bfec0a56f133b762ce9d021df84","root"
"633035","Aerospace Power Technology","17.301","13.915","9.306","9.306","0.000","8.010","9.934","10.135","10.337","Continuing","Continuing","","0","0","0","0","0","0","0","0","0","","","This project develops and demonstrates electrical power, thermal management, and distribution for aerospace applications. This project develops and demonstrates the electrical power and thermal management technologies required to satisfy the needs of current and future aircraft as well as to enable the use of future high-power payloads.  This technology enhances reliability and survivability, and reduces vulnerability, weight, and life cycle costs of air platforms. The electrical power system components developed are projected to provide a two- fold to five-fold improvement in aircraft reliability and maintainability, and a reduction in power system weight. This project is integrated into energy optimized aircraft efforts and power and thermal programs.","","N/A","Please refer to the Performance Base Budget Overview Book for information on how Air Force resources are applied and how those resources are contributing to Air Force performance goals and most importantly, how they contribute to our mission.","","2016-BASE_RDTE-2016-AIRFORCE_V1-RDTE_JustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2016.xml","46ebee7ec5d284aa1fa40396d993e273f564b76d0b2068fd762e2d8e1fb6c3cc","1-102837ea1d74cef165df3bb236b1fa382d28319cca45f4fbc639d5767162a321","","","118-85324a194a5aeb8bc8bfe8f25d68a68e78e86bfec0a56f133b762ce9d021df84","root"
"634921","Aircraft Propulsion Subsystems Int","67.879","53.651","77.889","77.889","0.000","19.757","17.902","23.284","25.647","Continuing","Continuing","","0","0","0","0","0","0","0","0","0","","","This project develops and demonstrates technology to increase turbine engine operational reliability, durability, mission flexibility, and performance while reducing weight, fuel consumption, and cost of ownership. The Aerospace Propulsion Subsystems Integration (APSI) project includes demonstrator engines for manned systems and concept and efficient small-scale propulsion for remotely piloted aircraft and cruise missile applications. The demonstrator engines integrate the core (high-pressure spool) technology developed under the Advanced Turbine Engine Gas Generator (ATEGG) project with the engine (low-pressure spool) technology such as fans, turbines, engine controls, mechanical systems, exhaust nozzles, and augmentors. Additionally, this project includes activities to improve propulsion safety and readiness. This project also focuses on integration of inlets, nozzles, engine-to-airframe compatibility, and power and thermal management subsystemstechnologies. The APSI project provides aircraft with potential for longer range and higher cruise speeds with lower specific fuel consumption, surge power for successful engagements, high sortie rates with reduced maintenance, reduced life cycle cost, and improved survivability, resulting in increased mission effectiveness. Technologies developed are applicable to sustained high-speed vehicles and responsive space launch. The APSI project is focused on improving propulsion capabilities while at the same time reducing the cost of ownership. Anticipated technology advances include turbine engine improvements providing approximately twice the range for a sustained supersonic combat aircraft, doubling the time on station with ten times the power output for surveillance aircraft and propulsion for a high speed supersonic missile with double the range for time sensitive targets. A portion of this project supports the demonstration of adaptive cycle technologies, which develop component technology for an adaptive cycle engine architecture that provides optimized performance, fuel efficiency, and durability for widely varying mission needs.","","N/A","Please refer to the Performance Base Budget Overview Book for information on how Air Force resources are applied and how those resources are contributing to Air Force performance goals and most importantly, how they contribute to our mission.","","","2016-BASE_RDTE-2016-AIRFORCE_V1-RDTE_JustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2016.xml","46ebee7ec5d284aa1fa40396d993e273f564b76d0b2068fd762e2d8e1fb6c3cc","2-4c3edc2c04194130ca0afc9d3a2d090e31e00229dd6089b86295f8282592246d","","","118-85324a194a5aeb8bc8bfe8f25d68a68e78e86bfec0a56f133b762ce9d021df84","root"
"634922","Space & Missile Rocket Propulsion","23.362","26.540","31.280","31.280","0.000","24.288","28.778","29.421","30.007","Continuing","Continuing","","0","0","0","0","0","0","0","0","0","","","This project develops and demonstrates advanced and innovative low-cost rocket turbo-machinery and components, and low-cost space launch propulsion technologies.  Additionally, this project develops technologies for the sustainment of strategic systems (including solid rocket motor boosters and missile propulsion, post boost control, and aging and surveillance efforts) and tactical rockets. Characteristics such as environmental acceptability, affordability, reliability, responsiveness, reduced weight, and reduced operation and launch costs are emphasized. Increased life and performance of propulsion systems are key goals. Technology areas investigated include ground demonstrations of compact, lightweight, advanced propulsion technologies, higher efficiency energy conversion systems (derived from an improved understanding of combustion fundamentals), and high-energy propellants. Technological advances developed in this program could improve the performance of expendable payload capabilities by approximately twenty to fifty percent and reduce launch, operations, and support costs by approximately thirty percent. Responsiveness and operability of propulsion systems will be enhanced for reusable launch systems. Aging and surveillance efforts for solid rocket motors could reduce lifetime prediction uncertainties for individual motors by fifty percent, enabling motor replacement for cause. The efforts in this project contribute to the sustainment of the rocket propulsion industry, providing rocket propulsion technology for the entire Department of Defense and NASA. The project efforts are part of the Rocket Propulsion 21 (RP21) program. The project efforts are reviewed by a DoD level steering committee annually for relevance to DoD missions and achievement of technical goals defined by the RP21 program.","","N/A","Please refer to the Performance Base Budget Overview Book for information on how Air Force resources are applied and how those resources are contributing to Air Force performance goals and most importantly, how they contribute to our mission.","","","2016-BASE_RDTE-2016-AIRFORCE_V1-RDTE_JustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2016.xml","46ebee7ec5d284aa1fa40396d993e273f564b76d0b2068fd762e2d8e1fb6c3cc","3-23df92e5a6f09935cceebf9318e15aec6ac0226e133669620d87d1e9db4bd78c","","","118-85324a194a5aeb8bc8bfe8f25d68a68e78e86bfec0a56f133b762ce9d021df84","root"
"635098","Advanced Aerospace Propulsion","18.194","27.240","23.720","23.720","0.000","25.013","22.797","20.346","20.751","Continuing","Continuing","","0","0","0","0","0","0","0","0","0","","","This project develops and demonstrates, via ground and flight tests, the scramjet propulsion cycle to a technology readiness level appropriate for full integration with other engine cycles (including turbine and rocket-based) to provide the Air Force with transformational military capabilities. The primary focus is on the hydrocarbon- fueled, scramjet engine. Multi-cycle engines will provide the propulsion systems for possible application to support aircraft and weapon platforms operating up to Mach 7. Efforts include scramjet flow-path optimization to enable operation over the widest possible range of Mach numbers, active combustion control to assure continuous positive thrust (even during mode transition), robust flame-holding to maintain stability through flow distortions, and maximized volume-to-surface area to minimize the thermal load imposed by the high-speed engine. Thermal management plays a vital role in scramjet and combined cycle engines, including considerations for protecting low speed propulsion systems (e.g., turbine engines) during hypersonic flight.","","N/A","Please refer to the Performance Base Budget Overview Book for information on how Air Force resources are applied and how those resources are contributing to Air Force performance goals and most importantly, how they contribute to our mission.","","","2016-BASE_RDTE-2016-AIRFORCE_V1-RDTE_JustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2016.xml","46ebee7ec5d284aa1fa40396d993e273f564b76d0b2068fd762e2d8e1fb6c3cc","4-1f26d666db951aa124d3f11607ecdccbdb7b29889fbd1aca53f31bd711c0f3c6","","","118-85324a194a5aeb8bc8bfe8f25d68a68e78e86bfec0a56f133b762ce9d021df84","root"
"63681B","Advanced Turbine Engine Gas Generator","31.649","9.061","24.356","24.356","0.000","15.387","16.405","21.815","23.479","Continuing","Continuing","","0","0","0","0","0","0","0","0","0","","","This project develops and demonstrates technology to increase turbine engine operational reliability, durability, mission flexibility, and performance while reducing weight, fuel consumption, and cost of ownership. The objective is to provide the continued evolution of technologies into an advanced gas generator in which the performance, cost, durability, repairability, and maintainability can be assessed in a realistic engine environment. The gas generator, or core, is the basic building block of the engine and nominally consists of a compressor, a combustor, a high-pressure turbine, mechanical systems, and core subsystems. Experimental core engine demonstration validates engineering design tools and enhances rapid, low-risk transition of key engine technologies into engineering development, where they can be applied to derivative and/or new systems. These technologies are applicable to a wide range of military and commercial systems including aircraft, missiles, land combat vehicles, ships, and responsive space launch. Component technologies are demonstrated in a core (sub-engine). This project also assesses the impact of low spool components such as; inlet systems, fans, low pressure turbines,exhaust systems, and system level technologies such as; integrated power generators and thermal management systems on core engine performance, and durability in ground demonstrations of engine cores. The core performances of this project are validated on demonstrator engines in the Aerospace Propulsion Subsystems Integration Project of this program. A portion of this project supports the demonstration of adaptive cycle technologies, which develop component technology for an adaptive cycle engine architecture that provides optimized performance, fuel efficiency, and durability for widely varying mission needs.","","N/A","Please refer to the Performance Base Budget Overview Book for information on how Air Force resources are applied and how those resources are contributing to Air Force performance goals and most importantly, how they contribute to our mission.","","","2016-BASE_RDTE-2016-AIRFORCE_V1-RDTE_JustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2016.xml","46ebee7ec5d284aa1fa40396d993e273f564b76d0b2068fd762e2d8e1fb6c3cc","5-82b7ccec8a08792a1d624ddde5145f82f3103f4bb94b984e67aeca6b550b135f","","","118-85324a194a5aeb8bc8bfe8f25d68a68e78e86bfec0a56f133b762ce9d021df84","root"
"633720","EW Quick Reaction Capabilities","17.194","28.668","27.171","27.171","0.000","33.547","35.641","36.486","37.212","Continuing","Continuing","","0","0","0","0","0","0","0","0","0","","","This project establishes a capability to rapidly assess, develop and demonstrate new electronic warfare concepts, techniques, and capabilities in the context of systemic electronic warfare (EW) effects (EW-threat interactions) in a congested/contested electromagnetic spectrum (EMS), system-of-systems (SoS) environment of the future. It develops disruptive EW and countermeasures concepts specifically selected for high-impact, game-changing effects; evaluates them in high fidelity virtual and hardware evaluation settings; and demonstrates them in an operationally relevant environment. It establishes and maintains an all-source, physics-based, threat-to-countermeasures EW systems engineering methodology. It develops a core analytic function, supported by simulation-based wargaming and interactive engineering modeling capabilities to evaluate advanced countermeasures concepts.","","N/A","Please refer to the Performance Base Budget Overview Book for information on how Air Force resources are applied and how those resources are contributing to Air Force performance goals and most importantly, how they contribute to our mission.","","","2016-BASE_RDTE-2016-AIRFORCE_V1-RDTE_JustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2016.xml","f9c3e1151b63960ab0c6ec68efd983fb8c7094e46f07b0ac0cfb29c01c71a108","0-1531a29792360d332b27f1c08ee87387b42b972bb696dda6f581ab662e174337","","","119-e73576cde826c5447418076e71cc59f7bfd3c39fbf4a12f9a6dba7afa3a1a62c","root"
"63431G","RF Warning & Countermeasures Tech","20.692","14.484","15.800","15.800","0.000","15.671","15.284","15.237","15.539","Continuing","Continuing","","0","0","0","0","0","0","0","0","0","","","This project develops and demonstrates advanced technologies for radio-frequency electronic combat suites to enhance the survivability of aerospace vehicles and to provide crew situational awareness.  One major area addresses technologies for missile/threat warning, radio-frequency receivers, electronic combat pre-processors, advanced sorting/pre-processing algorithms, and expert software for applications on existing and future electronic combat systems.  Another major technology area focuses on the development and demonstration of subsystems and components for generating on-board/off-board radio-frequency countermeasure techniques.  This includes the development of electronic countermeasures techniques, as well as advanced electronic countermeasures technologies such as antennas, power amplifiers, and preamplifiers.","","N/A","Please refer to the Performance Base Budget Overview Book for information on how Air Force resources are applied and how those resources are contributing to Air Force performance goals and most importantly, how they contribute to our mission.","","","2016-BASE_RDTE-2016-AIRFORCE_V1-RDTE_JustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2016.xml","f9c3e1151b63960ab0c6ec68efd983fb8c7094e46f07b0ac0cfb29c01c71a108","1-98a5f8bc3f2debdc0c6130c647af5139554b5c96f68b0fc311f9d7636492298d","","","119-e73576cde826c5447418076e71cc59f7bfd3c39fbf4a12f9a6dba7afa3a1a62c","root"
"63691X","EO/IR Warning & Countermeasures Tech","4.630","4.356","4.061","4.061","0.000","5.032","4.926","4.857","4.953","Continuing","Continuing","","0","0","0","0","0","0","0","0","0","","","This project develops and demonstrates the advanced warning and countermeasure technologies required to negate electro-optical (EO) / infrared (IR), and laser threats to aerospace platforms.  Off-board (decoys and expendables) and on-board countermeasure technologies developed for aircraft self-protection will provide robust, affordable solutions for protection against infrared missiles with autonomous seekers, multi-spectral threats, laser-guided weapons, and EO/IR tracking systems used to direct EO/IR and radar-guided missiles.","","N/A","Please refer to the Performance Base Budget Overview Book for information on how Air Force resources are applied and how those resources are contributing to Air Force performance goals and most importantly, how they contribute to our mission.","","","2016-BASE_RDTE-2016-AIRFORCE_V1-RDTE_JustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2016.xml","f9c3e1151b63960ab0c6ec68efd983fb8c7094e46f07b0ac0cfb29c01c71a108","2-42068f691eff5a1ffff835b9e53373da33cbc7bb64a79082ce89c8c5c08db322","","","119-e73576cde826c5447418076e71cc59f7bfd3c39fbf4a12f9a6dba7afa3a1a62c","root"
"632181","Spacecraft Payloads","14.683","12.664","15.573","15.573","0.000","15.989","15.908","16.672","16.853","Continuing","Continuing","","0","0","0","0","0","0","0","0","0","","","This project funds the development, demonstration, and evaluation of radiation-hardened space electronic hardware, satellite control hardware, and software for advanced satellite surveillance operations.  Future improved space-qualifiable electronics and software for data and signal processing will be more interchangeable, interoperable, and standardized.  In the near-term, this project's work concentrates on converting (i.e., radiation-hardening) commercial data and signal processor technologies for use in Air Force space systems.  For mid-term applications, this project merges advanced, radiation-hardened space processor, memory, and interconnect technologies with commercially-derived, open system architectures to develop and demonstrate robust, on-board processing capabilities for 21st century Department of Defense (DoD) satellites.  In the long-term, this project area focuses on developing low-cost, easily modifiable software and hardware architectures for fully autonomous constellations of intelligent satellites capable of performing all mission related functions without operator intervention.","","N/A","Please refer to the Performance Base Budget Overview Book for information on how Air Force resources are applied and how those resources are contributing to Air Force performance goals and most importantly, how they contribute to our mission.","","","2016-BASE_RDTE-2016-AIRFORCE_V1-RDTE_JustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2016.xml","236534a24f259d3b9eb7192ee5e3ed1cf25ceea69a987b23cb1998ed09491d09","0-c459a29c380d555fd366f3835ab0ef21563343ac41fa02853bb42c81c0c6519c","","","120-eb436701ff02228a4950dbafaa5cdaaee978e0da31e7b8bec8c224de96a4ea9e","root"
"633834","Integrated Space Technology Demonstrations","9.565","18.346","17.766","17.766","0.000","22.416","23.454","15.994","15.692","Continuing","Continuing","","0","0","0","0","0","0","0","0","0","","","This project is a series of advanced technology demonstrations designed to address mission needs by applying emerging technologies from the Air Force Research Laboratory, other U.S. government laboratories, and industry.  These technologies are integrated into system-level demonstrations that are used to test, evaluate, and validate the technologies in a relevant environment.","","N/A","Please refer to the Performance Base Budget Overview Book for information on how Air Force resources are applied and how those resources are contributing to Air Force performance goals and most importantly, how they contribute to our mission.","","","2016-BASE_RDTE-2016-AIRFORCE_V1-RDTE_JustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2016.xml","236534a24f259d3b9eb7192ee5e3ed1cf25ceea69a987b23cb1998ed09491d09","1-02f72d3c26edca13581b8a7f90ad698d1fe0e0c5747f5635cb22badf88ad906a","","","120-eb436701ff02228a4950dbafaa5cdaaee978e0da31e7b8bec8c224de96a4ea9e","root"
"634400","Space Systems Protection","9.691","3.874","6.197","6.197","0.000","8.091","7.607","8.644","9.057","Continuing","Continuing","","0","0","0","0","0","0","0","0","0","","","This project develops and demonstrates tools, instruments, and mitigation techniques required to assure operation of U.S. space assets in hostile warfighting environments.  The project performs assessments of critical components and subsystems, and evaluates susceptibility and vulnerability to radio frequency (RF) and laser threats.  This project also develops technologies that mitigate identified vulnerabilities.  Technologies are developed and demonstrated to support balanced satellite protection strategies for detecting and avoiding threats and operating in a hostile space environment.","","N/A","Please refer to the Performance Base Budget Overview Book for information on how Air Force resources are applied and how those resources are contributing to Air Force performance goals and most importantly, how they contribute to our mission.","","","2016-BASE_RDTE-2016-AIRFORCE_V1-RDTE_JustificationBook_Air_Force_PB_2016.zzz_unzipped-RDTE_JustificationBook_Air_Force_PB_2016.xml","236534a24f259d3b9eb7192ee5e3ed1cf25ceea69a987b23cb1998ed09491d09","2-f4541228fc7c6a3de7c665ae24c389f20adc894ac5ac00e48b69381d0430aa80","","","120-eb436701ff02228a4950dbafaa5cdaaee978e0da31e7b8bec8c224de96a4ea9e","root"
