Name_val,Cost_CurrentYear_Quantity_val,Cost_CurrentYear_TotalCost_val,Cost_BudgetYearOneBase_Quantity_val,Cost_BudgetYearOneBase_TotalCost_val,Cost_BudgetYearOne_Quantity_val,Cost_BudgetYearOne_TotalCost_val,Cost_BudgetYearTwo_Quantity_val,Cost_BudgetYearTwo_TotalCost_val,Cost_PriorYear_Quantity_val,Cost_PriorYear_TotalCost_val,Cost_BudgetYearThree_Quantity_val,Cost_BudgetYearThree_TotalCost_val,Cost_BudgetYearFour_Quantity_val,Cost_BudgetYearFour_TotalCost_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"Air Force Active","4","0.69","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","a3dbc6d894dd1f6cbd3487015706e63693bd8e3f60b5fdd3fd1f5b137bd1e334","0-496b8c6538738b1a94c6a4ad4fa286c14d61a98c29c7ae79a6df7e8ab5e36df7","0-82e467206c65905094487cc8277eedcd1f404b40e64eb663a5225ed2d72c5ae6","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","3","1.374","3","1.374","3","1.671","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","4da1b2d04fecf7209b9851df892d9f5e4a8889f362e89ab51c30fdbc46fac639","0-f8f212294b4a975768a43e6a2f74252d96c9521b1e7ed359b785734b97e1fd9d","0-c81261f232c86bed208c1000b4120c0c5ed404103d4a45cfb30bf82eb4befec3","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","4","1.609","","","2","0.818","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","4da1b2d04fecf7209b9851df892d9f5e4a8889f362e89ab51c30fdbc46fac639","0-b77524498beed97f1bacd848b7092961d9719e93150ea23206942f692784b58d","0-0d04f05b1e19c25577a267114f4dadff6620835407e3760187a75e1e89cd8437","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","","","","","","","9","0.000","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","4da1b2d04fecf7209b9851df892d9f5e4a8889f362e89ab51c30fdbc46fac639","1-2aeaa08f1689e139d971b55ed985290d9e01b569577aacf72e204d3dfd6337c4","0-0d04f05b1e19c25577a267114f4dadff6620835407e3760187a75e1e89cd8437","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","","","","","","","","","","","6","7.92","12","16.1","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","88ecf7b4108f5008c743b1f4b59161bedeb688ad0bc869dc12bac8af9b1ecb31","0-39eb120a98ee1dee2a11796838b1f60cb3fda88af4e0e3f618536ee317490dc9","0-5f4348797716141d24c03caa1a1fb1ed8fc98a60c5e0d80ce92ca5d6fc1e0313","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","15","5.898","","","17","6.749","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","88ecf7b4108f5008c743b1f4b59161bedeb688ad0bc869dc12bac8af9b1ecb31","0-95eae17315098d8d4bfd87dcdb6f1d0df612ddf222328d670ec83b886a8576a1","0-40241c7e79a85da7e690bf6d606860d758fa432842dde0639f57ba3dc2410dda","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","","","797","58.727","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","88ecf7b4108f5008c743b1f4b59161bedeb688ad0bc869dc12bac8af9b1ecb31","0-bd381d32bd9c59ca501c34bbe936a3a4a01f3f19f6e4bafb2efbac2ceb9a9153","0-618a33bc9fc8dc14b5bdaf5747ab5658c07321f3f88c5814608be476a436ee12","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","","","","","","","","","99","8.951","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","88ecf7b4108f5008c743b1f4b59161bedeb688ad0bc869dc12bac8af9b1ecb31","1-c82952a2cd86b2240d031f9f1186f79472d9560618a9fdccf3c702a31f0caf3b","0-618a33bc9fc8dc14b5bdaf5747ab5658c07321f3f88c5814608be476a436ee12","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","870","0.635","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","88ecf7b4108f5008c743b1f4b59161bedeb688ad0bc869dc12bac8af9b1ecb31","0-eb866c05a6ce8ee4c670facadfffcbc6f8ab81fb23cb855db6a343cc8c8194d7","0-a95b63137015e6b0009b79ab3d407b4dd5d04e34a31f8d6f16428aeedfe7242b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","76","0.055","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","88ecf7b4108f5008c743b1f4b59161bedeb688ad0bc869dc12bac8af9b1ecb31","1-dff2803647931e560c04d4da5d516189109fde1eceeb9752f9278df8da0b06f9","0-a95b63137015e6b0009b79ab3d407b4dd5d04e34a31f8d6f16428aeedfe7242b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","18","34.814","11","16.084","11","16.084","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","88ecf7b4108f5008c743b1f4b59161bedeb688ad0bc869dc12bac8af9b1ecb31","0-7214474cebb6b2302d762665e924d4c32966845944eee7fc41641106814691f8","0-9390510e621c4fca66f7241d61a17c3c119883f8de752ee06c488ef7370f7278","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","","","14","1.55","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","88ecf7b4108f5008c743b1f4b59161bedeb688ad0bc869dc12bac8af9b1ecb31","0-ab7e205e5ada2f26e828bc37f12bf2e92f92c8a831d884517b11b39af87775f3","0-7afa0b00aca88f8d9784e489b447d2fbc5e6cebbfeafb5291ff41117fb071a80","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","10","1.349","10","1.349","1","0.13","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_MISSILE-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","a8902ecf1cf41de81b0c082d858b2677cc70474a3be572f3b07611826a254cd8","0-e9beee401ceb0e52dbd0596d73d481d81cbb4ae1f9fc40a6d53d49e6e67167cd","0-7df87c155c7e8e874dfcd34a7b11dc137ea9dc4bca9005cead6deed5f3f644cc","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","10","1.349","10","1.349","1","0.13","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_MISSILE-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","270eebe698cc41ce0785e1a139a9b716b142740243c28e3e5dda6bbb23c04611","0-0fed0fdfdb5874ad596f92335411a1b68949ab300e27448431d6482e47cd8929","0-635a45c312f831e6fc3ea4cc8fd7857a459ea6222c7d5d3f493bb524453976f1","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","","","14","1.05","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","ca4a21a6df897b8aea1925161ee0fd863476b50df1ca5a541e8d6f45ea12f962","0-fc9ecfbc9d01e5901974bf5e52062b53376bda7df7987270d0e5499f50e2be76","0-4d94a5257db8aacdb4b51a80d2a79509a633bb8da74a13df7e50dd99c61b7d79","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","","","14","1.05","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","88b46961904815d0d0364584a26fb1b66eaa42ea170fe6f8d779c0476071f4cf","0-b948deda25c750e20c53e20afbb176c7ea985879b6587d93cbc62fe22cc1f935","0-1e1a02785a1fcddfae57bee08662d717ee12880598440390fb2fa018db87d0f5","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","1","1.132","5","4.503","5","4.503","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","1ed49c6f64b5aa9e81fa64de1738a8f10ebc556bc948b5ca45bb4973a54237ba","0-586f8ad4f4a6cf83687e099ac4894068b77671e9905de6f046100474cd4581a2","0-beaec5d951192b31a1ebc4f030ddf7598d3551969ff39e0736050001b089e132","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","7","11.221","7","11.221","2","3.073","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","cc71f1c4d2ca1f274dfb1fbd4abfe16e57fa2b980f43d51c46843aae02db7d58","0-9e6206f12bae2a49cc3ddad13a0d5dc34aa57cde7eb906b3827b3b0bd976717f","0-c09b47ae5859b6774e52a3a0376061a30f7d9d70ea973a66ae9dff4631a56f5d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","7","5.429","7","5.429","2","1.885","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","cc71f1c4d2ca1f274dfb1fbd4abfe16e57fa2b980f43d51c46843aae02db7d58","0-4b42a359c888b0f925a06d897c5fbde0417b206bb78595a51c685f5bdf474ac6","0-936a91696394a1bb7f9c17837d83f3e79f4700b83e9164c8a178189bfe148084","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","20","6.827","20","6.827","11","3.304","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","cc71f1c4d2ca1f274dfb1fbd4abfe16e57fa2b980f43d51c46843aae02db7d58","0-a29755f28120473ba7b2a831732f00a22d08e7a2ec142d01cd38de175d68aa94","0-b9a2697eca00e13a443c0c3af7990fd09a869f9adbaec0115db070a0fb6a62b3","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","7","16.635","7","16.635","2","4.03","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","cc71f1c4d2ca1f274dfb1fbd4abfe16e57fa2b980f43d51c46843aae02db7d58","0-5ca3d120de4c81e9310128bacf129a36a0e39b2acff90b820d4f6344703058e9","0-d2306f98224da6ff1384e24b11aff8d76651d9154cd2c673ac2153bc741ad604","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","11","221.878","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","499b06e409d3c7fff68a7830f8c38e3a8366834e13e20e9355018d2771d93ba3","0-6f2da05fdae63fe8f8c3a4f812f053babf17b5abddc1a91352d6a7a698b788fe","0-49d3fec8ab50c007311de56676d97b927c7728442374f80307baf7ca21697037","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","25","3.606","25","3.606","5","0.67","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","78c918e558351b6288ed00d3fa0158ff56c3e1927815f4e37c6567350b25fdbd","0-6ceafd4b9883cd66a9a3e1889ecbcb8e3a66778ab8d27400c53f5397caae17e0","0-98be6a52110815892328331a43a39f3e5277e26e04d4c16a1694897d1e36d189","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","68","24.781","68","24.781","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","78c918e558351b6288ed00d3fa0158ff56c3e1927815f4e37c6567350b25fdbd","0-08c72ce24926fd791d0688a80d904a5f4920df02666d9f98cb6a41db069e0862","0-9a5d075367e5201739553650ef1d02508ace02562f02b463bc626897d2dbba8c","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","","","","","","","45","14.423","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","78c918e558351b6288ed00d3fa0158ff56c3e1927815f4e37c6567350b25fdbd","1-f3908291c5a4f1c1c46cf6ce7d68dd4912c05e8b11bdc169155a6182b49aa6b6","0-9a5d075367e5201739553650ef1d02508ace02562f02b463bc626897d2dbba8c","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Reserve","12","8.429","21","7.653","21","7.653","28","8.974","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","78c918e558351b6288ed00d3fa0158ff56c3e1927815f4e37c6567350b25fdbd","2-05be7e9b2f6ff9e524082fbcd6b65a79c193e32fd34de1515a870ed93ff18884","0-9a5d075367e5201739553650ef1d02508ace02562f02b463bc626897d2dbba8c","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","2","1.771","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","78c918e558351b6288ed00d3fa0158ff56c3e1927815f4e37c6567350b25fdbd","0-b8e2e17f90375b66d571ee3aa1ed61b6f2a935239da903be6edc314fe856b775","0-6ff11041be99dfd7053c4bec83096914af6466d6630d38bd866ee28be3fc5272","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","2","5.474","2","5.474","2","5.497","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","78c918e558351b6288ed00d3fa0158ff56c3e1927815f4e37c6567350b25fdbd","0-dcfdc82e182eb98347b9a92200380705759b2e83a7ac15d34c7033b1b7e4cb47","0-c5c89bd76c405731690834a70d10c938a51a74e94724c48178e4dd7a11d5304e","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","2","15.428","2","15.428","2","15.594","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","78c918e558351b6288ed00d3fa0158ff56c3e1927815f4e37c6567350b25fdbd","0-bc56bb7ccb57be67cc736a908269697f5a2351a9392a4d90575250bf61f0c7d2","0-f43d3cd940266c488f1d752ff786d155a73d9219c62491925d64c2932ccf6ad0","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","2","8.8","2","8.8","6","8.333","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","5e4ee341ac65bd46182c9e78a0b81a02a17a47f50f2d7473bfb079ba6e3dc3b8","0-a095c29e6ee6bf921223ef8404fd5b53b85ced40e2ba42e8a85287fdf2d0146d","0-4f77379be03f9cc0eb24a34169b285acf003208fffd1971280102b7ed4397051","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","1","1.002","1","1.002","12","12.3","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","676b70bdf42a536b536241d81ebd24cf7df9126aa6518c5bf02efd6cebdd4966","0-76b9cbb95abe335c0583225fc65603e91bbef3a3700447a6f9b41ee5b9f56b4b","0-af6a68abf8935c0ff6d7fad95c114cb1c6a0f7014aa1f261828bf8c5318549f0","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","","","2","1","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","6e816b280add2c6e3187c3bccce8af48caea4e5a4a368db70425872ae7cc52fe","0-b1ec64a28aa28be39b35f6ee6d3298c887686160a7b2ab5efaf2bb67752b2cb0","0-eaf0461bc4d62f2f1423bce19cf242a00b9787455534e5dde762d8e9a394eb5f","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","67","1.04","67","1.04","64","0.308","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","8d4d83cc23dd2a0a56b5f91803df15fd1e4e30278d868b9d2ba94e70a834086c","0-845f7bbd27d1e3cac50736e89c8a0509282aea4b6db59ef492cbab98e37334ed","0-f62dfdf92257c9f9f8169bdd71cd236e31f710a2216bba66b09bf5b76e4cc95d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","","","52","1.03","52","1.03","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","8d4d83cc23dd2a0a56b5f91803df15fd1e4e30278d868b9d2ba94e70a834086c","1-cc191988265b37958e3c4433924ebebfab6fe5605b2014b64d626c27a05487d5","0-f62dfdf92257c9f9f8169bdd71cd236e31f710a2216bba66b09bf5b76e4cc95d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Reserve","","","36","0.729","36","0.729","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","8d4d83cc23dd2a0a56b5f91803df15fd1e4e30278d868b9d2ba94e70a834086c","2-8843fe917bdb942f2f6ed47b307c307726301389cf7a481b2bc099962577133f","0-f62dfdf92257c9f9f8169bdd71cd236e31f710a2216bba66b09bf5b76e4cc95d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","3","0.806","12","3.279","12","3.279","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","81086703d7e34788d0866dccf90214b011ef561d84f56a2eba9d46fd23429dd7","0-51bba906830ac7659d6dc40c9259520c36451e14e933ee0c5b2882a239e53d97","0-8ea4307f80595db01449e323017db91e5d094c21fd58e258a071f93833ccfe7e","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","","","2","10.485","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","6e8433923b29c97885d1fa7c604c8a7d21001c849e27ca06bdc9423153a35683","0-a3f01eb9bab0d477e9621eac014938a9b94f82227bcd60a1635e0c11eb7c116d","0-6165a3c391aa83e4c8d4ee6e8fdbe8bd618ab4944a35d8658576c506921d8875","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","1","4.762","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","81b8596bd2ba2f4935fed43efbec1ecb1dbbdcf0a79ee9b159c92e18e7f5f8a8","0-35f83769e145678e542f51770d29405f5ab28d7a0f96a33306897b3a4a28cb77","0-ab1de626d3d3cc2211a814616a5c8d7b50b7ca524076748076fa85516fcebdc6","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","4","42.593","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","81b8596bd2ba2f4935fed43efbec1ecb1dbbdcf0a79ee9b159c92e18e7f5f8a8","0-e1bc5fe38f85065493c168c8a1622ffd4b9c682e513d624866e67c41441f6ff0","0-9e09c65b2bc763f0f76cc076dae69fbadf6d86038da6d70cd8c1e520ab65c0d9","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","1","5.119","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","81b8596bd2ba2f4935fed43efbec1ecb1dbbdcf0a79ee9b159c92e18e7f5f8a8","0-15149728cc0f1a181b45a22bfb10d836cb642690fad4e6c66803952fdef2ed21","0-7b8164de4a780c68baf623286f991f2cd9d659785f92ccea559691534cee342c","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","2","23.072","2","23.072","1","9.204","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","ad55be7d6ff97791b35119cf0d431f2b3a3b84ef994156f94776f9dc48c47e89","0-47891970331512e2c46e9815898e66d0fc69f7ab525bfa35a79a2105cba97c7f","0-64059f9837bf135bae4c1acf453cbf67be15a66ccf8a055eb82ff3027e332924","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
