Name_val,Name_@footnote,Cost_AllPriorYears_Quantity_val,Cost_AllPriorYears_TotalCost_val,Cost_PriorYear_Quantity_val,Cost_PriorYear_TotalCost_val,Cost_CurrentYear_Quantity_val,Cost_CurrentYear_TotalCost_val,Cost_BudgetYearOneBase_Quantity_val,Cost_BudgetYearOneBase_TotalCost_val,Cost_BudgetYearOneOCO_Quantity_val,Cost_BudgetYearOneOCO_TotalCost_val,Cost_BudgetYearOne_Quantity_val,Cost_BudgetYearOne_TotalCost_val,Cost_BudgetYearTwo_Quantity_val,Cost_BudgetYearTwo_TotalCost_val,Cost_BudgetYearThree_Quantity_val,Cost_BudgetYearThree_TotalCost_val,Cost_BudgetYearFour_Quantity_val,Cost_BudgetYearFour_TotalCost_val,Cost_BudgetYearFive_Quantity_val,Cost_BudgetYearFive_TotalCost_val,Cost_ToComplete_Quantity_val,Cost_ToComplete_TotalCost_val,Cost_Total_Quantity_val,Cost_Total_TotalCost_val,Cost_Quantity_CurrentYear_val,Cost_Quantity_BudgetYearOneBase_val,Cost_Quantity_BudgetYearOne_val,Cost_Quantity_BudgetYearTwo_val,Cost_Quantity_Total_val,Cost_Quantity_BudgetYearThree_val,Cost_Quantity_BudgetYearFour_val,Cost_Quantity_BudgetYearFive_val,Cost_Quantity_ToComplete_val,Cost_Quantity_AllPriorYears_val,Cost_Quantity_PriorYear_val,Cost_Quantity_BudgetYearOneOCO_val,Cost_TotalCost_CurrentYear_val,Cost_TotalCost_BudgetYearOneBase_val,Cost_TotalCost_BudgetYearOne_val,Cost_TotalCost_BudgetYearTwo_val,Cost_TotalCost_Total_val,Cost_TotalCost_BudgetYearThree_val,Cost_TotalCost_BudgetYearFour_val,Cost_TotalCost_BudgetYearFive_val,Cost_TotalCost_ToComplete_val,Cost_TotalCost_AllPriorYears_val,Cost_TotalCost_PriorYear_val,Cost_TotalCost_Continuing_val,Cost_TotalCost_BudgetYearOneOCO_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"1.2.1) Installation Kits N/R - Organic","The kit cost and installations are based on the mandates that are required each year for each aircraft. The kit cost is not based on the inflation factor.  It is based on the complexity of the block upgrade requirements anticipated in the mandate which will be more complex and costly to install depending upon the aircraft configuration.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.15","1.761","1.761","1.355","51.695","2.485","2.105","3.865","6.275","31.813","0.886","","","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2017.xml","fdd84f4882de1631585449d297f97d7399a6ca1b3036aab6083423c5bdb76e8c","0-7ccfcc8ab278998b2fcc8473310d9cde1446b53ea49e72c3a745339be364da6a","0-d6f7c7c4f263b6e8a5f0845a7d7152f3d66a3131e3a49e3c64d0cb9dce69524d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) A Kit Non-Recurring - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.15","","","","0.15","","","","","","","","","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2017.xml","fdd84f4882de1631585449d297f97d7399a6ca1b3036aab6083423c5bdb76e8c","0-344543396e36f0d315fd52a15610a35c1611c82a1459ad9c5d8c05c7cf574a94","0-589588e7a8c507a0b88897932179de5c9db0561d9f8ba7e68f5985e100c36320","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) Installation Kits N/R - NonOrganic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.233","0.233","1.981","31.165","1.68","1.333","1.446","","23.509","0.983","","","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2017.xml","1ec34e9a291eff589433b63f1ca844d13a26598169767a1edeaa41efb936e7cf","0-d17302bb64946e7362254c1c9d1d1aa2151295586d485de21904d617a90a6d7c","0-c6cb3e99078b69892727f936cf76a1677463c2d82435afabd07033b8b8860096","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) Installation Kits N/R - Organic","FY15:  Installation Kits N/R in FY15 is to support the ADS-B Out effort. FY17-FY18:  Installation Kits N/R in FY17-FY18 is to support the ALCS, HF-ALE and CNS/ATM efforts. FY19-FY21:  Installation Kits N/R in FY19 is to support Aircraft electrical, MOM and ALCS mod. Installation Kits N/R in FY20 is to support Aircraft electrical and ALCS mod.  Installation Kits N/R in FY21 is to support Aircraft electrical, and Mission Suite Upgrade.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.85","6.86","6.86","10.175","118.273","21.209","17.454","23.885","","27.081","7.759","","","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2017.xml","1ec34e9a291eff589433b63f1ca844d13a26598169767a1edeaa41efb936e7cf","0-1081835d9c0e385028346a82367b2907c0c913da3364e7f82060176e2c469a54","0-70193ed1dff974fa18770c792a3c0281bd649bf78a9e27e68785c632f696d685","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) Installation Kits N/R - NonOrganic","Installation Kits N/R cost in FY17 to support SLEP Phase 1B, and Installation Kits N/R cost in FY18-FY20 to support the start of the CSFIR Phase 2 effort.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.58","2.58","2.066","17.931","5.672","1.2","","","6.413","","","","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2017.xml","1ec34e9a291eff589433b63f1ca844d13a26598169767a1edeaa41efb936e7cf","0-beaca12f1214ca0ef8eeed4f8dc922f03390e7a6436b059a16b57583d6042b3a","0-dc8b05b5bffb295d401eda5edcc9464eda1d67949af3bd7de63d10dff2f20f86","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) Installation Kit N/R - NonOrganic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.272","12.272","9.592","112.777","34.644","","","","53.769","2.5","","","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2017.xml","1ec34e9a291eff589433b63f1ca844d13a26598169767a1edeaa41efb936e7cf","0-d71bd985b8ecd508f2396fd7de0dbdcb185189af8d981bd71f9586998e822e84","0-5c2eb11e30510583a28f4c7b3815e0d2890393ed2179fbdca4f29efddf63c916","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) Installation Kits N/R - NonOrganic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.839","","","","54.547","","","","","43.908","9.8","","","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2017.xml","1ec34e9a291eff589433b63f1ca844d13a26598169767a1edeaa41efb936e7cf","0-cb6112031629665a93454c36e70914228fc110c08a8ee23eef3e45d70212bdc2","0-f131733a99719619e68d0c97e3ae1b098f18dbb29df685a82637d49340c720a9","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) Installation Kit N/R - NonOrganic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.161","","","","","50.894","16.267","","","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2017.xml","1ec34e9a291eff589433b63f1ca844d13a26598169767a1edeaa41efb936e7cf","0-6191ed9db270579f36253b92c61a0881ec06e11a9a72485480b485af85becdda","0-73672600c777ef5b8249fc30fd96da899a9d346042cf356fcf4055258f7b5eb3","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) Installation Kits N/R - NonOrganic","Installation Kits N/R cost in FY14 is to support the kit contract award. FY15-FY17 Non-recurring Engineering requirements result of required software change (4 year delay from prototype to production).","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.08","1.42","1.42","","8.41","","","","","5.353","0.557","","","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2017.xml","1ec34e9a291eff589433b63f1ca844d13a26598169767a1edeaa41efb936e7cf","0-f8f56d58267b672ecc39b3c1324a6cdeb7c2e1c93a6d412a5a5e1108f912742c","0-2764bfda0f192c3a909f12e54bbcad9daf1a06dca1b7a367c16aa4bd834a6748","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) Install Kits N/R - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.853","8.593","8.593","2.317","46.779","2.139","1.399","","","3.838","18.64","","","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2017.xml","1ec34e9a291eff589433b63f1ca844d13a26598169767a1edeaa41efb936e7cf","0-9f34461bb25dbc45e81b94ae4de93c3eab778458ecd8e2b3b55e577ba4b69b3e","0-546f6d8313f150a8bc7449eeb5b282d8c16ef5fc5465dd78ee4ee9350cab54e2","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) Installation Kits N/R - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.031","","","","","34.031","","","","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2017.xml","bdbc005b6ae00fe06ec6341caef6c650095a5e0b1e2c59dabe188fb1682b7d66","0-d8db634a9383800a2e435c1fdfd7388d014444a9a843ce33230a3a97bf6debf9","0-2f4ec4b5ce73ba550c65ad28fedc6b4660d688da002d342f7c5d3add8dfab4b3","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) Installation Kits N/R - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.045","","","","12.516","","","","","12.471","","","","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2017.xml","bdbc005b6ae00fe06ec6341caef6c650095a5e0b1e2c59dabe188fb1682b7d66","0-55c3597c1730362f54f546330ff25c135c3720ec00191d5b2987ebca900f1056","0-624cfb36b6c6f9da350d101c1f202c5846cd7f6eaf424030b8be4eed6f9fdfbb","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) Installation Kits N/R - Organic","The FY16 NRE includes the Validation installations for the first VH-3D and VH-60 SLEP kits.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.55","","","","8.788","","","","","6.653","0.585","","","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2017.xml","bdbc005b6ae00fe06ec6341caef6c650095a5e0b1e2c59dabe188fb1682b7d66","0-9f064c6187315f7bd5598708e2d6b42603ea33f54533f64341e6e9d2a5b7545e","0-7a8df6df88e2ef1ea78471390a6f8e05450038d4a620603011a178e4d629d1f0","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) Installation Kits N/R - Organic","The NRE in FY16 includes the Validation installation effort as well as stand up costs for the installation team. The NRE in FY17 includes the Verification installation effort.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.111","1.876","1.876","","20.974","","","","","10.067","4.92","","","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2017.xml","bdbc005b6ae00fe06ec6341caef6c650095a5e0b1e2c59dabe188fb1682b7d66","0-18e2b70f6517ca50472609d96a7e21ce5db287ec62074c4b49914c2887ef224b","0-2319bea11125ae5d5ef3a4ecef2c7a818080067ed03b55cd7e29538dfd3b9d15","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) Archived Installation Kits N/R - Organic","Increase in NRE in FY15 is for additional NRE needed to complete the UH-3D Trainer Conversion.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.366","","","","","6.223","5.143","","","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2017.xml","bdbc005b6ae00fe06ec6341caef6c650095a5e0b1e2c59dabe188fb1682b7d66","0-3891cc7bf550ee181be8ade148437eb5f61147827ab6f09907063d1f8173562f","0-332272701c76d22f383053732824a662132e74a18cb99f973cb579f61537157b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) Installation Kits N/R - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","9.505","","","","","7.505","","","","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2017.xml","bdbc005b6ae00fe06ec6341caef6c650095a5e0b1e2c59dabe188fb1682b7d66","0-dc0ff3cabf61aa184c82cf94dffcbc71acbe0245eaac988142778764ec870cb0","0-d7e84eb868cc3d0972e5b4477035bc9c9a208556423dea7d13fe4261a3541de8","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.1.1) Installation Kits N/R - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","10.943","","","","true","","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2017.xml","bdbc005b6ae00fe06ec6341caef6c650095a5e0b1e2c59dabe188fb1682b7d66","0-7f6cf6222b3bd109fa178d2ce31bbee2916b2cabcaff22678758daabaebfc031","0-139b064b2d10a719c0c237e53814a791d0085bdcbfa4c9abe7073fd7526547d7","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) Inactive OSIPs - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","204.423","","","","","204.423","","","","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2017.xml","bdbc005b6ae00fe06ec6341caef6c650095a5e0b1e2c59dabe188fb1682b7d66","0-31d273395a2d18ca26bc1b97765b53a0de7ddc368c69453599dd16e755c0ee63","0-b3e7ee27354c809e8d453ce7a10920357aff544abbf1adf43750e79162529c35","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) Installation Kits N/R - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.104","","","","","0.104","","","","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2017.xml","fb48389c583afd4cf9ec0a4b3da49410f6f118a92a982aa36593bde2f4ca829f","0-51a53a2f4514f505f23002c3d02c32261fe381142726368f341794850e5ffcae","0-2e353a493f7098a39c9969c185533ccd4c29ea4d9ed9d5c51983ce29fdd5f3f4","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) Installation Kits N/R - Organic","Installation Kits N/R: FY15-17 increases due to mix and complexity of Readiness Management Plan ECPs being written and verified in each year. All ECPs do not require the same level of NRE.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.385","6.106","6.106","3.469","62.49","3.512","3.625","3.855","16.838","20.661","2.039","","","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2017.xml","fb48389c583afd4cf9ec0a4b3da49410f6f118a92a982aa36593bde2f4ca829f","0-849b7c69d3e8c27437f27c38c2251cc578e01e2d625468091f0295fae1b33bc3","0-dd3a0981896575a202ce7f824ee87fb7b393a1cdb392cbc5e332f3e0342324e0","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.2) Installation Kits N/R (OCO) - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.532","","","","","4.532","","","","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2017.xml","fb48389c583afd4cf9ec0a4b3da49410f6f118a92a982aa36593bde2f4ca829f","1-d62a407352e16754393679d04c02fd57bb3cbf83e590d8350832747264fae117","0-dd3a0981896575a202ce7f824ee87fb7b393a1cdb392cbc5e332f3e0342324e0","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) Installation Kits N/R - Organic","Installation Kits N/R: Non-recurring efforts required to support the installation of the Link 16 Installation Kit.  FY16 Increase due to congressional funding issue 76886 for Link 16 Upgrades.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.816","0.515","0.515","0.137","1.468","","","","","","","","","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2017.xml","fb48389c583afd4cf9ec0a4b3da49410f6f118a92a982aa36593bde2f4ca829f","0-eef03ebae346326ff075a5643383ed6995dab35c622c43414572f7176473b4eb","0-cf1243fe57385719a14909ecba82e5ecc8a358ac21ea62841ce533c4415a9bd3","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) NON-RECURRING COSTS - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.329","2.429","2.429","1.15","59.825","2.649","0.543","7.275","13.808","25.332","6.31","","","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2017.xml","41663346cfbfa1cb537b6ecc7b5d6570f136b41d6865a76c9571df919d510f16","0-d5c82418e4340ae79407f4fde951336ca34b3fc1ff89bc7e8e783b4eef613e5c","0-6b0cdad3235c498d5eb3ea238ed0f5643f5fb17155a034b64b12d611e8fe645b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) Non-Recurring Engineering - Organic","1.2.1 NR increased in FY 2016 due to NR required for the Inlet modification at Frame 12, vice Frame 10. Reduction in FY 2017 due to decrease in expected Engine NR costs.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.793","5.358","5.358","1.298","42.981","2.443","2.2","2.688","0.72","17.548","3.933","","","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2017.xml","41663346cfbfa1cb537b6ecc7b5d6570f136b41d6865a76c9571df919d510f16","0-afad2deeca97bfbda3a273e1c1a961e07e5fce315f81b1b0d2185e58ae821550","0-840dcaf736bd90a8dbae3d88989e317514c8a900a23731c88708646cac8a0054","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) NR Engineering - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.636","","","","","16.636","","","","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2017.xml","41663346cfbfa1cb537b6ecc7b5d6570f136b41d6865a76c9571df919d510f16","0-c391c912a60bc47779b42b0ce8145cf305336e9a74ec018e65a5bd7ac7ca02df","0-504b01d15602a44d720ee400a88e6a9496e714fca065bdba4388c39ca1af47ac","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.2) Operational Flight Trainer (OFT) ECP - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.27","0.27","0.26","0.779","0.249","","","","","","","","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2017.xml","41663346cfbfa1cb537b6ecc7b5d6570f136b41d6865a76c9571df919d510f16","1-f11d91752916ec498c0b8d3c8378f2bb86528b72da23f16bc8356ef3b7a11df8","0-504b01d15602a44d720ee400a88e6a9496e714fca065bdba4388c39ca1af47ac","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.3) HUD Cameras - Organic","1.2.3 Digital Data Set (DDS) Increment III Wireless capability is no longer a requirement to implement Military Flight Operational Quality Assurance (MFOQA).  MFOQA implementation will continue which requires addressing Heads Up Display (HUD) camera obsolescence.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3","","","","0.5","","","","","","0.2","","","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2017.xml","41663346cfbfa1cb537b6ecc7b5d6570f136b41d6865a76c9571df919d510f16","2-59100965f87cb7a200f57c8d9347015f42470871f14595f96b24c06410d61691","0-504b01d15602a44d720ee400a88e6a9496e714fca065bdba4388c39ca1af47ac","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) Structural SLEP NRE - Organic","1.2.1 Fluctuation of NRE cost FY 2015-FY 2017 is due to SLEP NRE phase 1B program phasing based on proposal.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.643","4.833","4.833","","27.292","","","","","8.597","8.219","","","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2017.xml","41663346cfbfa1cb537b6ecc7b5d6570f136b41d6865a76c9571df919d510f16","0-d9d6e449a6f21fd139248065cd17642c0129f470b31182e637ffd827815af21a","0-186263f89c01fcdbe7db88b21801aea57640c734198289bbc666eb675e00775b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.2) SLEP Wings NRE - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.242","","","","","14.242","","","","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2017.xml","41663346cfbfa1cb537b6ecc7b5d6570f136b41d6865a76c9571df919d510f16","1-7a24afe856c07ec7f9b9346da31dac56ac35c55302b30750493c0e5f80bfb83c","0-186263f89c01fcdbe7db88b21801aea57640c734198289bbc666eb675e00775b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.3) NACES SLEP NRE - Organic","1.2.3 Addition of NACES SLEP NRE in FY 2021 is added for secondary structure modifications to extend the life of the NACES seat to FY 2035.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.7","","","2.1","1.6","","","","","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2017.xml","41663346cfbfa1cb537b6ecc7b5d6570f136b41d6865a76c9571df919d510f16","2-ea98378bd0b7d791370336044bcb8141a75a424103e77ae8dc20590969a026c8","0-186263f89c01fcdbe7db88b21801aea57640c734198289bbc666eb675e00775b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) A kit N/R - NonOrganic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.16","3.2","3.2","3.703","9.808","2.745","","","","","","","","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2017.xml","41663346cfbfa1cb537b6ecc7b5d6570f136b41d6865a76c9571df919d510f16","0-7c2d161500668a833d254e6de24b30867232c1d3aaf3c5355423498ab848df84","0-44cef61a4638ab8208b9de273071df8389e9920dbf6029e9fbb4bf71ad60543c","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.2) GBTS A Kit N/R - NonOrganic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","0.693","0.693","0.72","2.018","0.405","","","","","","","","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2017.xml","41663346cfbfa1cb537b6ecc7b5d6570f136b41d6865a76c9571df919d510f16","1-0348594a3d533169b626bdea2272f5651242f5dcf01ebbc9d612f6e0d3fc8b25","0-44cef61a4638ab8208b9de273071df8389e9920dbf6029e9fbb4bf71ad60543c","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
