Name_val,Name_@footnote,Location_val,MinimumSustainingRate_val,MaximumProductionRate_val,Rate185_val,InitialQuantity_AdminLeadTimeBeforeOct1InMonths_val,InitialQuantity_AdminLeadTimeAfterOct1InMonths_val,InitialQuantity_ProductionLeadTimeAfterOct1InMonths_val,InitialQuantity_TotalLeadTimeAfterOct1InMonths_val,ReorderQuantity_AdminLeadTimeBeforeOct1InMonths_val,ReorderQuantity_AdminLeadTimeAfterOct1InMonths_val,ReorderQuantity_ProductionLeadTimeAfterOct1InMonths_val,ReorderQuantity_TotalLeadTimeAfterOct1InMonths_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"Pratt & Whitney","","East Hartford, CT","19.00","124.00","19.00","0","0","0","0","9","8","12","20","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","078d421d81190ecf8a486faab49d2e8ea4d456b0d51f6459cc6c7199455602cd","0-76569a56cfb6ccc740a4ea5031910b32153bc0c5751e6e90794afd391a2e11fb","2-8b53b76a731c9c600140a81c2eb7bb3dcd78539e9b477ceb603af52ab36b59a5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"Boeing","","Everett","12.00","24.00","15.00","0","0","0","0","15","4","10","14","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","d3488b3d5c84afebbd52b6e1570f798c845f31a079931dfe17558397fff55a5e","0-2df2cca294fad489448c1ae19ee5a783bc8475854f2b29d68e4005233b4beb35","0-a11e1806e773cfe84fa756103e8ba624abb69aab3b1f4681e162c4b0e1229b5a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"GA-ASI","","Poway, CA","24.00","48.00","36.00","0","0","0","0","14","12","23","35","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","3a4557d62ba852d766d5b072a8e57df2d886d855a6e3fcac8996e48b436d234e","0-e8185d947fc887d782a987124df043a2eb185eead5a54e7b68585614f7373aac","0-7796694c614b0571d2bb306695df9724d0a3664fc5e6fa8855e0b4d23ae5d193","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"GA-ASI","","Poway, CA","8.00","48.00","24.00","0","0","0","0","7","9","13","22","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","3a4557d62ba852d766d5b072a8e57df2d886d855a6e3fcac8996e48b436d234e","0-d45b34c0aab37c121a599dbeba756b49593dbdae017669f56c2e15b3fa50aa78","2-0c0418a8e8835bfe626daf768df8a2a1057bee68dcc21f1a168f946d84cfe7ad","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"GA-ASI","","Poway, CA","12.00","36.00","24.00","0","0","0","0","0","15","13","28","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","3a4557d62ba852d766d5b072a8e57df2d886d855a6e3fcac8996e48b436d234e","0-ada5425ec6f72adf79f094ff9e98cf429c03a52519e7454bc6a2b85e169a6681","3-00e9ca60121ce5769429a2b128d95cf154cac48735301e14499db4f9e6e8bbd8","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"GA-ASI","","Poway, CA","2.00","6.00","4.00","0","0","0","0","9","9","31","40","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","3a4557d62ba852d766d5b072a8e57df2d886d855a6e3fcac8996e48b436d234e","0-37566d8c669784176f658b4db2570000778456afced4e8c21bb6304513e734fa","4-e3436149c01032a817202c3bcd66a6b7131bc98f6f198384db75fa7c75a9120f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"GA-ASI","","Poway, CA","24.00","48.00","48.00","0","0","0","0","0","15","16","31","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","3a4557d62ba852d766d5b072a8e57df2d886d855a6e3fcac8996e48b436d234e","0-9e9d816b1c7aac17e2b04b481adbbcddbac4b255e7632f3343b543d2c67994dc","5-59516b88dc4812e719bb1ca3dfa54ac17519d3c830bcf65ee2d05cad5b436e8f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"GA-ASI","","Poway, CA","0.00","0.00","0.00","0","0","0","0","0","0","0","0","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","3a4557d62ba852d766d5b072a8e57df2d886d855a6e3fcac8996e48b436d234e","0-903500d6eda962ff802ba65c26ff7db87a486273ec3fa437045306e86a49098d","6-84bcb853c136d02962230c54d07fe956c7a5316f7a26c3f581e6956ba3b177d0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"Lockheed Martin","","Marietta GA","12.00","36.00","24.00","0","0","0","0","6","3","28","31","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","e69e07728276534fdfa55b2844b939d33d50eb19a45e7ddc2b78cbe832e14bba","0-ccb44018fa8b22fea21bc21ce58ae84e207304bff8862717bd5dc54abe77a150","0-9b533925d4592b0eaa9528dba601bec35268a71cfe27e47894c36b76246a4de0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"Lockheed Martin","","Marietta GA","12.00","36.00","24.00","0","0","0","0","6","3","31","34","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","04c0c41116e5f6904b16bf76340a6959e7f09069c196fcfad2d2be879207724f","0-f16bb5a44103cb37311f2f1ad28837d83b51f045c5e297e07afea64e0cd2f9c2","0-64ca2cb79a94bbac8dbe1661d7b7273cae0f1dcc1f8fb6e9f6a18c82277d5ff9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"Lockheed Martin","","Marietta GA","12.00","36.00","24.00","0","0","0","0","6","3","25","28","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","0dd91f4446d3575886727ff6a8249093ad91205b21e77ef7cfe082bffa942faf","0-b3753709455c3f8b13b6fc2fe400a4cbf33dc59908536d6a670bec9b01c29296","0-afa7988fed3e03a121878cae6d73a518a077d3075ab5031d21a2d12bfb2ee765","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"TBD","","TBD","4.00","8.00","6.00","0","4","12","16","0","0","0","0","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","83a73579bbe2357c1cc70ea167a5fe7c41ea2d916903322ae2e26eaf36d04708","0-78d16222da707a1eedb73aeb60b3f3732c09bcb2bc1b7e2f6db70a433f6372e8","0-ab949f04e59368a7fa1afde84d22485be57ed52063ffa524c9cb0edd44ba0649","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"Bell Boeing","","Ridley Park PA, Ft. Worth TX and Amarillo TX","16.00","44.00","25.00","0","0","0","0","0","9","40","49","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","b08793365cd32b06cf337012847a377dde4938bbe5c40e83138a57910f1e1978","0-5112981aa21b8d861c682c4a3999e0d71f6443d12f89680175c29d7bd2c4c40f","0-67375790d912f09126f6317046b3005850bda7cf3d5a8b83063256cacd65b4fa","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"Composite Engineering Inc","","Sacramento CA","0.00","0.00","0.00","0","0","0","0","0","0","0","0","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","ad5f0a5b4c681ca02a9f1797d3cd57b8e27b02439a6e19ba8c4e20d6d3e4d99d","0-c0f7b92caee22a5600b5656a4343ebfadd0621135755fbd8655da358a3545ff2","0-a57b09de9c6238989a4b4e74e9563046a46f1a469bee65a0401956a0d4f2a0e7","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"Composite Engineering Inc.","","Sacramento CA","16.00","25.00","21.00","0","0","0","0","0","3","12","15","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","ad5f0a5b4c681ca02a9f1797d3cd57b8e27b02439a6e19ba8c4e20d6d3e4d99d","1-12fa8b33c2a3606798abab3b44fd00adb44078bb70b299b7486ee713c1de9d00","0-a57b09de9c6238989a4b4e74e9563046a46f1a469bee65a0401956a0d4f2a0e7","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"The Boeing Company","","St Louis MO","12.00","36.00","25.00","0","0","0","0","0","6","19","25","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","ad5f0a5b4c681ca02a9f1797d3cd57b8e27b02439a6e19ba8c4e20d6d3e4d99d","0-a9683e678b298cbf4c09c524dfe17b697051447ece765a0e4e6444dc58c2ace4","0-e9167554241757852c5f926a9c66a63a216e776e7e3269042330019e7d2bf959","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"Lockheed Martin","","Troy, Alabama","175.00","360.00","360.00","0","3","24","27","0","0","0","0","2017-BASE_PROCUREMENT-2017-AIRFORCE_MISSILE-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","4b22dc48424fe3279f633d723b5a7d90196ba4d1bbac05f193ae8cb4abe23480","0-2e8f400fb00c73f561fbd9ba06e356632982703beada60317e6ab64a3dfb1ff7","0-89d8f1c52a8178a14e6e565f66851c520f6f005f7d47fcfa4fa7fcfb69728183","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"Lockheed Martin","","Troy, Alabama","175.00","360.00","360.00","0","0","0","0","0","5","22","27","2017-BASE_PROCUREMENT-2017-AIRFORCE_MISSILE-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","4b22dc48424fe3279f633d723b5a7d90196ba4d1bbac05f193ae8cb4abe23480","0-3d6423d6f00402814ee6a7491da9ef3532ca762b10f1bc2a416450c3a75436cd","0-a6904ee68b6687ccb57ea20d13d68bbadbaccb330af0d6fd2258ca79639b958e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"Raytheon Missile Systems","","Tucson, AZ","300.00","900.00","600.00","0","0","0","0","0","5","19","24","2017-BASE_PROCUREMENT-2017-AIRFORCE_MISSILE-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","596f3471575d7797a815127fbfdf09180b023cc098d2511fc3836230702ec50b","0-816e884c3d1639821cad6ee2b404f83efeeacece2c92acc1c04412ae97d44894","0-872aa9ca482a27cf357e22eb5681eb3d7bf02b715a6bb0784f8ce0683d437346","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"Raytheon Missile Systems","","Tucson, AZ","300.00","900.00","600.00","0","0","0","0","0","5","19","24","2017-BASE_PROCUREMENT-2017-AIRFORCE_MISSILE-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","596f3471575d7797a815127fbfdf09180b023cc098d2511fc3836230702ec50b","0-d97e3d485b36564686aa990b2d8365aa6ab70938e46b6c1090ae21c1f2421c9a","1-448e5362c1cc0c015ec5590dbb79119b862aba78f3e669075f8b63e148762143","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"Raytheon Missile Systems","","Tucson, AZ","300.00","900.00","600.00","0","0","0","0","0","5","19","24","2017-BASE_PROCUREMENT-2017-AIRFORCE_MISSILE-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","596f3471575d7797a815127fbfdf09180b023cc098d2511fc3836230702ec50b","0-53afb15f9e7d3e2cacdee2c5358a1a1974594ac5824b0d34a3c8d5ec3547960d","6-426c7ec9e931e617065033359f836fd0134519d39f1ead810ee98d77dfb4ab8a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"Raytheon Missile Systems","","Tucson, AZ","300.00","900.00","600.00","0","0","0","0","0","5","19","24","2017-BASE_PROCUREMENT-2017-AIRFORCE_MISSILE-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","596f3471575d7797a815127fbfdf09180b023cc098d2511fc3836230702ec50b","0-67cdd0f232abc4bad703cfe1d443360d9ee263a921fdefe3c207a635c7139d8a","8-d3dc11c8ed6dab6f8f01daa7e497650fa8b3f2b5a6f0cb8fabfc5b282f390533","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"Lockheed Martin","","Troy, AL","1200.00","8000.00","4080.00","0","0","0","0","0","12","24","36","2017-BASE_PROCUREMENT-2017-AIRFORCE_MISSILE-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","b313b508697069a07698d40d49be4dcc681a111bfdbfa7c4960f068b22ebd6be","0-53ee8f1451790104b69ccbc7c70a2876c67df4721ff191b9939f6e24c0f4322e","0-a973b25c2894eec85753148a1d78295edded48cc5e4dc00ede83b925d11fb7ea","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"Raytheon","","Tucson AZ","200.00","1000.00","300.00","0","0","0","0","0","1","18","19","2017-BASE_PROCUREMENT-2017-AIRFORCE_MISSILE-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","9859cb8e1cf3bd07ae4ac06c7918541977f3553755f6504bbf02ecc1ca1beb77","0-fa581eaef00e03f59c5aeefffde8fbf36325ccae0341b3da00e480df15c1a4db","0-d3be528283202f8d8a728d896815cda6d5d0f20776c513ca6203aa042864e1cd","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"Boeing","","St Louis MO","1000.00","5000.00","2000.00","0","0","0","0","0","12","15","27","2017-BASE_PROCUREMENT-2017-AIRFORCE_MISSILE-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","9859cb8e1cf3bd07ae4ac06c7918541977f3553755f6504bbf02ecc1ca1beb77","0-6bf799b0d19490b7860edd160e8a7c299253a5b1a0254365742115ca2a07afdb","3-895e67f9c560637e2532ca4200a915314a87e9d8a9abb376206105f77559189b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"Lockheed Martin","","Troy, Alabama","175.00","360.00","360.00","0","3","24","27","0","0","0","0","2017-BASE_PROCUREMENT-2017-AIRFORCE_MISSILE-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","25dfb3ef6465df0bf80ea852346ae1982132c8d10e44e6b91390cbac42d50f48","0-0f0de2f6ee1c3fecad4718c6b70cf65fec41c619ed6485335295c6e7581939b0","0-aa3002144140386bdb435989520f65828fc669ebef45161eac9ea69a7e7b5091","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"Lockheed Martin","","Troy, Alabama","175.00","360.00","360.00","0","0","0","0","0","5","22","27","2017-BASE_PROCUREMENT-2017-AIRFORCE_MISSILE-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","25dfb3ef6465df0bf80ea852346ae1982132c8d10e44e6b91390cbac42d50f48","0-eb37519784f6996e7ab5040a5742800476196ad921c709bd38ab0c15a373f3b1","0-b45e6b3968be63e1ded1a9f5e0bebdb65a3a10da978027b9927fe953ed6a2c55","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"Raytheon Missile Systems","","Tucson, AZ","300.00","900.00","600.00","0","0","0","0","0","5","19","24","2017-BASE_PROCUREMENT-2017-AIRFORCE_MISSILE-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","1f98494d1e6aca9602e08f25f7bea281cf3a4c075afdbe57fb5bf8d3e375fd46","0-4f9f2afe8e40ad18b31693937a4476b7640d0aa3572864475986567b138691ac","0-1940c4b90a443de4c62728635958a2db1a41589f600484a4eaa38c625c08d1e3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"Raytheon Missile Systems","","Tucson, AZ","300.00","900.00","600.00","0","0","0","0","0","5","19","24","2017-BASE_PROCUREMENT-2017-AIRFORCE_MISSILE-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","1f98494d1e6aca9602e08f25f7bea281cf3a4c075afdbe57fb5bf8d3e375fd46","0-c93678b55bdd4099cd6db6e6f8bbf5d819a980480b6681bd12b7e4ff984e11d8","1-6dfc9cd35ac45bbbe4d053f685b8811546544c4f5e5353e0f2460c80734658b3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"Raytheon Missile Systems","","Tucson, AZ","300.00","900.00","600.00","0","0","0","0","0","5","19","24","2017-BASE_PROCUREMENT-2017-AIRFORCE_MISSILE-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","1f98494d1e6aca9602e08f25f7bea281cf3a4c075afdbe57fb5bf8d3e375fd46","0-1a52ea3da7f1e490095d5e330bcabf44746b0f5adbddae5818f7f22f9870110d","6-c6715853e04c932a9ab2d33369f6b86942ef1bf942dc2d951e63a296b7658a24","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"Raytheon Missile Systems","","Tucson, AZ","300.00","900.00","600.00","0","0","0","0","0","5","19","24","2017-BASE_PROCUREMENT-2017-AIRFORCE_MISSILE-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","1f98494d1e6aca9602e08f25f7bea281cf3a4c075afdbe57fb5bf8d3e375fd46","0-c5856d95ac010c3ee156652bd06f0540ce0dea42a9b78a9f92bac931ff5b7e26","8-44bfa9552cb33b235ce1ceac8ab24886ec8ee19d925af442f5e4af47c52c4253","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"Lockheed Martin","","Troy, AL","1200.00","8000.00","4080.00","0","0","0","0","0","12","24","36","2017-BASE_PROCUREMENT-2017-AIRFORCE_MISSILE-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","745c41003d79676878847fe6a7bb7da3d1a560c47f6d3cfcbdce299c11cdb7c4","0-977af143a6163f4aac547d085f4e29c0dccc6e48a20d65cfc68e63b3abc16a40","0-f2dd0ff92d5ecdf576f2e8e502f6c060b57cdce0c993fdcbd73bab098bb1becd","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"Raytheon","","Tucson AZ","200.00","1000.00","300.00","0","0","0","0","0","1","18","19","2017-BASE_PROCUREMENT-2017-AIRFORCE_MISSILE-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","8cad5a5aab4de8c20c507a0abf8bf8ca7f52a0f4ec3fcb3f99e8df60255c1a15","0-dfacb729eac4aae0737f011f0c83f161c0d6091f0f3ed3bac64930cb2de50dca","0-9cb46eecd9f97aa416d09bd47a6083da08d10caa0e1b5273e7fd4fddb1eca19f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"Boeing","","St Louis MO","1000.00","5000.00","2000.00","0","0","0","0","0","12","15","27","2017-BASE_PROCUREMENT-2017-AIRFORCE_MISSILE-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","8cad5a5aab4de8c20c507a0abf8bf8ca7f52a0f4ec3fcb3f99e8df60255c1a15","0-b5381ca5c1104ca7925aa03a6d047ad6e4bb730f70a66b9a9cd27733f2075148","3-3c907ecebcf97a908e6a673f03834a1e50b9efe5352e14f3f3d854a0cb6a22fb","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"LSF","","Redstone Arsenal","1","18","6","0","12","11","23","0","3","11","14","2017-BASE_PROCUREMENT-2017-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","bcc5eadec55484529bd3efc8d5a9edcacdb0ad2378961b71f0996693a8bc1e68","0-42dc7bd6eb884e31283be1d432b21f2bcb888391975425ef974b38b2e7c19d1f","0-962b5a24999a358a8959fb16c1b78c828a5b20b5acee14a7541da8ba068cf703","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"TBD","","TBD","1","18","6","0","12","8","20","0","3","8","11","2017-BASE_PROCUREMENT-2017-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","bcc5eadec55484529bd3efc8d5a9edcacdb0ad2378961b71f0996693a8bc1e68","1-d50a93fb6fba317d3cbdfdbba8379d96ad8861320956e47e1a8e363a4b186b25","0-962b5a24999a358a8959fb16c1b78c828a5b20b5acee14a7541da8ba068cf703","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"L3 Communications","","Greenville","1","10","1","0","0","0","0","0","0","0","0","2017-BASE_PROCUREMENT-2017-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","5cb380a3267b65733325846ef87294e5c79f65c1208eec3780d62b7385e63e86","0-6f5be547c62f928fc8b86039fdd60b25a2b466a3c07cfdcdea8b69db1bc318d1","0-f96baf80e2583ff44d876cb45cb68e7f13c167b1cc3932ad95a83938b628fe25","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"L3 Communications","","Greenville","1","10","1","0","0","0","0","0","0","0","0","2017-BASE_PROCUREMENT-2017-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","5cb380a3267b65733325846ef87294e5c79f65c1208eec3780d62b7385e63e86","0-04fa003b6a544276dd59e9c6c6f2bb04b99ec9b665668dcf970ec700e3d4ae34","2-736f21963a96505fafdd33d2a35c7293a0b7a91a7b86afff53e271fd4eb7d9fd","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"L3 Communications","","Greenville","1","10","1","0","0","0","0","0","0","0","0","2017-BASE_PROCUREMENT-2017-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","5cb380a3267b65733325846ef87294e5c79f65c1208eec3780d62b7385e63e86","0-08b791580aa913f381ed7dda3a5c9fe80878ec9189ea54611decd45a13505ceb","5-d1715279bf154a8c18479e27b4802a6eba8761382d28d729756e5fc64c553c2a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
"GENERAL ATOMICS / ASI","","SAN DIEGO","12","60","24","8","7","23","30","8","8","24","32","2017-BASE_PROCUREMENT-2017-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","984902d7102b7eb9bff97a75d45c19d9000c0564d6dfcf0b970fbe3b03f11dbf","0-a80633146e964d837d23d7a23ca26d1ea179db29749079e819673b22351e5e9c","0-778b759cda55831b45542eb64f7384df4d614a06fc8b9a1cd9c1a3c3f8d2b2e4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement"
