Name_val,IdCode_val,Cost_AllPriorYears_TotalCost_val,Cost_AllPriorYears_UnitCost_val,Cost_AllPriorYears_Quantity_val,Cost_PriorYear_TotalCost_val,Cost_PriorYear_UnitCost_val,Cost_PriorYear_Quantity_val,Cost_CurrentYear_TotalCost_val,Cost_CurrentYear_UnitCost_val,Cost_CurrentYear_Quantity_val,Cost_BudgetYearOneBase_TotalCost_val,Cost_BudgetYearOneBase_UnitCost_val,Cost_BudgetYearOneBase_Quantity_val,Cost_BudgetYearOneOCO_TotalCost_val,Cost_BudgetYearOne_TotalCost_val,Cost_BudgetYearOne_UnitCost_val,Cost_BudgetYearOne_Quantity_val,Cost_BudgetYearTwo_TotalCost_val,Cost_BudgetYearThree_TotalCost_val,Cost_BudgetYearFour_TotalCost_val,Cost_BudgetYearFive_TotalCost_val,Cost_ToComplete_TotalCost_val,Cost_ToComplete_UnitCost_val,Cost_ToComplete_Quantity_val,Cost_Total_TotalCost_val,Cost_Total_UnitCost_val,Cost_Total_Quantity_val,Cost_TotalCost_PriorYear_val,Cost_TotalCost_CurrentYear_val,Cost_TotalCost_BudgetYearOneBase_val,Cost_TotalCost_BudgetYearOne_val,Cost_TotalCost_AllPriorYears_val,Cost_TotalCost_BudgetYearTwo_val,Cost_TotalCost_BudgetYearThree_val,Cost_TotalCost_ToComplete_val,Cost_TotalCost_Total_val,Cost_TotalCost_BudgetYearOneOCO_val,Cost_TotalCost_BudgetYearFour_val,Cost_TotalCost_BudgetYearFive_val,Cost_TotalCost_Continuing_val,Cost_Quantity_AllPriorYears_val,Cost_Quantity_PriorYear_val,Cost_Quantity_CurrentYear_val,Cost_Quantity_BudgetYearOneBase_val,Cost_Quantity_BudgetYearOne_val,Cost_Quantity_BudgetYearTwo_val,Cost_Quantity_BudgetYearThree_val,Cost_Quantity_BudgetYearFour_val,Cost_Quantity_BudgetYearFive_val,Cost_Quantity_BudgetYearOneOCO_val,Cost_UnitCost_AllPriorYears_val,Cost_UnitCost_PriorYear_val,Cost_UnitCost_CurrentYear_val,Cost_UnitCost_BudgetYearOneBase_val,Cost_UnitCost_BudgetYearOne_val,Cost_UnitCost_BudgetYearTwo_val,Cost_UnitCost_BudgetYearThree_val,Cost_UnitCost_BudgetYearFour_val,Cost_UnitCost_BudgetYearFive_val,Cost_UnitCost_BudgetYearOneOCO_val,@SOURCE_FILENAME,@RECORDID,@ROWID,ManufacturerList_Manufacturer,AllPriorYearsDeliveries_val,@PARENTROWID,@PARENT
"Logistics Services","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.859","4.679","1.02","2.27","68.102","","","","","1.25","","","","","","","","","","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","93d7201d030a4a9ff5f954f6bdca2ea8a3b44785d7b8f4b242c3b70a627f45da","0-ab00f869a61e060cf2feade1d61b6a5f8c3ce14f7b46818ef1ee270f2f9a4b3a","","","0-09bb8c93b0705f6791c468ed21f062d46c40135296dd1c81147cfb6d6cf4d064","root.record.ItemExhibitList.P5Item"
"NGDS Increment 1 - Contractor Logistic Support","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.861","0.18","0.18","0.18","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_CBDP-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2017.xml","be4c715348e8f3359e6e758d8b81422759bdf7936851992d9c9aff3ec2c243fa","0-5512149161da2a4158a94442d3f31206b5f1482ba3be0523395b0b17327c7d78","","","8-112d35768974daab2543be1c37f396e0850f82592ac14118b83082a4be884d8e","root.record.ItemExhibitList.P5Item"
"JSAM FW - JSAM RW - Configuration Management / Tech Manuals","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.749","0","0.072","0.072","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_CBDP-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2017.xml","f4d80b3d0ec9ba6ba7c7ff3e5c7f21e1a694588b648cbd0864ae77b1cc1894b3","0-405722f8b3985722294591c443f3626090c75488def62ce495f496da1635605b","","","0-66f5781a2e570a626a4410180d573322d653ee2eb20366a0a31bebf1f54fd143","root.record.ItemExhibitList.P5Item"
"JSAM TA Mask - Initial Spares/ Support Equipment","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1.585","2.083","2.083","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_CBDP-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2017.xml","f4d80b3d0ec9ba6ba7c7ff3e5c7f21e1a694588b648cbd0864ae77b1cc1894b3","1-813fa59f2df1c94980941bb4c86829047860ca2e6b8f88c77d1f1b754c557b15","","","0-66f5781a2e570a626a4410180d573322d653ee2eb20366a0a31bebf1f54fd143","root.record.ItemExhibitList.P5Item"
"JSAM TA Mask - Net Training/ Training Equipment","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.113","0.438","0.438","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_CBDP-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2017.xml","f4d80b3d0ec9ba6ba7c7ff3e5c7f21e1a694588b648cbd0864ae77b1cc1894b3","2-b211f29858327ba425f04c4b13410cbd4b30ca07a56e1391d8de16b7c694185f","","","0-66f5781a2e570a626a4410180d573322d653ee2eb20366a0a31bebf1f54fd143","root.record.ItemExhibitList.P5Item"
"JSAM SA MM53- Training and Support Equipment","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1.657","1.657","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_CBDP-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2017.xml","f4d80b3d0ec9ba6ba7c7ff3e5c7f21e1a694588b648cbd0864ae77b1cc1894b3","3-c4cc922f1d907224205cf85a3b37a300aac91700a5e3a6df7830a4a07d72c1f1","","","0-66f5781a2e570a626a4410180d573322d653ee2eb20366a0a31bebf1f54fd143","root.record.ItemExhibitList.P5Item"
"JSAM RW MPU-5 - NET Training / Training Equipment","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","0.679","0.504","0.504","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_CBDP-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2017.xml","f4d80b3d0ec9ba6ba7c7ff3e5c7f21e1a694588b648cbd0864ae77b1cc1894b3","4-690690d8ddb090daa8aa34b83068f771f987a0a3d5d005aa2b80cdb6e80a4aeb","","","0-66f5781a2e570a626a4410180d573322d653ee2eb20366a0a31bebf1f54fd143","root.record.ItemExhibitList.P5Item"
"JSAM RW MPU-5 - Tooling","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.406","0.02","0.829","0.829","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_CBDP-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2017.xml","f4d80b3d0ec9ba6ba7c7ff3e5c7f21e1a694588b648cbd0864ae77b1cc1894b3","5-91cc279f7790a0f7a8461d3fd59d4e82feb9f74160ccd2a961e2e6063fe50e2d","","","0-66f5781a2e570a626a4410180d573322d653ee2eb20366a0a31bebf1f54fd143","root.record.ItemExhibitList.P5Item"
"JSAM RW MPU-5 - Initial Spares/Fielding Components","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.474","1.173","2.419","2.419","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_CBDP-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2017.xml","f4d80b3d0ec9ba6ba7c7ff3e5c7f21e1a694588b648cbd0864ae77b1cc1894b3","6-545390b8dbddb04282f623a4dde2f6cb63f5d5a18e5147de15c6f1c0186e079f","","","0-66f5781a2e570a626a4410180d573322d653ee2eb20366a0a31bebf1f54fd143","root.record.ItemExhibitList.P5Item"
"JSAM SA MM53 - NET Training","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.325","0.893","0.893","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_CBDP-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2017.xml","f4d80b3d0ec9ba6ba7c7ff3e5c7f21e1a694588b648cbd0864ae77b1cc1894b3","7-eb3e02bd8453a99965e3ce8b368fdfade821907574b48b57a818791e855f7593","","","0-66f5781a2e570a626a4410180d573322d653ee2eb20366a0a31bebf1f54fd143","root.record.ItemExhibitList.P5Item"
"JSAM SA MM53 - Initial Spares/Components","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.686","1.277","1.277","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_CBDP-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2017.xml","f4d80b3d0ec9ba6ba7c7ff3e5c7f21e1a694588b648cbd0864ae77b1cc1894b3","8-fec1b1b735c855d4b63a9627a813bc67c08ee795748202daf5e19c2e23a0a5ff","","","0-66f5781a2e570a626a4410180d573322d653ee2eb20366a0a31bebf1f54fd143","root.record.ItemExhibitList.P5Item"
"Spares","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.084","0.04","0.072","0.072","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_CBDP-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2017.xml","f4d80b3d0ec9ba6ba7c7ff3e5c7f21e1a694588b648cbd0864ae77b1cc1894b3","0-8aae99c547136931d26baf7536453cd1eea210878c32f9f7f5b4b2a04d0bbf07","","","3-4aa4ff4436ee2663f8d2a0ed6d8b79db9c98abcf36f1feaae5d83f72ef5afe7f","root.record.ItemExhibitList.P5Item"
"Technical Data","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.001","0.001","0.001","0.001","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_CBDP-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2017.xml","f4d80b3d0ec9ba6ba7c7ff3e5c7f21e1a694588b648cbd0864ae77b1cc1894b3","1-952b98e0d35ad24175181b91e3317593ccffaec1c369c12667aba6fa348b755a","","","3-4aa4ff4436ee2663f8d2a0ed6d8b79db9c98abcf36f1feaae5d83f72ef5afe7f","root.record.ItemExhibitList.P5Item"
"Care of Supplies in Storage","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.031","5.027","3.935","3.935","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_CBDP-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2017.xml","f4d80b3d0ec9ba6ba7c7ff3e5c7f21e1a694588b648cbd0864ae77b1cc1894b3","0-d4135ce3ec77afa0bca91307df3c62f7d4b92a6e5455a929f086a45d3c51a8e9","","","4-b6e44f7d55e91745eb1956fc657c59d2a99940b98b76f98e129a2ffd51dd9710","root.record.ItemExhibitList.P5Item"
"New Equipment Training","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.141","1.368","1.409","1.409","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_CBDP-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2017.xml","f4d80b3d0ec9ba6ba7c7ff3e5c7f21e1a694588b648cbd0864ae77b1cc1894b3","1-d3fae3531f04118396fa91f1d70ce1da882a9f07ea85028722d6d97c2e5d3e86","","","4-b6e44f7d55e91745eb1956fc657c59d2a99940b98b76f98e129a2ffd51dd9710","root.record.ItemExhibitList.P5Item"
"NGDS Increment 1 - Contractor Logistic Support","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.861","0.18","0.18","0.18","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.xml","e88e98bf807ce4c771615f97007a8f3c81a5ad4dba3e34f1bb5c040bd15e1b4b","0-b1c0cfa51a3070ea65824cdfa3ef969a48ba27e819dffcfab72e5044d59cdc61","","","8-4d06ed4ab63b74e18c84693ac37bd02f2474c3975ac1e3ab96b4213040c4dd52","root.record.ItemExhibitList.P5Item"
"JSAM FW - JSAM RW - Configuration Management / Tech Manuals","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.749","0","0.072","0.072","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.xml","d308f95350d49179c88adcd2ce8fac41317a825d8d794e785058fbd0fe568e07","0-c45a0f843fc06b3a3c4c2d0eb0dca7897c572e02ccd12b2cb39ffa2c68ae7085","","","0-fab8f25a553acd3d800c7d3f79560c661fc603228ce176c23b483aa1d638f885","root.record.ItemExhibitList.P5Item"
"JSAM TA Mask - Initial Spares/ Support Equipment","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1.585","2.083","2.083","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.xml","d308f95350d49179c88adcd2ce8fac41317a825d8d794e785058fbd0fe568e07","1-61a0a91f34cb2c857db34aa2efd66bb1b0534f1e65cbaf716f188d3738e3141f","","","0-fab8f25a553acd3d800c7d3f79560c661fc603228ce176c23b483aa1d638f885","root.record.ItemExhibitList.P5Item"
"JSAM TA Mask - Net Training/ Training Equipment","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.113","0.438","0.438","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.xml","d308f95350d49179c88adcd2ce8fac41317a825d8d794e785058fbd0fe568e07","2-c0571116f0c6994efea4e27b2f1e4426b5d8786114e703216b9b4b74dccde137","","","0-fab8f25a553acd3d800c7d3f79560c661fc603228ce176c23b483aa1d638f885","root.record.ItemExhibitList.P5Item"
"JSAM SA MM53- Training and Support Equipment","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1.657","1.657","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.xml","d308f95350d49179c88adcd2ce8fac41317a825d8d794e785058fbd0fe568e07","3-2307beb68db279636894ff8adba1393e3335ff842fcec7b062e1f8089e383a25","","","0-fab8f25a553acd3d800c7d3f79560c661fc603228ce176c23b483aa1d638f885","root.record.ItemExhibitList.P5Item"
"JSAM RW MPU-5 - NET Training / Training Equipment","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","0.679","0.504","0.504","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.xml","d308f95350d49179c88adcd2ce8fac41317a825d8d794e785058fbd0fe568e07","4-fe394e7f2b98f15cc6effc8fb3b703a595e6295e6653546b5f2f7a7915c467fc","","","0-fab8f25a553acd3d800c7d3f79560c661fc603228ce176c23b483aa1d638f885","root.record.ItemExhibitList.P5Item"
"JSAM RW MPU-5 - Tooling","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.406","0.02","0.829","0.829","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.xml","d308f95350d49179c88adcd2ce8fac41317a825d8d794e785058fbd0fe568e07","5-20dc2a0f2e08bcd2acc18ed8c26fed03268f377d9531ac999766e088b643d2db","","","0-fab8f25a553acd3d800c7d3f79560c661fc603228ce176c23b483aa1d638f885","root.record.ItemExhibitList.P5Item"
"JSAM RW MPU-5 - Initial Spares/Fielding Components","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.474","1.173","2.419","2.419","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.xml","d308f95350d49179c88adcd2ce8fac41317a825d8d794e785058fbd0fe568e07","6-4f346d1808dfc24a53d30fa73b26f3d5a8ef6a685f0e07ef8173f6854caa47f3","","","0-fab8f25a553acd3d800c7d3f79560c661fc603228ce176c23b483aa1d638f885","root.record.ItemExhibitList.P5Item"
"JSAM SA MM53 - NET Training","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.325","0.893","0.893","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.xml","d308f95350d49179c88adcd2ce8fac41317a825d8d794e785058fbd0fe568e07","7-450a5b0d108508e736141d491c053d9cb666ec8172fa3245f57ec3544c4ff695","","","0-fab8f25a553acd3d800c7d3f79560c661fc603228ce176c23b483aa1d638f885","root.record.ItemExhibitList.P5Item"
"JSAM SA MM53 - Initial Spares/Components","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.686","1.277","1.277","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.xml","d308f95350d49179c88adcd2ce8fac41317a825d8d794e785058fbd0fe568e07","8-b1e373125b105be9467def1949b48672a8225ba49ff208fda55dd9b88fe78bbe","","","0-fab8f25a553acd3d800c7d3f79560c661fc603228ce176c23b483aa1d638f885","root.record.ItemExhibitList.P5Item"
"Spares","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.084","0.04","0.072","0.072","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.xml","d308f95350d49179c88adcd2ce8fac41317a825d8d794e785058fbd0fe568e07","0-e5cd7cdc01de0ca4fb3df8afacbe4f93c1ba904fe30c5affcf5d5955015335c7","","","3-34867ce141d426d7ce6241865225b4947a6cbd91f3dcdcd4729ef07cec1f2b95","root.record.ItemExhibitList.P5Item"
"Technical Data","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.001","0.001","0.001","0.001","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.xml","d308f95350d49179c88adcd2ce8fac41317a825d8d794e785058fbd0fe568e07","1-7e52d7c33b3f5fc6095c64c046a16691ecb58c77febb92ec9162ce6157beb9cb","","","3-34867ce141d426d7ce6241865225b4947a6cbd91f3dcdcd4729ef07cec1f2b95","root.record.ItemExhibitList.P5Item"
"Care of Supplies in Storage","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.031","5.027","3.935","3.935","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.xml","d308f95350d49179c88adcd2ce8fac41317a825d8d794e785058fbd0fe568e07","0-1f736773624b7c548ccd134877851f6617a2356d2aecf37e129c92ba3ed6a770","","","4-b747238cf27c7d06fdb19671ac6cbab154b73a49e430605a6906b4f83bd490d4","root.record.ItemExhibitList.P5Item"
"New Equipment Training","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.141","1.368","1.409","1.409","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2017.xml","d308f95350d49179c88adcd2ce8fac41317a825d8d794e785058fbd0fe568e07","1-fdbb8db7f785e1832e3ad509cc3f316648cc578d3a18429c426ef5bfa00a9f6a","","","4-b747238cf27c7d06fdb19671ac6cbab154b73a49e430605a6906b4f83bd490d4","root.record.ItemExhibitList.P5Item"
"NGDS Increment 1 - Contractor Logistic Support","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.861","0.18","0.18","0.18","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_CBDP-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2017.xml","aac234ea9b9d59c71e8358f4f92424148bf9b71bfc2006c5f39181050e3e9433","0-1dc316d1532e913c7d289923519ab7fac83bffa8a2d832ea0f33214abf864cad","","","8-c2808b2ee2308df94f92536e4f8b5e74b3935ce368334e359036a6deee6969be","root.record.ItemExhibitList.P5Item"
"JSAM FW - JSAM RW - Configuration Management / Tech Manuals","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.749","0","0.072","0.072","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_CBDP-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2017.xml","d977fd8b6efd538276c790b02e3c3cee080fc0cff92fa7f25f69032143ad5870","0-17f5a6acd9f792d0f6917ab061439ae5352d3eb340ef0431357d3861dbca060b","","","0-53367afeb1173edbe46e22fca2022ea6dcbf4dcab4b239434cbb8c6ad5fe7f57","root.record.ItemExhibitList.P5Item"
"JSAM TA Mask - Initial Spares/ Support Equipment","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1.585","2.083","2.083","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_CBDP-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2017.xml","d977fd8b6efd538276c790b02e3c3cee080fc0cff92fa7f25f69032143ad5870","1-e4e777d3ba66c50cc0e582c60df16ae4afdde82e273248f4d64fb6536370a863","","","0-53367afeb1173edbe46e22fca2022ea6dcbf4dcab4b239434cbb8c6ad5fe7f57","root.record.ItemExhibitList.P5Item"
"JSAM TA Mask - Net Training/ Training Equipment","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.113","0.438","0.438","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_CBDP-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2017.xml","d977fd8b6efd538276c790b02e3c3cee080fc0cff92fa7f25f69032143ad5870","2-fdb374fa2ba4ac96adf3610f16a238979a824131a9ffc205a9649797f542f0a2","","","0-53367afeb1173edbe46e22fca2022ea6dcbf4dcab4b239434cbb8c6ad5fe7f57","root.record.ItemExhibitList.P5Item"
"JSAM SA MM53- Training and Support Equipment","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1.657","1.657","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-DEFENSE_CBDP-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2017.xml","d977fd8b6efd538276c790b02e3c3cee080fc0cff92fa7f25f69032143ad5870","3-d13706d3fe539f9b9975b5a79d7764d2730cf44636abd8848af13a1665c83103","","","0-53367afeb1173edbe46e22fca2022ea6dcbf4dcab4b239434cbb8c6ad5fe7f57","root.record.ItemExhibitList.P5Item"
