Name_val,Cost_BudgetYearOneBase_Quantity_val,Cost_BudgetYearOneBase_TotalCost_val,Cost_BudgetYearOne_Quantity_val,Cost_BudgetYearOne_TotalCost_val,Cost_BudgetYearTwo_Quantity_val,Cost_BudgetYearTwo_TotalCost_val,Cost_CurrentYear_Quantity_val,Cost_CurrentYear_TotalCost_val,Cost_BudgetYearThree_Quantity_val,Cost_BudgetYearThree_TotalCost_val,Cost_BudgetYearFour_Quantity_val,Cost_BudgetYearFour_TotalCost_val,Cost_BudgetYearOneOCO_Quantity_val,Cost_BudgetYearOneOCO_TotalCost_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"Air Force Reserve","5","123.87","5","123.87","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","499b06e409d3c7fff68a7830f8c38e3a8366834e13e20e9355018d2771d93ba3","1-452462d3d97e56f0141ba202a3771bb8baaf205fc164c07fc29895bff2d3b1e0","0-49d3fec8ab50c007311de56676d97b927c7728442374f80307baf7ca21697037","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","24","3.216","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","78c918e558351b6288ed00d3fa0158ff56c3e1927815f4e37c6567350b25fdbd","0-8f13311b3ff4af04363624ba158a213149c007054d9fec4d21c06af89f169f18","0-98be6a52110815892328331a43a39f3e5277e26e04d4c16a1694897d1e36d189","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","6","2.187","6","2.187","30","9.615","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","78c918e558351b6288ed00d3fa0158ff56c3e1927815f4e37c6567350b25fdbd","0-cb6b4cafa5db2bfe2d40a0e0f6a9060e11c68e23b6041eaf3494bae0975ef933","0-9a5d075367e5201739553650ef1d02508ace02562f02b463bc626897d2dbba8c","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","","","","","6","1.923","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","78c918e558351b6288ed00d3fa0158ff56c3e1927815f4e37c6567350b25fdbd","1-c1eaadb1d998c3021566c487f90263cd3dd5c242f2c9f58399477f6ec623136d","0-9a5d075367e5201739553650ef1d02508ace02562f02b463bc626897d2dbba8c","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Reserve","","","","","30","9.615","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","78c918e558351b6288ed00d3fa0158ff56c3e1927815f4e37c6567350b25fdbd","2-17252b802c4b1423589e8396c8f500e9118dd68e1b8bdfdf3e39115cfcc16f31","0-9a5d075367e5201739553650ef1d02508ace02562f02b463bc626897d2dbba8c","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","38","2.071","38","2.071","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","78c918e558351b6288ed00d3fa0158ff56c3e1927815f4e37c6567350b25fdbd","0-4f030f044a9df375a6314c5a50daf23bb559e658775ddb979e97277250bdcca2","0-6ff11041be99dfd7053c4bec83096914af6466d6630d38bd866ee28be3fc5272","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","10","6.846","","","5","5.243","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","676b70bdf42a536b536241d81ebd24cf7df9126aa6518c5bf02efd6cebdd4966","0-8262a295dc4131d18c587210b3ffe06154a1d85c6b89b14e5d46d36674574571","0-af6a68abf8935c0ff6d7fad95c114cb1c6a0f7014aa1f261828bf8c5318549f0","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","2","25.4","2","25.4","","","0","0.000","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","ef4de724616dbe350c2d8cdbad81862d16464e02ca15409491c910e75a43c4a7","0-1aa1d105756cd304640af9b14a2ae4c2881b915f3ddcc1e8a89ca5e14192b896","0-9a5d401ab0d591b248e664d0f90da25ecf4f444108050f7359863aa3172b1ab3","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","25","13.464","25","13.464","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","de2428a1c0843342d0d54fc1363d5c251c0e0b362aa94ded4ed80444dc5a5c22","0-cc1e6379148863b384fd6a5aa04bb8b62c71549a1494acabcfaf7ad83473fd39","0-a546312ce20630435a130d494361d6c2605f64d96330edf74e48b37d30d6e610","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","9","4.5","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","6e816b280add2c6e3187c3bccce8af48caea4e5a4a368db70425872ae7cc52fe","0-1353729e2d02af78a7bee45dab25f425733972e594722b1a606e3982bbd129b2","0-eaf0461bc4d62f2f1423bce19cf242a00b9787455534e5dde762d8e9a394eb5f","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","1","0.01","1","0.01","0","0.498","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","8d4d83cc23dd2a0a56b5f91803df15fd1e4e30278d868b9d2ba94e70a834086c","0-19e8063b958949651964664a3e6b2d5b9fee6b7f754d57510187f92cd7e91548","0-f62dfdf92257c9f9f8169bdd71cd236e31f710a2216bba66b09bf5b76e4cc95d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Reserve","","","","","0","0.202","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","8d4d83cc23dd2a0a56b5f91803df15fd1e4e30278d868b9d2ba94e70a834086c","1-67ad07a09c39d363bd46424d9f5ba061a1e00a771cd9a76c1839badd9ada13bd","0-f62dfdf92257c9f9f8169bdd71cd236e31f710a2216bba66b09bf5b76e4cc95d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","0","10.7","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","410a397b66e859f8c3242c34d26b9ae62c6f8f87c219cd47b018398244f3be5e","0-58e7bfd5d98df779c6009a9ab30c675344bde9dac715f0d9848554b7b623e3c6","0-3dc6ac5d2ce691d78f755e0080c7c4153bc50bab5fdd7830d524721bb1338543","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","0","1.826","0","1.826","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","410a397b66e859f8c3242c34d26b9ae62c6f8f87c219cd47b018398244f3be5e","0-f3826b206adfaf326ae371e930be486858a5991ae656dbb48d601224eb170d88","0-2a93a7e1e4beae53c417fad898206fb7733844a56cbdd36fc6c2f7442c65d6e3","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","8","2.186","8","2.186","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","81086703d7e34788d0866dccf90214b011ef561d84f56a2eba9d46fd23429dd7","0-3984af4c4233ab523b4a022e8066b819a4063fb4d9001f1ad4ad2084c8360dc3","0-8ea4307f80595db01449e323017db91e5d094c21fd58e258a071f93833ccfe7e","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","8","2.186","8","2.186","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","81086703d7e34788d0866dccf90214b011ef561d84f56a2eba9d46fd23429dd7","1-97e8c77adcf3ae49b4f23e08ff75e47f787fdfe7766d2146f910e86216e6e5a6","0-8ea4307f80595db01449e323017db91e5d094c21fd58e258a071f93833ccfe7e","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Reserve","3","0.821","3","0.821","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","81086703d7e34788d0866dccf90214b011ef561d84f56a2eba9d46fd23429dd7","2-9ae7c664ef5ba7a081d1c9e8047043a8bb016c67347130addf0254ca2ce74821","0-8ea4307f80595db01449e323017db91e5d094c21fd58e258a071f93833ccfe7e","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","2","10.321","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","6e8433923b29c97885d1fa7c604c8a7d21001c849e27ca06bdc9423153a35683","0-980b2a269c33501bd45a51755e57e7d20e7ff203c5b5645391369c1514c2cfd5","0-6165a3c391aa83e4c8d4ee6e8fdbe8bd618ab4944a35d8658576c506921d8875","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","1","4.772","1","4.772","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","81b8596bd2ba2f4935fed43efbec1ecb1dbbdcf0a79ee9b159c92e18e7f5f8a8","0-07fe6fabacbf64b1c4f292f2c3a82f762d2ceb9286fd5d84cb38b9fca609c689","0-ab1de626d3d3cc2211a814616a5c8d7b50b7ca524076748076fa85516fcebdc6","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","4","44.553","4","44.553","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","81b8596bd2ba2f4935fed43efbec1ecb1dbbdcf0a79ee9b159c92e18e7f5f8a8","0-ff1e315ff9e4e849f861e1540ba9c603a611e6f46e1b2935d73710e749a2f44c","0-9e09c65b2bc763f0f76cc076dae69fbadf6d86038da6d70cd8c1e520ab65c0d9","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","1","5.076","1","5.076","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","81b8596bd2ba2f4935fed43efbec1ecb1dbbdcf0a79ee9b159c92e18e7f5f8a8","0-4cf8baee20df7cec828a26b89317b63b19cde848065288aeac52bf6360c5e767","0-7b8164de4a780c68baf623286f991f2cd9d659785f92ccea559691534cee342c","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","2","16.316","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","ad55be7d6ff97791b35119cf0d431f2b3a3b84ef994156f94776f9dc48c47e89","0-3fa18b424c52c282192df22a51ac06375dc716cf6a4fb10c8dca9b8d91ecdaa2","0-64059f9837bf135bae4c1acf453cbf67be15a66ccf8a055eb82ff3027e332924","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","1","3.95","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","3461471ea26f303a5b2aea5adc930af199e16ee5039da729ed8a4c135a96c729","0-69a8f7eff8f472d4e7577c3b8d572492301df165357d5ce9cdd02a3a5848fa06","0-ce1c970cee2cdd184e693aca01c1e5f5c89ce22748770157c87fc68157c022c0","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","5","9.73","5","9.73","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","4b79367fbc0cfc8b6ee96117b9c22f09e939a558c2a0ed69cac42fee96085182","0-c94d69663ab88e2d6905750f30313785fc36237b1803e1388e6e1d28e4bd7d1e","0-ecf1a368f27420e06e19df12b78d52a548630b611ddebb497fc62d740767ba64","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","20","0.46","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","d70fb92aabb09ca41325ce707a1ace9d77c43287dfb237c049a94e23b4c72d42","0-e4f590c4f94a089e67d6b379b8166fa8e7d8ab7ff00a573f9918d7592f52e890","0-24687474bc2da89a33d2ff8a50b61bf8c39a7da3920e8d3eb5bcbc99c894660d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","","","","","6","0.138","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","d70fb92aabb09ca41325ce707a1ace9d77c43287dfb237c049a94e23b4c72d42","1-b3553d13c4c63a0b7d1b8e6c605f2e69edc10c4801b674a39b2fb4d86ac91321","0-24687474bc2da89a33d2ff8a50b61bf8c39a7da3920e8d3eb5bcbc99c894660d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Reserve","","","","","5","0.115","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","d70fb92aabb09ca41325ce707a1ace9d77c43287dfb237c049a94e23b4c72d42","2-639be1e9cc6d193cfb93beeef0d770c37fd8eb081e19fbe376dbdd8e958246a8","0-24687474bc2da89a33d2ff8a50b61bf8c39a7da3920e8d3eb5bcbc99c894660d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","4","1.125","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","a5ade56b37f23458602a9ae002398ab1e700ad8374487eaf7e6309ca95068c9a","0-9901edfd57dac5a4ff7ae9365bec93d184915bbe93202ad67a2761caea9b8372","0-d2061a5cd48fd5fcbc30a6c5b814bc8fce3c060f8adc95c2ec6dcebbfbb2469b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","","","24","3.735","8","0.969","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","5b8c341aa09841abaf98be607d8e094c78c63cf862e4ff920de38179d6b5587b","0-fa354498f8bf4c462a7c53e22eba0ec35afa4ad729e715d03fcfbf269869aaa9","0-cba25d816043a53b0d7ec5dc4afaecad428464f566cfb4f050f5f62b2919aa66","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","25","0.436","25","0.436","9","1.209","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","5c7234855bfa8ab5a338693e859871f6cc1446192142d73797c7b4e0d1a8396b","0-359434e11f3f237a3e52e20602b2928546e6942c8ba0f2663d4c375d875056d8","0-53666a087c7042c23319db0e01881b72f5a728be681e4d78d1d94fb1fa497602","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","7","4.514","","","6","3.938","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","6c1d9c7a43cec325d7930222a9fe190a888c5a364802fa615061c4558ddfae60","0-29a471273d8b45cf19877f33a914b141a474a81b829b8ead14ab3e91b799e9f1","0-e9a78bde74f32c3b46d4f24456e7a8962c1aa4b009c413c1ee612475ba0b50c9","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","","","2","0.992","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","6c1d9c7a43cec325d7930222a9fe190a888c5a364802fa615061c4558ddfae60","0-c8b47e2993b758e94cf4cc319b6b407f69129b977558f4b7bf25665ef45c0ecc","0-48e6d44d881f050e44db993c3434eb825d4f0fbddfb87806ecbc6551c8f4906b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","10","1.217","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","6c1d9c7a43cec325d7930222a9fe190a888c5a364802fa615061c4558ddfae60","0-4a8145390f9db8f2a19956bc245b8499ad5ef7abead9a92803926e3753fb5bbb","0-00c8bf74f3ce37bfb75d9b3fe0ac47b18bb6c630d416553856924c1bef5b40cb","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","50","2.202","50","2.202","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","6c1d9c7a43cec325d7930222a9fe190a888c5a364802fa615061c4558ddfae60","0-c7820d552c97795d1636191509c491c8a115e2184a408160a08372251db83192","0-675e88447369ff62a043dcead8b568263d1efb71de2021587eba657ed859b739","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","53","0.6","","","12","0.15","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","6c1d9c7a43cec325d7930222a9fe190a888c5a364802fa615061c4558ddfae60","0-d5bae6cde5a5a8cf3e13f239ecac0bb140a5562f680e80a73d1afdb240b11da0","0-23c961d7284e2d61073cb395f8f4c594840f0f719d321e8b52ff0111866a0c4c","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","","","","","","","","","2","0.022","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","6c1d9c7a43cec325d7930222a9fe190a888c5a364802fa615061c4558ddfae60","1-33be07649b861994d4457479c8e9e96aa363a7533865a425d62cd79d97e770e2","0-23c961d7284e2d61073cb395f8f4c594840f0f719d321e8b52ff0111866a0c4c","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","","","","","","","","","9","3.703","2","0.836","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","b12d5a01b7ace282920ee4cd1a8a505840616fd0564da6061bde25ce369cffe3","0-75b31661ed6e2a82506832a9e4e7aadf698e3a245db3f20f77d8d6c82415e96d","0-fe5342b3dae25ef6d6981977512dc8b1c72fee01ed79709b24dc0d7160fcee44","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","441","55.726","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","b12d5a01b7ace282920ee4cd1a8a505840616fd0564da6061bde25ce369cffe3","0-2b8c0fb531e4f60a7a68b9558f69f6451e4a73275a87f8d2b4b7fac15a056d17","0-3e68861279270e77ac7e6ea1f994ac0fbb6df40b77ed6e409381dfb1d6269a3e","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","","","","","","","60","9.319","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","b12d5a01b7ace282920ee4cd1a8a505840616fd0564da6061bde25ce369cffe3","1-ed6735256ef8b28a489d4817caf416ff2d4fb85d90d4a5e818df53901ab3cb82","0-3e68861279270e77ac7e6ea1f994ac0fbb6df40b77ed6e409381dfb1d6269a3e","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","1076","0.857","1076","0.857","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","b12d5a01b7ace282920ee4cd1a8a505840616fd0564da6061bde25ce369cffe3","0-82106b139fbd2600a6ad82c55d33eddbbf75f82a617e30acaaabcfbe02208e6d","0-a5b46e3652d1affa0122be39a90ef34f93ae06417192e8ae9e5d52456d9cb98f","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
