Name_val,Cost_AllPriorYears_Quantity_val,Cost_AllPriorYears_TotalCost_val,Cost_PriorYear_Quantity_val,Cost_PriorYear_TotalCost_val,Cost_CurrentYear_Quantity_val,Cost_CurrentYear_TotalCost_val,Cost_BudgetYearOneBase_Quantity_val,Cost_BudgetYearOneBase_TotalCost_val,Cost_BudgetYearOneOCO_Quantity_val,Cost_BudgetYearOneOCO_TotalCost_val,Cost_BudgetYearOne_Quantity_val,Cost_BudgetYearOne_TotalCost_val,Cost_BudgetYearTwo_Quantity_val,Cost_BudgetYearTwo_TotalCost_val,Cost_BudgetYearThree_Quantity_val,Cost_BudgetYearThree_TotalCost_val,Cost_BudgetYearFour_Quantity_val,Cost_BudgetYearFour_TotalCost_val,Cost_BudgetYearFive_Quantity_val,Cost_BudgetYearFive_TotalCost_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"Air National Guard","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","20","0.878","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","88ecf7b4108f5008c743b1f4b59161bedeb688ad0bc869dc12bac8af9b1ecb31","1-ee00c61cc467019986480f2e6333a806c2c5ad5f3a7647df9edb65e41e1f5318","0-55619c460722b44328e425bc51946189aca4949355fc3bd28cff5f23a8d4d137","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"Air Force Active","24","16.559","29","11.598","33","6.748","30","9.186","0","0.000","30","9.186","23","9.582","15","6.25","4","2.148","4","1.335","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","88ecf7b4108f5008c743b1f4b59161bedeb688ad0bc869dc12bac8af9b1ecb31","0-d01c282cf37bff60bec848151a71601ffaf79b1962268f3063007e4eb92a5317","0-f025098461f6b1085615039b1a7156757aa397064a2c89525a11f24564029474","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"Air National Guard","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","88ecf7b4108f5008c743b1f4b59161bedeb688ad0bc869dc12bac8af9b1ecb31","1-4cdb860326cfb2d01b8f2d41b6c7406601d1b2a54d6d8e4c8f6ed382f141fc94","0-f025098461f6b1085615039b1a7156757aa397064a2c89525a11f24564029474","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"Air Force Active","18","4.6","14","2.183","0","0.000","30","23.967","0","0.000","30","23.967","25","18.735","14","6.6","14","1.001","14","0.203","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","88ecf7b4108f5008c743b1f4b59161bedeb688ad0bc869dc12bac8af9b1ecb31","0-8a8e814a24b932aabb3ec8f5505fa7acc0f045b8053803129ab4b29b7a030f5a","0-2272f174e621c15871d74fc93d2e0aac677038e02dab777b9d56d997014f93a4","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"Air Force Active","0","0.000","0","4.61","0","0.000","0","147.995","0","0.000","0","147.995","0","157.777","0","245.462","0","223.683","0","252.141","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","3a3d38ff360d339cc7fca7de80ea3d7ec45957cb231b25d0e935e0e872c43eee","0-99fdf5e9ce9abd5b6af26a2d5297c9b1fc0bd038b3265fd039870a1b76f5b1ef","0-55eb30f39ec2a3e56e3f36be3776c9326780859b5cfa665e355b4f824803e551","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"Air Force Active","0","0.000","0","0.000","0","7.6","0","6.362","0","0.000","0","6.362","0","0.000","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","287db7d41e5adaf5cad1fb76b55a7862848d78e9357f73a8f75c7523bcda53d2","0-ea5441b17ea5f25486d8f83c6f8e67c9cb5811c7176dbd03a053c653015a1ae1","0-563335d245de21473aa92d858dc8ab52e36a10ebef5dc26fe2851d3bab134f0c","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"Air Force Active","14","18.193","0","4.056","250","25.642","250","23.24","0","0.000","250","23.24","0","1.08","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_MISSILE-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","ad899c84104420f4a97cf3d5717a2e5179144ee5fc6283e6019fadd3960b6cd8","0-1d6c7ffbf6d67ba21f3913a16fc7f0b553a5b8b5a0b714bd2eafdd3bc7131af6","0-726af7caa2a057149c448c49404313b35d967abde13b068d7136ea239d814192","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"Air Force Active","0","0.000","0","0.000","77","8.674","94","10.543","0","0.000","94","10.543","94","10.875","94","11.247","25","3.147","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_MISSILE-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","4b933a3b0df1e43c4bcdded83158fbaa2a43db0d4f3f4b22835363e25886b079","0-f731f8112664a42ce066b205687a575baf00bc0b0f94b09ed8abbdc89b3b61ea","0-0ace60ea41e259597ed77ba49131f901b801db6c91524d69c41308eb1ac994dd","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"Air Force Reserve","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_MISSILE-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","4b933a3b0df1e43c4bcdded83158fbaa2a43db0d4f3f4b22835363e25886b079","1-7b8f01d430ecc82a1b738bb81fd777f7ca95f715c4ee3289feec83d94915569f","0-0ace60ea41e259597ed77ba49131f901b801db6c91524d69c41308eb1ac994dd","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"Air Force Active","0","0.000","0","0.000","0","0.000","119","5","0","0.000","119","5","125","5","187","7","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_MISSILE-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","072ae9b400d5ddb32f21f104154b565b27a6910da0a72b2ce88a812d6ef17349","0-d81a53c4c20d413c36007b0282be53c0cca92db651974106e3c811a0d325fd22","0-785acf00f8cad648956732e4fb0c4d4edae9d1cb387048d76f830a94925fa99b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"Air Force Active","0","153.376","0","21.267","0","26.138","0","10.853","0","0.000","0","10.853","0","3.253","0","3.836","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_MISSILE-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","a8902ecf1cf41de81b0c082d858b2677cc70474a3be572f3b07611826a254cd8","0-1229b571f27d1cfa6ff6fc39e5ab4333aba6b1976a2da0a73ca770b73c49984f","0-13a3a95cb4452177a13f1d68f37a1c92286404c8130b10d6561a8c063259046d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"Air Force Active","0","0.000","11","9.746","39","40.991","0","4.976","0","0.000","0","4.976","0","13.538","0","3","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_MISSILE-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","a8902ecf1cf41de81b0c082d858b2677cc70474a3be572f3b07611826a254cd8","0-831adf215a906f876a74e0832630f64d438cc53c01f9c69e3db3337a3550c5ca","0-80c0f27ff6143bbd8e2108aef5cdc7c5566644d5a8066d9a54873212d1fa3ed8","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"Air Force Active","918","429.576","85","25.092","95","22.601","167","35.045","0","0.000","167","35.045","0","5.775","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_MISSILE-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","a8902ecf1cf41de81b0c082d858b2677cc70474a3be572f3b07611826a254cd8","0-f76db66109f3b017f5af6fe45a8469e5bf66b0182c4130fe565b8296a89f9afb","0-8bd3a2f4701b1ce3f7fb7d0050135df180bfa27dc71ed3162678e41a9df9fcff","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"Air Force Active","14","18.193","0","4.056","250","25.642","250","23.24","0","0.000","250","23.24","0","1.08","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_MISSILE-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","9b34d3f358fbce1d99dbb86cb924c79603e953347b2e046853bd578c68dae503","0-53a4efa5e9abf3ba1d3d27e6bc34f1c627f8ef2e37e461568a01d9d1af067eee","0-fc15c6a65c324f7944716f353a943e305803ce4f408d3746835ce816be8db02d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"Air Force Active","0","0.000","0","0.000","77","8.674","94","10.543","0","0.000","94","10.543","94","10.875","94","11.247","25","3.147","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_MISSILE-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","5ea5aea487c4142ac07c5e8828c09c2fc1c2108c0ba563b141f13522bc965ebf","0-d9ed0fb14ea73a7ce4549baa778a240ae46d4d7c4b28e36c4a18ded03e054535","0-61a924819969e5ef6ec6c7cff63511c2ff29d5f5f1429ea7b5d75deba27a8e4e","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"Air Force Reserve","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_MISSILE-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","5ea5aea487c4142ac07c5e8828c09c2fc1c2108c0ba563b141f13522bc965ebf","1-5a89d2a9898b06d8a62ad248d32c8e7d1b0353dbac8bba57a2c965a6ee2c96a2","0-61a924819969e5ef6ec6c7cff63511c2ff29d5f5f1429ea7b5d75deba27a8e4e","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"Air Force Active","0","0.000","0","0.000","0","0.000","119","5","0","0.000","119","5","125","5","187","7","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_MISSILE-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","d573352692070b6ae3f4ab0795f24f7ff9ad0150df423b76a32cea5e20876040","0-e36bb1a8ba2d2458cebd6e83d60da3f709594a9bea5293cc34a970faf6c63059","0-5f55720771aef1c2a8fa1a8742f83658e099ed751b93703da5ec69052af135a1","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"Air Force Active","0","153.376","0","21.267","0","26.138","0","10.853","0","0.000","0","10.853","0","3.253","0","3.836","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_MISSILE-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","270eebe698cc41ce0785e1a139a9b716b142740243c28e3e5dda6bbb23c04611","0-57c85b762d4f113d3c59393f0ec68f5c2dff4aadca9654b80ddddc43e11f535f","0-d376eaa16fd98825a2a5b3ff444d945333637804e5207cc51adb72ea6923db04","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"Air Force Active","0","0.000","11","9.746","39","40.991","0","4.976","0","0.000","0","4.976","0","13.538","0","3","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_MISSILE-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","270eebe698cc41ce0785e1a139a9b716b142740243c28e3e5dda6bbb23c04611","0-185b47803f53404434a00a6e68dce627fa0762b80cf7425cd98161700c602ad3","0-86a7d2b08f7dd250154bb725242811b8d363a62a790e8fd1ccdd842988956ec1","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"Air Force Active","918","429.576","85","25.092","95","22.601","167","35.045","0","0.000","167","35.045","0","5.775","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_MISSILE-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","270eebe698cc41ce0785e1a139a9b716b142740243c28e3e5dda6bbb23c04611","0-2352063b6f2bc35d93ae01c864bff7db9b2c667a1d3d4d7a257840c065717d2d","0-450c24dfacc932841d075547c5d3f9313b5bf4c444dec2d6b7256997aeba0c7a","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"Air Force Active","0","0.000","14","6.171","14","6.155","14","6.284","0","0.000","14","6.284","0","0.000","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","ca4a21a6df897b8aea1925161ee0fd863476b50df1ca5a541e8d6f45ea12f962","0-fe02a489689e0f8353fb3eb3efa7bafd09476d5aa3268c600cb969e2f70bdae0","0-ae719675e44917e17d054a0f07dddef7c8a0249a08336af65ec14ab72c9803bc","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"Air Force Active","0","0.000","0","0.000","0","0.000","1","3.5","0","0.000","1","3.5","1","4.438","1","3.665","1","4.599","1","3.35","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","ca4a21a6df897b8aea1925161ee0fd863476b50df1ca5a541e8d6f45ea12f962","0-c6d74ab261c2d51329e9f4a3808d1deddfd72e08eaffa1b3049e82d791570d54","0-e4ae73652fbbcb90cf83e7627cdce0bc2504f1ff975701235f4eb0f619425b4a","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"Air Force Active","0","0.000","0","0.000","1","4.103","1","9.429","0","0.000","1","9.429","0","0.000","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","ca4a21a6df897b8aea1925161ee0fd863476b50df1ca5a541e8d6f45ea12f962","0-f0af1101a4863407cdfd305e825bdf81d56d77583975ff1f5a1230093d459d64","0-38a69ff16292ed709b61d3cd6536a6d8d21df0a28db1c115326dd019ae2802ea","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"Air Force Active","0","0.000","0","0.000","0","0.000","1","0.15","0","0.000","1","0.15","2","12.55","2","12.556","2","16.094","1","12.556","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","d92e9313cbd8cc005423f86d21bd5824ffdc33ba0eedf34c43fb31c7cb4b7fb2","0-cfdecc698b8596f023e0e8861afcead903655ec74eb3978cc7427fb36bf18b72","0-3a0e5eadda309f98d348098796546961189492baf43c9a9d6d6cf865edb7c6f3","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"Air Force Active","0","0.000","0","18.67","1","20.14","1","4.792","0","0.000","1","4.792","1","7.664","1","8.58","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","d92e9313cbd8cc005423f86d21bd5824ffdc33ba0eedf34c43fb31c7cb4b7fb2","0-2565c1e647a5295bed1effb093a188c455e9d02f182b36f662c459a989401fac","0-7fb21585919cd2c4ff88acd0191bdc45549214f2f5aef6a4e541de34f8f4170e","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"Air National Guard","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","d92e9313cbd8cc005423f86d21bd5824ffdc33ba0eedf34c43fb31c7cb4b7fb2","1-9141ca112383742680dc034056814ec2905dff6b6b84aa55df8effa1153f54be","0-7fb21585919cd2c4ff88acd0191bdc45549214f2f5aef6a4e541de34f8f4170e","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"Air Force Active","0","0.000","14","6.171","14","6.155","14","6.284","0","0.000","14","6.284","0","0.000","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","88b46961904815d0d0364584a26fb1b66eaa42ea170fe6f8d779c0476071f4cf","0-07a6022e3ae50c7d651b4801b61673b0f84048c69e9e827867e1a22e57bbd48b","0-f1355a38fff6e6d486e6284c6529d6e06be12b48182c0cc99549d2a3db4fc157","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"Air Force Active","0","0.000","0","0.000","0","0.000","1","3.5","0","0.000","1","3.5","1","4.438","1","3.665","1","4.599","1","3.35","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","88b46961904815d0d0364584a26fb1b66eaa42ea170fe6f8d779c0476071f4cf","0-be779b65d879f404170dbd5abacba6539c84be1a9f3018a169012e02b27b6fd2","0-1854dbbc0d26ccd4f83c54cf8ea77da24ab5cd581803bbd73154f08bb18791bf","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"Air Force Active","0","0.000","0","0.000","1","4.103","1","9.429","0","0.000","1","9.429","0","0.000","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","88b46961904815d0d0364584a26fb1b66eaa42ea170fe6f8d779c0476071f4cf","0-65bd1fcf5030a7c5c1c89b114bd9b2b98138b8a1b272364e01e144709d280990","0-74252991119a2cbb23d1b0433cef60496c1fee26c0f4869810c336cf183668c2","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"Air Force Active","0","0.000","0","0.000","0","0.000","1","0.15","0","0.000","1","0.15","2","12.55","2","12.556","2","16.094","1","12.556","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","7a27bbe4229cf595fb46d3bfb1d4a54a599e6c5a47461df2d59feb821780cd04","0-613b324550430e24ca2975c7ee67a39ec60c3bfa412c0c486ce0484d5adf37ab","0-ca4a8c8ad0dce1a678ef80e02e30a726c876a110697abd1c9f64b08eabfdc89a","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"Air Force Active","0","0.000","0","18.67","1","20.14","1","4.792","0","0.000","1","4.792","1","7.664","1","8.58","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","7a27bbe4229cf595fb46d3bfb1d4a54a599e6c5a47461df2d59feb821780cd04","0-4101cce40ae579dc25385b8cce43b9ed60b1da11cb7216ff438902f68c040c4a","0-2a19e7706e78fd9686d11d82031424ebeafac05a2e05be98a65b0d857a360bf2","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"Air National Guard","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","7a27bbe4229cf595fb46d3bfb1d4a54a599e6c5a47461df2d59feb821780cd04","1-3cb2ffe5d1dc07a31b332fcfd48cdd72f86378a10c323d350b3a62e4879fdbe3","0-2a19e7706e78fd9686d11d82031424ebeafac05a2e05be98a65b0d857a360bf2","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"Air Force Active","0","0.000","5","50.318","11","52.684","0","2.066","","","0","2.066","0","0.778","0","0.000","0","0.000","0","0.000","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","1ed49c6f64b5aa9e81fa64de1738a8f10ebc556bc948b5ca45bb4973a54237ba","0-cfaad2d0b59882f32e4cf6be9cff68556fadd27ec74b0125fc379e25b3538f1d","0-c3158a2e8fc56391cea14f125e662beae3caaf32da5e16e06fbd1a7df4fdf88e","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"Air Force Active","0","33.614","0","0.000","0","9.103","0","5.006","","","0","5.006","0","6.477","0","6.63","0","7.776","0","7.916","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","1ed49c6f64b5aa9e81fa64de1738a8f10ebc556bc948b5ca45bb4973a54237ba","0-1b570fe41ea6701f644547bbb99644be4b44ed6529beec79c9c46dbac645542c","0-434c1d56302dcdaec6fe99a387806c763ff8df2a37296a255f73c4be81948ba3","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"Air Force Active","4","56.891","9","56.451","10","50.907","10","42.674","","","10","42.674","10","41.677","10","41.631","4","29.52","4","19.567","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","cc71f1c4d2ca1f274dfb1fbd4abfe16e57fa2b980f43d51c46843aae02db7d58","0-bc4450b6d54596cc624051f9a25fbda6492081f751b3ae1e88cb6725ec57ec77","0-494107ecc553c3442cc029781ed63afc2781142660de3aa1799a1a5a5308884d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"Air Force Active","4","19.172","9","14.713","10","14.294","10","9.975","","","10","9.975","10","12.059","10","11.335","4","8.243","4","7.054","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","cc71f1c4d2ca1f274dfb1fbd4abfe16e57fa2b980f43d51c46843aae02db7d58","0-d8250441843ad88ed50a485d4bcfc8595760e9230d7ca31d2778d27013991935","0-6396d079117f6422accd1a8517e65711cdeeb00a9144ce6fd2f7eaf9ee8d4136","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"Air Force Active","17","13.563","31","33.411","12","14.955","0","2.166","","","0","2.166","0","1.873","0","0.000","0","0.000","0","0.000","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","cc71f1c4d2ca1f274dfb1fbd4abfe16e57fa2b980f43d51c46843aae02db7d58","0-3ad8d189dbdf46639bdbc5d285675a23bbf0df2f63dd37ee409b6777d0dfc726","0-081839b1e82b63eca4e3a64fac1f6309f1681ff1bdd592d97e9770a8614c9d4c","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"Air Force Active","4","28.723","9","31.243","10","27.572","10","24.268","","","10","24.268","10","24.834","10","24.214","4","17.501","4","16.598","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","cc71f1c4d2ca1f274dfb1fbd4abfe16e57fa2b980f43d51c46843aae02db7d58","0-f8f794ac4236649d5aa964d6e0a2c6efbd598fa8a71384a56e3516cfb3683566","0-e9766149b8fefe7fd325d78411f1fbc4efa6aca476b0ae4dbdc97994feb529ca","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"Air Force Active","12","561.794","11","723.112","6","463.411","0","172.708","","","0","172.708","0","70.286","0","0.000","0","0.000","0","0.000","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","499b06e409d3c7fff68a7830f8c38e3a8366834e13e20e9355018d2771d93ba3","0-24ab4d6838b5b16dbdf3e39463ec3308ee5343b55031880f1bb0725eba764e80","0-961044adb98fba2a3445436ba7f9a2be607515e29cd9890340b15d3adc0561eb","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"Air National Guard","0","0.000","0","0.000","0","0.000","0","0.000","","","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","499b06e409d3c7fff68a7830f8c38e3a8366834e13e20e9355018d2771d93ba3","1-9edca39758ae24f14675f8f23a6796a391ca6794c170d96c454face35f16a737","0-961044adb98fba2a3445436ba7f9a2be607515e29cd9890340b15d3adc0561eb","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
