BudgetActivityNumber_val,BudgetActivityTitle_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"5","Civil Engineering Support Equip","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","4-61b2376339a4524d5c9c29d0584c892e7b86a8c28943731a0177216766174e4d","5981-1d0e0ceebaafe3aab19fb3b29dc532c00c7f198e26de3001a3ce3965063bf35a","root"
"7","Personnel & Command Support Equip","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","5-5226ece7b9cab3e4f5bf33b50ccf81b77c21fe03c6715936cc90cc302a1cb422","5981-1d0e0ceebaafe3aab19fb3b29dc532c00c7f198e26de3001a3ce3965063bf35a","root"
"8","Spares and Repair Parts","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","6-d04a0d6b8fddaca59783980f5decfb615c599a068fcf1d515e2970dc28bd787e","5981-1d0e0ceebaafe3aab19fb3b29dc532c00c7f198e26de3001a3ce3965063bf35a","root"
"1","Ships Support Equipment","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","43624126dbd4055c26d102021e36fc5a20df2445f571fb50072a3973ef1aab1b","0-4141378ee11de5b341ffdf6e6bc6c235fbc01e5a719f482f87d74ceee2226873","6251-f4106a75f5194efe969db4438d25c1cec4597b1e0056120e5c031503d566876e","root"
"2","Communications & Electronics Equip","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","43624126dbd4055c26d102021e36fc5a20df2445f571fb50072a3973ef1aab1b","1-0d17a10e6ed83a7b27350da854ce392dd0753cbdc00c5c19cc9eef26f5690a24","6251-f4106a75f5194efe969db4438d25c1cec4597b1e0056120e5c031503d566876e","root"
"3","Aviation Support Equipment","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","43624126dbd4055c26d102021e36fc5a20df2445f571fb50072a3973ef1aab1b","2-a4d74bb9ff67cf42e01df899e07d0d5d293f59d417802d90b5a0e056d3fb47c8","6251-f4106a75f5194efe969db4438d25c1cec4597b1e0056120e5c031503d566876e","root"
"4","Ordnance Support Equipment","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","43624126dbd4055c26d102021e36fc5a20df2445f571fb50072a3973ef1aab1b","3-8ec765fc4537d4d05ab5506c7c0ea0f2d348f06e2c0c5e3a01df8d3833a01715","6251-f4106a75f5194efe969db4438d25c1cec4597b1e0056120e5c031503d566876e","root"
"5","Civil Engineering Support Equip","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","43624126dbd4055c26d102021e36fc5a20df2445f571fb50072a3973ef1aab1b","4-40803e29c31022f3487889c16f50fce269ea5dcfc4d272638dc878170580bbb6","6251-f4106a75f5194efe969db4438d25c1cec4597b1e0056120e5c031503d566876e","root"
"7","Personnel & Command Support Equip","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","43624126dbd4055c26d102021e36fc5a20df2445f571fb50072a3973ef1aab1b","5-d808cc5928a10c624fede10a605912704cf75b4c3390bd4eb5fa4766e74e6df2","6251-f4106a75f5194efe969db4438d25c1cec4597b1e0056120e5c031503d566876e","root"
"8","Spares and Repair Parts","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","43624126dbd4055c26d102021e36fc5a20df2445f571fb50072a3973ef1aab1b","6-c248f62fb2007f2abe02078d608672c6d558f208223ca554749d21da3fbec24c","6251-f4106a75f5194efe969db4438d25c1cec4597b1e0056120e5c031503d566876e","root"
"6","Aircraft Spares and Repair Parts","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","c10af4cbbe876792a0708e71ed569d76bfa35c91bc613ad8dcfa967b903bd655","0-332cc90bd3d9c03615933355ea1e525dd11ab69ed50aedfdd29d283d489fb387","6372-3fe6d390726fd46d9853b3c647fecd3374c8d2745cf85f6cf1456ca47b9efd32","root"
"6","Aircraft Spares and Repair Parts","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","142b40002aaa2d9237c453b9c19058fff9824e6293412a006dcb4eb50599ef32","0-0604e99ccb141a326a489fc7ef1ed4525ac652978ead7eb677d3ebbe3ea1d25e","6460-8d22977baa9fdcabc7447b7b74f4c5e28738dab14f31910cd84505071636a62e","root"
"4","Spares and Repair Parts","2019-BASE_PROCUREMENT-2019-AIRFORCE_MISSILE-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","6536b9acdf910f39a3920842a47f5ccb2a5bd7aae8b038288c78c5460090826e","0-cc14d0e0e8428062be5344464bd0f984a03de293a2658d5ee5f5a95dcce543b3","6576-fb7ca4a435e7df9630a291e297ef6fadbe81eed92aefe25e133456050e26c1d1","root"
"4","Spares and Repair Parts","2019-BASE_PROCUREMENT-2019-AIRFORCE_MISSILE-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","e37d18328fcae31f8255c53a538c5d44c3cde6b21f89dd962297599e4f02dad5","0-3239a3a51368233860ce4a689787e5aa6b0e524368060158dbc9d752a52b7927","6592-1a1cdb040c9010e3f13d280d831774fc3a3f8ad3ac5d7f7badf446aa651a33a5","root"
"2","Spares","2019-BASE_PROCUREMENT-2019-AIRFORCE_SPACE-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","8cf707b364001c367e9570bb3f366208013f0ee6feac531e45c5e12d8ccd73f3","0-9fd3238f88f9c23a99f5ad17e79e7afb6e66aeb4fd3e7642b839a3f775a6d4f3","6615-ced9b247c5e99e2c5a5bae76d77e78024013b8024c620956f655cc76b50f6863","root"
"2","Spares","2019-BASE_PROCUREMENT-2019-AIRFORCE_SPACE-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","b5a5e092fe2f836a5a0b06c34a9d889d04aa4eb0e76ea249d619df16242ab537","0-c205c88e4c13edcf70cffc74a55b6f36547ca052c7993d9db9c0a33d45190a12","6636-92e7c290b2a325c2480aec200671bdf802b7f5586ca976933d9ba68edd42a50f","root"
"5","Spares and Repair Parts","2019-BASE_PROCUREMENT-2019-AIRFORCE_OTHER-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","59e5f93e44fbb506b9a6697ab795b5b98f8e56ffadcf2cc67fca5210c5de8edb","0-a79f58552723e34dff36c4595fc05ba60342427fcff509aae4b5793786d12694","6698-a867b0610a272cb6de678586699f6d1ec97994f70923894d80799469e6d386ca","root"
"5","Spares and Repair Parts","2019-BASE_PROCUREMENT-2019-AIRFORCE_OTHER-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","28238ceddbfa01e5810d5bcb4461e52902189e2e7a8c1be479167ebb253fba9c","0-775337c815748d57bfac9968c293a5038bae34c6fc7ce0f5d204adb637965629","6757-942395987b8ac36eedf01f3424059e9d5a0c8217613b3525c64ec306436c1960","root"
"1","Combat Aircraft","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.xml","8cd5a108e4501e79e1dd0c130685365d393e275837cfcdee187e66ba22870d66","0-97bd923ca7753288020a2e1afb632e92efaf3971a64db9d639e05575f2077f11","7279-832be621e6aebdd1277b0ec74eeb6d61219ad2cc7ff61093497392e83c1723a2","root"
"2","Airlift Aircraft","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.xml","8cd5a108e4501e79e1dd0c130685365d393e275837cfcdee187e66ba22870d66","1-39c9987bf66888cb527af5c6ec336c513108848d46e891e82e242e920bf58ccb","7279-832be621e6aebdd1277b0ec74eeb6d61219ad2cc7ff61093497392e83c1723a2","root"
"4","Other Aircraft","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.xml","8cd5a108e4501e79e1dd0c130685365d393e275837cfcdee187e66ba22870d66","2-3732465b6b23371936b005b33d4ebfdd0f9e5fcb99aa25ccee9b3f307b1e8b2f","7279-832be621e6aebdd1277b0ec74eeb6d61219ad2cc7ff61093497392e83c1723a2","root"
"5","Modification of Aircraft","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.xml","8cd5a108e4501e79e1dd0c130685365d393e275837cfcdee187e66ba22870d66","3-8b118ee6d1bf74296dbca71d19caea2eed71daf09d5b1384dcece91d6286eafc","7279-832be621e6aebdd1277b0ec74eeb6d61219ad2cc7ff61093497392e83c1723a2","root"
"7","Aircraft Support Equip & Facilities","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.xml","8cd5a108e4501e79e1dd0c130685365d393e275837cfcdee187e66ba22870d66","4-391a6f5869ab206f390f269d5b16aebcf42ce121ab0f4f0d0c8307ff36befa05","7279-832be621e6aebdd1277b0ec74eeb6d61219ad2cc7ff61093497392e83c1723a2","root"
"6","Aircraft Spares and Repair Parts","2020-BASE_PROCUREMENT-2020-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.xml","408da2299f9c030a8710f198921337237b4cc97d076a42711c75e5f970f03f8b","0-253bf10da168532283ca604f552b3c362e04bd812e586cd3b91762d9646a5ed0","7442-91b884ff1d3e503a6c9641cad7e10426523744890427adf1e16e417650efdac5","root"
"6","Aircraft Spares and Repair Parts","2020-BASE_PROCUREMENT-2020-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.xml","4ec354b94e0b0bfd1f88d346173f8b24f6b34bea716bfd554692147d9cfa390b","0-e524c5be3db58beab60d98b950e655b5f9b44fbf8984965be767a96c2d0a7e4e","7477-d0f34d7c736fe1669254ce51c922d7fbb0865890deded1c749b3a63ec27e7a5f","root"
"4","Spares and Repair Parts","2020-BASE_PROCUREMENT-2020-AIRFORCE_MISSILE-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.xml","1f5725b0a45fcf8123be93bebfdd7ec83fd133e1534fa59696f16e8c69aa2aca","0-912403763949329774105b85f8240a9bf54af972560bb9fec5eecbb167da5ef4","7591-606dd88dcc389d1e4fbbfc42154387019b40d580ef3e824b1632a91e5548f385","root"
"4","Spares and Repair Parts","2020-BASE_PROCUREMENT-2020-AIRFORCE_MISSILE-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.xml","b5dc524d51ea02572c673318bbe4712513407363eb046a219dfbdddc088e97f9","0-e728f16bbce663699383932318f1aadd5fac740e0c5a9a0816919811c17792a2","7609-526eec1115d84aff7c43dd5687058e7d0eb90991a66931de67fd4cff28e79405","root"
"2","Spares","2020-BASE_PROCUREMENT-2020-AIRFORCE_SPACE-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.xml","3b909684dfddec2d5eaa33525b0530c441eb49458f2ce3c647d40d4f169f3c35","0-68874a7ceff3e35544766c639f7c597daf6ec6559397d354af6bd73c873d1d54","7632-df8a46b6f36deb7a24b362aa7585461be03e31ebd03bf01cddbfd9089f917768","root"
"2","Spares","2020-BASE_PROCUREMENT-2020-AIRFORCE_SPACE-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.xml","4d6fa936b6d37e33ca6b9611a9d5cb0bb1173a1b7d10de40f88bd9852b022ab5","0-b3a9d5695180414f2e6ce1c423179fce9380aaa8294ace29ba98329cf64f3747","7653-a7b14ac6e49b3a767348636f12caf94e99d0fc38d2b5ef64990336f8c48d5293","root"
"5","Spares and Repair Parts","2020-BASE_PROCUREMENT-2020-AIRFORCE_OTHER-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.xml","53cdf8ca7a70ef0a7c269c0bf784fdab2d1363ff54292501dbdc8f2424da2f8e","0-1664f18b2205e51687b35be899916bd79939edea8f0727ff4d97159a584f6126","7720-d05de4e4cf707186547b2684c7bce94bb5f2572e1d3bee052e4f0ba58709a34b","root"
"5","Spares and Repair Parts","2020-BASE_PROCUREMENT-2020-AIRFORCE_OTHER-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.xml","5133f0a241ccbf1007c762b62d036e95b0d97664be1fa5e93e0b383175d2e3aa","0-9b3bc151dc17cf444c36b0a8269f96037fd1734c3929a569978f58e3de953146","7783-6d9b17988305727e3d26ee805d8b932250842c737572c71408a4eea5f57c5351","root"
"1","Combat Aircraft","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.xml","bf56329742f9ce0ee39245fac7e3def59aa32ac4cccb9158065119d480fc799c","0-70cbcf6f493cebc1303681d3617c9a7716120b9379c1d22bc730977b090a2ec4","8278-c7884ba484bf73f36c10a6e179895c1fc66a026b87d3a333b68d45e2aea65c50","root"
"2","Airlift Aircraft","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.xml","bf56329742f9ce0ee39245fac7e3def59aa32ac4cccb9158065119d480fc799c","1-5baaf02004c76e9d9afee32e383bf39cae1b8c2e0623d546b13dc25e23a79772","8278-c7884ba484bf73f36c10a6e179895c1fc66a026b87d3a333b68d45e2aea65c50","root"
"3","Trainer Aircraft","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.xml","bf56329742f9ce0ee39245fac7e3def59aa32ac4cccb9158065119d480fc799c","2-08419c4a8074a7eeb89ffaf48e8665d5e443261e8fb63d03bfd9a1792b40e8ed","8278-c7884ba484bf73f36c10a6e179895c1fc66a026b87d3a333b68d45e2aea65c50","root"
"4","Other Aircraft","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.xml","bf56329742f9ce0ee39245fac7e3def59aa32ac4cccb9158065119d480fc799c","3-7dbe6bebd9c1f6a715956a94b57ef882a29d7a46866dbb17b23aa72fc277e694","8278-c7884ba484bf73f36c10a6e179895c1fc66a026b87d3a333b68d45e2aea65c50","root"
"5","Modification of Aircraft","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.xml","bf56329742f9ce0ee39245fac7e3def59aa32ac4cccb9158065119d480fc799c","4-61756549c8e460fc0d8476457a9b7cd811a70a9bb112cb0fc06c2c1426be6656","8278-c7884ba484bf73f36c10a6e179895c1fc66a026b87d3a333b68d45e2aea65c50","root"
"7","Aircraft Support Equip & Facilities","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.xml","bf56329742f9ce0ee39245fac7e3def59aa32ac4cccb9158065119d480fc799c","5-e2aefc2d5a808bffac3034b00bf7eaa00675e5317723df62aa2fbc60e33c2f5b","8278-c7884ba484bf73f36c10a6e179895c1fc66a026b87d3a333b68d45e2aea65c50","root"
