FiscalYear_val,PCOLocation_val,AwardDate_val,FirstDeliveryDate_val,Quantity_val,UnitCost_val,SpecsAvailableNow_val,ContractMethod_val,ContractType_val,@SOURCE_FILENAME,@RECORDID,@ROWID,RevisionsAvailableDate_val,MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_ServiceAgencyName_val,MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_ProcQuantity_val,MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_AcceptedBeforeOct1_val,MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_MonthlyDeliveryList_MonthlyDelivery,MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_ComponentMonthlyDeliveryScheduleList_ComponentMonthlyDeliverySchedule,RFPIssueDate_val,FundingVehicle_val,OCO_val,MonthlyDeliveryScheduleTotal_ProcQuantity_val,MonthlyDeliveryScheduleTotal_MonthlyDeliveryList_MonthlyDelivery_Month_val,MonthlyDeliveryScheduleTotal_MonthlyDeliveryList_MonthlyDelivery_Amount_val,@PARENTROWID,@PARENT
"2012","DISA","2012-03","2012-05","5.000","0.768","","","","2015-AMENDED_PROCUREMENT_AND_RDTE-2015-DISA-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PBAmended_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PBAmended_2015.xml","0ba1ff01b1584bc3e78a57a5ea1922c71db0daf80e4e1f03a022614b8e202d41","1-f1f4ab129e28eb75d09b0309789b456f5e5d163c2d8de1d9df801fcd7c583f28","","","","","","","","MIPR","true","","","","0-75ee9bdff3180f42eb07650946766a0472c33c2b12cf0ac9f04f21e359890644","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","DISA","2013-06","2013-09","1.000","0.765","","","","2015-AMENDED_PROCUREMENT_AND_RDTE-2015-DISA-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PBAmended_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PBAmended_2015.xml","0ba1ff01b1584bc3e78a57a5ea1922c71db0daf80e4e1f03a022614b8e202d41","2-edeb8f1c789c5a96270f51bcc500e90d2728e1a5bf08e3c25f136aa03306dfbf","","","","","","","","MIPR","true","","","","0-75ee9bdff3180f42eb07650946766a0472c33c2b12cf0ac9f04f21e359890644","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","Army","2014-10","2015-04","3.000","0.765","","","","2015-AMENDED_PROCUREMENT_AND_RDTE-2015-DISA-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PBAmended_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PBAmended_2015.xml","0ba1ff01b1584bc3e78a57a5ea1922c71db0daf80e4e1f03a022614b8e202d41","3-999feec7b413cbd10b16f4a29ca4bfc5fdba4d3edcb5e6c3e409449bfd10f8ea","","","","","","","","MIPR","true","","","","0-75ee9bdff3180f42eb07650946766a0472c33c2b12cf0ac9f04f21e359890644","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","DISA","2013-06","2013-09","1.000","1.300","","","","2015-AMENDED_PROCUREMENT_AND_RDTE-2015-DISA-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PBAmended_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PBAmended_2015.xml","0ba1ff01b1584bc3e78a57a5ea1922c71db0daf80e4e1f03a022614b8e202d41","0-41fe3731fe128a4c54bde9469b94e0de2075d0ff9a43d6b34c13459c78fd64f1","","","","","","","","MIPR","true","","","","0-1bf11b18f256897582bac04dd35306aa8e46a666723da77c2453aecb85cd7c28","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","DISA","2012-06","2012-09","1.000","1.523","","","","2015-AMENDED_PROCUREMENT_AND_RDTE-2015-DISA-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PBAmended_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PBAmended_2015.xml","0ba1ff01b1584bc3e78a57a5ea1922c71db0daf80e4e1f03a022614b8e202d41","1-f2eda3f321be782e84fe6419c66af40c15d8e6d479e94eff881c1db583511255","","","","","","","","MIPR","true","","","","0-1bf11b18f256897582bac04dd35306aa8e46a666723da77c2453aecb85cd7c28","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","DISA","2013-06","2013-09","2.000","0.764","","","","2015-AMENDED_PROCUREMENT_AND_RDTE-2015-DISA-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PBAmended_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PBAmended_2015.xml","0ba1ff01b1584bc3e78a57a5ea1922c71db0daf80e4e1f03a022614b8e202d41","0-9b7dbf4e12d5a6ba950dab619a59746af1f95ebf5ab2dc0201335493cd17dcdd","","","","","","","","MIPR","true","","","","0-87d5c39c768756e7175e244f68c254ec034bd435fe73e3192ff22e242b4ce400","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","DISA","2014-04","2014-08","4.000","0.861","","","","2015-AMENDED_PROCUREMENT_AND_RDTE-2015-DISA-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PBAmended_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PBAmended_2015.xml","0ba1ff01b1584bc3e78a57a5ea1922c71db0daf80e4e1f03a022614b8e202d41","1-ab6d807f0f73baf77c49474fe289894cf05a860252b47301ededfe812d59a405","","","","","","","","MIPR","true","","","","0-87d5c39c768756e7175e244f68c254ec034bd435fe73e3192ff22e242b4ce400","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","DISA","2012-03","2012-05","3.000","0.764","","","","2015-AMENDED_PROCUREMENT_AND_RDTE-2015-DISA-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PBAmended_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PBAmended_2015.xml","0ba1ff01b1584bc3e78a57a5ea1922c71db0daf80e4e1f03a022614b8e202d41","2-d139cfdaf70d48d0b7efdb3afafff8b85400aa208da695d349649e066c6ef98b","","","","","","","","MIPR","true","","","","0-87d5c39c768756e7175e244f68c254ec034bd435fe73e3192ff22e242b4ce400","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","DISA","2015-04","2015-08","1.000","0.658","","","","2015-AMENDED_PROCUREMENT_AND_RDTE-2015-DISA-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PBAmended_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PBAmended_2015.xml","0ba1ff01b1584bc3e78a57a5ea1922c71db0daf80e4e1f03a022614b8e202d41","3-f1f5a3ed85462ef3c59a11ae68cdc36d7ed5d2d2f2cf2ae7b1cd630fa8c5c596","","","","","","","","MIPR","true","","","","0-87d5c39c768756e7175e244f68c254ec034bd435fe73e3192ff22e242b4ce400","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","Army","2014-04","2014-08","2.000","0.199","","","","2015-AMENDED_PROCUREMENT_AND_RDTE-2015-DEFENSE_MASTER_JBOOK-PROCUREMENT_MasterJustificationBook_Defense-Wide_PBAmended_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PBAmended_2015.xml","303b558d79ac8de02c9b26612b66f29a4d300e030b75eec7d9b97dfeddac8680","0-71bca178b351c17d8992045c6319253fabd954454b53d0f724971347345fd005","","","","","","","","MIPR","true","","","","0-39c705b548bd07973fb53a24dff74e29ee7a6897c593451cf10b8b41bf650e8e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","DISA","2012-03","2012-05","5.000","0.768","","","","2015-AMENDED_PROCUREMENT_AND_RDTE-2015-DEFENSE_MASTER_JBOOK-PROCUREMENT_MasterJustificationBook_Defense-Wide_PBAmended_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PBAmended_2015.xml","303b558d79ac8de02c9b26612b66f29a4d300e030b75eec7d9b97dfeddac8680","1-20d810d70a57d8d37d80beb3551b08f5b1a1d8aa9f3f2e4f4a006b6ecf0c671d","","","","","","","","MIPR","true","","","","0-39c705b548bd07973fb53a24dff74e29ee7a6897c593451cf10b8b41bf650e8e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","DISA","2013-06","2013-09","1.000","0.765","","","","2015-AMENDED_PROCUREMENT_AND_RDTE-2015-DEFENSE_MASTER_JBOOK-PROCUREMENT_MasterJustificationBook_Defense-Wide_PBAmended_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PBAmended_2015.xml","303b558d79ac8de02c9b26612b66f29a4d300e030b75eec7d9b97dfeddac8680","2-3a2524bb017776ca488265069c1469f724b53062a6309c1b5933b16b84fa7874","","","","","","","","MIPR","true","","","","0-39c705b548bd07973fb53a24dff74e29ee7a6897c593451cf10b8b41bf650e8e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","Army","2014-10","2015-04","3.000","0.765","","","","2015-AMENDED_PROCUREMENT_AND_RDTE-2015-DEFENSE_MASTER_JBOOK-PROCUREMENT_MasterJustificationBook_Defense-Wide_PBAmended_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PBAmended_2015.xml","303b558d79ac8de02c9b26612b66f29a4d300e030b75eec7d9b97dfeddac8680","3-070c8db2e7eaaf0d2430c9a246e2a88368bf81f8bc5729d44f601fc9c279032c","","","","","","","","MIPR","true","","","","0-39c705b548bd07973fb53a24dff74e29ee7a6897c593451cf10b8b41bf650e8e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","DISA","2013-06","2013-09","1.000","1.300","","","","2015-AMENDED_PROCUREMENT_AND_RDTE-2015-DEFENSE_MASTER_JBOOK-PROCUREMENT_MasterJustificationBook_Defense-Wide_PBAmended_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PBAmended_2015.xml","303b558d79ac8de02c9b26612b66f29a4d300e030b75eec7d9b97dfeddac8680","0-814d57ec58e043164d947a5ede84f6b2d6a06a938482e40d72f1cd0d531f4e35","","","","","","","","MIPR","true","","","","0-7c99e48e3c0636d108accc3e722703d781f8b115af5788d0c6a0061a98dc7abc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","DISA","2012-06","2012-09","1.000","1.523","","","","2015-AMENDED_PROCUREMENT_AND_RDTE-2015-DEFENSE_MASTER_JBOOK-PROCUREMENT_MasterJustificationBook_Defense-Wide_PBAmended_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PBAmended_2015.xml","303b558d79ac8de02c9b26612b66f29a4d300e030b75eec7d9b97dfeddac8680","1-9c3b4f831f2f824c80daf4f49e5c5838be3103992de00a395e4fed92b6052218","","","","","","","","MIPR","true","","","","0-7c99e48e3c0636d108accc3e722703d781f8b115af5788d0c6a0061a98dc7abc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","DISA","2013-06","2013-09","2.000","0.764","","","","2015-AMENDED_PROCUREMENT_AND_RDTE-2015-DEFENSE_MASTER_JBOOK-PROCUREMENT_MasterJustificationBook_Defense-Wide_PBAmended_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PBAmended_2015.xml","303b558d79ac8de02c9b26612b66f29a4d300e030b75eec7d9b97dfeddac8680","0-4027cbd62226f49592c8f9c7f1ee885108ae6a46344da1f0bc10df2c43475706","","","","","","","","MIPR","true","","","","0-f401b8bfb0bb58f60e0acfae016f4295fe96ac5f35480ba1de56c316267c147d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","DISA","2014-04","2014-08","4.000","0.861","","","","2015-AMENDED_PROCUREMENT_AND_RDTE-2015-DEFENSE_MASTER_JBOOK-PROCUREMENT_MasterJustificationBook_Defense-Wide_PBAmended_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PBAmended_2015.xml","303b558d79ac8de02c9b26612b66f29a4d300e030b75eec7d9b97dfeddac8680","1-424adf5f37f8a43ab9819a48756ec876b5a032110548ec4266a17aa71d02ea33","","","","","","","","MIPR","true","","","","0-f401b8bfb0bb58f60e0acfae016f4295fe96ac5f35480ba1de56c316267c147d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","DISA","2012-03","2012-05","3.000","0.764","","","","2015-AMENDED_PROCUREMENT_AND_RDTE-2015-DEFENSE_MASTER_JBOOK-PROCUREMENT_MasterJustificationBook_Defense-Wide_PBAmended_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PBAmended_2015.xml","303b558d79ac8de02c9b26612b66f29a4d300e030b75eec7d9b97dfeddac8680","2-02eb927f3ed6414794c9510358342eb2a7ed638db7d14c93dce1087edcf26a4f","","","","","","","","MIPR","true","","","","0-f401b8bfb0bb58f60e0acfae016f4295fe96ac5f35480ba1de56c316267c147d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","DISA","2015-04","2015-08","1.000","0.658","","","","2015-AMENDED_PROCUREMENT_AND_RDTE-2015-DEFENSE_MASTER_JBOOK-PROCUREMENT_MasterJustificationBook_Defense-Wide_PBAmended_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PBAmended_2015.xml","303b558d79ac8de02c9b26612b66f29a4d300e030b75eec7d9b97dfeddac8680","3-a6e8b9ed85ba835b52503c9921040b96abff64e96d9127d19d0caa6d3f6295bc","","","","","","","","MIPR","true","","","","0-f401b8bfb0bb58f60e0acfae016f4295fe96ac5f35480ba1de56c316267c147d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","TBS","2015-07","2015-09","1","10000.000","false","C","FP","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","0daeb3840995e315e0845fec38ebc9e30d4d58064f2184f55430dcb7cef2d891","0-b5d4e4e06139df2114211932e41f559f24ed3daaaec2e0e9ed2a2092026e6131","","","","","","","","","","","","","0-eba726f0acc6946fa03cca4844d45aae0ee783fe78fed9b6bc9342afad3fcdd5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","AFLCMC/HI - Business & Enterprise Systems","2015-06","2015-07","4940","870.040","false","C","FFP","2017-BASE_PROCUREMENT-2017-AIRFORCE_OTHER-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","64b52a8444f6154dd6d624cbe1a8cd7ecbc678b26efb599c82c61c305f19c0e8","0-e5d2d2b72b679ff4c6a2f0e68035a6bf1ed299a872b56c44ce5d7b4a5dd087e8","","","","","","","2015-02","","","","","","0-e176675bd5dbe1906766ece560e6da7472194ec90903d761a998441aaec93c8c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2016","AFLCMC/HI - Business & Enterprise Systems","2016-06","2016-07","5465","870.080","false","C","FFP","2017-BASE_PROCUREMENT-2017-AIRFORCE_OTHER-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","64b52a8444f6154dd6d624cbe1a8cd7ecbc678b26efb599c82c61c305f19c0e8","1-0f3272e067fd3f7bfd67885bfe48dd18107ee0d275769a53f7c57f4fa909f0a1","","","","","","","2016-02","","","","","","0-e176675bd5dbe1906766ece560e6da7472194ec90903d761a998441aaec93c8c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2017","AFLCMC Hanscom AFB","2017-03","2017-07","350","0.025","true","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_OTHER-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","38c642dc0285b7d8781f87014042ad3d1b52b59501bab1602b747599958c4b3f","0-04a0b9f4315f30c24025fe22b778ca05cc9396c83267bf9d2bb162a7c4e84f2f","2017-02","","","","","","","Various","","","","","0-36b1a331bb065ce38d97f87ffefaac1d2520c2f201dfe811bc081ab142e82f74","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","AFLCMC/HI - Business & Enterprise Systems","2015-06","2015-07","4940","870.040","false","C","FFP","2017-BASE_PROCUREMENT-2017-AIRFORCE_OTHER-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","611d4f8edb8098bb6294f25b64c73f9097d031cec463696210e2820e37721c26","0-4e7648dbd13fd359034a306705bd86b80d67d0e0b2fa831c2dae1fa49997269a","","","","","","","2015-02","","","","","","0-1e3877a5c78f83bb28b62749331e25c7c91d1dbd0aa2b3bbffa6ef7a7ea6373f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2016","AFLCMC/HI - Business & Enterprise Systems","2016-06","2016-07","5465","870.080","false","C","FFP","2017-BASE_PROCUREMENT-2017-AIRFORCE_OTHER-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","611d4f8edb8098bb6294f25b64c73f9097d031cec463696210e2820e37721c26","1-617103e2af2475af25841fb67349c757aab2de623cdc2e31aff619956b578824","","","","","","","2016-02","","","","","","0-1e3877a5c78f83bb28b62749331e25c7c91d1dbd0aa2b3bbffa6ef7a7ea6373f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2017","AFLCMC Hanscom AFB","2017-03","2017-07","350","0.025","true","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_OTHER-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","36ace9e2c2250de3b99e411ac5642c43f6759be84df645121aad6b5f7bddc5c8","0-7de02c16f5c53982f8feda5e8c9a371764d9c85e533bf689edd3570bf391bee3","2017-02","","","","","","","Various","","","","","0-a4a34f92443b9607ee961883765ec5a7a22da1034a4d072a8b97ee6fa1ca2aca","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2016","ACC Orlando, FL","2016-04","2016-07","2","1200.000","true","C","CPFF","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","99fdf12344ddbe14e1ebbcb6290f9a4143355b155574f258b5b758209b883288","0-7e5ed2d3aefa0cc9bc34bc24305c1e4d65cbee10484b9829ab3dbd22c99777fe","","Army","2","","","","","","","","","0-3582b81446cde3c46609470758ce51873e8a11767176fa34b52fafad1c9ce94d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2017","ACC Orlando, FL","2017-04","2017-07","2","1260.000","true","C","CPFF","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","99fdf12344ddbe14e1ebbcb6290f9a4143355b155574f258b5b758209b883288","1-2b91d35d8c1ecc7bb37490407b7f6273ce34e64ad7fa77ed1331b29ec6023eed","","Army","2","","","2015-07","","","","","","0-3582b81446cde3c46609470758ce51873e8a11767176fa34b52fafad1c9ce94d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2017","TBS","2017-06","2017-08","1","5000.000","true","C","FFP","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","e2c89fbeb812916900eca5c27f8af4e89ad05088685814bc9bb1805868e5dd11","0-0759649d7a9a3bc3b8332a7726a87b704963b60e9f4126ce1c9197f9d5bc7fab","","","","","","","","","","","","","0-32b103732e086bde21d4f520699a0b1c4ee656f2d4e71e5e5368a4dc52e3ceb6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","ACC, Rock Island, IL","2015-07","2015-08","1","2200.000","true","C","FP","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","e2c89fbeb812916900eca5c27f8af4e89ad05088685814bc9bb1805868e5dd11","0-1777ea077443f9dc93e9937dc820c64e36022b77771831a9adbae5329e95ac35","","","","","","","","","","","","","0-a425ff778bc54e6e493c8de9b19c6a2eadaa4da2ccad2ad31b7d25fefe7656e4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","TBS","2016-04","2016-05","0","5200.000","true","C","FP","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","e2c89fbeb812916900eca5c27f8af4e89ad05088685814bc9bb1805868e5dd11","0-f05dfdab852d63f90fd3126db2bb2d11f04f944204a009f1485220c02f20f25a","","","","","","","","","","","","","1-63ab2379a7d71e265776d96bf48bd0fb7891a5ea39976b89718ae884b06dba20","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","ACC-Rock Island, IL","2014-10","2014-12","1","2853.000","","C","FFP","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","5e6e415a71ace7ae6c50fa58050972b44713daa0fea2f6b3f30f352d143cb7b5","0-0d4dbf5dba30cc28dfdc5f1f3e6e16a1d376f4273360d0ae2d4a38f722c944e9","","","","","","","","","","","","","0-af5faa2d6b6b66c5998c562a365760e62d6577e8bbd2539cfd86de1f42c2a84e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2016","ACC-Rock Island, IL","2015-10","2015-12","1","6025.000","","C","FFP","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","5e6e415a71ace7ae6c50fa58050972b44713daa0fea2f6b3f30f352d143cb7b5","1-945e1e3ab6efa1111577e189bcb011e90e00b9ae43b3b7c757d92bd1e0f0ff39","","","","","","","","","","","","","0-af5faa2d6b6b66c5998c562a365760e62d6577e8bbd2539cfd86de1f42c2a84e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2017","ACC-Rock Island, IL","2016-10","2016-12","1","3316.000","","C","FFP","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","5e6e415a71ace7ae6c50fa58050972b44713daa0fea2f6b3f30f352d143cb7b5","0-39423c97bb448b2e34e1b2d484cb1ee9a4a91ff6421717d6f94c0c9be99bec34","","","","","","","","","","","","","1-8c9a7241554e4dea8dfb62c3cad37c6311ec7fdade77f9d8451f657a02cf3309","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2018","AA-CDM","2018-01","2018-04","18","776000.000","true","SS","IDIQ","2018-BASE_PROCUREMENT-2018-AIRFORCE_OTHER-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.xml","b9db150d4e2eea838c5638ac6003f2186dd3d50e49d4e1a77e8441d25f93b227","0-03217321b57a7121040af962212f41ce5fc2499d6eec5eced21d86436ff1ae46","","","","","","","","","","","","","0-0012afa90902aa1aede8ecb811f7efd67109914c8c23eb6a6be35eb163ff3a9b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2018","AA-CDM","2018-01","2018-04","18","776000.000","true","SS","IDIQ","2018-BASE_PROCUREMENT-2018-AIRFORCE_OTHER-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.xml","da45d8f8a6249c90c8f51efd21792099bf8bdec437cb776f6e17679f34441c2e","0-84dc0a06d5f74a329301b396dc4335542159394daa967580601dd37376a2e9cb","","","","","","","","","","","","","0-4e93b876900cac49c2ef6b555b1c4604098648f40ef5fca698c5da2cbf454beb","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2017","TBS","2017-06","2017-08","1","5000.000","true","C","FFP","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","4fcec47d2ef2c5e454ef51ea8d74e89b75e63959a68d7baa4c0a97b8a1fc8c6e","0-0d3b1a70458bc618e5ddca5ff244cda7e643fdb9b849a5a8c8fd55d1f1593de3","","","","","","","","","","","","","0-611a44c7187db51a1db9cbcd8ddcf80c0515c6c6181cd014661577be46e49117","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
