FiscalYear_val,FiscalYear_@footnote,PCOLocation_val,AwardDate_val,FirstDeliveryDate_val,Quantity_val,UnitCost_val,SpecsAvailableNow_val,RFPIssueDate_val,ContractMethod_val,ContractType_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"2018","","NAVAIR","2018-03","2019-05","48","1.272","true","2017-03","SS","FPIF","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.xml","ec7c8fc0c391f9422d637e8cf6c3d4a59f3faa8a33fbbc2a34a2ae7115414e56","2-55accc4030321b7062e5cdbb4513470c43b5b5d050e2e957e55b2a14ba3a1986","0-6d9c5cf6a3592b1c69532e95870ddd8ddbd66c15ae14907695ad125b975b7f70","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.GFE.APCostElement"
"2016","","NAVAIR","2016-07","2017-05","0","0.000","true","2015-03","SS","FPIF","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.xml","ec7c8fc0c391f9422d637e8cf6c3d4a59f3faa8a33fbbc2a34a2ae7115414e56","0-3a20402870c16a6962adae88d8a39ec2eb4cbd6fde94e1221e7e38376d7553fb","1-ff3c29ebadd5bf23b9ebb63722108d299c1da5335d0c96ed642946cec01b239d","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.GFE.APCostElement"
"2017","","NAVAIR","2017-05","2018-05","0","0.000","true","2016-03","SS","FPIF","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.xml","ec7c8fc0c391f9422d637e8cf6c3d4a59f3faa8a33fbbc2a34a2ae7115414e56","1-8aef02cdcca188427ac09d37539bbbb0672bc0f2abf280635695b22337112916","1-ff3c29ebadd5bf23b9ebb63722108d299c1da5335d0c96ed642946cec01b239d","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.GFE.APCostElement"
"2018","","NAVAIR","2018-03","2019-05","48","0.502","true","2017-03","SS","FPIF","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.xml","ec7c8fc0c391f9422d637e8cf6c3d4a59f3faa8a33fbbc2a34a2ae7115414e56","2-03c8dc9855cf18b89d439f43a6734b4e9b55bf4ab94580020cbb36413c0790d5","1-ff3c29ebadd5bf23b9ebb63722108d299c1da5335d0c96ed642946cec01b239d","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.GFE.APCostElement"
"2016","","NAVAIR","2016-07","2017-05","0","0.000","true","2015-03","SS","FPIF","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.xml","ec7c8fc0c391f9422d637e8cf6c3d4a59f3faa8a33fbbc2a34a2ae7115414e56","0-169351ebb66f01198983a087a2d34a1724259c081d56ea925f7fb0fd0cdd016b","2-78ebac78cb55a2ed31fa51ee5fba5b645a3600bffa75efe22591d094c87f587c","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.GFE.APCostElement"
"2017","","NAVAIR","2017-05","2018-05","0","0.000","true","2016-03","SS","FPIF","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.xml","ec7c8fc0c391f9422d637e8cf6c3d4a59f3faa8a33fbbc2a34a2ae7115414e56","1-d84b57510f809d809cb7c2e2561cf1c26bf9f3b4280713656c5c2bf2922c44fa","2-78ebac78cb55a2ed31fa51ee5fba5b645a3600bffa75efe22591d094c87f587c","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.GFE.APCostElement"
"2018","","NAVAIR","2018-03","2019-05","48","0.502","true","2017-03","SS","FPIF","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.xml","ec7c8fc0c391f9422d637e8cf6c3d4a59f3faa8a33fbbc2a34a2ae7115414e56","2-d3b002d00a77216756c1fcb5107376be0684bb423836b5e65c3c0a6518358487","2-78ebac78cb55a2ed31fa51ee5fba5b645a3600bffa75efe22591d094c87f587c","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.GFE.APCostElement"
"2016","","NAVAIR","2016-07","2017-05","0","0.000","true","2015-03","SS","FPIF","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.xml","ec7c8fc0c391f9422d637e8cf6c3d4a59f3faa8a33fbbc2a34a2ae7115414e56","0-e003dc632de361c1a28a333f6fa5ab31f1934dd17c6ce4c781bf39c6c346cf52","3-5c8876a9f445054da62a2ec0aac674a00a4eb3f50a6013207faff6c2fe0c7a09","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.GFE.APCostElement"
"2017","","NAVAIR","2017-05","2018-05","0","0.000","true","2016-03","SS","FPIF","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.xml","ec7c8fc0c391f9422d637e8cf6c3d4a59f3faa8a33fbbc2a34a2ae7115414e56","1-e708073e36b7796956e69329683da6644d15f8cd1845c33747d27b3ef985c650","3-5c8876a9f445054da62a2ec0aac674a00a4eb3f50a6013207faff6c2fe0c7a09","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.GFE.APCostElement"
"2018","","NAVAIR","2018-03","2019-05","0","0.000","true","2017-03","SS","FPIF","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.xml","ec7c8fc0c391f9422d637e8cf6c3d4a59f3faa8a33fbbc2a34a2ae7115414e56","2-703ff8acb365f50f32b372ab4c9c0d33c039384f8acd5c1fba03fd7d65a6d07f","3-5c8876a9f445054da62a2ec0aac674a00a4eb3f50a6013207faff6c2fe0c7a09","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.GFE.APCostElement"
"2016","","NAVAIR","2016-07","2017-05","0","0.000","true","2015-03","SS","FPIF","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.xml","ec7c8fc0c391f9422d637e8cf6c3d4a59f3faa8a33fbbc2a34a2ae7115414e56","0-35c029a7f3cc31e68fe77048add1db3b1f9272cfdf276b0b5ba43bbab013b54a","4-7fbd1eeb1f35cef7c8e702881892ee0fe932c06732daef0e529c12e52a4a0683","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.GFE.APCostElement"
"2017","","NAVAIR","2017-05","2018-05","0","0.000","true","2016-03","SS","FPIF","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.xml","ec7c8fc0c391f9422d637e8cf6c3d4a59f3faa8a33fbbc2a34a2ae7115414e56","1-c60384c337cc04a7e1fbad5251968009f8b7637ca00bb00cbde2831f63f2f377","4-7fbd1eeb1f35cef7c8e702881892ee0fe932c06732daef0e529c12e52a4a0683","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.GFE.APCostElement"
"2018","","NAVAIR","2018-03","2019-05","0","0.000","true","2017-03","SS","FPIF","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.xml","ec7c8fc0c391f9422d637e8cf6c3d4a59f3faa8a33fbbc2a34a2ae7115414e56","2-02cdd378c2b951bf71c827b363e4acc4f82f7b96eae4776a6a9624d3619d844f","4-7fbd1eeb1f35cef7c8e702881892ee0fe932c06732daef0e529c12e52a4a0683","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.GFE.APCostElement"
"2016","","NAVAIR","2016-07","2017-05","0","0.000","true","2015-03","SS","FPIF","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.xml","ec7c8fc0c391f9422d637e8cf6c3d4a59f3faa8a33fbbc2a34a2ae7115414e56","0-bb0b72557ed922e6feb17e77c0914b0005e06fbc2f7ed561f060c35be6c1e353","5-ce6cb9cb6992405409db28e7dfe28767746395c008ede05dd0f7f02102589b44","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.GFE.APCostElement"
"2017","","NAVAIR","2017-05","2018-05","0","0.000","true","2016-03","SS","FPIF","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.xml","ec7c8fc0c391f9422d637e8cf6c3d4a59f3faa8a33fbbc2a34a2ae7115414e56","1-4e6ac4ea1a0d2c0f705363e5bc555ff17ac2aa3d6063f12c78a121bb0e3a1457","5-ce6cb9cb6992405409db28e7dfe28767746395c008ede05dd0f7f02102589b44","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.GFE.APCostElement"
"2018","","NAVAIR","2018-03","2019-05","0","0.000","true","2017-03","SS","FPIF","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.xml","ec7c8fc0c391f9422d637e8cf6c3d4a59f3faa8a33fbbc2a34a2ae7115414e56","2-75c5bd6fbde524f56b5ec54460dd3485f1c91f85cf277bd7935c90193d5bb0f4","5-ce6cb9cb6992405409db28e7dfe28767746395c008ede05dd0f7f02102589b44","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.GFE.APCostElement"
"2016","","NAVAIR","2016-07","2017-05","0","0.000","true","2015-03","SS","FPIF","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.xml","ec7c8fc0c391f9422d637e8cf6c3d4a59f3faa8a33fbbc2a34a2ae7115414e56","0-107d7258417c6e29fdb86f1a7d9e205f0fac8edbefdcef023d17277e98d4cf60","6-2264715ce17b457414f482c6d202f9da069f3a63b1f3d5d92ed969c41484fadd","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.GFE.APCostElement"
"2017","","NAVAIR","2017-05","2018-05","0","0.000","true","2016-03","SS","FPIF","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.xml","ec7c8fc0c391f9422d637e8cf6c3d4a59f3faa8a33fbbc2a34a2ae7115414e56","1-40a0d734d80fc159ae845e6ef1fbe0cc47f6befc2e34365e0449fb18c52aa319","6-2264715ce17b457414f482c6d202f9da069f3a63b1f3d5d92ed969c41484fadd","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.GFE.APCostElement"
"2018","","NAVAIR","2018-03","2019-05","0","0.000","true","2017-03","SS","FPIF","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.xml","ec7c8fc0c391f9422d637e8cf6c3d4a59f3faa8a33fbbc2a34a2ae7115414e56","2-b86764b48dbbdc0ec1af7f910cd4a41e32a7ec8a5e68ec8d5e4d301869e1d0d7","6-2264715ce17b457414f482c6d202f9da069f3a63b1f3d5d92ed969c41484fadd","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.GFE.APCostElement"
"2017","","NAVAIR","2018-02","2018-05","46","1.935","true","2016-03","SS","FPIF","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","1fdbf569c608ae7a271625dc5ff3eaab7c35ea12b5100be5b6db75ab533692b6","0-24895211e15866a852b2dff88184052a4f92e3d5b2f3476b2fc9442e98fffe81","0-33f44bbf331a3bc499e80ea869802af9e1a1c41e519d8fd6e46a7f7a60571a64","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.GFE.APCostElement"
"2019","","NAVAIR","2019-05","2020-05","48","1.438","true","2018-03","SS","FPIF","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","1fdbf569c608ae7a271625dc5ff3eaab7c35ea12b5100be5b6db75ab533692b6","1-56d0c23145b577304f5d2347ad834c660e45b2611b8eb3fd66af629dfb4ed7c2","0-33f44bbf331a3bc499e80ea869802af9e1a1c41e519d8fd6e46a7f7a60571a64","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.GFE.APCostElement"
"2017","","NAVAIR","2018-02","2018-05","46","1.935","true","2016-03","SS","FPIF","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","a6302168237242179e7ebb7f4e7e0c6ef197c9aa214ebf4208a31df54f491c95","0-e82f64e8124deca28b1a1ce0572226aa2d1bdf925ee16c410fe281475600de03","0-173376e0704a9a168521fa2a66de006ca2ded9916432f8897695c72550fbc50d","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.GFE.APCostElement"
"2019","","NAVAIR","2019-05","2020-05","48","1.438","true","2018-03","SS","FPIF","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","a6302168237242179e7ebb7f4e7e0c6ef197c9aa214ebf4208a31df54f491c95","1-6a40dc06d71e75a1a45d54077439b8a99994a22da9d9a2d098eb597cd2656aea","0-173376e0704a9a168521fa2a66de006ca2ded9916432f8897695c72550fbc50d","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.GFE.APCostElement"
"2020","","NAVAIR","2020-05","2021-05","48","1.399","true","2019-03","SS","FPIF","2020-BASE_PROCUREMENT-2020-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.xml","7617dbcc15ca36437e9b9096aaa833b46488c1a0960e4fce9963bdc0327c2cd5","0-dc5cb7edcc177d50e1c8b60e19be9207938304a9f9f26987f8bb88dcf904a373","0-5fad5c75586bb508bb3a06496c8a5be1ce49de8e44cc65482133eab20a575391","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.GFE.APCostElement"
"2020","","NAVAIR","2020-05","2021-05","48","1.399","true","2019-03","SS","FPIF","2020-BASE_PROCUREMENT-2020-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.xml","7887936a705e5042434ac2d5eee4d04e3202bfe64d739d33f5053abd069b5037","0-7f0f05ac3f7186af8649d6c7f9178ac04571b0f076a165ebf0edfc804bb1f1e5","0-a32d6769dddf7014f995068ca316ae3925273f891fbc0871ea010f6c5d7c4d67","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.GFE.APCostElement"
