Name_val,Cost_BudgetYearFive_Quantity_val,Cost_BudgetYearFive_TotalCost_val,Cost_BudgetYearFour_Quantity_val,Cost_BudgetYearFour_TotalCost_val,Cost_BudgetYearThree_Quantity_val,Cost_BudgetYearThree_TotalCost_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"Air Force Active","","","12","6.658","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","2a1982c8ef17506a9dc74f4de49df0867a3613ffc631a2731e73d1ea73bf7038","0-2c2b0a4e13f5957a31976c62082c0c49364d6a66dff446c33f584dc79925096a","0-856fd202b5ace2d286b5e24f116874494fb8bd82d5b531e30be64ca3d3f46260","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","0","0.42","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","2a1982c8ef17506a9dc74f4de49df0867a3613ffc631a2731e73d1ea73bf7038","0-4999476325985d67bf7724fe7a1fd01a2681b8a57c3b1f65ed9c11b5d1fa4773","0-9553d3b720f06d79920e0e19129f0579a1ab68e9108cbbd7ccce00e16ee6f037","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","15","0.719","5","0.233","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","2a1982c8ef17506a9dc74f4de49df0867a3613ffc631a2731e73d1ea73bf7038","0-19bcd4ebe58e1bc14d32b74714486bb2ca7989e3152dcc5a4c31ca56e5ec7b53","0-7ea2fd60862a2278a4625d15f091c7510f0b2364d27a4048b021e2a62240f5bd","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","61","2.143","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","2a1982c8ef17506a9dc74f4de49df0867a3613ffc631a2731e73d1ea73bf7038","0-79ea96220bb6e508922d9b82e5281d14079ca876118152364a7cff6f5c4b1675","0-286fb612fb5d836fb09de2d3cf82eb2f3fa94b47062209afb3203b15ed5155f9","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","132","7.555","4","0.973","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","1d8c37d4bd886ffee9bf93ab080f816dddcf27c155513e63338b35bc499d8632","0-0cf9476201f4a9e71531d64d79b03a1a22063b50cd1cf93953df1bd58bc258dd","0-11bd7c3d0cefeeea37fc6a3fdaf2236acbed2278e25ab6b5ef0978a647756abc","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","23","13.473","6","3.457","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","a0741c7c5d3d4517bf545e29bbaead01198f87e9d3fbbfd13932a42a35271cd6","0-cc0632d201f86b589108f9aeafc16a45f8d8e82c9d129516c944ba8ff3533918","0-1ce0a9b6d590c2e0947dda3b875bad038099860ddf3daf970fa75b66f3772856","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","10","3.224","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","a0741c7c5d3d4517bf545e29bbaead01198f87e9d3fbbfd13932a42a35271cd6","0-7d1dbede027d15745ea7564a0b631a13f9f17ba32acd89d66f4c633631a1ab01","0-77201e52e1c8f293a56ab3c69d67946c0810bbb4426cb0426d43a62ed75229a9","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","11","3.548","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","a0741c7c5d3d4517bf545e29bbaead01198f87e9d3fbbfd13932a42a35271cd6","1-79ed1caf9a781c1b920cf1f9d836e86e4a1c33f9339794280b00cffcd725810d","0-77201e52e1c8f293a56ab3c69d67946c0810bbb4426cb0426d43a62ed75229a9","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","13","0.689","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","a0741c7c5d3d4517bf545e29bbaead01198f87e9d3fbbfd13932a42a35271cd6","0-ab64dbf59bf86433cdf7be3d6ddf771fc3e9b5426c07177230c28d1585f716dd","0-3e5dc4e24f226d2e501f6e3f21532f217f3d5e7ff492514e9a5e1b8754f6dfa8","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","44","0.387","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","a0741c7c5d3d4517bf545e29bbaead01198f87e9d3fbbfd13932a42a35271cd6","0-b7c8458cf634c57a886d6b35dc206b4e223e0e946494ab893241d9fb6e43754f","0-1062526ec7d5cb41c57a146bfa3aa1743f9ec16f51490c8cabeb65b0165dee13","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","336","41.887","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","112eb3735d4ce129abd075705a90e1b9579e7e82287a041d0434475ae6e5e0ca","0-979f023ad33082054c194692d9b93a5100638ef1fdb3bd8284507d0d629772cb","0-6d40c1ac6f4a2832cf37b2a8e868c8b0ef3572223c23241aa650955382f83ce2","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","","","","","42","5.236","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","112eb3735d4ce129abd075705a90e1b9579e7e82287a041d0434475ae6e5e0ca","1-ea4f449d7294fc4b65c401672a9ba04209fb83c89c2727dee533d0d14302df9b","0-6d40c1ac6f4a2832cf37b2a8e868c8b0ef3572223c23241aa650955382f83ce2","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","991","1.162","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","112eb3735d4ce129abd075705a90e1b9579e7e82287a041d0434475ae6e5e0ca","0-6a956062067110cc51c2713f7bbec7b8b99ff0dba0ce181684fb15140cd87a84","0-6142e2d525976b8a31dc331850a08b6a5cdbdcd3aa13017f9734b138bf523a08","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","","","86","0.101","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","112eb3735d4ce129abd075705a90e1b9579e7e82287a041d0434475ae6e5e0ca","1-498b0f5186966ba6bce730b226ee9b850d878fe3eb85dda23e8e72bb46c4a873","0-6142e2d525976b8a31dc331850a08b6a5cdbdcd3aa13017f9734b138bf523a08","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","15","8.748","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","112eb3735d4ce129abd075705a90e1b9579e7e82287a041d0434475ae6e5e0ca","0-ad3eda8473a8613361600285ad0f109904367e722b258dd6f734b8c213acde7b","0-cd884629f6bd937eced619c8efd924b750f82bbb906fc934dcf59ba00b63b0bb","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","14","3.224","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","112eb3735d4ce129abd075705a90e1b9579e7e82287a041d0434475ae6e5e0ca","0-7fc95b97a46deb9759ba67a3564669cd035bdb88d2f6bf65ace2b211d612b1ae","0-69391de891686b441da094ca06d11d55e052ae7f3b42d81e778b6b7fd9e53ec5","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","5","9.317","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","87462ed2e8542bde3a2e0f81b30ed0789913cc4ec270c5cfff473ffe2903b671","0-fb591f6dc71f405894c10bdd272f29845134a9c150204c77014172105f007413","0-711d416ff9fb0e26c808614ed869d52e48deb3d6d6e6303ae89a5624dfcf7d24","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","5","5.043","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","87462ed2e8542bde3a2e0f81b30ed0789913cc4ec270c5cfff473ffe2903b671","0-55401d09ac109023e1352e62982a901d5ceb0b6976010549500c1ff7d67a3fbd","0-1cb911ab0c8fc79412dd15a0b52508203d28c2f1cd30289093d2f9cb046f8d60","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","5","13.387","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","87462ed2e8542bde3a2e0f81b30ed0789913cc4ec270c5cfff473ffe2903b671","0-c7be63e110319c2886dc93b1e1ee562d1f694cfe0a74d7a8eba919b92023c93a","0-701844caec3aabf9777ad86eaa7c1a671ed80653ce9b242bf91efdb8b84e918d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","6","0.631","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","d2fe6465080c586e3806a533310d08c975c4532897c1272945b0585f326a702f","0-dede119f3ca1137096699074a6cc891200b07e9d2df2fc230a83847d347a61c5","0-b021ae32a41f0df49304c0ebdc0dd084519700ec352aa7576d631d1754ad86ed","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","13","1.367","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","d2fe6465080c586e3806a533310d08c975c4532897c1272945b0585f326a702f","1-8940be618f0c99b53a2baadd621907d3301ddcc99b1621da416fb7ea49264c9e","0-b021ae32a41f0df49304c0ebdc0dd084519700ec352aa7576d631d1754ad86ed","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Reserve","8","0.842","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","d2fe6465080c586e3806a533310d08c975c4532897c1272945b0585f326a702f","2-c2486f924640505ac029f635a331125fa404d3c87ca025e0a2803a47d3090fd6","0-b021ae32a41f0df49304c0ebdc0dd084519700ec352aa7576d631d1754ad86ed","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","33","3.27","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","d2fe6465080c586e3806a533310d08c975c4532897c1272945b0585f326a702f","0-d3c4c494dbdfd58b6bb3a7661c2fd132529de40d832bac4ade748369d66c7496","0-c15425271120ad611a2152198c815718e5adfe1845f5d5d4d10b0b0b399feb17","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","4","10.712","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","d2fe6465080c586e3806a533310d08c975c4532897c1272945b0585f326a702f","0-13c779d0f9a7f88d87f2cb53964816e762a3e94ab994787af4fd0d840223013c","0-92e916b652ea87f654115217bfa7988af828dacf7e19ecc9b6ece193923caad3","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","4","30.471","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","d2fe6465080c586e3806a533310d08c975c4532897c1272945b0585f326a702f","0-6f57962604fa4bb0bb068d91ca76a70d4d63a3dbdb387f8d9dde93d9e4f4cd38","0-ae221b6ab078e8207242e03d5e79497a862b92fe1ab7ae77d1b2240707e83bd1","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","20","0.56","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","25e3408a33b53b91b1eb3ba022b8d323f9602320eb3b13222ae68ee041c37b7f","0-8985a8aba3a396a72bd477441eb438cacce9ab6194d2efe32a5956a5a246db36","0-9b784ee5ca6e1c38e2c03e9926a3457e1f4b5c9634fe18b4f5967789dfce4c77","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Reserve","","","6","0.168","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","25e3408a33b53b91b1eb3ba022b8d323f9602320eb3b13222ae68ee041c37b7f","1-07d01bfe62d00a09c8b41418745af0442b98a704a4adb697baeaf8af73417b90","0-9b784ee5ca6e1c38e2c03e9926a3457e1f4b5c9634fe18b4f5967789dfce4c77","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","6","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","efd4b3a16a1ffed32cac69fd4596c83f77b7f9ce6eaf8ca9ed9d63f1a19eb00a","0-57f9b0c5a57462e15fe7d310ea21a4d9c2af62abeb75f8c9be2bb092fda67420","0-ccbdbd4f06ad1facc82b989e793571f0672ce985af43ac07eae939b465fd3f6c","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","22","19.129","0","0.000","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","2bbb7aa503a03f656354be496b43ae71b17ff7e8013fd4a717e54c978c52a366","0-63630b652258511e66b3400f0099a64779634179a8075e43ae1f7afebb791567","0-4678438780fcc4e633e0cbf12497000cd373adb67eefcdff2d1c1b14503e1092","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","1","32.541","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","d68416fc1b1b90c06e907f94433df44293689384eb694ca2f76e44623844abb4","0-c8b501f6afa433ff513310cd55a1720aca4237f678170af70ff8562af2ac21c2","0-fcb0a25ea6162eb9e406f54ed7048d96237a7620f6e802e24b52f9ae71cb5f55","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","15","3.1","13","3.075","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","a86278954e8a796b6b8777606ee66751b477413371506bc8108aee6a89d21177","0-b97e385dfb97c6ab96650603501f6c6fed84946ae88411757034bef7c32ed0a0","0-177c638b3f88416ff85abcdce356d7fb294897c20a05b21c4fb283187a3bb120","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","1","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","440b45d6fcd8324d3e96333d5b6bc55eec4bb9a2c719b5a938bb13b68d77e8f2","0-20b64b04bf13ca6a0067fea1d3ec209492ed90aa52f683ad991aac5f8969448c","0-85e26a0de1121126ad00c01520f87be1e53dafb7ea889c08619ebbcded65a086","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","2","1.05","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","c12bf91475de8587e221f78e015697b94ee67c22df06244e916e35d3b131b713","0-90fd2729be105f1049cb1f1114dd94a99b6196d64904282040e0ace1a48e7124","0-f66971a15348e08147cb49aa0634eec8f9bef4525ebef1f5b6d87e1122fdace2","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","1","0.913","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","c12bf91475de8587e221f78e015697b94ee67c22df06244e916e35d3b131b713","0-5f13248f2788e79864f6bcda43637b602eca9ae30966369563787f82028bba69","0-3bf5a87c3e4a5bfec298a0ac19bbcfb56c1d7955b03c7e0faf7e81012ec79bc6","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","","","","","0","0.064","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","7103ccacf3bcf8885c687ca81799feb5ad6d22ee47fffa91b202a5f1d80f9896","0-366f0ba4dac27716eb9bcadd02f0b655f071a83faff4759f9b965303b70d0190","0-7d3811eb533bed732d5fd24e0b638da4988daaeafcf6078a11a7a862ce8cbcc4","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","19","7.562","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","4875ce1ca161338d2d88f54c56b28abec8156d63fa0ba19e7eebcdfe679e085b","0-4e11ce6b1e956b02705e99f1b41187dbb6d9c910c1c44048c4a2cc9e97d66b82","0-5d7165360bfbe77d18eb5929673ad1407f927e789f460e4605d30ae03d033b8c","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","17","4.815","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","6f4271683d56e417e5d0ea0b9317ddea31ea32c55bf8af2af4b39a423bbb3567","0-15b6f4a24ed368d3da6a27bed811ae278e4179d68c21fe12a35dabbf96722a42","0-52793369ca938e06215ea4bdb16e4f492fe63ce5231562455e4c78acbe820ad9","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","","","20","5.664","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","6f4271683d56e417e5d0ea0b9317ddea31ea32c55bf8af2af4b39a423bbb3567","1-a56b4058bdd1cfd4fef9204ae9f458f68b4294e075482bf03b6366d22abb78b8","0-52793369ca938e06215ea4bdb16e4f492fe63ce5231562455e4c78acbe820ad9","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Reserve","","","6","1.699","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","6f4271683d56e417e5d0ea0b9317ddea31ea32c55bf8af2af4b39a423bbb3567","2-b7dca6d51594e9992fa5453ad1d9fa558ec0472fc645a727f25485092400f337","0-52793369ca938e06215ea4bdb16e4f492fe63ce5231562455e4c78acbe820ad9","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","2","10.866","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","a625cb81ca52742dfbcc6b23120626215e271b121c3aaef4f3993e3d71e07399","0-897021794bf8226ae2297d70b642b08006c22dce4423eadcbc152cb59fcf4ce4","0-f11426c3d3199579c65719e6ee9ab5327de4980a8275755f71a2dbf41c4e73ad","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","1","7.123","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","6f89a6b99fc532e1a96a383fde9c924189a4184de1a55ab8bb255412fb50a0bf","0-d1a1d015b1995e1a42a7a0716c3ac02eb5de9dc16cdc47678fecefc038457c9b","0-a74e1959541718cbad0350f42f9ec72a390b308cc839696c8b0802d78fd68d1a","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","2","45.601","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","6f89a6b99fc532e1a96a383fde9c924189a4184de1a55ab8bb255412fb50a0bf","0-dcb42a88ac7557e42ffd522fffb3e6e8624835ccb6723621db1bee868990597a","0-98f83e52a073413d2ccde941ad918f00888f28c5a2eaa21afe5b5438f9b53c7e","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","1","5.281","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","6f89a6b99fc532e1a96a383fde9c924189a4184de1a55ab8bb255412fb50a0bf","0-165830b352d6ca0d639360f694d04a3d177886033cda7cceb2295d1568e12748","0-f8e92a613c7e037cfee4ad28e07085814acbbbaaccb93614c82b510008778c72","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","4","44.813","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","27c90512913156ada904e4b628c54c7caee0bf83bd3f60ef805aad556cf587ce","0-8a7b92f3053f122b02fe1c8607da96df711ee2014307291b39b5147fd17a8f7f","0-7ff79b58bd4a97b29941dae261fe3ab746004a14eb9be0cef1968d3c0dc4c106","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
