FiscalYear_val,PCOLocation_val,AwardDate_val,FirstDeliveryDate_val,Quantity_val,UnitCost_val,SpecsAvailableNow_val,RFPIssueDate_val,ContractMethod_val,ContractType_val,@SOURCE_FILENAME,@RECORDID,@ROWID,FundingVehicle_val,RevisionsAvailableDate_val,@PARENTROWID,@PARENT
"2015","See End Item P-5A","2015-01","2016-01","0.17","0","","","","","2016-BASE_PROCUREMENT-2016-ARMY_MISSLE-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","a165d0be6144e6f49e80b5586363567ae0ec4790d0f3b569f3260420117a3760","1-4ff910113c13236df220475bcb06c9e9a6c69601c94ba22de4a5f472f775cca4","Various","","2-c308ead633ef016ac44105fad5b3ec7fa7abaa0ea8c2cd1d68ad364d3bbcad95","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2014","See End Item P-5A","2014-01","2015-07","8.533","0","","","","","2016-BASE_PROCUREMENT-2016-ARMY_MISSLE-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","a165d0be6144e6f49e80b5586363567ae0ec4790d0f3b569f3260420117a3760","0-1f632fcb90ea7892485db8e5e9e78b6b5f1b21cf55cd80ca6bf01f38c4031e96","Various","","3-de5e9f00210a37a7d52320c407810007cffe093ec1842c8bb2bcb9ff51bdc926","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2015","See End Item P-5A","2015-01","2016-07","8.533","0","","","","","2016-BASE_PROCUREMENT-2016-ARMY_MISSLE-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","a165d0be6144e6f49e80b5586363567ae0ec4790d0f3b569f3260420117a3760","1-53d1775fcd31e43109a40c6170bd1cb49c5f586a2e0d93cf4bb8c2fb674353b1","Various","","3-de5e9f00210a37a7d52320c407810007cffe093ec1842c8bb2bcb9ff51bdc926","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2014","See End Item P-5A","2014-01","2015-02","1.548","0","","","","","2016-BASE_PROCUREMENT-2016-ARMY_MISSLE-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","a165d0be6144e6f49e80b5586363567ae0ec4790d0f3b569f3260420117a3760","0-7c03a963affa7930ee7c8239ac664d2139c60745a19c921f0d5449cd8c2077f6","Various","","4-e6703fcc5fc5639b222415467ee5afca83ceaf99af8bdd45a877b9f21bab7750","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2015","See End Item P-5A","2015-01","2016-02","1.548","0","","","","","2016-BASE_PROCUREMENT-2016-ARMY_MISSLE-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","a165d0be6144e6f49e80b5586363567ae0ec4790d0f3b569f3260420117a3760","1-1e273092fb565ff496b024ee48bd36d82d6343c15e970a1cfb1623b170e53738","Various","","4-e6703fcc5fc5639b222415467ee5afca83ceaf99af8bdd45a877b9f21bab7750","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2014","See End Item P-5A","2014-01","2015-01","0.351","0","","","","","2016-BASE_PROCUREMENT-2016-ARMY_MISSLE-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","a165d0be6144e6f49e80b5586363567ae0ec4790d0f3b569f3260420117a3760","0-e818bc37ebe3ce0d08642169c64595c4aed8d491f17eae8530d60012c632a4cd","Various","","5-44ca38e4010fd30bc74d9c910a077ba7339b2114edbdb630b4f064c704e89109","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2015","See End Item P-5A","2015-01","2016-01","0.351","0","","","","","2016-BASE_PROCUREMENT-2016-ARMY_MISSLE-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","a165d0be6144e6f49e80b5586363567ae0ec4790d0f3b569f3260420117a3760","1-91d26b732f63ed769786ad3ce16c3e22dd38872eb7ea39f2847735477c01fa0f","Various","","5-44ca38e4010fd30bc74d9c910a077ba7339b2114edbdb630b4f064c704e89109","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2014","See End Item P-5A","2014-01","2015-02","0.916","0","","","","","2016-BASE_PROCUREMENT-2016-ARMY_MISSLE-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","a165d0be6144e6f49e80b5586363567ae0ec4790d0f3b569f3260420117a3760","0-6e064f8db331422de2c029ea7fca0d1e73f988aeaa00e0ac845f3b81e7b4588a","Various","","6-e039b1faf289cd08ef4074ed8f585d399f792ae6ea47a9705dfd6ef243663917","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2015","See End Item P-5A","2015-01","2016-02","0.916","0","","","","","2016-BASE_PROCUREMENT-2016-ARMY_MISSLE-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","a165d0be6144e6f49e80b5586363567ae0ec4790d0f3b569f3260420117a3760","1-286f6b4a881331f57812cd5daf188b7ffe9f95699f26ea2e62494c21db38e97e","Various","","6-e039b1faf289cd08ef4074ed8f585d399f792ae6ea47a9705dfd6ef243663917","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2014","See End Item P-5A","2014-01","2015-01","0.543","0","","","","","2016-BASE_PROCUREMENT-2016-ARMY_MISSLE-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","a165d0be6144e6f49e80b5586363567ae0ec4790d0f3b569f3260420117a3760","0-7cbc36578fb553abe669ac09d456c46e1bfaa82f13bcbdccae4c775c3025470f","Various","","7-bc37ca977043ad59688ec1f74e4ad398dbc90f0db47dcae317693511d5462801","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2015","See End Item P-5A","2015-01","2016-01","0.543","0","","","","","2016-BASE_PROCUREMENT-2016-ARMY_MISSLE-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","a165d0be6144e6f49e80b5586363567ae0ec4790d0f3b569f3260420117a3760","1-c660db04fed7d497b821681780d76ba612c7b9513847fcc04d6feb816a7bf1ac","Various","","7-bc37ca977043ad59688ec1f74e4ad398dbc90f0db47dcae317693511d5462801","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2015","See End Item P-5A","2015-12","2016-01","24","4487.884","","","","","2017-BASE_PROCUREMENT-2017-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","1f70a6b78589233ad91d21a4ae69bce2801aaf1036db7b0daab5a6799826990c","0-493caf00ce47b5d2fc83bef2cf694c94e23b234c3225360e77b945474ad44e08","Various","","0-a711caf5bb8079d71950c0aaf9d71e6987a685117a1ca0ad7785b54b1d37ce5b","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2016","See End Item P-5A","2016-12","2017-01","32","4487.884","","","","","2017-BASE_PROCUREMENT-2017-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","1f70a6b78589233ad91d21a4ae69bce2801aaf1036db7b0daab5a6799826990c","1-d5c197b020b3d59c8630841f59dbd7ff93a1274a3d9cb365ee51910ef4882835","Various","","0-a711caf5bb8079d71950c0aaf9d71e6987a685117a1ca0ad7785b54b1d37ce5b","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2017","See End Item P-5A","2017-12","2018-05","26","4487.884","","","","","2017-BASE_PROCUREMENT-2017-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","1f70a6b78589233ad91d21a4ae69bce2801aaf1036db7b0daab5a6799826990c","2-df7541cf80e00ed8da8c6d1319aacd393b6943ea400b9e8057ae5902647e7f05","Various","","0-a711caf5bb8079d71950c0aaf9d71e6987a685117a1ca0ad7785b54b1d37ce5b","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2015","See End Item P-5A","2015-12","2016-01","24","2633.654","","","","","2017-BASE_PROCUREMENT-2017-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","1f70a6b78589233ad91d21a4ae69bce2801aaf1036db7b0daab5a6799826990c","0-b4cba8d3bc4c5b38a122fcca7325c4f7d22aa36974652b5e63a404ffe8c56d95","Various","","1-52525a3f5bcaa8b1e268fa091c7a500be4a6962789b2260bddf3870dee380c11","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2016","See End Item P-5A","2016-12","2017-01","32","2633.654","","","","","2017-BASE_PROCUREMENT-2017-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","1f70a6b78589233ad91d21a4ae69bce2801aaf1036db7b0daab5a6799826990c","1-fe7ed6d7c2ea4b2c6599b1594b42569a4fca7c2606755edbf8d681df4c432164","Various","","1-52525a3f5bcaa8b1e268fa091c7a500be4a6962789b2260bddf3870dee380c11","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2017","See End Item P-5A","2017-12","2018-05","26","2633.654","","","","","2017-BASE_PROCUREMENT-2017-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","1f70a6b78589233ad91d21a4ae69bce2801aaf1036db7b0daab5a6799826990c","2-189fed5c4d4d35f64214af95bffc608c7f1c245086807e113ed33375b8e257b3","Various","","1-52525a3f5bcaa8b1e268fa091c7a500be4a6962789b2260bddf3870dee380c11","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2015","See End Item P-5A","2014-12","2015-06","70","3138.200","","","","","2017-BASE_PROCUREMENT-2017-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","2bd4c0a1589e46892f050588acb05b9acd9f0eba50d9b990b2593abe3dddb364","0-42f6032f26b5a7655c6146eb11086b9e6c016b9fdf6ac875a77609afc3dcfbcc","Various","","0-f36e4fd7c07b3a49c260d2232a8c579316aa5f3085c0bce4a83652b89900ab12","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2016","See End Item P-5A","2015-01","2016-07","82","3138.200","","","","","2017-BASE_PROCUREMENT-2017-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","2bd4c0a1589e46892f050588acb05b9acd9f0eba50d9b990b2593abe3dddb364","1-78aed3c7bb85c1a3b0f1db87a724f48570c26324124dd1cae8d045d815f6d998","Various","","0-f36e4fd7c07b3a49c260d2232a8c579316aa5f3085c0bce4a83652b89900ab12","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2017","See End Item P-5A","2016-12","2017-06","36","3138.200","","","","","2017-BASE_PROCUREMENT-2017-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","2bd4c0a1589e46892f050588acb05b9acd9f0eba50d9b990b2593abe3dddb364","2-052e6f5b4c137adc4cab91764f9c6695be41202ada88835c2ffe71ddcfd75b56","Various","","0-f36e4fd7c07b3a49c260d2232a8c579316aa5f3085c0bce4a83652b89900ab12","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2015","See End Item P-5A","2014-12","2015-06","70","87.000","","","","","2017-BASE_PROCUREMENT-2017-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","2bd4c0a1589e46892f050588acb05b9acd9f0eba50d9b990b2593abe3dddb364","0-2578025dc21af00740187d4b4c9674e780ab047322e2becf32e2878649dd17b0","Various","","1-3e5aa53d375d2cd77b77ac6685377a6f02fd1dc59de5f9759e7208efbff2d8aa","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2016","See End Item P-5A","2015-01","2016-07","82","87.000","","","","","2017-BASE_PROCUREMENT-2017-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","2bd4c0a1589e46892f050588acb05b9acd9f0eba50d9b990b2593abe3dddb364","1-af4b76acccfede0b7a5752b28f4f27c6d3740f3e62071583e401d8f64d2a8dec","Various","","1-3e5aa53d375d2cd77b77ac6685377a6f02fd1dc59de5f9759e7208efbff2d8aa","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2017","See End Item P-5A","2016-12","2017-06","36","87.000","","","","","2017-BASE_PROCUREMENT-2017-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","2bd4c0a1589e46892f050588acb05b9acd9f0eba50d9b990b2593abe3dddb364","2-2fb6c6e7ad4e009cb59f8679b0df751f99306e9b57879de3415bf1f247821668","Various","","1-3e5aa53d375d2cd77b77ac6685377a6f02fd1dc59de5f9759e7208efbff2d8aa","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2015","See End Item P-5A","2014-12","2015-06","140","666.000","","","","","2017-BASE_PROCUREMENT-2017-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","2bd4c0a1589e46892f050588acb05b9acd9f0eba50d9b990b2593abe3dddb364","0-174ad5b98af1f272b290aea075da4e1846a605ad832427850483fe28099860b0","Various","","2-5e7dd1e1c29c46ff2816e45865003ffe9390a84da641214e1492dd3966117e59","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2016","See End Item P-5A","2015-01","2016-07","164","666.000","","","","","2017-BASE_PROCUREMENT-2017-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","2bd4c0a1589e46892f050588acb05b9acd9f0eba50d9b990b2593abe3dddb364","1-547d0fd62a844ef09b5e65ae0d8743cd1d9dd541d44c7986f8d17ea60137db8d","Various","","2-5e7dd1e1c29c46ff2816e45865003ffe9390a84da641214e1492dd3966117e59","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2017","See End Item P-5A","2016-12","2017-06","72","666.000","","","","","2017-BASE_PROCUREMENT-2017-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","2bd4c0a1589e46892f050588acb05b9acd9f0eba50d9b990b2593abe3dddb364","2-3b8e6e7b3d9487e0e7d54297d25e5e1a4c71eefd5a0dc4070dd3c6f7fc222054","Various","","2-5e7dd1e1c29c46ff2816e45865003ffe9390a84da641214e1492dd3966117e59","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2015","See End Item P-5A","2014-12","2015-06","140","107.000","","","","","2017-BASE_PROCUREMENT-2017-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","2bd4c0a1589e46892f050588acb05b9acd9f0eba50d9b990b2593abe3dddb364","0-22dca15a5091885f10a943241e5fd978eaf9ac0fe66eaeb5ad5fa16db760a158","Various","","3-f2737f1cad151862896a64751e5c27e9c09749cb27996bd6dfbecabd7b277661","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2016","See End Item P-5A","2015-01","2016-07","164","107.000","","","","","2017-BASE_PROCUREMENT-2017-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","2bd4c0a1589e46892f050588acb05b9acd9f0eba50d9b990b2593abe3dddb364","1-0f27e02a631983815af94c36a8565a9a6e36bc9dec21f79ff7780fa2793b9954","Various","","3-f2737f1cad151862896a64751e5c27e9c09749cb27996bd6dfbecabd7b277661","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2017","See End Item P-5A","2016-12","2017-06","72","107.000","","","","","2017-BASE_PROCUREMENT-2017-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","2bd4c0a1589e46892f050588acb05b9acd9f0eba50d9b990b2593abe3dddb364","2-0688647d520862d0880d7575e49226f4e1eb6f3d6ed6f7d2e88787ccbdab93fd","Various","","3-f2737f1cad151862896a64751e5c27e9c09749cb27996bd6dfbecabd7b277661","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2015","See End Item P-5A","2014-12","2015-06","70","65.000","","","","","2017-BASE_PROCUREMENT-2017-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","2bd4c0a1589e46892f050588acb05b9acd9f0eba50d9b990b2593abe3dddb364","0-76db618246e129b8a5287fa0590fe1059509afdc91511c4bd8d4513aa3db2982","Various","","4-f7bcb02cd37a2ff4a433262a0bd33534dcc96eae75c04ee71705c9682c5d87cb","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2016","See End Item P-5A","2015-01","2016-07","82","65.000","","","","","2017-BASE_PROCUREMENT-2017-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","2bd4c0a1589e46892f050588acb05b9acd9f0eba50d9b990b2593abe3dddb364","1-786fe6b2bde20fc81122548db2901bf54a474e5dc68a459bfca73e916954a39c","Various","","4-f7bcb02cd37a2ff4a433262a0bd33534dcc96eae75c04ee71705c9682c5d87cb","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2017","See End Item P-5A","2016-12","2017-06","36","65.000","","","","","2017-BASE_PROCUREMENT-2017-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","2bd4c0a1589e46892f050588acb05b9acd9f0eba50d9b990b2593abe3dddb364","2-ce3cf7791762b88109f80010b8b1386afc9601739fd323cf97f02b5de4962ee1","Various","","4-f7bcb02cd37a2ff4a433262a0bd33534dcc96eae75c04ee71705c9682c5d87cb","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2015","See End Item P-5A","2014-12","2015-06","0","0.000","","","","","2017-BASE_PROCUREMENT-2017-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","2bd4c0a1589e46892f050588acb05b9acd9f0eba50d9b990b2593abe3dddb364","0-4489bf3fdcf0f4f73d4326db8f120c3e5d5d2c3c9b00462c23f91cbf1ec9657b","Various","","5-e53df6e40b52cfd67d4c6ba2f6f5e2ea842d339072a5fe03422cba2913471336","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2015","See End Item P-5A","2014-12","2015-06","0","0.000","","","","","2017-BASE_PROCUREMENT-2017-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","2bd4c0a1589e46892f050588acb05b9acd9f0eba50d9b990b2593abe3dddb364","0-6d55b3e8dc37d03d0eac8cef8390e88477643998749dee5461646d985af7b034","Various","","6-b01be404fea2fd0c08efd062f607e181fe4bd9ecc662df0b5205b1d01d8638bc","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2015","See End Item P-5A","2015-12","2017-01","0","93.000","","","","","2017-BASE_PROCUREMENT-2017-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","abc7ddfa27f1d2d1fc08f8d9bc3ce8fba2a52b95a3784cecbaf8994aa4ab9ac3","0-229cf0a5d16f8f2dc8af8bb2582ddb8f441ad0087eb152674ece3b614420e6a9","Various","","0-5e1bc703341be5aac3d134198a10c3c249b4b5d8d5ff34df618d514fb575dbc1","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2017","See End Item P-5A","2017-02","2019-09","7","93.000","","","","","2017-BASE_PROCUREMENT-2017-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","abc7ddfa27f1d2d1fc08f8d9bc3ce8fba2a52b95a3784cecbaf8994aa4ab9ac3","1-29a1ab0336fea1f38135a9f23c28c616c1e994b2bf7148e980a8ff56e26f6f9e","Various","","0-5e1bc703341be5aac3d134198a10c3c249b4b5d8d5ff34df618d514fb575dbc1","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2015","See End Item P-5A","2015-12","2016-12","0","87.000","","","","","2017-BASE_PROCUREMENT-2017-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","abc7ddfa27f1d2d1fc08f8d9bc3ce8fba2a52b95a3784cecbaf8994aa4ab9ac3","0-63e4d34cdfb7fd5b8b15e44a9a96cef722660bff5d512d900801515c3994d7e6","Various","","1-0310400c3df501a7613db7afa771ffbfec8706c60adcc6aab28a007ee39860ab","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2017","See End Item P-5A","2017-02","2019-09","9","87.000","","","","","2017-BASE_PROCUREMENT-2017-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","abc7ddfa27f1d2d1fc08f8d9bc3ce8fba2a52b95a3784cecbaf8994aa4ab9ac3","1-d4935bad470d1e109cc64780ec6bedfa4714254b69b4d7a8e2b73a28d6c19407","Various","","1-0310400c3df501a7613db7afa771ffbfec8706c60adcc6aab28a007ee39860ab","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2015","See End Item P-5A","2015-12","2016-12","0","79.000","","","","","2017-BASE_PROCUREMENT-2017-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","abc7ddfa27f1d2d1fc08f8d9bc3ce8fba2a52b95a3784cecbaf8994aa4ab9ac3","0-ccd5ef2c70a788b9485ddc1cd5ce3acf0fac5ec5d9a553a7bdc565c0b09dddd8","Various","","2-2b5d498fded19ed5db91c841776e356231f9cf0081fe8200db451745ad18b5c9","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2017","See End Item P-5A","2017-02","2019-09","135","79.000","","","","","2017-BASE_PROCUREMENT-2017-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","abc7ddfa27f1d2d1fc08f8d9bc3ce8fba2a52b95a3784cecbaf8994aa4ab9ac3","1-7d4dd6d1c45e3682755660a9fc20b79d4869faa1b570e88bcd1e10d5eaadd342","Various","","2-2b5d498fded19ed5db91c841776e356231f9cf0081fe8200db451745ad18b5c9","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2015","See End Item P-5A","2015-12","2016-12","0","20.000","","","","","2017-BASE_PROCUREMENT-2017-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","abc7ddfa27f1d2d1fc08f8d9bc3ce8fba2a52b95a3784cecbaf8994aa4ab9ac3","0-b1872675c7ed4e34499a169689acfdcca93e8cbb40f519e5f556b209571e2374","Various","","3-9dde94b81fb46606adadb8e928a0b744b71ec0158e3328e5c18eedc74d6718ae","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2017","See End Item P-5A","2017-02","2019-09","135","20.000","","","","","2017-BASE_PROCUREMENT-2017-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","abc7ddfa27f1d2d1fc08f8d9bc3ce8fba2a52b95a3784cecbaf8994aa4ab9ac3","1-d10ec7a46da3e066d9b8954baf73b9f416a35690b147c0a29b05222b299b2601","Various","","3-9dde94b81fb46606adadb8e928a0b744b71ec0158e3328e5c18eedc74d6718ae","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
"2015","See End Item P-5A","2015-12","2016-12","0","50.000","","","","","2017-BASE_PROCUREMENT-2017-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","abc7ddfa27f1d2d1fc08f8d9bc3ce8fba2a52b95a3784cecbaf8994aa4ab9ac3","0-802a51b323459ead79ad581f24453db0e74c93ed7300b534f5e348a435bb7aeb","Various","","4-a5751c43b13bfcf9989c9e63428b95336578018deaf8ce1be3999536ce5fdfb9","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement"
