Name_val,Cost_BudgetYearTwo_Quantity_val,Cost_BudgetYearTwo_TotalCost_val,Cost_BudgetYearThree_Quantity_val,Cost_BudgetYearThree_TotalCost_val,Cost_BudgetYearFour_Quantity_val,Cost_BudgetYearFour_TotalCost_val,Cost_BudgetYearOneBase_Quantity_val,Cost_BudgetYearOneBase_TotalCost_val,Cost_BudgetYearOne_Quantity_val,Cost_BudgetYearOne_TotalCost_val,Cost_BudgetYearOneOCO_Quantity_val,Cost_BudgetYearOneOCO_TotalCost_val,Cost_BudgetYearFive_Quantity_val,Cost_BudgetYearFive_TotalCost_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"Air Force Active","","","8","18.606","2","4.888","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","cc71f1c4d2ca1f274dfb1fbd4abfe16e57fa2b980f43d51c46843aae02db7d58","0-d717605730b31053edbb96bfe681c113c7825d86d5f34847063b4985367f2a77","0-d2306f98224da6ff1384e24b11aff8d76651d9154cd2c673ac2153bc741ad604","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Reserve","11","230.737","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","499b06e409d3c7fff68a7830f8c38e3a8366834e13e20e9355018d2771d93ba3","0-2127ca935be53072c515421d05d1588967a99280251f147b6a3b795cbb3dd9cb","0-49d3fec8ab50c007311de56676d97b927c7728442374f80307baf7ca21697037","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","14","1.853","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","78c918e558351b6288ed00d3fa0158ff56c3e1927815f4e37c6567350b25fdbd","0-984314d889960b8b00134fd0b66327476baf37c9c2b9a659a10ec916db3e3b67","0-98be6a52110815892328331a43a39f3e5277e26e04d4c16a1694897d1e36d189","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","","","15","1.985","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","78c918e558351b6288ed00d3fa0158ff56c3e1927815f4e37c6567350b25fdbd","1-b887ba1c12e2e938acedd01c6500c706fefb3be2624cadfcf546cffe686e9986","0-98be6a52110815892328331a43a39f3e5277e26e04d4c16a1694897d1e36d189","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","33","1.966","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","78c918e558351b6288ed00d3fa0158ff56c3e1927815f4e37c6567350b25fdbd","0-404cea8cc3d2c45dbc829c01e6d2403062326576d3eb719497a681b5e9e8a4d5","0-6ff11041be99dfd7053c4bec83096914af6466d6630d38bd866ee28be3fc5272","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","2","5.53","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","78c918e558351b6288ed00d3fa0158ff56c3e1927815f4e37c6567350b25fdbd","0-f79b16c5c744687ac0dab00718715da10e19fe5ebc833e462c718e6985085a4c","0-c5c89bd76c405731690834a70d10c938a51a74e94724c48178e4dd7a11d5304e","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","2","15.708","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","78c918e558351b6288ed00d3fa0158ff56c3e1927815f4e37c6567350b25fdbd","0-bba415b7eb2eadc224e19edf96695ad5b7911470b41ff61bbbcb5d0c5ba8f7d1","0-f43d3cd940266c488f1d752ff786d155a73d9219c62491925d64c2932ccf6ad0","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","2","2","2","2","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","39b1d101b25f149fa72912e9f2de9290389ae25db4d7dc29b59d392f9ed4b32e","0-fc97829919b69641fa040f080840ebdcb449ff5c65d411d2960da3115f68c23c","0-e6b343e00737baf2b08c0526036c15d1c267a880846f437ed3d74bd8ba3765b8","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","12","0.447","6","0.225","","","3","0.155","3","0.155","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","5e4ee341ac65bd46182c9e78a0b81a02a17a47f50f2d7473bfb079ba6e3dc3b8","0-1bbcc3bf60a30080a1fbf46611491234fd16cd5d0c8b76b0e3c1222ee5cb65a7","0-f587d81f75ada28843752831f4da379fb3969f6c7f5812ab31615087fd59b631","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Reserve","4","0.149","1","0.037","","","1","0.052","1","0.052","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","5e4ee341ac65bd46182c9e78a0b81a02a17a47f50f2d7473bfb079ba6e3dc3b8","1-3e43481b74a02b9078d94b53f321ddad1abb9649089034b915fee80c640df23c","0-f587d81f75ada28843752831f4da379fb3969f6c7f5812ab31615087fd59b631","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","3","4.167","7","7.205","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","5e4ee341ac65bd46182c9e78a0b81a02a17a47f50f2d7473bfb079ba6e3dc3b8","0-b8cefbc0b2429519b816b74274ff003084a1fb50ecd7d40223446494f06a4505","0-4f77379be03f9cc0eb24a34169b285acf003208fffd1971280102b7ed4397051","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","6","0.38","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","5e4ee341ac65bd46182c9e78a0b81a02a17a47f50f2d7473bfb079ba6e3dc3b8","0-1c9a2c5918abfa29f2167686671006422cc90b03c3a2fafcef7d273087d4e25e","0-bd4df5c62ef4a6a54232af022166fd68c8bf46c9d8623feee9b47ab59e9443df","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","12","2.351","23","1.759","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","5e4ee341ac65bd46182c9e78a0b81a02a17a47f50f2d7473bfb079ba6e3dc3b8","0-86969eccc1178ae600c3996b2ce6102365669587b0d0d827839501488fa6a8a0","0-8119f472fd67382f01b9ed6514f226bef92441a6ef489f4db0217cfd0063ef5d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","13","9.718","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","676b70bdf42a536b536241d81ebd24cf7df9126aa6518c5bf02efd6cebdd4966","0-b86f584eebb35a56fe53494795e923899ea70de39e65f1bba9b6be68e9304663","0-af6a68abf8935c0ff6d7fad95c114cb1c6a0f7014aa1f261828bf8c5318549f0","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","1","19.82","","","","","0","0.000","0","0.000","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","ef4de724616dbe350c2d8cdbad81862d16464e02ca15409491c910e75a43c4a7","0-1d3e69430ca8d6529afc26038ef55d5dd84468cf6880165da054d37e3924faf3","0-9a5d401ab0d591b248e664d0f90da25ecf4f444108050f7359863aa3172b1ab3","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","32","14.5","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","de2428a1c0843342d0d54fc1363d5c251c0e0b362aa94ded4ed80444dc5a5c22","0-e60fbab0c0e451018abbae5ec83b0607d82d7175223925b399db2f1a5657237e","0-a546312ce20630435a130d494361d6c2605f64d96330edf74e48b37d30d6e610","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","7","3.5","7","3.5","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","6e816b280add2c6e3187c3bccce8af48caea4e5a4a368db70425872ae7cc52fe","0-e940489e33764dd41da2a53f13d7f12c50f059e1b1b892a1593e650784a248c2","0-eaf0461bc4d62f2f1423bce19cf242a00b9787455534e5dde762d8e9a394eb5f","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","4","2.4","4","2.4","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","95ca54b01980b60cf03bcfa19f9372926891a325a7fad06894d4e2ff48c7a266","0-9c0e9ebb11cc3d8ed6a8484f761bbfbb755e668b4f1e6e7d622336db1455b44d","0-514382555a85b40304d393e1f758bdd5c04ba22287023a669d20a61a9b7da90d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","2","1.2","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","95ca54b01980b60cf03bcfa19f9372926891a325a7fad06894d4e2ff48c7a266","1-9200706ff5cafd487050b017277fdd7c13b43382e61bc58d72f19ddd41047a0b","0-514382555a85b40304d393e1f758bdd5c04ba22287023a669d20a61a9b7da90d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Reserve","1","0.6","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","95ca54b01980b60cf03bcfa19f9372926891a325a7fad06894d4e2ff48c7a266","2-96ebceb235e5680da1d255136cc2dd1aae8fb904f27f9620c369d727aea0733e","0-514382555a85b40304d393e1f758bdd5c04ba22287023a669d20a61a9b7da90d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Reserve","","","","","3","7.717","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","8d4d83cc23dd2a0a56b5f91803df15fd1e4e30278d868b9d2ba94e70a834086c","0-f8ffba2f305dd05243fb8199538c55562b3a245e50ca6f968704270d40a7e4e7","0-81f5adbb3ae97fca0d7a61ae3af5f6be8ded198618aea05111fec95a76d52450","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","0","0.053","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","8d4d83cc23dd2a0a56b5f91803df15fd1e4e30278d868b9d2ba94e70a834086c","0-1a09b42853e72af582725d3253dc4216d96421a8f6c317ab675f76e8f7f498d8","0-f62dfdf92257c9f9f8169bdd71cd236e31f710a2216bba66b09bf5b76e4cc95d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","0","0.222","0","0.222","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","8d4d83cc23dd2a0a56b5f91803df15fd1e4e30278d868b9d2ba94e70a834086c","0-4bb299ca8fa50d20c880bdc63becf5f34a466cb06a0a0b026220f7ca4bb7f803","0-df13b16e9ea8f64a63b708f75b2e805d85a04ca2be1400061cd65c420ef14530","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","0","1.409","","","","","0","0.7","0","0.7","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","410a397b66e859f8c3242c34d26b9ae62c6f8f87c219cd47b018398244f3be5e","0-42efb8f4667d2fda5dcf746fc253e5a890bce836afec81f771451e2bda97fb03","0-3dc6ac5d2ce691d78f755e0080c7c4153bc50bab5fdd7830d524721bb1338543","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","1","0.913","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","410a397b66e859f8c3242c34d26b9ae62c6f8f87c219cd47b018398244f3be5e","0-56a86077036f582cdfaecc17b6cfb07e13b8e7aab6842fca2314f6bd30736f46","0-2a93a7e1e4beae53c417fad898206fb7733844a56cbdd36fc6c2f7442c65d6e3","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","14","5.021","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","81086703d7e34788d0866dccf90214b011ef561d84f56a2eba9d46fd23429dd7","0-01c7bb680b3315d45e1f0d8b3608d18ffcef512cda6192aeeb823c5431bc566b","0-8ea4307f80595db01449e323017db91e5d094c21fd58e258a071f93833ccfe7e","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","14","5.021","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","81086703d7e34788d0866dccf90214b011ef561d84f56a2eba9d46fd23429dd7","1-da66331bca545959496c0a226f663bac6ca52ed842e3cb26819fd0f31272157e","0-8ea4307f80595db01449e323017db91e5d094c21fd58e258a071f93833ccfe7e","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Reserve","6","2.153","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","81086703d7e34788d0866dccf90214b011ef561d84f56a2eba9d46fd23429dd7","2-3f720b586ec287899ff9d977de710477c0daca198179bc8d033a94cab5f25a44","0-8ea4307f80595db01449e323017db91e5d094c21fd58e258a071f93833ccfe7e","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","1","4.37","1","4.37","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","6e8433923b29c97885d1fa7c604c8a7d21001c849e27ca06bdc9423153a35683","0-77315b049bba5ab8bc259c91e1c407abe0176a399522c8f65fc1b8b74aa1b07b","0-6165a3c391aa83e4c8d4ee6e8fdbe8bd618ab4944a35d8658576c506921d8875","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","1","4.997","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","81b8596bd2ba2f4935fed43efbec1ecb1dbbdcf0a79ee9b159c92e18e7f5f8a8","0-a5df69ef8484097876b31a28ff6733aeafc64bea327974eb5f23760bcb542b75","0-ab1de626d3d3cc2211a814616a5c8d7b50b7ca524076748076fa85516fcebdc6","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","4","45.03","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","81b8596bd2ba2f4935fed43efbec1ecb1dbbdcf0a79ee9b159c92e18e7f5f8a8","0-d86ddfe5733770700cb4e25920fb4d18d20efa081fb108b95c26a085c50dff33","0-9e09c65b2bc763f0f76cc076dae69fbadf6d86038da6d70cd8c1e520ab65c0d9","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","1","5.203","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","81b8596bd2ba2f4935fed43efbec1ecb1dbbdcf0a79ee9b159c92e18e7f5f8a8","0-162d29731b5361ca6b3e7ca723b524a482895a557c7c7a36f2886aec710c0f3b","0-7b8164de4a780c68baf623286f991f2cd9d659785f92ccea559691534cee342c","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","2","16.317","2","22.803","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","ad55be7d6ff97791b35119cf0d431f2b3a3b84ef994156f94776f9dc48c47e89","0-7a560a8d0ee8d793c420e79a2d57f8a4bd809bcd759c24940d93a6f1d7a98baa","0-64059f9837bf135bae4c1acf453cbf67be15a66ccf8a055eb82ff3027e332924","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","1","4.05","1","4.05","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","3461471ea26f303a5b2aea5adc930af199e16ee5039da729ed8a4c135a96c729","0-188bdaf4a3d481a4a00326a3744452df5bd65c5c827675fbe6d10987c25604c3","0-ce1c970cee2cdd184e693aca01c1e5f5c89ce22748770157c87fc68157c022c0","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","9","18.342","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","4b79367fbc0cfc8b6ee96117b9c22f09e939a558c2a0ed69cac42fee96085182","0-a3d7805c24d6caceb3a06f564b1730c4f852d7abb2375ba6e99505d2eb5a0ee2","0-ecf1a368f27420e06e19df12b78d52a548630b611ddebb497fc62d740767ba64","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","19","0.513","5","0.135","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","d70fb92aabb09ca41325ce707a1ace9d77c43287dfb237c049a94e23b4c72d42","0-288fe5f671fb072275708c9371243a8dafda2fb1a28d299eee5d7ac105803d2b","0-24687474bc2da89a33d2ff8a50b61bf8c39a7da3920e8d3eb5bcbc99c894660d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","","","2","0.054","5","0.135","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","d70fb92aabb09ca41325ce707a1ace9d77c43287dfb237c049a94e23b4c72d42","1-d312d0b1230c645c8742ab7ffafc390125bea72278ec3a820367ac424a489f07","0-24687474bc2da89a33d2ff8a50b61bf8c39a7da3920e8d3eb5bcbc99c894660d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Reserve","","","3","0.081","2","0.054","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","d70fb92aabb09ca41325ce707a1ace9d77c43287dfb237c049a94e23b4c72d42","2-0aa3febbe3ea4ce25589dd8df2646c85344c229fd1fd64790766002feae77b6d","0-24687474bc2da89a33d2ff8a50b61bf8c39a7da3920e8d3eb5bcbc99c894660d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","8","1.596","8","1.596","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","a5ade56b37f23458602a9ae002398ab1e700ad8374487eaf7e6309ca95068c9a","0-0f2b600841cd011da32405ccf702e89e2a92aa86b5caf56aed36f322da72ad01","0-d2061a5cd48fd5fcbc30a6c5b814bc8fce3c060f8adc95c2ec6dcebbfbb2469b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","1","0.381","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","fd49480b3f34f7dfc61e0498ff6327e953a83b23db9a63cebb57a0679750f0d7","0-f95d50e85c2acf7dac84f11c9592c7fef8c6360b416b0233d79f6cfd7b6f40ed","0-c00ff477c03d6a55cc01b331343b815a891c6a710d2fbd3ea8301dbd67ef486f","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
