FiscalYear_val,FiscalYear_@footnote,PCOLocation_val,AwardDate_val,FirstDeliveryDate_val,Quantity_val,Quantity_@footnote,UnitCost_val,SpecsAvailableNow_val,RFPIssueDate_val,ContractMethod_val,ContractType_val,@SOURCE_FILENAME,@RECORDID,@ROWID,OCO_val,FundingVehicle_val,RevisionsAvailableDate_val,MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_ServiceAgencyName_val,MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_ProcQuantity_val,MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_MonthlyDeliveryList_MonthlyDelivery_Month_val,MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_MonthlyDeliveryList_MonthlyDelivery_Amount_val,MonthlyDeliveryScheduleTotal_ProcQuantity_val,MonthlyDeliveryScheduleTotal_MonthlyDeliveryList_MonthlyDelivery_Month_val,MonthlyDeliveryScheduleTotal_MonthlyDeliveryList_MonthlyDelivery_Amount_val,@PARENTROWID,@PARENT
"2015","","AMCOM EC, Huntsville, AL","2015-04","2015-05","1","","1065.000","false","","C","FP","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","0daeb3840995e315e0845fec38ebc9e30d4d58064f2184f55430dcb7cef2d891","0-c223073bddc49471b5000c02ac27e7e17d447982fe92520f23f1b73501b65962","","","","","","","","","","","2-1da32498d7317e708383ddda39faf5db0bc825698e4772e55e6bd2d7a96999b2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2016","","TBS","2016-02","2016-02","1","","728.000","false","","C","FP","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","0daeb3840995e315e0845fec38ebc9e30d4d58064f2184f55430dcb7cef2d891","1-3910fd7efcc19051468b8ea27683b539c9bcab4d17dca94cc884367e992f00d8","","","","","","","","","","","2-1da32498d7317e708383ddda39faf5db0bc825698e4772e55e6bd2d7a96999b2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","","ACC-RI, Rock Island, IL","2014-08","2014-09","1","","496.000","false","","C","FFP","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","0daeb3840995e315e0845fec38ebc9e30d4d58064f2184f55430dcb7cef2d891","0-9979cc38e508560e665359751f390269af7b18a7ab8f43003090e7fb23935317","","","","","","","","","","","0-559153974a00e89359936f62def01cb9b4a67b88586f41d70e10e3b8fd9c35f4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","","TBS","2015-06","2015-08","1","","1700.000","false","","C","FFP","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","0daeb3840995e315e0845fec38ebc9e30d4d58064f2184f55430dcb7cef2d891","0-a8a745670c6309c2db324abf472d272b346d6e28315c5384da0f24faecfadb30","","","","","","","","","","","1-abd1b4ae0fbcba230aa851a22f6adea189799c5b0abe092b7dbdc540a55daf35","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","","ACC-RI, Rock Island, IL","2014-06","2014-08","1","","3988.000","false","","C","FFP","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","0daeb3840995e315e0845fec38ebc9e30d4d58064f2184f55430dcb7cef2d891","0-63bf278b17bbb5c93570641c2a5e5d97fa1a63fc25ce42bc01036cc794048d5f","","","","","","","","","","","0-5b92b61a4ba1eb5a0b76f7f757b938e9b6cdf4be8a1189c8560cd5ba82a8d67b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","","ACC-RI, Rock Island, IL","2014-06","2014-09","0","","1372.000","false","","C","FFP","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","0daeb3840995e315e0845fec38ebc9e30d4d58064f2184f55430dcb7cef2d891","0-137fc86beb571c64582585fcafe7b80d1be9a4c93a36a08369d5b3c1e82e1db2","","","","","","","","","","","1-d8e3f50e44ea958aa632428ecb72469824177f53464f387700b70dbc80bc769d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","","TBS","2015-06","2015-08","1","","6041.000","false","","C","FFP","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","0daeb3840995e315e0845fec38ebc9e30d4d58064f2184f55430dcb7cef2d891","0-b13ffccda6813559a9625ee3b4ec186c78b2c4003535dbb01b86bb8942ca29b6","","","","","","","","","","","2-e83d3d4167c0ccd6a55a6314cb94ba29c264770a2808d744a491d11a2eaaf275","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","","TBS","2015-04","2015-06","1","","761.000","false","","C","FFP","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","0daeb3840995e315e0845fec38ebc9e30d4d58064f2184f55430dcb7cef2d891","0-e8404367af1968fac89966d06d769c709190b64825429ed5122536fe88f3c697","","","","","","","","","","","0-251994998096b6c847cdf1cf90a7c79ceec1038350b4fdd7e0600dc3406b68b7","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","","MICC, Ft. Eustis, VA","2015-09","2016-03","1","","451.000","false","","C","FP","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","0daeb3840995e315e0845fec38ebc9e30d4d58064f2184f55430dcb7cef2d891","0-d7c3025d7a0269f4e7d3077a54aba45a2b7b7631b8d39e8177d3807f11800ad0","","","","","","","","","","","0-a538b7626d54a6f12cdcf7b0b3ee8b8c9956780424fdf8c87ffde29e44fa438d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","","MICC, Ft. Eustis, VA","2014-06","2014-08","1","","48.000","false","","C","FP","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","0daeb3840995e315e0845fec38ebc9e30d4d58064f2184f55430dcb7cef2d891","0-f08bf696470381dead59d12f1af9ce260737a9f652917aba380c58782b71e20d","","","","","","","","","","","0-8c6deffaef1de49326ab7102cc81771034a65734d4358d9b95eac25f3f5c1bad","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","","TBS","2015-07","2015-09","1","","155.000","false","","C","FP","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","0daeb3840995e315e0845fec38ebc9e30d4d58064f2184f55430dcb7cef2d891","0-df2a9b099209ed9a5030ac5ac5392237c5d2f815366845a52fe2cda0e3f6b75a","","","","","","","","","","","1-58bef6e56f02c9d91bdea464b32ca253b7dfe0e593251fad7e21a7d7a52aa686","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2016","","TBS","2016-07","2016-09","1","","151.000","false","","C","FP","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","0daeb3840995e315e0845fec38ebc9e30d4d58064f2184f55430dcb7cef2d891","1-1780281f4b1fdbaedb003923f4aef7948c357b985def91e8718e53e81238c384","","","","","","","","","","","1-58bef6e56f02c9d91bdea464b32ca253b7dfe0e593251fad7e21a7d7a52aa686","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2016","","MICC, Ft. Lee, VA","2015-10","2016-08","1","","350.000","false","","C","FP","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","0daeb3840995e315e0845fec38ebc9e30d4d58064f2184f55430dcb7cef2d891","0-8e7b9cc7b1874b83841024b637e14e1d58abb6d63fd7816602d43b9038620997","","","","","","","","","","","0-b1c4279421c3d839231c45398ca9170d8e5e50ab066a01dcc1e0ced532b24a09","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","","TBS","2014-07","2014-08","1","","430.000","false","","C","FP","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","0daeb3840995e315e0845fec38ebc9e30d4d58064f2184f55430dcb7cef2d891","0-a1223c89c0857a518a513cffc17d49d45e4786ee6590e2bb8d34886198806418","","","","","","","","","","","0-380bb126d256f3a5bda568940553031d2166a6f5ad9441438bf8a0b0a4f5c792","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","","TBS","2015-04","2015-06","1","","1138.000","false","","C","FP","2016-BASE_PROCUREMENT-2016-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","0daeb3840995e315e0845fec38ebc9e30d4d58064f2184f55430dcb7cef2d891","1-13bd07e56c5746260384f6212886bfedbfc20709fa3630e626c11b1b9ddace28","","","","","","","","","","","0-380bb126d256f3a5bda568940553031d2166a6f5ad9441438bf8a0b0a4f5c792","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","","AMCOM EC, Huntsville, AL","2015-06","2015-07","1","","1050.000","true","","C","FP","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","e2c89fbeb812916900eca5c27f8af4e89ad05088685814bc9bb1805868e5dd11","0-056219822890515aa900fdf4ee7118c09ac4d4ff7852a902a18770744f82a7f0","","","","","","","","","","","0-857a8bc5765a788ff97b96cb00b585ff85efc90bac32ac871fb196ebbaaacf4d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2016","","AMCOM EC, Huntsville, AL","2016-04","2016-06","1","","728.000","false","","C","FP","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","e2c89fbeb812916900eca5c27f8af4e89ad05088685814bc9bb1805868e5dd11","0-d7b8a99ae57fe49af21c0ef7c6bec27969b7decd6f7149ae92aaeab256fc4d18","","","","","","","","","","","1-2bf364192cc2d889b826624ba50033a5ba093635d2ba8bc9d1bbf03b560d4521","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2017","","AMCOM EC, Huntsville, AL","2017-04","2017-06","1","","842.000","false","","C","FP","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","e2c89fbeb812916900eca5c27f8af4e89ad05088685814bc9bb1805868e5dd11","1-7dcd412e7a3d3f0abd5e37b28dd92085f68257ca2eb1b29747b0cf7ba504e737","","","","","","","","","","","1-2bf364192cc2d889b826624ba50033a5ba093635d2ba8bc9d1bbf03b560d4521","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","","ACC-RI, Rock Island, IL","2015-06","2015-08","1","","700.000","true","","C","FFP","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","e2c89fbeb812916900eca5c27f8af4e89ad05088685814bc9bb1805868e5dd11","0-1aa62fef5cdb9b5ede5e0c09146a307d127be35b427ffb661ed636cd6e15971b","","","","","","","","","","","0-751159ed88aa026f78250927dfc93f14f99ad33fb3d6c0601e89cd4eca92230a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","","TBS","2016-04","2016-07","0","","1000.000","true","","C","FFP","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","e2c89fbeb812916900eca5c27f8af4e89ad05088685814bc9bb1805868e5dd11","0-9a0290b384745ec8a092cc2cd1912ce2542dc9060910b8ab2313d6122e9ea3d3","","","","","","","","","","","1-be421dd7da70f71506c0a43f5717d36d0f47dd6482cccec7efffdf9c98e07985","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2016","","TBS","2016-04","2016-07","1","","660.000","false","","C","FFP","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","e2c89fbeb812916900eca5c27f8af4e89ad05088685814bc9bb1805868e5dd11","1-f668285b83614005a21d06ea056e4191595f30b9db635d8c47d3b95bf377c965","","","","","","","","","","","1-be421dd7da70f71506c0a43f5717d36d0f47dd6482cccec7efffdf9c98e07985","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2017","","TBS","2017-04","2017-07","1","","479.000","false","","C","FFP","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","e2c89fbeb812916900eca5c27f8af4e89ad05088685814bc9bb1805868e5dd11","2-464859db01d7294bb4d91279d6193f2b12c7277352deaa9e196548650b6dfbee","","","","","","","","","","","1-be421dd7da70f71506c0a43f5717d36d0f47dd6482cccec7efffdf9c98e07985","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","","ACC-RI, Rock Island, IL","2015-04","2015-07","1","","2893.000","true","","C","FFP","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","e2c89fbeb812916900eca5c27f8af4e89ad05088685814bc9bb1805868e5dd11","0-13656e0ac1c44049d53dfd63cd1c380cdce77ae6fafb295eece0e1472d477914","","","","","","","","","","","0-7c9158b4a307ac169532b4a7a7c27ccbcb82aa3345f00ad860b4e24787b611ee","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","","ACC-RI, Rock Island, IL","2016-02","2016-05","0","","2147.000","false","","C","FFP","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","e2c89fbeb812916900eca5c27f8af4e89ad05088685814bc9bb1805868e5dd11","0-e8843348e73d5ecfb384c2cc035c1d156ef3b0c1ac06a82c6f4c709b33e5836e","","","","","","","","","","","1-9e41fb15979370656e27a19270430f71a631994fd85d65c201b6b65a23043b7d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2017","","TBS","2017-04","2017-07","1","","6605.000","false","","C","FP","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","e2c89fbeb812916900eca5c27f8af4e89ad05088685814bc9bb1805868e5dd11","0-4bf214a70ef8c4e51a1769ee7272eb5cfc7f1e24e9f48d245457f4693d2cf678","","","","","","","","","","","0-7c0ed068271e3f420fe7c36cffe4d419c79e40dd409445476c43f5e5b11f9844","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","","MICC, Ft. Eustis, VA","2015-05","2015-06","1","","434.000","true","","SS","FP","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","e2c89fbeb812916900eca5c27f8af4e89ad05088685814bc9bb1805868e5dd11","0-11ad572365e57f6fa882bcb707841be4ca03a8506bc74a8de91707580e91854b","","","","","","","","","","","0-0f1b7f2320271f4ec3ad775e6f1e2261aaf46f4efbb4fede26bac5df4fce7164","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","","MICC, Ft. Eustis, VA","2015-07","2015-09","1","","49.000","true","","C","FP","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","e2c89fbeb812916900eca5c27f8af4e89ad05088685814bc9bb1805868e5dd11","0-2985b8d03a02b156fb74af0f60be7c2cb48f03a1beb14277f339ddb3fd5e94d6","","","","","","","","","","","0-1843bbe04e45c00fe89f7b44b04d90cf7ec98c1d43dc12cdef9fa597b8cdb256","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2016","","TBS","2016-07","2016-09","1","","151.000","false","","C","FP","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","e2c89fbeb812916900eca5c27f8af4e89ad05088685814bc9bb1805868e5dd11","0-30abdd8762ea165be06551a8e61922692ecc33c51823ef35d6d80d4fa410f19e","","","","","","","","","","","1-8d0c0457e8def7c56599facf27f625cd9345e0f761cca2d5aeacd7c9a1aecd53","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2017","","TBS","2017-07","2017-09","1","","147.000","false","","C","FP","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","e2c89fbeb812916900eca5c27f8af4e89ad05088685814bc9bb1805868e5dd11","1-1a4f33f7b5fcd8e924349b9d407ef96a24947b58cb01f4ef4e3cea91532d3efb","","","","","","","","","","","1-8d0c0457e8def7c56599facf27f625cd9345e0f761cca2d5aeacd7c9a1aecd53","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2016","","MICC, Ft. Lee, VA","2016-02","2016-08","1","","350.000","false","","C","FP","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","e2c89fbeb812916900eca5c27f8af4e89ad05088685814bc9bb1805868e5dd11","0-e3a11695d00cab6428b04f77ecc0fce6ca06696ffa2b6fe753d92d766d47bb85","","","","","","","","","","","0-e65547f3541441e151f0671b9116ec30b62d3872587ce271bbddaaf90cc2b4dc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2017","","TBS","2017-02","2017-05","1","","498.000","false","","C","FP","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","e2c89fbeb812916900eca5c27f8af4e89ad05088685814bc9bb1805868e5dd11","1-1a8ddf444900c3213cbe1c99eb39aa17633025de25f411d4003b28094a97d00e","","","","","","","","","","","0-e65547f3541441e151f0671b9116ec30b62d3872587ce271bbddaaf90cc2b4dc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2018","","ACCRI, Rock Island Arsenal, IL","2018-03","2018-03","0","","0.000","true","","C","FP","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","79442e00cbe7bfd4a4ea29a3f4d53f5b896df57a421ca9e4115007f2a5a4e861","0-24fd860274a63506e63bd48cc0583d869c33bd59c07d0e0083384573aa760285","","","","","","","","","","","0-163486030a7822d7391c1368b84ef4eaa90fcce7c96b072a824869ba805f1296","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2018","","TBD","2018-01","2018-03","1","","3867.000","","2017-10","","","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","79442e00cbe7bfd4a4ea29a3f4d53f5b896df57a421ca9e4115007f2a5a4e861","0-891667599ab1f2d943c77085495ae5032937e3bd406e36c093b68054a6cefe7e","","TBD","2018-04","","","","","","","","0-8cb18fa4ee26942c01649c2a32349a139df39c67aa6425d5ea01184df37c2b47","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2016","","Redstone Arsenal, AL","2016-09","2016-10","1","","760.000","true","","C","FP","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","4fcec47d2ef2c5e454ef51ea8d74e89b75e63959a68d7baa4c0a97b8a1fc8c6e","0-4993d083aa60bdaff4f2cc4b07b77f4fc4eb559e67474b0befe9bccc395afb5a","","","","","","","","","","","0-03d786e81fd561910b76a11347eb321f2c2216689655328d57a85dfb023af161","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2017","","AMCOM EC, Huntsville, AL","2017-04","2017-06","1","","842.000","false","","C","FP","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","4fcec47d2ef2c5e454ef51ea8d74e89b75e63959a68d7baa4c0a97b8a1fc8c6e","0-4a4741aaaac3728b6ed62239e3a5345ec5487d5f058630e9eb807ed7dd7e708c","","","","","","","","","","","1-66339b7543884a1e285b1bfb073d835138a9cf562abe09fe33474ef7172403a4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2018","","AMCOM EC, Huntsville, AL","2018-05","2018-07","1","","637.000","false","","C","FP","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","4fcec47d2ef2c5e454ef51ea8d74e89b75e63959a68d7baa4c0a97b8a1fc8c6e","1-392b81d836d6b442fd87efbd37be773ecbd82823e4e036c6653ac69cd829bbf8","","","","","","","","","","","1-66339b7543884a1e285b1bfb073d835138a9cf562abe09fe33474ef7172403a4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2016","","TBS","2016-04","2016-07","1","","661.000","false","","C","FFP","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","4fcec47d2ef2c5e454ef51ea8d74e89b75e63959a68d7baa4c0a97b8a1fc8c6e","0-a19f9da7e662c56f4a5747f69347fead9a57524e4f2f05a74da91d7282a373da","","","","","","","","","","","0-62a767f972b8936826ea9094a9eab8a4bfb34b30a7a4f842082247fc05d0b2bb","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2018","","TBS","2018-04","2018-06","0","","0.000","false","","C","FFP","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","4fcec47d2ef2c5e454ef51ea8d74e89b75e63959a68d7baa4c0a97b8a1fc8c6e","1-88634a423753a43544b38001c966036fd49e7d8ad7e4892f95a9a28b1989ec9c","","","","","","","","","","","0-62a767f972b8936826ea9094a9eab8a4bfb34b30a7a4f842082247fc05d0b2bb","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2016","","DISA/DITCO, Scott AFB, IL","2016-07","2016-07","1","","308.000","true","","C","FFP","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","4fcec47d2ef2c5e454ef51ea8d74e89b75e63959a68d7baa4c0a97b8a1fc8c6e","0-88a626a722fb6178a1bd61b419311d371645639168cfece91956fec51dbcffed","","","","","","","","","","","0-7d4247df491ba94488472bc3a870cf6ce852edd0b3603a03bf6b09af6cdd2994","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
