Name_val,Cost_BudgetYearFive_Quantity_val,Cost_BudgetYearFive_TotalCost_val,Cost_BudgetYearFour_Quantity_val,Cost_BudgetYearFour_TotalCost_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"Air National Guard","","","25","2.725","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","88ecf7b4108f5008c743b1f4b59161bedeb688ad0bc869dc12bac8af9b1ecb31","1-fc407e2192ed48f6d4703d87f314df5ffee9e059542d091c9b5c8a2dbb6f2a9e","0-618a33bc9fc8dc14b5bdaf5747ab5658c07321f3f88c5814608be476a436ee12","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","815","1.206","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","88ecf7b4108f5008c743b1f4b59161bedeb688ad0bc869dc12bac8af9b1ecb31","0-115fab7c324161337b1567d7452a7b464a00bf0c720fb6be061766a8981b06a8","0-a95b63137015e6b0009b79ab3d407b4dd5d04e34a31f8d6f16428aeedfe7242b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","71","0.105","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","88ecf7b4108f5008c743b1f4b59161bedeb688ad0bc869dc12bac8af9b1ecb31","1-2ee64b866e4c5071196f8f9eca9987eda4dadf11affb9b7309e055b5d03f0bb7","0-a95b63137015e6b0009b79ab3d407b4dd5d04e34a31f8d6f16428aeedfe7242b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","4","1.778","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","88ecf7b4108f5008c743b1f4b59161bedeb688ad0bc869dc12bac8af9b1ecb31","0-f402989e749e915deccbc92f9246238fdfea4e92c6b8bd2432f8ad490a003631","0-9390510e621c4fca66f7241d61a17c3c119883f8de752ee06c488ef7370f7278","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","14","1.803","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","88ecf7b4108f5008c743b1f4b59161bedeb688ad0bc869dc12bac8af9b1ecb31","0-5e413408ea2b995b4855c6806c609ce12d0b1f8cb99746fbced2189af84b4cbd","0-7afa0b00aca88f8d9784e489b447d2fbc5e6cebbfeafb5291ff41117fb071a80","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","25","0.006","2013-BASE_PROCUREMENT-2013-AIRFORCE_MISSILE-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","4b933a3b0df1e43c4bcdded83158fbaa2a43db0d4f3f4b22835363e25886b079","0-5f12dd3d8edad324d78f11d9159bdf8b156d764c189b0bc7dda4a58a3aee8935","0-58c8b993b65a9438d5ffe0242906ed0496d0f1d04d733ad529537f17613d8b45","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","25","0.006","2013-BASE_PROCUREMENT-2013-AIRFORCE_MISSILE-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","5ea5aea487c4142ac07c5e8828c09c2fc1c2108c0ba563b141f13522bc965ebf","0-a6761b4a8ce11b6bfd585048215199efeb23c1edf82e67adcf691b95a3d75b56","0-775a01c219eeb01271fc88906964b1322a7b80199c9654cc86e8eac1126ac7e7","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","1","0.075","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","ca4a21a6df897b8aea1925161ee0fd863476b50df1ca5a541e8d6f45ea12f962","0-c23716e026262193ba0bd9bb3e85668d6d37c47cf045dcb4c710c64484b5e037","0-3993d1b3c08adba259d0099f74b554b2cc7c4ba1b25e4493614c19e459dcb664","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","2","0.2","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","d92e9313cbd8cc005423f86d21bd5824ffdc33ba0eedf34c43fb31c7cb4b7fb2","0-a7a3ccb10fc401caac2863ced6d1cf04b6c8de8c1f0ac661fd8be2b3f3c8edff","0-be8f7d5c45617eac78f0745ce8e2931d3d7430880138cd44c4804a9ff3998337","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","1","0.075","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","88b46961904815d0d0364584a26fb1b66eaa42ea170fe6f8d779c0476071f4cf","0-9d9e8a9d64cba0e43f35983c80d33a3b360bb4186988f494db58830b235957b3","0-a0beb219e59f03270a5866d306692eb65244c011929b4e84bf4c384bf99db744","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","2","0.2","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","7a27bbe4229cf595fb46d3bfb1d4a54a599e6c5a47461df2d59feb821780cd04","0-7590767775c5cb99c39ebf3b9036ca098b93117a2c2955bde4e848372f5dacde","0-e8cbd4871b48f9b71fe84ac184b9feab323aab16c739698c32588b8fe93ab6ff","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","33","2.252","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","78c918e558351b6288ed00d3fa0158ff56c3e1927815f4e37c6567350b25fdbd","0-3e85b247982b8287cb3b19d9e150b49f0d4dedd4402741f258736ada694e0ba9","0-6ff11041be99dfd7053c4bec83096914af6466d6630d38bd866ee28be3fc5272","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","2","28.9","0","0.000","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","ef4de724616dbe350c2d8cdbad81862d16464e02ca15409491c910e75a43c4a7","0-ae8702c29d11e518b09d4f2884e8a411ba54371766e8168dd9872e78f5916815","0-9a5d401ab0d591b248e664d0f90da25ecf4f444108050f7359863aa3172b1ab3","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","0","0.000","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","6e816b280add2c6e3187c3bccce8af48caea4e5a4a368db70425872ae7cc52fe","0-3e0e8ad16593b19002194e9ea7d413a40b848aa0aa454b164dc0f103aae079f4","0-eaf0461bc4d62f2f1423bce19cf242a00b9787455534e5dde762d8e9a394eb5f","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","32","0.819","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","8d4d83cc23dd2a0a56b5f91803df15fd1e4e30278d868b9d2ba94e70a834086c","0-1c8564cc1c917379d265105b4ea8a5753dfe3a089da439612f81fe53aba043fe","0-1fdaf0725e0a5ca1e4a5b012776a53144932718fe46546a274a8785801d35b33","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Reserve","18","0.461","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","8d4d83cc23dd2a0a56b5f91803df15fd1e4e30278d868b9d2ba94e70a834086c","1-03fd06de60bb5bbc5cda2a6738566a243e9e593e3aaa29b5810a0462e4eea7be","0-1fdaf0725e0a5ca1e4a5b012776a53144932718fe46546a274a8785801d35b33","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","1","1.239","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","410a397b66e859f8c3242c34d26b9ae62c6f8f87c219cd47b018398244f3be5e","0-f61520f7b84ba5a3894416061834cdce7a0a8baf0ff950d41b95411a1f30bdb0","0-3dc6ac5d2ce691d78f755e0080c7c4153bc50bab5fdd7830d524721bb1338543","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","1","0.913","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","410a397b66e859f8c3242c34d26b9ae62c6f8f87c219cd47b018398244f3be5e","0-7b3d67bf3ce927ef287f606d58963d5e84015b315c8095db2dd6f2f65cbf8825","0-2a93a7e1e4beae53c417fad898206fb7733844a56cbdd36fc6c2f7442c65d6e3","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","17","6.433","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","81086703d7e34788d0866dccf90214b011ef561d84f56a2eba9d46fd23429dd7","0-def2a95a1a3c1c9a8a07a8d6510fd74a1ac99ce23f9c753efd2f2aaa46b09fa6","0-8ea4307f80595db01449e323017db91e5d094c21fd58e258a071f93833ccfe7e","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","17","6.433","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","81086703d7e34788d0866dccf90214b011ef561d84f56a2eba9d46fd23429dd7","1-1e089fa748db483cbd0056bbe806a63418f2dc1706781d59cefb0fac03fdb9c2","0-8ea4307f80595db01449e323017db91e5d094c21fd58e258a071f93833ccfe7e","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Reserve","6","2.27","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","81086703d7e34788d0866dccf90214b011ef561d84f56a2eba9d46fd23429dd7","2-9692bb1dfbfc570f2c418b940543f7a13d1fc650c54048e4a94b0bf826707c31","0-8ea4307f80595db01449e323017db91e5d094c21fd58e258a071f93833ccfe7e","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","2","9.093","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","6e8433923b29c97885d1fa7c604c8a7d21001c849e27ca06bdc9423153a35683","0-303b99f37b377d15f22cf8da4ebe7a0da14da45ff0b9b05fcb13ffe4b6292b97","0-6165a3c391aa83e4c8d4ee6e8fdbe8bd618ab4944a35d8658576c506921d8875","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","1","5.008","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","81b8596bd2ba2f4935fed43efbec1ecb1dbbdcf0a79ee9b159c92e18e7f5f8a8","0-4c7951b423cdfc5a7cb309a38c0c97f9e70ce078bea6bf356282f2708499e40d","0-ab1de626d3d3cc2211a814616a5c8d7b50b7ca524076748076fa85516fcebdc6","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","4","47.782","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","81b8596bd2ba2f4935fed43efbec1ecb1dbbdcf0a79ee9b159c92e18e7f5f8a8","0-d11fdc58399ae2ede16f29e8428f9d30b862fcf640540dc2adf6a70412fc8e25","0-9e09c65b2bc763f0f76cc076dae69fbadf6d86038da6d70cd8c1e520ab65c0d9","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","1","5.085","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","81b8596bd2ba2f4935fed43efbec1ecb1dbbdcf0a79ee9b159c92e18e7f5f8a8","0-e2be2e3777fac74fc8574a241d79da830706b42446f336af2c17bf299dda75d3","0-7b8164de4a780c68baf623286f991f2cd9d659785f92ccea559691534cee342c","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","2","25.951","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","ad55be7d6ff97791b35119cf0d431f2b3a3b84ef994156f94776f9dc48c47e89","0-8af75e35352bf7d56bf40ff37605625e3d23efcc4d931203ebcbfba5aa89c733","0-64059f9837bf135bae4c1acf453cbf67be15a66ccf8a055eb82ff3027e332924","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","6","0.162","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","d70fb92aabb09ca41325ce707a1ace9d77c43287dfb237c049a94e23b4c72d42","0-35cd7132d83b500ac24fbcc37dfc58aff897bc6c5dbbfb5f36978cc251f08037","0-24687474bc2da89a33d2ff8a50b61bf8c39a7da3920e8d3eb5bcbc99c894660d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","1","1.009","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","fd49480b3f34f7dfc61e0498ff6327e953a83b23db9a63cebb57a0679750f0d7","0-5093c9a4a002ab3a92e55e0b2ecafaa32a5a11aa972791f1e028d02cef5d1d47","0-49da1527a71f7f251a6e9a6da23d9d616389f62d1022dd6ca39080f515349ef5","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","3","1.5","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","408c492aad2565e84f421b56bf4cdbe4a07281d66b4d11001af37b8fea281e12","0-f3834685e886d51bb8b5bafecf4bda94e22ca02ac524c21baa8b7b6af55d9a5d","0-1b0eefbc78dfdc89e650e4f9f594795fd3df86c209dcfd19fd0539f1b51b8dcc","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","87","2.906","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","5c7234855bfa8ab5a338693e859871f6cc1446192142d73797c7b4e0d1a8396b","0-0ef2878b05597d8027c91921af8ea5fad93013b85407b4aaf6f34dd11f64962e","0-53666a087c7042c23319db0e01881b72f5a728be681e4d78d1d94fb1fa497602","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","964","21.553","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","b12d5a01b7ace282920ee4cd1a8a505840616fd0564da6061bde25ce369cffe3","0-4911e28d683869cbc1a54b1e7ff342a4d01c02694c313228eb025c2113c702ac","0-3e68861279270e77ac7e6ea1f994ac0fbb6df40b77ed6e409381dfb1d6269a3e","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","","","174","3.291","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","b12d5a01b7ace282920ee4cd1a8a505840616fd0564da6061bde25ce369cffe3","1-cad9cbd7d00c17b8a02f32fb0653f64c4a3373263f47366fd8a1a6f3cfaee8b3","0-3e68861279270e77ac7e6ea1f994ac0fbb6df40b77ed6e409381dfb1d6269a3e","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","671","0.878","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","b12d5a01b7ace282920ee4cd1a8a505840616fd0564da6061bde25ce369cffe3","0-d1b80d2ce473ed654fb0cc35518b134ebd42d27834ebfe1a334b8219ec130ef1","0-a5b46e3652d1affa0122be39a90ef34f93ae06417192e8ae9e5d52456d9cb98f","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","74","0.097","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","b12d5a01b7ace282920ee4cd1a8a505840616fd0564da6061bde25ce369cffe3","1-1882960e244089cb58da9dfe1a40e458221e19695addbaa3107110d7bb1c2db4","0-a5b46e3652d1affa0122be39a90ef34f93ae06417192e8ae9e5d52456d9cb98f","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","4","1.25","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","b12d5a01b7ace282920ee4cd1a8a505840616fd0564da6061bde25ce369cffe3","0-e498aae40ac6bc2dad195bd937fdeba35e897fcc3d9b814f481e84a64f2fb53a","0-276119e9c6a8172f3258eac47f20a698befee94483f68ca1cb45abbf14e025a9","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","10","6.25","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","b12d5a01b7ace282920ee4cd1a8a505840616fd0564da6061bde25ce369cffe3","0-9c0d453e5ddc3ff33f65aca8b91928e5d1b2720fe977e1e406b6cf021148bff4","0-a189d67c38b877c0925bdbb07cb327e1929f45b102919467ce39ebe1145c8c6c","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","18","3.55","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","c8f31e33d85c2ae7b9ea6f5b7434c9ce9975a166d18248001748d2083cabb5e1","0-75d07e9de7bad7da0e27fed22464b222cf9c6d5f332d078f4fcdfcd81293ceb2","0-52990a862227bec45e5ddd186f0d49a6c5bf5c977842f5a68e4ab5e98fbb39f0","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","18","3.55","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","2e21f726367d918b2eb5cbfcf3589ef44017d35b4ba706d8541e8cb65c1c9e9b","0-a5b1f3d6b1b005597451c82b248df2c02069cc33c7f745158ae6cf09a192e361","0-c4b845eb2e3704f951fb386fd9c6479d0e9ea0a21fc0655e719019c16131ce22","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","18","3.55","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","3d1eb3c5666747a9d92f661ece888887cc86048cbc0f8f078ea392b035733c0d","0-55b975f3942cc97dd7a7dc92883d12ea9d3dedf4b9cfb476f9fc8d690f40c04e","0-b90d823fe34aa724de18d0348f5aedb7fd545b2171a5ae5d8c8390897fa1d8dc","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","33","2.252","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","b9f329656300dc0ffbd2fe4838cfedae37e513481de1c73f94db2285d73a7bdc","0-bb1fb98857d1cad1466fbb590c9f90391e1f638d7c3d72443f25eb612bdf3631","0-1c7c47e3670c0d2d5f0531fd6e1938469bfaad7d9fa7162278f3229a30c62b0e","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","2","28.9","0","0.000","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","7b89c00e8cf81cd9836555448995658ef5597146bf66ed04432566c529454884","0-215002e051540f283174660b977159303835ed87de7d316a7c6866c8015175ce","0-8aad90bb39a898f8de988799a761c78b9554801174c03ad93c5fafccee6cb65b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","0","0.000","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","2f52dfa3f8bead847744714ccb33095b834dd66a79765aa2444b1c9adcfa263f","0-3b6a241e8338b44e153c9a801a7f4f4a097f05b1ff4cdc4efc6e5079c04afe6e","0-3a1502e57911b993ef46a44e8159f29cd58f85db78488e6956a66385ade83bfd","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","32","0.819","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","0adb94f2acf9d99f5b4bc6417a1d27c0f1d40fe934ae0b6dec35f050909dd167","0-e763c290ce2bba7e08a5f7ba65f9a60afa351abde602845e2007233cbdf2b05e","0-936710a42f2710a010e29667e49815ebbf50ada62ee233d7dfdf80e920897a2a","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
