Name_val,IdCode_val,Cost_AllPriorYears_TotalCost_val,Cost_AllPriorYears_UnitCost_val,Cost_AllPriorYears_Quantity_val,Cost_PriorYear_TotalCost_val,Cost_PriorYear_UnitCost_val,Cost_PriorYear_Quantity_val,Cost_CurrentYear_TotalCost_val,Cost_CurrentYear_UnitCost_val,Cost_CurrentYear_Quantity_val,Cost_BudgetYearOneBase_TotalCost_val,Cost_BudgetYearOneBase_UnitCost_val,Cost_BudgetYearOneBase_Quantity_val,Cost_BudgetYearOneOCO_TotalCost_val,Cost_BudgetYearOne_TotalCost_val,Cost_BudgetYearOne_UnitCost_val,Cost_BudgetYearOne_Quantity_val,Cost_BudgetYearTwo_TotalCost_val,Cost_BudgetYearThree_TotalCost_val,Cost_BudgetYearFour_TotalCost_val,Cost_BudgetYearFive_TotalCost_val,Cost_ToComplete_TotalCost_val,Cost_ToComplete_UnitCost_val,Cost_ToComplete_Quantity_val,Cost_Total_TotalCost_val,Cost_Total_UnitCost_val,Cost_Total_Quantity_val,Cost_Continuing_val,Cost_Quantity_AllPriorYears_val,Cost_Quantity_Total_val,Cost_Quantity_PriorYear_val,Cost_Quantity_CurrentYear_val,Cost_Quantity_BudgetYearOneBase_val,Cost_Quantity_BudgetYearOne_val,Cost_Quantity_BudgetYearTwo_val,Cost_TotalCost_AllPriorYears_val,Cost_TotalCost_ToComplete_val,Cost_TotalCost_Total_val,Cost_TotalCost_PriorYear_val,Cost_TotalCost_CurrentYear_val,Cost_TotalCost_BudgetYearOneBase_val,Cost_TotalCost_BudgetYearOne_val,Cost_TotalCost_BudgetYearOneOCO_val,Cost_TotalCost_BudgetYearTwo_val,Cost_TotalCost_BudgetYearThree_val,Cost_TotalCost_BudgetYearFour_val,Cost_TotalCost_BudgetYearFive_val,Cost_TotalCost_Continuing_val,Cost_UnitCost_AllPriorYears_val,Cost_UnitCost_Total_val,Cost_UnitCost_PriorYear_val,Cost_UnitCost_CurrentYear_val,Cost_UnitCost_BudgetYearOneBase_val,Cost_UnitCost_BudgetYearOne_val,Cost_UnitCost_BudgetYearTwo_val,@SOURCE_FILENAME,@RECORDID,@ROWID,ManufacturerList_Manufacturer_Name_val,ManufacturerList_Manufacturer_Location_val,ManufacturerList_Manufacturer_MinimumSustainingRate_val,ManufacturerList_Manufacturer_MaximumProductionRate_val,ManufacturerList_Manufacturer_Rate185_val,ManufacturerList_Manufacturer_InitialQuantity_AdminLeadTimeBeforeOct1InMonths_val,ManufacturerList_Manufacturer_InitialQuantity_AdminLeadTimeAfterOct1InMonths_val,ManufacturerList_Manufacturer_InitialQuantity_ProductionLeadTimeAfterOct1InMonths_val,ManufacturerList_Manufacturer_InitialQuantity_TotalLeadTimeAfterOct1InMonths_val,ManufacturerList_Manufacturer_ReorderQuantity_AdminLeadTimeBeforeOct1InMonths_val,ManufacturerList_Manufacturer_ReorderQuantity_AdminLeadTimeAfterOct1InMonths_val,ManufacturerList_Manufacturer_ReorderQuantity_ProductionLeadTimeAfterOct1InMonths_val,ManufacturerList_Manufacturer_ReorderQuantity_TotalLeadTimeAfterOct1InMonths_val,ManufacturerList_Manufacturer_HistoryPlanningList_HistoryPlanning,AllPriorYearsDeliveries_val,@PARENTROWID,@PARENT
"Station Wagon","A","0.035","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","cb9726bb5886bbb4d5fbd9a27b2f81d23f2bb0160876e23b4d49c64e3c94012d","2-3c2f1878b60cae9c402d2cdb8d0fd24e552c52318005b69fc412ac428dc3a3c0","","","","","","","","","","","","","","","","0-043af730d08f989ad8e5f05a32c070645dd2505a5beec5d349b4fc987511abcc","root.record.ItemExhibitList.P5Item"
"Van-Wagon","A","0.059","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","cb9726bb5886bbb4d5fbd9a27b2f81d23f2bb0160876e23b4d49c64e3c94012d","3-5215ce75ba3db8476011bfa243d4d542a35d69ba849328065d56bc10b5d04b11","","","","","","","","","","","","","","","","0-043af730d08f989ad8e5f05a32c070645dd2505a5beec5d349b4fc987511abcc","root.record.ItemExhibitList.P5Item"
"Van-Wagon (8 passenger)","A","0.221","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","cb9726bb5886bbb4d5fbd9a27b2f81d23f2bb0160876e23b4d49c64e3c94012d","4-aa45baebb6041ea6029d06958c3e474bceb160d007babfa6d274a953fb49c09f","","","","","","","","","","","","","","","","0-043af730d08f989ad8e5f05a32c070645dd2505a5beec5d349b4fc987511abcc","root.record.ItemExhibitList.P5Item"
"Van-Wagon (16 passenger)","A","0.047","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","cb9726bb5886bbb4d5fbd9a27b2f81d23f2bb0160876e23b4d49c64e3c94012d","5-d9992defadefaf6e2dfb91706ced80b669daf7f571d852d67a01a18d3b697662","","","","","","","","","","","","","","","","0-043af730d08f989ad8e5f05a32c070645dd2505a5beec5d349b4fc987511abcc","root.record.ItemExhibitList.P5Item"
"Suburban","A","0.086","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","cb9726bb5886bbb4d5fbd9a27b2f81d23f2bb0160876e23b4d49c64e3c94012d","6-38d23a0e6193f0535c8091e39988206c14341451363c22b4aadf0caa95584110","","","","","","","","","","","","","","","","0-043af730d08f989ad8e5f05a32c070645dd2505a5beec5d349b4fc987511abcc","root.record.ItemExhibitList.P5Item"
"Sport Utility Vehicle","A","0.218","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","cb9726bb5886bbb4d5fbd9a27b2f81d23f2bb0160876e23b4d49c64e3c94012d","7-e8486a7c6e9aea8343bf0d8af6c4a65f7da148b7ba6e64619027dc71697a2be5","","","","","","","","","","","","","","","","0-043af730d08f989ad8e5f05a32c070645dd2505a5beec5d349b4fc987511abcc","root.record.ItemExhibitList.P5Item"
"Sport Utility Vehicle (4x4)","A","0.288","","","0.2","0.05","4","0.05","0.05","1","0.1","0.05","2","","0.1","0.05","2","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","cb9726bb5886bbb4d5fbd9a27b2f81d23f2bb0160876e23b4d49c64e3c94012d","8-dedfb466584294fc1939e2940d11ef9905b53c2d29632ee47b1c3c3eac9d54d3","Various","Various","","","","","","","","","","","","","0-043af730d08f989ad8e5f05a32c070645dd2505a5beec5d349b4fc987511abcc","root.record.ItemExhibitList.P5Item"
"Passenger-Carrying Crew Cab Truck (4x)","A","0.041","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","cb9726bb5886bbb4d5fbd9a27b2f81d23f2bb0160876e23b4d49c64e3c94012d","9-3fb61034aa0a7b3b811e55342b0609b558100e64ec4dd9bb40dfcb27a214cac7","","","","","","","","","","","","","","","","0-043af730d08f989ad8e5f05a32c070645dd2505a5beec5d349b4fc987511abcc","root.record.ItemExhibitList.P5Item"
"Bus","A","0.052","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","cb9726bb5886bbb4d5fbd9a27b2f81d23f2bb0160876e23b4d49c64e3c94012d","10-4127805eb3e4491d485f3a21a90a82930db8bd694bec46e263b309261082d3d3","","","","","","","","","","","","","","","","0-043af730d08f989ad8e5f05a32c070645dd2505a5beec5d349b4fc987511abcc","root.record.ItemExhibitList.P5Item"
"Global Hawk Block 10","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","7","","","","","","324.974","0.000","324.974","","","","","","","","","","","46.425","46.425","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","ec976f28f64d06b6cdd6198f93851889e1b9beb1edb572669f3c69e02093017a","0-f08663711b53f87fd69b73bb65ebff89f8bcd95e4d6baf0db7f4ed05004fed3a","","","","","","","","","","","","","","","","0-44fd6a5c082ee1c9bb8bf28a47157e14e628d6f10264f2308e31ca3e5a430f91","root.record.ItemExhibitList.P5Item"
"Global Hawk Block 20","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","6","","","","","","326.777","0.000","326.777","","","","","","","","","","","54.463","54.463","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","ec976f28f64d06b6cdd6198f93851889e1b9beb1edb572669f3c69e02093017a","1-5c90cb24fe53f10beb34462d1ae46043f77da1839eea4268e163206a4fdb0df9","","","","","","","","","","","","","","","","0-44fd6a5c082ee1c9bb8bf28a47157e14e628d6f10264f2308e31ca3e5a430f91","root.record.ItemExhibitList.P5Item"
"Global Hawk Block 30","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","21","21","","","","","","1655.795","0.000","1655.795","","","","","","","","","","","78.847","78.847","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","ec976f28f64d06b6cdd6198f93851889e1b9beb1edb572669f3c69e02093017a","2-5ccfe29910656b36ea2062a119d5a14590f8137ee8774e9976f3b592b78fa80a","Northrop Grumman","Rancho Bernardo, CA","1.00","12.00","1.00","12","10","31","41","12","0","0","0","14","0-44fd6a5c082ee1c9bb8bf28a47157e14e628d6f10264f2308e31ca3e5a430f91","root.record.ItemExhibitList.P5Item"
"Global Hawk Block 40","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","11","","","","","","835.614","0.000","835.614","","","","","","","","","","","75.965","75.965","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","ec976f28f64d06b6cdd6198f93851889e1b9beb1edb572669f3c69e02093017a","3-e7706e41d19b26bcfcc4ac1c4b4168fcf2d6d9313dfeb6c7017e3ae646625c9b","Northrop Grumman","Rancho Bernardo, CA","1.00","12.00","1.00","12","6","14","20","12","0","0","0","7","0-44fd6a5c082ee1c9bb8bf28a47157e14e628d6f10264f2308e31ca3e5a430f91","root.record.ItemExhibitList.P5Item"
"Common Ground Station","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","10","","","","","","218.212","0.000","218.212","","","","","","","","","","","21.821","21.821","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","ec976f28f64d06b6cdd6198f93851889e1b9beb1edb572669f3c69e02093017a","0-2869d92c9a111089d065fad8963f19f62a7d8b9b355610047499587e807c0c8c","","","","","","","","","","","","","","","","1-d8cfc1a41ecdb5197b3f2cedc8277cc4fc6c83534c12ff0a1882dc61c951e2a6","root.record.ItemExhibitList.P5Item"
"Global Hawk Block 10","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","7","","","","","","324.974","0.000","324.974","","","","","","","","","","","46.425","46.425","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","16648ff2f063095212525067f95f94d1ab1e5d0f22d30259c24225f3f227ab5f","0-9fda67783e778819719d8900571f2ae0cef42ac118063270b35aef9c2469eee1","","","","","","","","","","","","","","","","0-7b2aeca29ff8fc3ef29797c9082a5bbccd66cbbc09d48fd713cca40721a047a5","root.record.ItemExhibitList.P5Item"
"Global Hawk Block 20","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","6","","","","","","326.777","0.000","326.777","","","","","","","","","","","54.463","54.463","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","16648ff2f063095212525067f95f94d1ab1e5d0f22d30259c24225f3f227ab5f","1-12fe02a5bf0df82d94181160f4a960084d9505f1fccca89c5e69d567f6c23609","","","","","","","","","","","","","","","","0-7b2aeca29ff8fc3ef29797c9082a5bbccd66cbbc09d48fd713cca40721a047a5","root.record.ItemExhibitList.P5Item"
"Global Hawk Block 30","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","21","21","","","","","","1655.795","0.000","1655.795","","","","","","","","","","","78.847","78.847","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","16648ff2f063095212525067f95f94d1ab1e5d0f22d30259c24225f3f227ab5f","2-98bfe69c52386aa2e17133bcf871dd6e5d3c5a78760e9e8aa8a2fb3304bc740d","Northrop Grumman","Rancho Bernardo, CA","1.00","12.00","1.00","12","10","31","41","12","0","0","0","14","0-7b2aeca29ff8fc3ef29797c9082a5bbccd66cbbc09d48fd713cca40721a047a5","root.record.ItemExhibitList.P5Item"
"Global Hawk Block 40","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","11","","","","","","835.614","0.000","835.614","","","","","","","","","","","75.965","75.965","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","16648ff2f063095212525067f95f94d1ab1e5d0f22d30259c24225f3f227ab5f","3-f668626cba0f82243edc2bb9773f9c1ab0c3ed93cd3c4fbea8479a7d55859c6a","Northrop Grumman","Rancho Bernardo, CA","1.00","12.00","1.00","12","6","14","20","12","0","0","0","7","0-7b2aeca29ff8fc3ef29797c9082a5bbccd66cbbc09d48fd713cca40721a047a5","root.record.ItemExhibitList.P5Item"
"Common Ground Station","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","10","","","","","","218.212","0.000","218.212","","","","","","","","","","","21.821","21.821","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","16648ff2f063095212525067f95f94d1ab1e5d0f22d30259c24225f3f227ab5f","0-d74d2b27294333d906156ae62e831cbe25e0e7c61cd00171b7bb17c762f1684e","","","","","","","","","","","","","","","","1-0b27560b6eee7365ee7a10eb449c0cc08b96aeaad8d462e7730568302c651f01","root.record.ItemExhibitList.P5Item"
"Sedan -1","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.161","","","","","","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DTRA-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2015.xml","e81d045cb6665780c45562863b98515cc5b88427215d979d0d18208155a82d3e","0-fec9b954a64cffa54c9a8ef8f0e3d4e795e07661666771da473977ecae6d2b85","","","","","","","","","","","","","","","","0-ab5f22ce37377785c097ff4410db110b1127fe85a39abd38d10ac2a1b8899f55","root.record.ItemExhibitList.P5Item"
"Sedan -2","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.163","","","","","","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DTRA-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2015.xml","e81d045cb6665780c45562863b98515cc5b88427215d979d0d18208155a82d3e","1-c11be482e223ec63d377db2b01fdf126b132e6423fa4ffd6fa35e01041a5848a","","","","","","","","","","","","","","","","0-ab5f22ce37377785c097ff4410db110b1127fe85a39abd38d10ac2a1b8899f55","root.record.ItemExhibitList.P5Item"
"Station Wagon","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.035","","","","","","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DTRA-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2015.xml","e81d045cb6665780c45562863b98515cc5b88427215d979d0d18208155a82d3e","2-ec45e19b712b2249f2d375e3d377a51368fd6c78ebdb4227bd4e89eb3175e975","","","","","","","","","","","","","","","","0-ab5f22ce37377785c097ff4410db110b1127fe85a39abd38d10ac2a1b8899f55","root.record.ItemExhibitList.P5Item"
"Van-Wagon","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.059","","","","","","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DTRA-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2015.xml","e81d045cb6665780c45562863b98515cc5b88427215d979d0d18208155a82d3e","3-73066fb5122210440c6614fe8acf7a654c039e6f0460e7daede220f09469046b","","","","","","","","","","","","","","","","0-ab5f22ce37377785c097ff4410db110b1127fe85a39abd38d10ac2a1b8899f55","root.record.ItemExhibitList.P5Item"
"Van-Wagon (8 passenger)","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.221","","","","","","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DTRA-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2015.xml","e81d045cb6665780c45562863b98515cc5b88427215d979d0d18208155a82d3e","4-32280671e55a19b957902c7611feef088e1ca72d8f58ae640367584e18be40b2","","","","","","","","","","","","","","","","0-ab5f22ce37377785c097ff4410db110b1127fe85a39abd38d10ac2a1b8899f55","root.record.ItemExhibitList.P5Item"
"Van-Wagon (16 passenger)","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.047","","","","","","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DTRA-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2015.xml","e81d045cb6665780c45562863b98515cc5b88427215d979d0d18208155a82d3e","5-1afb2acf4dea94f58832da62be4c088a2e309b5f68a526ca1c99e8b1f71c8474","","","","","","","","","","","","","","","","0-ab5f22ce37377785c097ff4410db110b1127fe85a39abd38d10ac2a1b8899f55","root.record.ItemExhibitList.P5Item"
"Suburban","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.086","","","","","","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DTRA-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2015.xml","e81d045cb6665780c45562863b98515cc5b88427215d979d0d18208155a82d3e","6-5f720f16cb4f29f39e672f19b4cd24cbcdba2d2beb12290947daee322b437d0e","","","","","","","","","","","","","","","","0-ab5f22ce37377785c097ff4410db110b1127fe85a39abd38d10ac2a1b8899f55","root.record.ItemExhibitList.P5Item"
"Sport Utility Vehicle","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.218","","","","","","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DTRA-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2015.xml","e81d045cb6665780c45562863b98515cc5b88427215d979d0d18208155a82d3e","7-c729a3bd22294f0e84890c5c79bb252d90378f10689aa3c842ccc85623fc9bc8","","","","","","","","","","","","","","","","0-ab5f22ce37377785c097ff4410db110b1127fe85a39abd38d10ac2a1b8899f55","root.record.ItemExhibitList.P5Item"
"Sport Utility Vehicle (4x4)","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","1","1","","0.488","","","0.046","0.1","0.05","0.05","","","","","","","","","0.046","0.05","0.05","0.05","","2015-BASE_PROCUREMENT-2015-DEFENSE_DTRA-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2015.xml","e81d045cb6665780c45562863b98515cc5b88427215d979d0d18208155a82d3e","8-874e3867beadc188820d73989573e40aa9c00f268dca1ea92ebe63f01c41a647","Various","Various","","","","","","","","","","","","","0-ab5f22ce37377785c097ff4410db110b1127fe85a39abd38d10ac2a1b8899f55","root.record.ItemExhibitList.P5Item"
"Passenger-Carrying Crew Cab Truck (4x)","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.041","","","","","","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DTRA-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2015.xml","e81d045cb6665780c45562863b98515cc5b88427215d979d0d18208155a82d3e","9-afd341b84be12544bfb8312a990183cb4054ecdccc47539f7e8538de51b057df","","","","","","","","","","","","","","","","0-ab5f22ce37377785c097ff4410db110b1127fe85a39abd38d10ac2a1b8899f55","root.record.ItemExhibitList.P5Item"
"Bus","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.052","","","","","","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DTRA-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2015.xml","e81d045cb6665780c45562863b98515cc5b88427215d979d0d18208155a82d3e","10-2c2227a92ee1735dbcad1326b69c2edb53cbaa15d4498f8871fd74ff149bf6a8","","","","","","","","","","","","","","","","0-ab5f22ce37377785c097ff4410db110b1127fe85a39abd38d10ac2a1b8899f55","root.record.ItemExhibitList.P5Item"
"Sedan -1","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.161","","","","","","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DTRA-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2015.xml","e245f26dacf3abda8e492a2a3c282fae95da9637f04bb57bd8218a2ae3a38edd","0-338dc6be07640190cd9f86f8488d199ae74c178eb978622448bc49119891a634","","","","","","","","","","","","","","","","0-de26206ef0feb2eabe69377ebbf9de3e7ef57d31d697a69e48289ff5db7de7db","root.record.ItemExhibitList.P5Item"
"Sedan -2","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.163","","","","","","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DTRA-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2015.xml","e245f26dacf3abda8e492a2a3c282fae95da9637f04bb57bd8218a2ae3a38edd","1-b04f619cc863c501368ad1dbb8d1649cbf040aea5287102c5d58b252a3156bab","","","","","","","","","","","","","","","","0-de26206ef0feb2eabe69377ebbf9de3e7ef57d31d697a69e48289ff5db7de7db","root.record.ItemExhibitList.P5Item"
"Station Wagon","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.035","","","","","","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DTRA-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2015.xml","e245f26dacf3abda8e492a2a3c282fae95da9637f04bb57bd8218a2ae3a38edd","2-62f765de1588e460eafde6470ce1ec4e153629c0bce1b1bb1bdb25e75110c1b3","","","","","","","","","","","","","","","","0-de26206ef0feb2eabe69377ebbf9de3e7ef57d31d697a69e48289ff5db7de7db","root.record.ItemExhibitList.P5Item"
"Van-Wagon","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.059","","","","","","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DTRA-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2015.xml","e245f26dacf3abda8e492a2a3c282fae95da9637f04bb57bd8218a2ae3a38edd","3-49adfdb9e86ff7a03f38b5364992a66ee1c62e433f700e89533f40c8258ed69f","","","","","","","","","","","","","","","","0-de26206ef0feb2eabe69377ebbf9de3e7ef57d31d697a69e48289ff5db7de7db","root.record.ItemExhibitList.P5Item"
