FiscalYear_val,FiscalYear_@footnote,PCOLocation_val,AwardDate_val,FirstDeliveryDate_val,Quantity_val,UnitCost_val,SpecsAvailableNow_val,RFPIssueDate_val,ContractMethod_val,ContractType_val,@SOURCE_FILENAME,@RECORDID,@ROWID,RevisionsAvailableDate_val,FundingVehicle_val,@PARENTROWID,@PARENT
"2016","","WPAFB, OH","2015-12","2017-11","6","10.000","true","2012-10","SS","FPIF","2016-BASE_PROCUREMENT-2016-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.xml","6c8b943a6de5398b0f3fdd5e076ae0cc947b82b18fb0c8528c7c34e5c1ca33d3","0-8b11e2243db1dd6195779c115d828bde4df9e0845a77ed256fd9849e57fe2fe9","","","0-b9928a4a9a35131b0c058660bbc1838135d0d58018afed367bb31c0a165713e6","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2019","","Dahlgren, VA","2019-02","2021-07","1.000","78.744","true","2018-06","SS","FP","2016-BASE_PROCUREMENT-2016-MDA-PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2016.xml","8fe681ed2a7b4397677aa6bf70676f250b32ded3546a6adb5424a1cf3206bbc3","0-e3e77e019c22f48e7d020d4f4108ea026618adc1e2c7079805a6065056901425","","","0-fffd1e9b8597b2c5ae16cbf09c93c84b3f99b6ac8c6d6de932bce12d28b7c58c","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2019","","Dahlgren, VA","2019-02","2021-07","1.000","78.744","true","2018-06","SS","FP","2016-BASE_PROCUREMENT-2016-MDA-PROCUREMENT_MasterJustificationBook_Missile_Defense_Agency_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Missile_Defense_Agency_PB_2016.xml","b4f2202771c2bfc95fdafd93a11aada31a8b14c6b9c5880fd0d937560581322f","0-c12132b67f7e330ab702179ca6ae7c3fc9444a3afed1791cdcc7820f7abc3595","","","0-2583bbd93a77d6c121a4ae7669a6252eb1126408abbb714e62229a49b7598ee7","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2013","","NAVAIR","2012-10","2014-10","1","4505.000","false","2012-01","C","FPIF","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2016.xml","eff48ca8dae347ca306f114bb715daec4def72353d74752d8add160f4080c2fe","0-fe23440c54788c52837444dde80fbf813dca5dc7f50da500d10fa76ed2418085","2012-01","","0-f6592afa81d3698ab57a7cc4d1ebfd6250ab5d5877fce44d171fe5bff683f772","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2014","","NAVAIR","2014-03","2015-10","1","4203.000","false","2013-01","C","FPIF","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2016.xml","eff48ca8dae347ca306f114bb715daec4def72353d74752d8add160f4080c2fe","1-f0456d390b07dca6edd191db2788e449162ccc33db8e9bd65dd0f8260807b58d","2013-01","","0-f6592afa81d3698ab57a7cc4d1ebfd6250ab5d5877fce44d171fe5bff683f772","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2015","","NAVAIR","2014-10","2016-10","1","3067.757","false","2014-01","C","FPIF","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2016.xml","eff48ca8dae347ca306f114bb715daec4def72353d74752d8add160f4080c2fe","2-33ecaf6368ddbe32c3aa50849845603d35e82ce3198265a9baa638f231871973","2014-01","","0-f6592afa81d3698ab57a7cc4d1ebfd6250ab5d5877fce44d171fe5bff683f772","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2013","","NAVAIR","2012-10","2014-10","1","25739.000","false","2012-01","C","FPIF","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2016.xml","eff48ca8dae347ca306f114bb715daec4def72353d74752d8add160f4080c2fe","0-21cb9779dd40f58c40a00fe5495b9baf1406ed4876fe5afb7fbc4e86f6a3a290","2012-01","","0-1fb5d834aae4d78e7b1b220aaad882e2f9b58f2ff707cbc7ae9f782590bdafa7","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2014","","NAVAIR","2014-03","2015-10","1","24014.000","false","2013-01","C","FPIF","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2016.xml","eff48ca8dae347ca306f114bb715daec4def72353d74752d8add160f4080c2fe","1-6159b75accebb53919b99fd1e5d0638ee7f379cf23c6f9bd9fd567ec0819678e","2013-01","","0-1fb5d834aae4d78e7b1b220aaad882e2f9b58f2ff707cbc7ae9f782590bdafa7","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2015","","NAVAIR","2014-10","2016-10","1","17533.220","false","2014-01","C","FPIF","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2016.xml","eff48ca8dae347ca306f114bb715daec4def72353d74752d8add160f4080c2fe","2-a61bb92e25c899357b5a5efb52f50e62940d7d82e392ff165908bf92f07afedc","2014-01","","0-1fb5d834aae4d78e7b1b220aaad882e2f9b58f2ff707cbc7ae9f782590bdafa7","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2013","","NAVAIR","2012-10","2014-10","1","9616.000","false","2012-01","C","FPIF","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2016.xml","eff48ca8dae347ca306f114bb715daec4def72353d74752d8add160f4080c2fe","0-936a533a98ca8a0858e2238081e3c41c26ecbb876d4934519a17c857764be9ed","2012-01","","0-70bf39d69fc1b3b6c9b1906ccb6e99c1318e1a18fdf9d202984b084bbadfe768","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2014","","NAVAIR","2014-03","2015-10","1","8971.000","false","2013-01","C","FPIF","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2016.xml","eff48ca8dae347ca306f114bb715daec4def72353d74752d8add160f4080c2fe","1-485e8bf16fa3d41c1b89475ed9f3b16528e818783e10f0ff32399e59cce8e105","2013-01","","0-70bf39d69fc1b3b6c9b1906ccb6e99c1318e1a18fdf9d202984b084bbadfe768","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2015","","NAVAIR","2014-10","2016-10","1","6550.736","false","2014-01","C","FPIF","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2016.xml","eff48ca8dae347ca306f114bb715daec4def72353d74752d8add160f4080c2fe","2-856f73a049e735e842a01ce61c898af711d9c0ca8e63d74e121318697bfd248b","2014-01","","0-70bf39d69fc1b3b6c9b1906ccb6e99c1318e1a18fdf9d202984b084bbadfe768","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2014","","NAVAIR","2014-03","2015-10","1","14732.000","false","2013-01","C","FPIF","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2016.xml","eff48ca8dae347ca306f114bb715daec4def72353d74752d8add160f4080c2fe","0-62e744ad11d391b4cac4b6d84cd3c7fda150bc8c924690e407ea7cfc81a4547c","2013-01","","0-cf98bde5e5f8475fe0431ada4128f6569bf7390a273fc6c6ea35b3b23573c6f6","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2015","","NAVAIR","2014-10","2016-10","1","23378.836","false","2014-01","C","FPIF","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2016.xml","eff48ca8dae347ca306f114bb715daec4def72353d74752d8add160f4080c2fe","1-7c5d552c88c87db8a8874fdd88375d4bbd8cad00d3b8172498288f0125e0fdde","2014-01","","0-cf98bde5e5f8475fe0431ada4128f6569bf7390a273fc6c6ea35b3b23573c6f6","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2016","","NAVAIR","2015-10","2017-10","1","36272.260","false","2015-01","C","FPIF","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2016.xml","eff48ca8dae347ca306f114bb715daec4def72353d74752d8add160f4080c2fe","2-eb56b2d1addf53cf214abd68009017d76c62cd648a90d5fd4e389f8d8ad9ef75","2015-01","","0-cf98bde5e5f8475fe0431ada4128f6569bf7390a273fc6c6ea35b3b23573c6f6","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2017","","NAVAIR","2016-10","2018-10","1","36958.100","false","2016-01","C","FPIF","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2016.xml","eff48ca8dae347ca306f114bb715daec4def72353d74752d8add160f4080c2fe","3-78ff610163b1b3ecd112bfcdc5f99b68bb5816212d0913119cb7e7bff98b11a5","2016-01","","0-cf98bde5e5f8475fe0431ada4128f6569bf7390a273fc6c6ea35b3b23573c6f6","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2018","","NAVAIR","2017-10","2019-10","1","37664.100","false","2017-01","C","FPIF","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2016.xml","eff48ca8dae347ca306f114bb715daec4def72353d74752d8add160f4080c2fe","4-76b10cbe2638465ee5532d3f422a67ce2c433c4dca85bad2d590bb45d5f006cf","2017-01","","0-cf98bde5e5f8475fe0431ada4128f6569bf7390a273fc6c6ea35b3b23573c6f6","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2019","","NAVAIR","2018-10","2020-10","0","0.000","false","2018-01","C","FPIF","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2016.xml","eff48ca8dae347ca306f114bb715daec4def72353d74752d8add160f4080c2fe","5-23758258e08c34aae830adc33f7be32ba463c4163f63efe2eca74afde129ec49","2018-01","","0-cf98bde5e5f8475fe0431ada4128f6569bf7390a273fc6c6ea35b3b23573c6f6","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2013","","NAVAIR","2012-10","2014-10","1","4505.000","false","2012-01","C","FPIF","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","7bea2f559dc52dc7b29a49a1646bc05d4ef7fbf1ec3cb0fe1ea61c2c6d87b261","0-6ab0cea3bfb76f3b0bc5d792c47d3e2e52ede90b37e67ab906ed82a44e5815b6","2012-01","","0-04598800503a779e0a26c2d4697a3060e9b4bcdaec6c3e03c178df47ce77fe42","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2014","","NAVAIR","2014-03","2015-10","1","4203.000","false","2013-01","C","FPIF","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","7bea2f559dc52dc7b29a49a1646bc05d4ef7fbf1ec3cb0fe1ea61c2c6d87b261","1-06eaaa55d69ddee6c32d965dd42a08e8a9f8ec297e0d7d2efe8d829caeb49163","2013-01","","0-04598800503a779e0a26c2d4697a3060e9b4bcdaec6c3e03c178df47ce77fe42","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2015","","NAVAIR","2014-10","2016-10","1","3067.757","false","2014-01","C","FPIF","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","7bea2f559dc52dc7b29a49a1646bc05d4ef7fbf1ec3cb0fe1ea61c2c6d87b261","2-2a5ed7e7e6dec069e4d65f0ef850bc68d58efffa3e81411a858ce18b786c5ccd","2014-01","","0-04598800503a779e0a26c2d4697a3060e9b4bcdaec6c3e03c178df47ce77fe42","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2013","","NAVAIR","2012-10","2014-10","1","25739.000","false","2012-01","C","FPIF","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","7bea2f559dc52dc7b29a49a1646bc05d4ef7fbf1ec3cb0fe1ea61c2c6d87b261","0-7e165b9b1c3f4be3e5c77a4dc08cc2a8766b16e9357b4fffe8636f2ce8014e00","2012-01","","0-be6aa127c3dc03295f4f3ed1fe5b4d9676b982260ae6b0a58f9c958949ab34b5","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2014","","NAVAIR","2014-03","2015-10","1","24014.000","false","2013-01","C","FPIF","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","7bea2f559dc52dc7b29a49a1646bc05d4ef7fbf1ec3cb0fe1ea61c2c6d87b261","1-1167bcc5e2c0b312fb017ac5feeb7357965cf076144a2d7f84c8049834a4f4b5","2013-01","","0-be6aa127c3dc03295f4f3ed1fe5b4d9676b982260ae6b0a58f9c958949ab34b5","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2015","","NAVAIR","2014-10","2016-10","1","17533.220","false","2014-01","C","FPIF","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","7bea2f559dc52dc7b29a49a1646bc05d4ef7fbf1ec3cb0fe1ea61c2c6d87b261","2-b7c87cdc310005c73e4edf04cec783faad5934714f864dd6536b68d8c83250b5","2014-01","","0-be6aa127c3dc03295f4f3ed1fe5b4d9676b982260ae6b0a58f9c958949ab34b5","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2013","","NAVAIR","2012-10","2014-10","1","9616.000","false","2012-01","C","FPIF","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","7bea2f559dc52dc7b29a49a1646bc05d4ef7fbf1ec3cb0fe1ea61c2c6d87b261","0-81d2e1ffb527bd961a9961e3bca7a98450159661e86e3a6f51e29d80f6432d44","2012-01","","0-5a8e3d866c6142e665aef30758f7193d53fb5360985678beb151e2924d510e22","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2014","","NAVAIR","2014-03","2015-10","1","8971.000","false","2013-01","C","FPIF","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","7bea2f559dc52dc7b29a49a1646bc05d4ef7fbf1ec3cb0fe1ea61c2c6d87b261","1-ecd3f2c5d3c238fb9233064fb55ba5f5de60853550b7020d6eda891bf4f04cb6","2013-01","","0-5a8e3d866c6142e665aef30758f7193d53fb5360985678beb151e2924d510e22","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2015","","NAVAIR","2014-10","2016-10","1","6550.736","false","2014-01","C","FPIF","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","7bea2f559dc52dc7b29a49a1646bc05d4ef7fbf1ec3cb0fe1ea61c2c6d87b261","2-e198b643ec25d242d0f34a972170acbd53be9cf5310de6793860eb9a50cfa96d","2014-01","","0-5a8e3d866c6142e665aef30758f7193d53fb5360985678beb151e2924d510e22","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2014","","NAVAIR","2014-03","2015-10","1","14732.000","false","2013-01","C","FPIF","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","7bea2f559dc52dc7b29a49a1646bc05d4ef7fbf1ec3cb0fe1ea61c2c6d87b261","0-4af212fb8e707a59b57065b53f7a1d8f4a77262c5f9d8b4954a7ac461493c0c8","2013-01","","0-59da9ffd4bcfebca8815c9429035b214474672e12d220c0e6c7b3ae1e4cc0ce5","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2015","","NAVAIR","2014-10","2016-10","1","23378.836","false","2014-01","C","FPIF","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","7bea2f559dc52dc7b29a49a1646bc05d4ef7fbf1ec3cb0fe1ea61c2c6d87b261","1-ac7e71f14229f7366faee140cbc41f0a07f69ee9ce634f1af9649a33571b74a1","2014-01","","0-59da9ffd4bcfebca8815c9429035b214474672e12d220c0e6c7b3ae1e4cc0ce5","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2016","","NAVAIR","2015-10","2017-10","1","36272.260","false","2015-01","C","FPIF","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","7bea2f559dc52dc7b29a49a1646bc05d4ef7fbf1ec3cb0fe1ea61c2c6d87b261","2-0383ddcdae7dc769a11ed6e9a9273a69dda2310d1d6d8a46b2bbecf35b0b0267","2015-01","","0-59da9ffd4bcfebca8815c9429035b214474672e12d220c0e6c7b3ae1e4cc0ce5","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2017","","NAVAIR","2016-10","2018-10","1","36958.100","false","2016-01","C","FPIF","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","7bea2f559dc52dc7b29a49a1646bc05d4ef7fbf1ec3cb0fe1ea61c2c6d87b261","3-fd77e5a8a1228e2ba217264183001b5c44eaed278321cc016cdd365099859562","2016-01","","0-59da9ffd4bcfebca8815c9429035b214474672e12d220c0e6c7b3ae1e4cc0ce5","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2018","","NAVAIR","2017-10","2019-10","1","37664.100","false","2017-01","C","FPIF","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","7bea2f559dc52dc7b29a49a1646bc05d4ef7fbf1ec3cb0fe1ea61c2c6d87b261","4-3198b0a1c5b3d085b2826de0aea57cf211becfd1bae067f62b8b70f61a678d02","2017-01","","0-59da9ffd4bcfebca8815c9429035b214474672e12d220c0e6c7b3ae1e4cc0ce5","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2019","","NAVAIR","2018-10","2020-10","0","0.000","false","2018-01","C","FPIF","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","7bea2f559dc52dc7b29a49a1646bc05d4ef7fbf1ec3cb0fe1ea61c2c6d87b261","5-e3419eb50bc021bb96c4e9a501c7ce2de9881d9e2099de49685cc735a31f5416","2018-01","","0-59da9ffd4bcfebca8815c9429035b214474672e12d220c0e6c7b3ae1e4cc0ce5","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2015","","NAVAIR","2016-03","2017-01","47","6.952","true","2014-01","SS","FPIF","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","ee296b91c541d56100cb2ac046f671d1a95422b7bfedefe8ed6f428e04be3c20","0-8574cce908ea19c8d804d63b4c654e69798d039e7c984437f726ffa1d7e2ea4a","","","0-4a56c52def72008e04fc510e96a0ac7d8d97d311937b57c9ceb7c1ffed4862ff","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2016","","NAVAIR","2016-03","2018-01","43","8.349","true","2015-01","SS","FPIF","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","ee296b91c541d56100cb2ac046f671d1a95422b7bfedefe8ed6f428e04be3c20","1-7f4fca55b3c4bb9d4e344264b9a321083d025b50e9a341c44a8dddf3e81b743d","","","0-4a56c52def72008e04fc510e96a0ac7d8d97d311937b57c9ceb7c1ffed4862ff","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2017","","NAVAIR","2017-03","2019-01","43","7.337","true","2016-01","SS","FPIF","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","ee296b91c541d56100cb2ac046f671d1a95422b7bfedefe8ed6f428e04be3c20","2-05432555025aa8649719b30a9b75484f426725ca7b7197733ff83de2320e100f","","","0-4a56c52def72008e04fc510e96a0ac7d8d97d311937b57c9ceb7c1ffed4862ff","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2015","","WPAFB, OH","2015-12","2016-12","14","10.000","true","2012-10","SS","FPIF","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","317e5965462e9d7678fc4f02896e5cee9bbda817cad2e5ad9c2290b851dba197","0-f44fda41278c393bd04fbbf7e028c52313bda8d4a94c20be1e2f3f8521f43b6b","","","0-476e1a23277796cb82f4f6420c8bd47ce864a1f367ecf1657c2d29bd35803c61","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2016","","WPAFB, OH","2016-03","2017-11","2","25.000","true","2012-10","SS","FPIF","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","317e5965462e9d7678fc4f02896e5cee9bbda817cad2e5ad9c2290b851dba197","1-15ea3c8e2e3d27d30d9dbfd36c828111073f330a7b4b6db97165420eea0d74d2","","","0-476e1a23277796cb82f4f6420c8bd47ce864a1f367ecf1657c2d29bd35803c61","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
