Name_val,Cost_PriorYear_Quantity_val,Cost_PriorYear_TotalCost_val,Cost_CurrentYear_Quantity_val,Cost_CurrentYear_TotalCost_val,Cost_BudgetYearOneBase_TotalCost_val,Cost_BudgetYearOneBase_Quantity_val,Cost_BudgetYearOneOCO_TotalCost_val,Cost_BudgetYearOneOCO_Quantity_val,Cost_BudgetYearOne_TotalCost_val,Cost_BudgetYearOne_Quantity_val,Cost_BudgetYearTwo_TotalCost_val,Cost_BudgetYearTwo_Quantity_val,Cost_BudgetYearThree_TotalCost_val,Cost_BudgetYearThree_Quantity_val,Cost_BudgetYearFour_TotalCost_val,Cost_BudgetYearFour_Quantity_val,Cost_BudgetYearFive_TotalCost_val,Cost_BudgetYearFive_Quantity_val,Cost_AllPriorYears_TotalCost_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"Air Force Active","","18.156","","9.07","8.514","","","","8.514","","0.000","","0.000","","0.000","","0.000","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","83c9abc695deed2f60f971dfe61da88d3eeaef9e39d9d6a890a51b0b32766554","0-77280d7299b18660291c144c0539bd60c2f0e8d8d2036d48e5ee4b974c3eabcc","1062-df4dff667016db790b8b82b024d59275555aea09378593ec5f475b4210fa01f7","root"
"Air National Guard","","0.488","","0.15","0.15","","","","0.15","","0.000","","0.000","","0.000","","0.000","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","83c9abc695deed2f60f971dfe61da88d3eeaef9e39d9d6a890a51b0b32766554","1-05fbd57f86af4286e50e81d8d0d40bce854242f55fe3fca3478bd73716289205","1062-df4dff667016db790b8b82b024d59275555aea09378593ec5f475b4210fa01f7","root"
"Air Force Reserve","","0.4","","0.145","0.145","","","","0.145","","0.000","","0.000","","0.000","","0.000","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","83c9abc695deed2f60f971dfe61da88d3eeaef9e39d9d6a890a51b0b32766554","2-a604737a4cb162967a57ec2e5f30210f4f58fb9a53dfd69c10ee8ab25d8db241","1062-df4dff667016db790b8b82b024d59275555aea09378593ec5f475b4210fa01f7","root"
"Air Force Active","","18.431","","29.907","14.935","","","","14.935","","0.000","","0.000","","0.000","","0.000","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","7303ac666379a81c683a7f9e5f5212ceb64ff82fead9e9f76f7cc8bd45ae4316","0-8d126c376eba8d44e80afa0f95c834c9ea238b6472f0ce6aa4810ba004daa19a","1063-a4017c34c70df1273e1cf722ea25e8967301c576b2eb7b366e0428f49514b55d","root"
"Air National Guard","","0.000","","2","10","","","","10","","0.000","","0.000","","0.000","","0.000","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","7303ac666379a81c683a7f9e5f5212ceb64ff82fead9e9f76f7cc8bd45ae4316","1-44f788287af917ee89d382d4fa373d0a22675a794e5b085eea8bd88098330723","1063-a4017c34c70df1273e1cf722ea25e8967301c576b2eb7b366e0428f49514b55d","root"
"Air Force Reserve","","0.000","","2","2","","","","2","","0.000","","0.000","","0.000","","0.000","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","7303ac666379a81c683a7f9e5f5212ceb64ff82fead9e9f76f7cc8bd45ae4316","2-9ade235a6ef054978355ffeac3982c4732a9e8b5469538fb75c5117cbabca244","1063-a4017c34c70df1273e1cf722ea25e8967301c576b2eb7b366e0428f49514b55d","root"
"Air Force Active","","25.487","","52.464","77.901","","","","77.901","","88.25","","89.484","","61.737","","46.56","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","2bd8770e9503c1ddd3f10244cb2e606ef038eeaf9333f23c630476a819e4c836","0-6525166df17a3458575173b6345e1a6ce0609d1fe115e36871a2119050cd4c3a","1064-def1152c7e0b3c2859fe26e19b5b73cdf79ce94058762d84e2f71a0a4b98a8bf","root"
"Air National Guard","","","","","","","","","","","","","11.779","","22.268","","22.669","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","2bd8770e9503c1ddd3f10244cb2e606ef038eeaf9333f23c630476a819e4c836","1-ca91520afed56c8e479eeff7860104cfbd15d0e8ce67b60bb41eceb170d28506","1064-def1152c7e0b3c2859fe26e19b5b73cdf79ce94058762d84e2f71a0a4b98a8bf","root"
"Air Force Reserve","","","","","2.657","","","","2.657","","15.328","","0.000","","1.713","","1.744","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","2bd8770e9503c1ddd3f10244cb2e606ef038eeaf9333f23c630476a819e4c836","2-105b7893d21b028d9f63f57c6f96a58ed1aefedb3c264bde4a6e76a3170552da","1064-def1152c7e0b3c2859fe26e19b5b73cdf79ce94058762d84e2f71a0a4b98a8bf","root"
"Air Force Active","","0.051","","10.608","12.229","","","","12.229","","0.000","","0.000","","0.000","","0.000","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","bd75c961371b3602d89ea22c084e4276207d03b3a65c3f3b665d1470e0d35a86","0-5dc213d52abf015230dd581353cccd87b25f0ed68029eb635255d525b40541c8","1070-dc665570726aba18e49ecf108cba4ce0e121f9c245bb11a6371bf1a703eefb95","root"
"Air National Guard","","0.009","","0.175","0.541","","","","0.541","","0.000","","0.000","","0.000","","0.000","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","bd75c961371b3602d89ea22c084e4276207d03b3a65c3f3b665d1470e0d35a86","1-c7537386a479f64434ee66c6b0142232c20319e591d78c665564c85943c3f9d2","1070-dc665570726aba18e49ecf108cba4ce0e121f9c245bb11a6371bf1a703eefb95","root"
"Air Force Reserve","","0.026","","0.067","0.323","","","","0.323","","0.000","","0.000","","0.000","","0.000","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","bd75c961371b3602d89ea22c084e4276207d03b3a65c3f3b665d1470e0d35a86","2-4f92911ef289dcd96ea46efad10d20e6b451908279d977b3b9c1b739e8f05200","1070-dc665570726aba18e49ecf108cba4ce0e121f9c245bb11a6371bf1a703eefb95","root"
"Air Force Active","","36.481","","47.592","105.935","","","","105.935","","108.272","","260.219","","239.734","","244.157","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","7c74d51f63782e988a958388ffac99228eacddc97aeb74b914405db0ce70e7d3","0-ed90ba094695d5dc8cc086f5c3e05be607db2bbe5d057da644e0565cb66e9717","1075-38980fb806752ee9980cb0554c9f63ef0ec0f9eaf390ef724228620b5cd99533","root"
"Air National Guard","","0.000","","0.000","0.000","","","","0.000","","0.000","","0.000","","0.000","","0.000","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","7c74d51f63782e988a958388ffac99228eacddc97aeb74b914405db0ce70e7d3","1-3c1696ead1952c45328b8910727b2a7849d41896a9707ab247c52b1aeb997fc0","1075-38980fb806752ee9980cb0554c9f63ef0ec0f9eaf390ef724228620b5cd99533","root"
"Air Force Reserve","","0.000","","0.000","0.000","","","","0.000","","0.000","","0.000","","0.000","","0.000","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","7c74d51f63782e988a958388ffac99228eacddc97aeb74b914405db0ce70e7d3","2-f4fdb009199c9508394b2a6f6a4918d3523e9a9a9f72cb5c9a72c605b645f879","1075-38980fb806752ee9980cb0554c9f63ef0ec0f9eaf390ef724228620b5cd99533","root"
"Air Force Active","","8.656","","9.353","27.53","","","","27.53","","17.337","","16.707","","9.802","","7.942","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1a768d092b331508335fa6c3e0d7eed4ce692eef185cf5361889ebe4ec495a4f","0-49a5b4dcacea3490638e3b4fe167b5c980fb1cfe553f10f18da8eb2cd848d56a","1076-521106caec29c5de7666d880e1b58a06df03da7e57f091dbdca19e2ee08b9f3f","root"
"Air Force Active","","140.595","","124.143","75.396","","","","75.396","","0.000","","0.000","","0.000","","0.000","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","0d418a855ac03104b052d66caea36cee9906ccc702fed664e419c25378f66ac2","0-6703c283d8691d8ac0c6350e930b9e8c3aee2a8eaa1908f6d5de382d0cc784ce","1078-79a08bd9be16cf70a2b8435dc1b804db9c8448491ec4a68b20f0f7a20af3261d","root"
"Air National Guard","","20.6","","8.529","7.613","","","","7.613","","0.000","","0.000","","0.000","","0.000","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","0d418a855ac03104b052d66caea36cee9906ccc702fed664e419c25378f66ac2","1-9da66ad953b6426938c3cf30a516a5257a7189c4128a6d66d768a4ded0b7da57","1078-79a08bd9be16cf70a2b8435dc1b804db9c8448491ec4a68b20f0f7a20af3261d","root"
"Air Force Reserve","","1.691","","0.459","0.528","","","","0.528","","0.000","","0.000","","0.000","","0.000","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","0d418a855ac03104b052d66caea36cee9906ccc702fed664e419c25378f66ac2","2-b6732c45cc71cba6769cc6a2ca379678c58a7b7ac222cbdf41ad9866d77d6a8d","1078-79a08bd9be16cf70a2b8435dc1b804db9c8448491ec4a68b20f0f7a20af3261d","root"
"Air Force Active","","67.621","","77.3","32.028","","","","32.028","","0.000","","0.000","","0.000","","0.000","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","66c992409880200507e81901ddc925203382aa2e6bee4ce978e0b58e1a712f21","0-4ede77dd5a760665525b8496b26e2c5e5f6af45cb9b90ad88876c110087cc9cf","1083-cf4d40fe980bd25c7905f11b1e63daf3909e568e8504124d6b5cf42a86b9a23a","root"
"Air National Guard","","13.017","","7.529","18.522","","","","18.522","","0.000","","0.000","","0.000","","0.000","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","66c992409880200507e81901ddc925203382aa2e6bee4ce978e0b58e1a712f21","1-45315751942928037472bafb498751001092abbf478dcf0ad044b4a96ec46e1e","1083-cf4d40fe980bd25c7905f11b1e63daf3909e568e8504124d6b5cf42a86b9a23a","root"
"Air Force Reserve","","0.339","","0.353","0.357","","","","0.357","","0.000","","0.000","","0.000","","0.000","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","66c992409880200507e81901ddc925203382aa2e6bee4ce978e0b58e1a712f21","2-a03efc5f17a112e0869f3c7e1b8a0a9e2d273e29f69eb99fc0c7ec9838e1750a","1083-cf4d40fe980bd25c7905f11b1e63daf3909e568e8504124d6b5cf42a86b9a23a","root"
"Air Force Active","","66.41","","50.076","52.699","","","","52.699","","75.063","","22.148","","22.547","","22.953","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","0866911c0c637e2044d6f0e9999805d0bf6b6285e4dab52bf977f375ff1c1f40","0-e506d6594476ad30e11243daaa588505c840e14e44825cd6ea44c7e99cef5ff4","1084-45730679d1bb9a992665014686cec5f8bab56a5c356af113093dd2c8d9f0c293","root"
"Air National Guard","","","","0.954","1.501","","","","1.501","","0.000","","0.000","","0.000","","0.000","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","0866911c0c637e2044d6f0e9999805d0bf6b6285e4dab52bf977f375ff1c1f40","1-eb7497cb379aaa18de27b1430eaebed96fe9cc29417ee4b7bbcf9db0699bad02","1084-45730679d1bb9a992665014686cec5f8bab56a5c356af113093dd2c8d9f0c293","root"
"Air Force Reserve","","","","0.477","1.501","","","","1.501","","0.000","","0.000","","0.000","","0.000","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","0866911c0c637e2044d6f0e9999805d0bf6b6285e4dab52bf977f375ff1c1f40","2-b8cad34ee31e62061f9f045589e9ad11e13942e4f8d520a0d3b256d9ac63c169","1084-45730679d1bb9a992665014686cec5f8bab56a5c356af113093dd2c8d9f0c293","root"
"Air Force Active","","13.706","","22.216","14.01","","","","14.01","","0.000","","0.000","","0.000","","0.000","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","c60d728d30ee8b4792e1d929e8002191cccb5c3a3292d566793b4bb121851608","0-915705b8afc53ebe2d806b4944cedf1e67d6d341460c51c0aab7c4b2a91c742e","1085-e4aab778f47bc3384c305ab0d2f75aeda28fdd93953b5b51a3a7be3b0799808f","root"
"Air National Guard","","0.163","","1.099","0.363","","","","0.363","","0.000","","0.000","","0.000","","0.000","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","c60d728d30ee8b4792e1d929e8002191cccb5c3a3292d566793b4bb121851608","1-d664e88ee6e2cfe15e0e3a9cc4d55ff615a3fc3a25e05b9b27cd516daed864d0","1085-e4aab778f47bc3384c305ab0d2f75aeda28fdd93953b5b51a3a7be3b0799808f","root"
"Air Force Reserve","","0.038","","0.28","0.15","","","","0.15","","0.000","","0.000","","0.000","","0.000","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","c60d728d30ee8b4792e1d929e8002191cccb5c3a3292d566793b4bb121851608","2-1c460357f32c511f1bacd9906ad24e8d46e945f8c54d5422cbfa2fba60a16029","1085-e4aab778f47bc3384c305ab0d2f75aeda28fdd93953b5b51a3a7be3b0799808f","root"
"Air Force Active","","37.297","","2.425","6.986","","","","6.986","","0.000","","0.000","","0.000","","0.000","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","46e1480f6a026259cade4d0b44006920c76f6e64076ecaa22f41291a132f6ee3","0-d952cb354bd6fcb1873952ee1b0a5733446e972af18b12ccb67c40e64c5b0ce2","1087-147a9dd73cbf61c1fa493b00da69efdc3e9f50764defb9256d282bc084a71522","root"
"Air National Guard","","0.788","","0.225","2.046","","","","2.046","","0.000","","0.000","","0.000","","0.000","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","46e1480f6a026259cade4d0b44006920c76f6e64076ecaa22f41291a132f6ee3","1-f698eb1747edaea999a678d2adeb8d55709121d70479fee7fd3322f4451f9560","1087-147a9dd73cbf61c1fa493b00da69efdc3e9f50764defb9256d282bc084a71522","root"
"Air Force Reserve","","0.229","","0.2","0.3","","","","0.3","","0.000","","0.000","","0.000","","0.000","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","46e1480f6a026259cade4d0b44006920c76f6e64076ecaa22f41291a132f6ee3","2-e216f1060e7c6f78d208e26e77bd6908431aa333f0964147355d5cb1a8e5e982","1087-147a9dd73cbf61c1fa493b00da69efdc3e9f50764defb9256d282bc084a71522","root"
"Air Force Active","","25.354","","59.614","12.139","","","","12.139","","0.000","","0.000","","0.000","","0.000","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","057a56561ea40006ea6c67377c86bdf48b3bf9c4387d2fbebb26cd8f456b7ec6","0-e7b9612f687e0976a4f79bb23b565a35fc0ce6e212a664cc18111eecb25a9056","1089-b7d9cec0b5f09f3f3f43becc4f25af0bb4d39fd434e53db17715b621c033f754","root"
"Air National Guard","","","","","10.229","","","","10.229","","0.000","","0.000","","0.000","","0.000","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","057a56561ea40006ea6c67377c86bdf48b3bf9c4387d2fbebb26cd8f456b7ec6","1-88d39285801e5a3cab1c32db0f0618484f93d3794585350591618f54fb521cb8","1089-b7d9cec0b5f09f3f3f43becc4f25af0bb4d39fd434e53db17715b621c033f754","root"
"Air Force Active","","19.276","","16.08","23.794","","","","23.794","","0.000","","0.000","","0.000","","0.000","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1bd124736518633637237d753732e4bf00a5f433dfc2ea3a515e0098302171fb","0-6a424c457039601bdd3bae3cb413fd9736fca0056c06ecfde66c1827ba5035a0","1092-6ed6691938d406d44b53210a25bf66c9d8714dbcc540d55ad6c42c08d5d41565","root"
"Air National Guard","","1.255","","7.068","0.000","","","","0.000","","0.000","","0.000","","0.000","","0.000","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1bd124736518633637237d753732e4bf00a5f433dfc2ea3a515e0098302171fb","1-751842e06413c7065a9e13408d7188d171b7f16a1709de875838fa8a3fb24ce0","1092-6ed6691938d406d44b53210a25bf66c9d8714dbcc540d55ad6c42c08d5d41565","root"
"Air Force Reserve","","4.01","","0.000","0.000","","","","0.000","","0.000","","0.000","","0.000","","0.000","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1bd124736518633637237d753732e4bf00a5f433dfc2ea3a515e0098302171fb","2-49d7301ed46b38c3c62fd442490bf858ecc8be8a608ca3a6f8fc99e46101719a","1092-6ed6691938d406d44b53210a25bf66c9d8714dbcc540d55ad6c42c08d5d41565","root"
"Air Force Active","","12.457","","2.669","4.16","","","","4.16","","0.000","","0.000","","0.000","","0.000","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","48865d4cd659e7e7f3ce1651e87e03e7db955678e7d00d822e01800e5db4d20c","0-1df15200a27ab663af4e04fd1e3f662f0bf34a26ede898ea29a33ba0c78ceb72","1098-29a3d5bb5c0a079afcb14e1262c738bd89d7605f4c2088944cd6d7e7b50ca682","root"
"Air National Guard","","3.32","","0.000","1.709","","","","1.709","","0.000","","0.000","","0.000","","0.000","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","48865d4cd659e7e7f3ce1651e87e03e7db955678e7d00d822e01800e5db4d20c","1-29436128108920570de60418aa902a9ca1ed9d5659ff5bc3b40402e1eddf99a1","1098-29a3d5bb5c0a079afcb14e1262c738bd89d7605f4c2088944cd6d7e7b50ca682","root"
"Air Force Reserve","","0.778","","0.000","0.276","","","","0.276","","0.000","","0.000","","0.000","","0.000","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","48865d4cd659e7e7f3ce1651e87e03e7db955678e7d00d822e01800e5db4d20c","2-4c22233ec095bce6498602117765a389df587fb9f11fd09fcafc2380eee345a2","1098-29a3d5bb5c0a079afcb14e1262c738bd89d7605f4c2088944cd6d7e7b50ca682","root"
"Air Force Active","","0.000","","164.725","27.197","","78.85","","106.047","","25.791","","25.688","","26.115","","26.588","","","2014-AMENDED_PROCUREMENT_AND_RDTE-2014-AIRFORCE_AIRCRAFT-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2014.xml","3d6fb4b31dee4b7948ca54ec0386001e4e57eff244e293544f95725b59f446e7","0-401e6a00907a4a6f6f4b29db1df30f68590c61845edcc9761e9a3a73d1764740","1100-5e60925fc945d28d7df4cf1856a74518c9c63217e9c8bb00830de94cbb16014a","root"
"Air National Guard","","","","","","","15.2","","15.2","","","","","","","","","","","2014-AMENDED_PROCUREMENT_AND_RDTE-2014-AIRFORCE_AIRCRAFT-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2014.xml","3d6fb4b31dee4b7948ca54ec0386001e4e57eff244e293544f95725b59f446e7","1-31eb8b43cb29a4c2617b39196703b2017b2de352ab2eb71c03ba386ba87eb22d","1100-5e60925fc945d28d7df4cf1856a74518c9c63217e9c8bb00830de94cbb16014a","root"
"Air Force Reserve","","","","3.875","","","","","","","","","","","","","","","","2014-AMENDED_PROCUREMENT_AND_RDTE-2014-AIRFORCE_AIRCRAFT-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2014.xml","3d6fb4b31dee4b7948ca54ec0386001e4e57eff244e293544f95725b59f446e7","2-2e17fcdb73c90c904a82fc5fc2287e9c6bb9a284e55b56cdd4a540930cf31258","1100-5e60925fc945d28d7df4cf1856a74518c9c63217e9c8bb00830de94cbb16014a","root"
"Air Force Active","","0.000","","91.277","45.591","","11.3","","56.891","","61.12","","20.233","","43.9","","52.835","","","2014-AMENDED_PROCUREMENT_AND_RDTE-2014-AIRFORCE_AIRCRAFT-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2014.xml","d8e277922191d8a206e1393053ba024d93630f46b59bbdb1d002192804264fd8","0-2cb8d47d712a4553b5e2ac2c0735b59705ab1524022e33679249a3194e4f08e1","1101-c6105da25394154c262bda0ae437e327f8fd14538756fcf965094c3bbb617dd3","root"
"Air Force Active","","185.498","","59.005","31.383","","0.322","","31.705","","25.264","","23.195","","35.145","","49.782","","1169.889","2014-AMENDED_PROCUREMENT_AND_RDTE-2014-AIRFORCE_AIRCRAFT-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2014.xml","109f06a7bb06ab125125785c20926e64de46320f87f97e2e21a9b2aed50175ce","0-4911494c10f9e7c0e8d7db8f50f58c0e94baf42089b58993a6c3ea8457500f54","1102-0472be26c75e24d441503a438f56e9e5ff3cb87e89fdfb9fb05843f9c61f5e19","root"
"Air National Guard","","21.225","","9.398","8.26","","0.936","","9.196","","7.143","","4.99","","11.368","","24.58","","237.712","2014-AMENDED_PROCUREMENT_AND_RDTE-2014-AIRFORCE_AIRCRAFT-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2014.xml","109f06a7bb06ab125125785c20926e64de46320f87f97e2e21a9b2aed50175ce","1-f7154e9d5cdc48aa3c0cf9e97f453e308e0f4a0ebbde732b96de4b80a959e037","1102-0472be26c75e24d441503a438f56e9e5ff3cb87e89fdfb9fb05843f9c61f5e19","root"
"Air Force Reserve","","13.492","","10.85","18.934","","0.36","","19.294","","3.821","","7.278","","15.557","","21.758","","147.722","2014-AMENDED_PROCUREMENT_AND_RDTE-2014-AIRFORCE_AIRCRAFT-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2014.xml","109f06a7bb06ab125125785c20926e64de46320f87f97e2e21a9b2aed50175ce","2-5510638605c93d8775cdc671321927a324fc3166ccecd393aba89031022a3c54","1102-0472be26c75e24d441503a438f56e9e5ff3cb87e89fdfb9fb05843f9c61f5e19","root"
