Name_val,Name_@footnote,@SOURCE_FILENAME,@RECORDID,@ROWID,Remarks_val,OverallHistoryPlanningRemarks_val,TotalCost_TotalCost_AllPriorYears_val,TotalCost_TotalCost_PriorYear_val,TotalCost_TotalCost_CurrentYear_val,TotalCost_TotalCost_ToComplete_val,TotalCost_TotalCost_Total_val,TotalCost_TotalCost_BudgetYearOneBase_val,TotalCost_TotalCost_BudgetYearOneBase_@footnote,TotalCost_TotalCost_BudgetYearOne_val,TotalCost_TotalCost_BudgetYearTwo_val,TotalCost_TotalCost_BudgetYearThree_val,TotalCost_TotalCost_BudgetYearFour_val,TotalCost_TotalCost_BudgetYearFive_val,TotalCost_TotalCost_BudgetYearOneOCO_val,TotalCost_TotalCost_Continuing_val,ModificationItemsIndicator_val,@PARENTROWID,@PARENT
"Information Technology","","2016-BASE_PROCUREMENT-2016-DEFENSE_VOL1_ALL-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.xml","ee6e64dd9b5d038830ee8b4d92cdcad0d11d902cf6d6a89206cdb1281b48d77d","0-358fc7218178ef3178511becce0480da84f341dfa9530dde00303ffa3ae725a5","","","90.126","31.46","29.302","","","27.641","","27.641","24.948","23.607","22.8","23.255","","true","","3798-64f2c3a71b3b96ce8f1cd96581d80f3325dfa20fcc10c54012ae6dfb0c1740ec","root"
"Commercial Heavy Armored Vehicles","","2016-BASE_PROCUREMENT-2016-DEFENSE_VOL1_ALL-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.xml","ee6e64dd9b5d038830ee8b4d92cdcad0d11d902cf6d6a89206cdb1281b48d77d","1-150e3381376a15315f26cbd4eb39b8b3aa79de0d667bd845e12170ae59e7ccf2","","","0.529","0.299","0.297","","","0.218","","0.218","0.254","0.253","0.253","0.258","","true","","3798-64f2c3a71b3b96ce8f1cd96581d80f3325dfa20fcc10c54012ae6dfb0c1740ec","root"
"LARGE AIR CONDITIONER","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","5e689e6efbd69ced7d7bb7660acec8efd677f6b6faadce7d9d4db178037eec3a","0-219b70693c386b948ec21a134a7b3af1fc63104dbcff7f09d958cfaf872ae6c9","No FY17 funding requested.  In FY12, a contract vehicle has been established to procure additional commercial air conditioners as warranted by analysis and need. The COTS large air conditioner will be bought through the GSA contract (Aero Specialties).   PROGRAM MANAGEMENT ADMINISTRATION (PMA):  PMA supports the operation of the program office in its management and oversight role via travel, procurement of supplies and Advisory and Administrative Services (A&AS).","","","0","0.237","","","0","","0","","","","","","","","3803-87ce7187ec427225e1d707adfcac6a178eed7cbf9b6d7a010758d76de8f911e2","root"
"ITEMS LESS THAN $5 MILLION","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","5e689e6efbd69ced7d7bb7660acec8efd677f6b6faadce7d9d4db178037eec3a","1-590dfb02e40ebefc567b51d374644384f3904a72e56f4e3bea955d946e799e07","FEDERAL STOCK CLASS (FSC)  PMA for SEV supports the operation of the program office in its management and oversight role via travel, procurement of supplies and Advisory and Administrative Services (A&AS).     PMA Other Government Costs (ATS) applies to travel and other government costs in support of the various programs to include, but not limited to, CMBRE, COLT, MUSTANG, ACPTS, APITS, Stores Management Test Set, F-15 SPSTS, BAT within the Automatic Test Equipment Division.","","","5.313","4.596","","","6.301","","6.301","","","","","","","","3803-87ce7187ec427225e1d707adfcac6a178eed7cbf9b6d7a010758d76de8f911e2","root"
"C17 CONVERSION","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","5e689e6efbd69ced7d7bb7660acec8efd677f6b6faadce7d9d4db178037eec3a","2-d608d8bd072ec2a5fae6e26a115509f25a563588e912a76b1e180dfb70439a61","","","","0","0","","","73.346","","73.346","","","","","","","","3803-87ce7187ec427225e1d707adfcac6a178eed7cbf9b6d7a010758d76de8f911e2","root"
"IL $5M (USM670 CORE TEST SET-CTS)","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","5e689e6efbd69ced7d7bb7660acec8efd677f6b6faadce7d9d4db178037eec3a","3-e74f62122f26ba423baa1433ea7791d7fab4af1c6c1765ee9dee725db7384755","FY16 PMA dollars are for JSECTS' IPT upcoming TDY trips. FY16 & 17 unit cost are assumed and are subject to change.  FY17 PMA dollars in the amount of $357,000.00 will be used for the necessary travel associated with fielding the USM 670 Core Test Set.","","","0.532","5.694","","","19.243","","19.243","","","","","","","","3803-87ce7187ec427225e1d707adfcac6a178eed7cbf9b6d7a010758d76de8f911e2","root"
"Portable Automated Test Set","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","5e689e6efbd69ced7d7bb7660acec8efd677f6b6faadce7d9d4db178037eec3a","4-d937333503cae5e41f58bfe31e5648726bf86d459b9b39fe7d2c404e96ae31da","FY15 PMA dollars $0.012 will be used for the necessary travel associated with fielding PATS.  FY16 PMA dollars $0.010 will be used for the necessary travel associated with fielding PATS.","","0","0.012","0.01","","","0","","0","","","","","0","","","3803-87ce7187ec427225e1d707adfcac6a178eed7cbf9b6d7a010758d76de8f911e2","root"
"STORES SYSTEM TESTER","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","5e689e6efbd69ced7d7bb7660acec8efd677f6b6faadce7d9d4db178037eec3a","5-d39ebfcc72d7d1292e6b1dcc38302c9b32a7c654689b4ba27e001a00cf2bd3cc","FY15 PMA Dollars in the amount of $584K will be used for the necessary travel associated with fielding the F-16 Stores System Tester.  FY16 PMA Dollars in the amount of $22K will be used for the necessary travel associated with fielding the F-16 Stores System Tester.","","","4.903","4.145","","","0","","0","","","","","","","","3803-87ce7187ec427225e1d707adfcac6a178eed7cbf9b6d7a010758d76de8f911e2","root"
"VERSAMODULE EXTENSIONS FOR INSTRUMENTATION IMPROVED AVIONICS INTERMEDIATE SHOP (VXI-IAIS)","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","5e689e6efbd69ced7d7bb7660acec8efd677f6b6faadce7d9d4db178037eec3a","6-35cb379a513a59066b5cccdad98408b9d62ba2d1ae80dcae6a48172b898730b4","No FY17 funding requested.","","0","0","2.6","","","0","","0","","","","","","","","3803-87ce7187ec427225e1d707adfcac6a178eed7cbf9b6d7a010758d76de8f911e2","root"
"B-2A","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","e59a02dee3e729a7119e3bbda8d91631c2b696060d44addf65da83ca875e860f","0-1c71e52279d1f573994e501e1e33eca4824c5ff2189d74ee060289ff5d2dd958","","","","0","0","","","0.154","","0.154","","","","","0","","","3804-7331d9c1a40c8b613faba7fbb7ec9c1374912531e45b6d98c6cb3f646b1e95aa","root"
"B-2a","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","af0f6c17409551e36af30c1af47b10e652482ff6c1d1ca56c6029433acba8175","0-74c26e387efb36dbbd08d1970d8806eec5bad02d8e610ae8dc31fe3b6b572fd4","","","35.636","44.793","38.837","","","43.33","","43.33","","","","","0","","","3805-4367c94cde0dc48a9c2804fc994f7df1df209998208b47a8fdb60a47c270e226","root"
"B-52","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","4c873d687c7d698febed2e09267e804a24095128f1183e7cd7b1446168447627","0-97362e2c42e56790e89d7f1fef60c8890bc3f6a4051e9db769e244ad225fbb35","","","5.6","1.328","5.911","","","28.125","","28.125","","","","","0","","","3806-3a7c3532e8159bc4ff805a0bb89e1c2d656bf08753d9a03513733ca0c35b67e1","root"
"C-17A","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","c86ced7d1968a8665e5e177fa2d93190d848acf7749800f103a6ccdc2ba0986c","0-982f80a9bf5113d56a68cac89789851d80dac78626ed8bed5a2207d6749fea28","","","0","20.11","15.054","","","23.559","","23.559","","","","","0","","","3807-59dea2afeaf7852883779fd3398bed9423f5534e9a2b9c22090214630787695c","root"
"CV-22 Post Production Support","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","bc8fb08bab6b4b32b34e0d4534129fb3825a1277acf053ba78eb475138579663","0-2321f95d3dfb0124daf4005e6458ee3bf397a7575e3d528ea57daf82fba60d1f","","","","16.931","3.353","","","0","","0","","","","","0","","","3808-f506cac9f3ba5aaad8d9ff0a524d1f83041e36415bd3fd3fb818082abfff8e59","root"
"F-15","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","540cf4b1a319aa066bdf15ffa5b5e0ac5a13e1f31acbff24c6d1eab837a14c21","0-8f95916854e2e0875d1c4955f2c75a9adda7d14005c82647834677653effa095","","","2.403","1.122","3.225","","","2.98","","2.98","","","","","0","","","3810-783aef22e2e232b4d504f053676a586b76f6ffbd717eb548b845cfbbbda8a3c8","root"
"F-16","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","5833ab933ba17c591a4a0bb3a09dcfd2979f24071b08e6ce74ec67a0f3d478f9","0-e8ce37e6594aabc73f34248a44d952f2f69bc314b8dabab71a851144f0a04adc","","","3.238","9.994","8.969","","","15.155","","15.155","","","","","0","","","3812-83f3f5db24e296a72bcbcf7f127a1d30fae7ccecc7e5e091fdbdad0bcc86d199","root"
"F-22A","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","de3381d568fec41a16700d034fea5f0fecb564b825b2ffc12f64c0528beff097","0-067d3058af5f28dfccf6e34b38514090bb932174685ba2dd4dc309bd55839d47","","","5.911","5.929","0.971","","","48.505","","48.505","","","","","0","","","3813-5625c8cd534488541f18aa1dfbcf3206189e06a674b52763ebe88b0fd0f51993","root"
"Other Aircraft","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","485abd9b72c0d53f540817567efd4f24c754eb7ec77d984b20a2c41b66cb4e03","0-4a9b88b06715b9cfe73fe486f69eee300b72ccab255b7cdb58bd03678203e704","No Budget Year FY17 funding requested; $.027M shown in FY15 is an error.","","0","0.027","0","","","0","","0","","","","","0","","","3814-8d344cbc2d618b75b0640391d3f0695158f701abd9283acf1af01cacecf8bda1","root"
"Industrial Responsiveness","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","b76681e154bd866ac7dce8804ea99caaefd13e4852f7f8b0aed277ba13f926c2","0-9e657f325c4a7352a5cf91820dc394f6ff47dd0bc1c4e02ec263a84b5b95397b","Added a line to show ABIDES total doesn't match with what was received to the field for FY15","","17.742","22.003","18.802","","","14.126","","14.126","","","","","0","","","3817-ca5b0f801d1eaf5f399c670785de7cdf75291737b2158ddb0408cad5f1ebe7b3","root"
"ITEMS LESS THAN $5,000,000","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","bf345c8c856d8a0717238327215a76ec67503b46ad00330ce8984c369931107a","0-ec04615c79e62f94ef3dee19ae34acf20d2386e4dea9ef22625af38ef52bd341","RATO procurement costs account for First Article Testing of new assets, transportation costs, inert motors for training, and travel costs","","","11.012","4.427","","","4.46","","4.46","","","","","","","","3818-09bee08cc3cac6969f993e10dba672f84ae89c1e2eb3f48443e5dd0e9da3d418","root"
"War Consumables","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","bf345c8c856d8a0717238327215a76ec67503b46ad00330ce8984c369931107a","1-d4d29d608ab606d41b7ec827d9c9ed9d13d8d19c431764a90f14b29edb67dd0e","","","","0","0","","","18.364","","18.364","","","","","0","","","3818-09bee08cc3cac6969f993e10dba672f84ae89c1e2eb3f48443e5dd0e9da3d418","root"
"Arms Control Implementation","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","4b6ec7fe7864c80d823a18127621933f19bcb878a3f5d8a59bbaee3b80f5411b","0-3041699a9e8b5b8208d54c215615eaef2affcd6f86a17c11f72fb9eeb74409aa","Funding for this exhibit contained in PE 0305145F  The OC-135B aircraft supports the implementation of the United States Government (USG) Open Skies Treaty. Mission equipment on the OC-135B includes wet film optical framing and panoramic cameras. Open Skies Sensors program addresses the requirements in the Presidential Policy Directive-15 (PPD-15), which states, The United States shall begin budgeting no later than Fiscal Year 2014 to upgrade the sensors on the current aircraft by replacing film-based cameras with available electro-optical sensors.(U) Additionally, current cameras are nearly obsolete, frequently unreliable, hard and increasingly expensive to maintain, and repair parts must be individually manufactured. In addition, the web film manufacturers are discontinuing production of the film stock.  This camera replacement program will replace the wet film cameras with modern, digital cameras. This program will result in modern, digital cameras with higher reliability, maintainability and cost effectiveness. The customer of the imagery will be able to more readily use the imagery products and the equipment service life will be extended significantly.  OC-135B fleet consists of two aircraft. Both aircraft will be modified. One aircraft will be modified during development using RDT&E funds. Each aircraft will receive one A-kit and two B-kits to comply with treaty requirements.","","","","","","","4.497","","4.497","","","","","","","","3819-aa6201b276df0af676871a11e4d79d5e5f07e6ecbc0877523c5a5c0bb990014d","root"
"B-2 Squadrons","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","4b6ec7fe7864c80d823a18127621933f19bcb878a3f5d8a59bbaee3b80f5411b","1-9581e8bd2ac5d37edf59d5112e14c331a8dbe58f6104e11d211576636ecb7d75","These funds will be used to achieve Depot Activation of B-2 components as well as new components stemming from B-2 aircraft modification programs as directed by HQ AFMC via the Source of Repair Assignment process and includes associated travel.  Depot Activation efforts continue to include purchase of automated test equipment, data, and development of Test Program Set (TPS) software to support establishment of an organic repair capability for B-2 avionics and mechanical components.  BP19 funds will also continue to replace multiple obsolete and unsupportable Special Test Equipment (STE) in use by repair contractors.","","","32.914","6.05","","","15.022","","15.022","","","","","","","","3819-aa6201b276df0af676871a11e4d79d5e5f07e6ecbc0877523c5a5c0bb990014d","root"
"B-52","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","4b6ec7fe7864c80d823a18127621933f19bcb878a3f5d8a59bbaee3b80f5411b","2-13081bbdc0bc2d77be7c11f8b9b3759cb2e567d347cba9d9e6cc2be093e571a2","The 1760 Internal Weapons Bay Upgrade (IWBU) Depot Source Of Repair (DSOR) identified the Survivability & Vulnerability (S&V) Junction box as a candidate for depot repair, with OC-ALC designated as the depot.  1760 IWBU funds are FY16, FY15 funds are for Depot Activation support for B-52 Mode S/5 IFF.  No FY17 funding is requested.","","","0.858","3.96","","","","","","","","","","","","","3819-aa6201b276df0af676871a11e4d79d5e5f07e6ecbc0877523c5a5c0bb990014d","root"
"C-17 AIRCRAFT","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","4b6ec7fe7864c80d823a18127621933f19bcb878a3f5d8a59bbaee3b80f5411b","3-463b093f8cc66230415fe341355ca8df2963877494b4b48fd5dc669b01f6a897","This activity is for the depot activation for C-17 sustainment at the three USAF Air Logistic Centers.","","","0.711","","","","","","","","","","","","","","3819-aa6201b276df0af676871a11e4d79d5e5f07e6ecbc0877523c5a5c0bb990014d","root"
"C-5 Airlift Squadrons (IF)","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","4b6ec7fe7864c80d823a18127621933f19bcb878a3f5d8a59bbaee3b80f5411b","4-9c3826d4a2bbec55b40baf37be95e57cefa9429da5059ca92e5b700ca00c509c","This effort is a new start in FY17.  Funds are to be used to support depot activation requirements for the C-5 core mission computer/weather radar (CMC/WxRadar) program.","","","0","0","","","0.694","","0.694","","","","","","","","3819-aa6201b276df0af676871a11e4d79d5e5f07e6ecbc0877523c5a5c0bb990014d","root"
"Classified Programs","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","4b6ec7fe7864c80d823a18127621933f19bcb878a3f5d8a59bbaee3b80f5411b","5-bddbb5bc7460227e08619f9303f2bb95457ec5bd06b61b25d4213de35a80af7b","This program is reported in accordance with Title 10, United States Code, Section 119(a)(1) in the Special Access Program Annual Report to Congress.","","","585.616","911.648","","","955.729","","955.729","","","","","","","","3819-aa6201b276df0af676871a11e4d79d5e5f07e6ecbc0877523c5a5c0bb990014d","root"
"Combat Training Range Equipment","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","4b6ec7fe7864c80d823a18127621933f19bcb878a3f5d8a59bbaee3b80f5411b","6-b60fcea4cf1a98678ef5319d161a1273a84d1b335963c131ee4e40a0d0a9185a","The P5 Combat Training System (P5CTS) provides instrumentation to train aircrews in air-to-air, air-to-ground, and ground-to-air combat under simulated combat conditions in any available airspace worldwide and eliminates the need to fly over highly instrumented ground ranges.  The system also provides the capability to train aircrews in electronic warfare during joint-force training exercises. FY 17 funding is being requested for replacement ground subsystems.","","","4.6","","","","1.662","","1.662","","","","","","","","3819-aa6201b276df0af676871a11e4d79d5e5f07e6ecbc0877523c5a5c0bb990014d","root"
"Electronic Warfare Integrated Reprogramming (EWIR)","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","4b6ec7fe7864c80d823a18127621933f19bcb878a3f5d8a59bbaee3b80f5411b","7-2335590a6525b8be940d9d8179e61961984e8de410f4879fc23ad2689940e626","This program funds equipment and aircraft system components to provide critical reprogramming of EW systems for all Air Force and Foreign Military Sales customers.","","","4.387","3.338","","","3.614","","3.614","","","","","","","","3819-aa6201b276df0af676871a11e4d79d5e5f07e6ecbc0877523c5a5c0bb990014d","root"
"F-22A Squad","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","4b6ec7fe7864c80d823a18127621933f19bcb878a3f5d8a59bbaee3b80f5411b","8-29fbf9f5e3c2309088971283d70d7a6228450c6ae8e759ac70619178799ca850","Depot Core Activation - This funding request is for the requirement to activate the F-22 core partnered capability at 3 Air Logistics Complexes (ALC). Funding enables initial activation of depot repair capabilities for F-22 aircraft and engine components, sub-assemblies, structures and software. FY17 funding will initiate activation of depot capabilities for repairs and government furnished equipment for individual activation packages to support repair efforts.","","","97.057","2","","","59.347","","59.347","","","","","","","","3819-aa6201b276df0af676871a11e4d79d5e5f07e6ecbc0877523c5a5c0bb990014d","root"
"ICBM Helicopter Support","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","4b6ec7fe7864c80d823a18127621933f19bcb878a3f5d8a59bbaee3b80f5411b","9-c8f8bc5ecae0c18fd5a3ec3f09ce196ae9f0a014b804b9c684b53d29f7b568e3","This program will accomplish a Service Life Extension Program (SLEP) for a portion of the UH-1N fleet, i.e. structural repairs and replacement of key systems based on structural fatigue, system obsolescence and a diminishing manufacturing industrial base.  The UH-1N is a 45+ year old helicopter (oldest in DoD), and this work is necessary to address concerns identified in multiple studies and to prevent the aircraft from being grounded.   The funds budgeted over the FYDP will enable the SLEP of 30 aircraft that are needed in order to bridge the gap until a UH-1N replacement helicopter can be fielded.","","","0","5.167","","","25.167","","25.167","","","","","","","","3819-aa6201b276df0af676871a11e4d79d5e5f07e6ecbc0877523c5a5c0bb990014d","root"
"Industrial Preparedness","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","4b6ec7fe7864c80d823a18127621933f19bcb878a3f5d8a59bbaee3b80f5411b","10-94a03891605893c3fe2b0ce92b3acbb8484f540c4340112a697f2265a457bdad","This budget item covers two categories of pollution prevention activities at USAF industrial (government owned, contractor operated) facilities. These activities reduce emission of hazardous materials to air, land, and water, while reducing the cost to the Air Force as facility owner, as a customer for products manufactured in the plants, and through process improvements that can be transitioned to Air Force users.  The first category covers the demonstration, validation, and procurement of improved equipment and services provided by the Air Force as facility owner and direct manager of common areas and services at these facilities. These activities meet Air Force pollution prevention goals and reduce the AF ownership cost of the facilities and weapon systems (WS).  They include typical landlord initiatives such as recovery/recycling equipment, energy conservation initiatives, and pollution prevention opportunity assessments. The second category of expenditure invests in the demonstration and validation of improved manufacturing processes for plant contractors that reduce emissions, regulatory burdens, and WS life cycle costs. These are usually cost-sharing initiatives, undertaken with the contractor because the government has required the use of hazardous materials through specifications, standards, drawing, contracts, and technical orders. In addition, the process improvements innovated at the plants often can be transitioned to Air Force depots, resulting in reduced operation & maintenance costs, reduced depot flow time, and increases asset availability. This budget activity supports Air Force goals under the Pollution Prevention Act, Executive Orders 13423 and 13514, the AF/CV and SAF/IE Pollution Prevention Policy, the USD(AT&L) hexavalent chromium reduction policy, and the Resource Conservation and Recovery Act.  Prior to FY15, these funds were previously provided through PE 078054F.  Funding for this exhibit is contained in PE 78011F.","","","3.502","2.897","","","2.305","","2.305","","","","","0","","","3819-aa6201b276df0af676871a11e4d79d5e5f07e6ecbc0877523c5a5c0bb990014d","root"
"MQ-9 UAV","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","4b6ec7fe7864c80d823a18127621933f19bcb878a3f5d8a59bbaee3b80f5411b","11-8e9118f28ee6909728a7719cb1792215b4b4cbd6b6841484f3c857fea8fe1f49","Funds required for MQ-9 Reaper Depot activation, including procuring depot repair equipment, depot repair spares, depot repair data, technical data, and technical data rights.","","","48.591","0","","","35.65","","35.65","","","","","0","","","3819-aa6201b276df0af676871a11e4d79d5e5f07e6ecbc0877523c5a5c0bb990014d","root"
"Multi-Platform Electronic Warfare Equipment (EW POD)","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","4b6ec7fe7864c80d823a18127621933f19bcb878a3f5d8a59bbaee3b80f5411b","12-ed43ccb135f13352b32ac588ef357368335edb029b1060ca06c76acecac2adb2","Provides funding for sustaining Electronic Attack pods and towed decoys and associated test equipment. This equipment is used to counter adversary ground and airborne radar systems used to detect and target Air Force aircraft.","","","25.824","28.893","","","61.522","","61.522","","","","","","","","3819-aa6201b276df0af676871a11e4d79d5e5f07e6ecbc0877523c5a5c0bb990014d","root"
