Name_val,WhenRequiredInMonths_val,Cost_AllPriorYears_val,Cost_PriorYear_val,Cost_Total_val,Cost_CurrentYear_val,Cost_BudgetYearOne_val,Cost_BudgetYearTwo_val,Cost_BudgetYearThree_val,Cost_BudgetYearFour_val,Cost_BudgetYearFive_val,Cost_ToComplete_val,Cost_Continuing_val,ManufacturerList_Manufacturer_Name_val,ManufacturerList_Manufacturer_Location_val,ManufacturerList_Manufacturer_InitialQuantity_ProductionLeadTimeAfterOct1InMonths_val,ManufacturerList_Manufacturer_InitialQuantity_TotalLeadTimeAfterOct1InMonths_val,ManufacturerList_Manufacturer_InitialQuantity_AdminLeadTimeBeforeOct1InMonths_val,ManufacturerList_Manufacturer_InitialQuantity_AdminLeadTimeAfterOct1InMonths_val,@SOURCE_FILENAME,@RECORDID,@ROWID,QuantityPerAssembly_val,ForFY_val,SCNProductionLeadtime_val,@PARENTROWID,@PARENT
"Guidance Section LL Items (LRIP 2)","23","","","","0","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","4cead6aa7b8f21e630078e1faa01af184d50c7548a2808d527da07f517250ab7","2-38b2338b0812ca3415dadc3c78a62ef841c13f2ab5342ca1dd38379cef2e4cf1","","","14","0-d68bef6bb0a540ea3c8999e4f8148e1bf6a5ba0102aa019544314d7a98f7f802","root.record.ItemExhibitList.P5Item"
"HELLFIRE Backend LL Items (LRIP 2)","23","","","","37.1","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","4cead6aa7b8f21e630078e1faa01af184d50c7548a2808d527da07f517250ab7","3-a05b419d6a4025a0fcace1497eba673c6fb1a49a09d828bed13cddbd49db9a94","","","24","0-d68bef6bb0a540ea3c8999e4f8148e1bf6a5ba0102aa019544314d7a98f7f802","root.record.ItemExhibitList.P5Item"
"Launch Motor","14","9.46","","","0.899","0.841","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","989a62adef07daf13af615ab52f41e43934b21e3d380b67cded0db07ce4ef4ae","0-08662e49abc93a470ac0c2dee1df80fd5ce04ee04abc9d7c79dbd74d5e0e551d","1","","14","0-cfdd9506e1277fd5237e217f2052645b965616b97c3fe1eb3f197ed5c5bc412a","root.record.ItemExhibitList.P5Item"
"Flight Motor","12","2.983","","","0.169","0.182","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","989a62adef07daf13af615ab52f41e43934b21e3d380b67cded0db07ce4ef4ae","1-d61016c8b57ded30bdd6e1d475c3c20c08fb1ed131e2f31c07389af4bbd21ee4","1","","12","0-cfdd9506e1277fd5237e217f2052645b965616b97c3fe1eb3f197ed5c5bc412a","root.record.ItemExhibitList.P5Item"
"Warhead","19","72.464","","","7.07","7.129","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","989a62adef07daf13af615ab52f41e43934b21e3d380b67cded0db07ce4ef4ae","2-101e672fc80c884d3d61fd1eadb9620c7f808cb39762d21fc26c8267dfdfb19a","1","","19","0-cfdd9506e1277fd5237e217f2052645b965616b97c3fe1eb3f197ed5c5bc412a","root.record.ItemExhibitList.P5Item"
"Gyro","13","16.199","","","1.537","1.55","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","989a62adef07daf13af615ab52f41e43934b21e3d380b67cded0db07ce4ef4ae","3-d364458700b833c8ca5577a9f67097c6f07473ae25ea48a31715985b6128546a","1","","13","0-cfdd9506e1277fd5237e217f2052645b965616b97c3fe1eb3f197ed5c5bc412a","root.record.ItemExhibitList.P5Item"
"Flight Motor Case Kit","10","3.669","","","0.349","0.356","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","989a62adef07daf13af615ab52f41e43934b21e3d380b67cded0db07ce4ef4ae","4-947b9c82c5ccec9785635a03af076e7ef4b88168df50602d8bb1c8c2e7b1e565","1","","12","0-cfdd9506e1277fd5237e217f2052645b965616b97c3fe1eb3f197ed5c5bc412a","root.record.ItemExhibitList.P5Item"
"2B Sensor","18","57.178","","","8.475","8.546","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","989a62adef07daf13af615ab52f41e43934b21e3d380b67cded0db07ce4ef4ae","5-ea4e013b2d628c4660e60d076cf133ccda5b57ff3ef31fcb98fd8c3a2aa84731","1","","18","0-cfdd9506e1277fd5237e217f2052645b965616b97c3fe1eb3f197ed5c5bc412a","root.record.ItemExhibitList.P5Item"
"Control Surface Actuator","13","9.58","","","0.91","0.841","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","989a62adef07daf13af615ab52f41e43934b21e3d380b67cded0db07ce4ef4ae","6-5d15ba968d9de6536928c5dccec7e369496105f3a8bbdb30219c35538a43abdf","1","","13","0-cfdd9506e1277fd5237e217f2052645b965616b97c3fe1eb3f197ed5c5bc412a","root.record.ItemExhibitList.P5Item"
"Beacon Shutter Actuator","11","5.674","","","0.54","0.504","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","989a62adef07daf13af615ab52f41e43934b21e3d380b67cded0db07ce4ef4ae","7-d745fb5ef927b7f7c9b6a58a248c3b067638eeb20353ffce88f2ef8359b1df66","1","","12","0-cfdd9506e1277fd5237e217f2052645b965616b97c3fe1eb3f197ed5c5bc412a","root.record.ItemExhibitList.P5Item"
"Aegis Advacned Procurement FY19","0","","","","","0","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-DEFENSE_MDA_VOL2-U_PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2018.xml","c9c5626a815145d0c9affba0fbe594ecb959638643a9ad7e5b99e7688f194226","0-319b9907d7b50fba4ee4c795bcfd07f53c154355a719b0cde7138782a2722139","1","2020","","0-282be203209cffd65628c7d04774dc3573fb0822890a987aa690de87286bd4b7","root.record.ItemExhibitList.P5Item"
"Aegis Advanced Procurement for FY18","0","","","","","38.738","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-DEFENSE_MDA_VOL2-U_PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2018.xml","c9c5626a815145d0c9affba0fbe594ecb959638643a9ad7e5b99e7688f194226","1-d527cae946a26908f50297ca18b2aa2758a8fce1c07c0823112b1e4a2b5778b4","1","2019","","0-282be203209cffd65628c7d04774dc3573fb0822890a987aa690de87286bd4b7","root.record.ItemExhibitList.P5Item"
"Aegis Advanced Procurement FY20","0","","","","","0","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-DEFENSE_MDA_VOL2-U_PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2018.xml","c9c5626a815145d0c9affba0fbe594ecb959638643a9ad7e5b99e7688f194226","2-ee20695bc12830a82c0d98e7c25fefacbff4eba8522baf813a6e0fc9bfba35b0","1","2021","","0-282be203209cffd65628c7d04774dc3573fb0822890a987aa690de87286bd4b7","root.record.ItemExhibitList.P5Item"
"Aegis Advacned Procurement FY19","0","","","","","0","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-DEFENSE_MDA_VOL2-U_PROCUREMENT_MasterJustificationBook_Missile_Defense_Agency_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Missile_Defense_Agency_PB_2018.xml","5039caee7c3ec5564d5e7009ecd268457390689b961ded97c8bea51b12a56191","0-eee057ba717110d068f2a410f5dc431e13a5b000c1a5df4112f641aaf36ab51d","1","2020","","0-22ce75ed4eb0e19b1b714548ac60af5e814c913c90dbe98519ee8a5feaa8c01e","root.record.ItemExhibitList.P5Item"
"Aegis Advanced Procurement for FY18","0","","","","","38.738","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-DEFENSE_MDA_VOL2-U_PROCUREMENT_MasterJustificationBook_Missile_Defense_Agency_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Missile_Defense_Agency_PB_2018.xml","5039caee7c3ec5564d5e7009ecd268457390689b961ded97c8bea51b12a56191","1-bfe13bdcb271b5afe367ecce652e60fe6ce3b1baffdb9582c6794dce48413fcb","1","2019","","0-22ce75ed4eb0e19b1b714548ac60af5e814c913c90dbe98519ee8a5feaa8c01e","root.record.ItemExhibitList.P5Item"
"Aegis Advanced Procurement FY20","0","","","","","0","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-DEFENSE_MDA_VOL2-U_PROCUREMENT_MasterJustificationBook_Missile_Defense_Agency_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Missile_Defense_Agency_PB_2018.xml","5039caee7c3ec5564d5e7009ecd268457390689b961ded97c8bea51b12a56191","2-ac578d7a97aebbb9985d329568d096b99f54fce85ba062c899b9aafe5f2aeabf","1","2021","","0-22ce75ed4eb0e19b1b714548ac60af5e814c913c90dbe98519ee8a5feaa8c01e","root.record.ItemExhibitList.P5Item"
"SV 7-8 Satellites: SV 7-8 Long Lead","12","","","","132.42","","","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_SPACE-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","69f5d537ee02fe3841147f7d8dc4885ccab93abdd3905985c9061680464c3c83","0-1c266df9c917d1b1b46c50cf7fede810ba20231a446e0d093e9eaebf6ee7deb5","","","","2-5d0a1da74fd859c22cf78c6caa755b8a66783e532b79608cd9f3c273280f8ce6","root.record.ItemExhibitList.P5Item"
"SV 7-8 Satellites: SV 7-8 Long Lead","12","","","","132.42","","","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_SPACE-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","0c71715f409ac85cc53798867fc1f08294b549796ed9b5bd2c1d3370ed828913","0-f4326623127f6e7649fc70bc82b26313a80c93e810f792f6e85b94ca9e8d3312","","","","2-dc4fe73982eda942447fb7bd9742c410ba5209c80e4136f32014bb5d54434958","root.record.ItemExhibitList.P5Item"
"Other","0","","","","","0","","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","c6efa3d1ea895e36aa6ea1c6b9d247f9f9b97c3cfc03ed6678e75bd59a8137b4","0-984047624ab090694377e7827df9d5b922c3f4d562c259d2a85bdfb83da5e06c","","","0","0-5150ca8f68d56a3e95c055b2b9fff285b48090c49999ea4f455ce1b76e623b7b","root.record.ItemExhibitList.P5Item"
"CFE","6","684.106","122.206","","112.801","115.203","","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","c6efa3d1ea895e36aa6ea1c6b9d247f9f9b97c3cfc03ed6678e75bd59a8137b4","1-fc01a9a27e3c3df16942fcadad0208a9954f423b73a65a7d36732c1da1b570c2","26","","6","0-5150ca8f68d56a3e95c055b2b9fff285b48090c49999ea4f455ce1b76e623b7b","root.record.ItemExhibitList.P5Item"
"GFE","6","357.92","62.954","","58.109","59.347","","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","c6efa3d1ea895e36aa6ea1c6b9d247f9f9b97c3cfc03ed6678e75bd59a8137b4","2-bb898636faec0d2e1a15b3e280d324add6c4498d19185659c878d0b16207ce4b","26","","6","0-5150ca8f68d56a3e95c055b2b9fff285b48090c49999ea4f455ce1b76e623b7b","root.record.ItemExhibitList.P5Item"
"AH-64E Apache New Build","12","84.507","71.8","","71.9","58.6","","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","6b1656fac8a26342409b2f62049dc7f5cdb2bd5e08549a22c3d2920f17bde265","0-3744c8b893f305b95fa431e5905c44db469ae2590994fe6221372260ad5ffdee","","","12","0-5d7a5ab0d0e4ffee719d09c0cb433cc3f18a270cd4c5d434014b8a6016fe2e97","root.record.ItemExhibitList.P5Item"
"Prior Year","0","2531.426","","","","","","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","64c87e1adb49d0fad6202288aab5cd9f3489298b37e5e52649c8f9fce35c6caf","0-33a5aacdbabc6df0c824b28a46b452cd795203cddda84ab85bbc31696422b535","","","0","0-3b506b52644ef637cbda66e80401dafc4c76228df3cfb2cc8b6c79069315618b","root.record.ItemExhibitList.P5Item"
"CFE Airframe","6","664.634","113.308","","28.576","35.5","","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","64c87e1adb49d0fad6202288aab5cd9f3489298b37e5e52649c8f9fce35c6caf","1-b8c77df1902d0458553d3b5845ea70f5927364837e2bde78c5275be64eff21ed","1","","18","0-3b506b52644ef637cbda66e80401dafc4c76228df3cfb2cc8b6c79069315618b","root.record.ItemExhibitList.P5Item"
"Auxiliary Power Unit","3","34.758","3.098","","2.941","3.6","","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","64c87e1adb49d0fad6202288aab5cd9f3489298b37e5e52649c8f9fce35c6caf","2-a815ac053ce740d2a110411d6077cdfce647632e60dbbe0361c00202b9d32b41","1","","6","0-3b506b52644ef637cbda66e80401dafc4c76228df3cfb2cc8b6c79069315618b","root.record.ItemExhibitList.P5Item"
"Engines","3","539.086","47.684","","45.269","55.41","","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","64c87e1adb49d0fad6202288aab5cd9f3489298b37e5e52649c8f9fce35c6caf","3-73b5787dd2fa37a49e68c93f1f81c2a837be4ec34a5385b9ca04261f8253673e","2","","14","0-3b506b52644ef637cbda66e80401dafc4c76228df3cfb2cc8b6c79069315618b","root.record.ItemExhibitList.P5Item"
"EGI","3","83.633","7.691","","7.301","8.937","","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","64c87e1adb49d0fad6202288aab5cd9f3489298b37e5e52649c8f9fce35c6caf","4-0ba88ffbff75e9f5af61e9ab339e48470b614317aebc1f82692e5020b34d2dbd","2","","12","0-3b506b52644ef637cbda66e80401dafc4c76228df3cfb2cc8b6c79069315618b","root.record.ItemExhibitList.P5Item"
"Heads Up Display AVS-7","3","26.958","2.326","","2.208","2.703","","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","64c87e1adb49d0fad6202288aab5cd9f3489298b37e5e52649c8f9fce35c6caf","5-66e3b483da9008b57472e3886b9313ffa1d59c1ba97d70d875403a7d75e0aba6","1","","9","0-3b506b52644ef637cbda66e80401dafc4c76228df3cfb2cc8b6c79069315618b","root.record.ItemExhibitList.P5Item"
"Hover Infrared Suppressor","1","28.959","","","","","","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","64c87e1adb49d0fad6202288aab5cd9f3489298b37e5e52649c8f9fce35c6caf","6-69997fa0c6c2aef4bf4be5e7c83ed09837a0648193055e69320544ee313d4c9a","","","1","0-3b506b52644ef637cbda66e80401dafc4c76228df3cfb2cc8b6c79069315618b","root.record.ItemExhibitList.P5Item"
"Miscellaneous","1","15.651","","","","","","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","64c87e1adb49d0fad6202288aab5cd9f3489298b37e5e52649c8f9fce35c6caf","7-ea98464db509dce6e8df183640885a48e887e78a6608918dbd46e9bf7a0cbb84","","","1","0-3b506b52644ef637cbda66e80401dafc4c76228df3cfb2cc8b6c79069315618b","root.record.ItemExhibitList.P5Item"
"SEPM","0","","","","","3.693","","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","6d3c4ef124673a75c5f508699d459545dcd5fa1c2d2edd37b8ca572d6abb187f","0-1499822ebace022a1dd5e71d8d7430db4baf158ec29d13077a64147446a3b76d","","2020","12","1-6dd082b4cd33f9d5e216cfbdccda4f55ec22c6a996a596764a9d7d876b51c35f","root.record.ItemExhibitList.P5Item"
"Data","0","","19.319","","","0.168","","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","6d3c4ef124673a75c5f508699d459545dcd5fa1c2d2edd37b8ca572d6abb187f","1-aa51d9507a8498a6a48ebdfd17cd858dc6f24baea681ca247084c8f6e4d57e7b","","2020","12","1-6dd082b4cd33f9d5e216cfbdccda4f55ec22c6a996a596764a9d7d876b51c35f","root.record.ItemExhibitList.P5Item"
"Guidance Section LL Items (LRIP 1)","23","24.8","","","","","","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","f217c54d6ceffdfdef71f9f9e089d12d593044819c53d822963bcab23bc9b26e","0-631486c4c290a8539feeb2a25fd2a759ad4716e27a050356687a1c558f854d38","","","14","0-f7f0b0a8a3bd0d05c6593717648915a2498c553a265fb0ac5789810ff36e1c27","root.record.ItemExhibitList.P5Item"
"HELLFIRE Backend LL Items (LRIP 1)","23","2.938","","","","","","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","f217c54d6ceffdfdef71f9f9e089d12d593044819c53d822963bcab23bc9b26e","1-c8249b8a8e36a858c0a94611ba3432c64bcb9bdf19efc8b49634f9682d3a9b4e","","","24","0-f7f0b0a8a3bd0d05c6593717648915a2498c553a265fb0ac5789810ff36e1c27","root.record.ItemExhibitList.P5Item"
"Guidance Section LL Items (LRIP 2)","23","","","","","0","","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","f217c54d6ceffdfdef71f9f9e089d12d593044819c53d822963bcab23bc9b26e","2-04e46b07f5e183b3174adba8ab7464fb22b6c2d0ec24f9266a8fd2ff5c62afb4","","","14","0-f7f0b0a8a3bd0d05c6593717648915a2498c553a265fb0ac5789810ff36e1c27","root.record.ItemExhibitList.P5Item"
"HELLFIRE Backend LL Items (LRIP 2)","23","","37.1","","","","","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","f217c54d6ceffdfdef71f9f9e089d12d593044819c53d822963bcab23bc9b26e","3-2fdebe32739a5765440d1d1d6a2c4b2420a3368c9914802d97421e94c4444e72","","","24","0-f7f0b0a8a3bd0d05c6593717648915a2498c553a265fb0ac5789810ff36e1c27","root.record.ItemExhibitList.P5Item"
"Warhead","19","72.424","6.611","","15.581","7.942","","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","6a299a402f458488c665f503f10a0d7afcba1a37a9fc1ac85a2aa65290b19344","0-211d47ac117c32f38a35972e8c6c8116af74632139fd045fef17f97b7e15c24c","1","","19","0-6440b32374724eba3fc455c61c2dab3cb40316c0ceb1216415464dd260d8af64","root.record.ItemExhibitList.P5Item"
"Launch Motor","14","9.46","0.838","","1.101","0.838","","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","6a299a402f458488c665f503f10a0d7afcba1a37a9fc1ac85a2aa65290b19344","1-7999caba0b209bf35df8012ea229128ce81610a20b1dbe97a3f88efee369f785","1","","14","0-6440b32374724eba3fc455c61c2dab3cb40316c0ceb1216415464dd260d8af64","root.record.ItemExhibitList.P5Item"
"Flight Motor","12","2.983","0.158","","0.158","0.158","","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","6a299a402f458488c665f503f10a0d7afcba1a37a9fc1ac85a2aa65290b19344","2-2dc9dada4348d715822a89275a5f36de9ed96fbe122dba99c241d6c7b07120a8","1","","12","0-6440b32374724eba3fc455c61c2dab3cb40316c0ceb1216415464dd260d8af64","root.record.ItemExhibitList.P5Item"
"2B Sensor","18","57.143","","","","7.902","","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","6a299a402f458488c665f503f10a0d7afcba1a37a9fc1ac85a2aa65290b19344","3-ae8258a39e2edd64c3067aeb8a7f23fe188dcb92a844b5d5cfad98571e52dd28","1","","18","0-6440b32374724eba3fc455c61c2dab3cb40316c0ceb1216415464dd260d8af64","root.record.ItemExhibitList.P5Item"
"Gyro","13","16.181","1.433","","1.433","1.433","","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","6a299a402f458488c665f503f10a0d7afcba1a37a9fc1ac85a2aa65290b19344","4-9b3a4fa62184684affa60976bb13100e8b5dd80e068fa8a8be0cbe2dbafc4527","1","","13","0-6440b32374724eba3fc455c61c2dab3cb40316c0ceb1216415464dd260d8af64","root.record.ItemExhibitList.P5Item"
"Flight Motor Case Kit","10","3.669","0.325","","0.325","0.325","","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","6a299a402f458488c665f503f10a0d7afcba1a37a9fc1ac85a2aa65290b19344","5-e18c586b3e884d88fe88bee1f6f9bec60626f62c3c9e490357b7f8999cf435be","1","","10","0-6440b32374724eba3fc455c61c2dab3cb40316c0ceb1216415464dd260d8af64","root.record.ItemExhibitList.P5Item"
"Control Surface Actuator","13","9.575","0.848","","0.848","0.848","","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","6a299a402f458488c665f503f10a0d7afcba1a37a9fc1ac85a2aa65290b19344","6-9f667eb926fac5003d8236da27f88d017e80e24fced198a82fb94930fa04192c","1","","13","0-6440b32374724eba3fc455c61c2dab3cb40316c0ceb1216415464dd260d8af64","root.record.ItemExhibitList.P5Item"
"Beacon Shutter Actuator","11","5.772","0.503","","0.503","0.503","","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","6a299a402f458488c665f503f10a0d7afcba1a37a9fc1ac85a2aa65290b19344","7-a6bbb2d0133cdb3ab5d5f2e035fb8d14062387502d902dcf1e39c78e691d6b4d","1","","11","0-6440b32374724eba3fc455c61c2dab3cb40316c0ceb1216415464dd260d8af64","root.record.ItemExhibitList.P5Item"
"Hardware FY19","0","","","","","115","","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-DEFENSE_MDA_VOL2-U_PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2019.xml","e8c2f6fc9ef5dc29cd5ff73f15fa8d6329010b733912a8020f934ec1f5a4ed9d","0-ca4a5546b2b487b7c2d73cde4d452fb17648d40f94f0edf8bc47bedcdcd2886a","1","2019","","0-daec289312e06fbacd3f7786965204ea9375af33b6788f73c7c7b1b0e4094b5a","root.record.ItemExhibitList.P5Item"
