Name_val,LineItemNumber_val,Cost_AllPriorYears_val,Cost_PriorYear_val,Cost_CurrentYear_val,Cost_BudgetYearOneBase_val,Cost_BudgetYearOneOCO_val,Cost_BudgetYearOne_val,Cost_BudgetYearTwo_val,Cost_BudgetYearThree_val,Cost_BudgetYearFour_val,Cost_BudgetYearFive_val,Cost_Total_val,Cost_ToComplete_val,Cost_Continuing_val,@SOURCE_FILENAME,@RECORDID,@ROWID,MDAPCode_val,P1LineNumber_val,@PARENTROWID,@PARENT
"CV-22","V022A0","","3.676","2.731","0.882","0","0.882","0.241","0","0","0","7.53","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","b049106e636f518fdc88af22f3f3cead2e343eb33b9ea0c1a2aaeee0796af6c9","16-f36fef21e95492e93328e241f8e2a8665c00a8f5e4618cf79ac47f2924d54043","212","","0-e96d5c7b2f07cb08cf12abc6570e8bd1d7c51759adcc6c2ad0a920d9b0166f18","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Dragon U-2","11U200","","0","0.971","0.673","0","0.673","0","0","0","0","1.644","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","b049106e636f518fdc88af22f3f3cead2e343eb33b9ea0c1a2aaeee0796af6c9","17-b460dca02b9ab84ff5a7c4c91a5598eb8464da5be2e5606a24274145f05f8e9e","","","0-e96d5c7b2f07cb08cf12abc6570e8bd1d7c51759adcc6c2ad0a920d9b0166f18","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Airborne Warning and Control System (AWACS)","E00300","","2.957","15.616","22.061","0","22.061","22.502","23.938","24.366","21.472","132.912","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","b049106e636f518fdc88af22f3f3cead2e343eb33b9ea0c1a2aaeee0796af6c9","18-e92176ca196b20c8768e6d440aad1f4583a7e9cc68757eb3591fc253ceb09742","","","0-e96d5c7b2f07cb08cf12abc6570e8bd1d7c51759adcc6c2ad0a920d9b0166f18","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"E-4B National Airborne Operations Center (NAOC)","E00400","","3.426","0","5.338","0","5.338","3.549","4.298","0.335","0.342","17.288","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","b049106e636f518fdc88af22f3f3cead2e343eb33b9ea0c1a2aaeee0796af6c9","19-c18dd7a5f3209f973f16c085b3ab93abb130241848015d98453ea0b9e6873ebb","","","0-e96d5c7b2f07cb08cf12abc6570e8bd1d7c51759adcc6c2ad0a920d9b0166f18","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"F-15A/B/C/D Squadrons","F01500","","11.104","26.139","22.258","0","22.258","22.872","22.212","22.597","23.014","150.196","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","b049106e636f518fdc88af22f3f3cead2e343eb33b9ea0c1a2aaeee0796af6c9","20-3cf12e847dc322f626f82c5388d435dad405d92205faf8be69a745a366e8d5be","","","0-e96d5c7b2f07cb08cf12abc6570e8bd1d7c51759adcc6c2ad0a920d9b0166f18","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"F-15 EPAWSS","61","","0","0","0","0","0","0","4.067","4.883","9.343","18.293","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","b049106e636f518fdc88af22f3f3cead2e343eb33b9ea0c1a2aaeee0796af6c9","21-668665c99a3f53ca1966136c9eac4101681fc9dca629d040e8aefd0a38537f6c","","","0-e96d5c7b2f07cb08cf12abc6570e8bd1d7c51759adcc6c2ad0a920d9b0166f18","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"F-15E Squadrons","F01500E","","5.278","29.582","27.218","0","27.218","14.86","15.129","15.391","15.675","123.133","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","b049106e636f518fdc88af22f3f3cead2e343eb33b9ea0c1a2aaeee0796af6c9","22-326df8fc43f19c21e2a79987dd4ff55c7c01cca6f6c8500c107ad5ec5ba3d4c8","","","0-e96d5c7b2f07cb08cf12abc6570e8bd1d7c51759adcc6c2ad0a920d9b0166f18","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"F-16 Squadrons","F01600","","0.09","0.472","2.059","0","2.059","2.453","6.135","9.794","9.975","30.978","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","b049106e636f518fdc88af22f3f3cead2e343eb33b9ea0c1a2aaeee0796af6c9","23-38cde99291b694661b114fe5da918239bab80d309a319c7986e61b5c2c7a926d","","","0-e96d5c7b2f07cb08cf12abc6570e8bd1d7c51759adcc6c2ad0a920d9b0166f18","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"F-22A Squadrons","F02200","","0","2.945","5.164","0","5.164","8.525","3.776","9.836","10.017","40.263","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","b049106e636f518fdc88af22f3f3cead2e343eb33b9ea0c1a2aaeee0796af6c9","24-004c9e63ede406f915149cd78cf9c4095c75d95ac2f416f9a4bb05315affd6cf","265","","0-e96d5c7b2f07cb08cf12abc6570e8bd1d7c51759adcc6c2ad0a920d9b0166f18","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"F-35 Squadrons","ATA000","","231.847","229.582","267.792","0","267.792","315.478","353.602","354.622","355.591","2108.514","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","b049106e636f518fdc88af22f3f3cead2e343eb33b9ea0c1a2aaeee0796af6c9","25-c5ac2b44168949682465ce304df3ad24e8dc26a85a239353f5343cdb62c07058","198","","0-e96d5c7b2f07cb08cf12abc6570e8bd1d7c51759adcc6c2ad0a920d9b0166f18","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Family of Advanced BLoS Terminals (FAB-T)","FBLOST","","0","3.235","3.561","0","3.561","1.341","6.191","0.057","0.001","14.386","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","b049106e636f518fdc88af22f3f3cead2e343eb33b9ea0c1a2aaeee0796af6c9","26-9bb802d33812a141dcfa5a19c54cdcd73ec60f1237d4b98cd54c93ceef784da6","","","0-e96d5c7b2f07cb08cf12abc6570e8bd1d7c51759adcc6c2ad0a920d9b0166f18","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Full Combat Mission Training","OTHACF","","0.13","0.279","0.214","0","0.214","0.219","0.212","0.216","0.22","1.49","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","b049106e636f518fdc88af22f3f3cead2e343eb33b9ea0c1a2aaeee0796af6c9","27-fc994626fa23af5b90049c31b620665e5ced7429da569f6fd85d76f399504327","","","0-e96d5c7b2f07cb08cf12abc6570e8bd1d7c51759adcc6c2ad0a920d9b0166f18","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Combat Rescue HH-60","H06000","","0.9","2.185","2.289","0","2.289","1.858","1.802","1.832","1.866","12.732","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","b049106e636f518fdc88af22f3f3cead2e343eb33b9ea0c1a2aaeee0796af6c9","28-9a42d800d2e8f4e96b77071646f5e2612ead3c9e4c9f20616f79dbf95a63c60e","","","0-e96d5c7b2f07cb08cf12abc6570e8bd1d7c51759adcc6c2ad0a920d9b0166f18","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"KC-10s","C01000","","8.412","0.931","0.089","0","0.089","0.067","0.03","0.031","0.032","9.592","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","b049106e636f518fdc88af22f3f3cead2e343eb33b9ea0c1a2aaeee0796af6c9","29-3883731b144e66ce0caee665a121140fbd364f38dfa1986b611ce4b4ec4555b5","","","0-e96d5c7b2f07cb08cf12abc6570e8bd1d7c51759adcc6c2ad0a920d9b0166f18","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"KC-135S","C13500","","5.473","10.096","5.733","0","5.733","8.418","2.08","2.076","3.348","37.224","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","b049106e636f518fdc88af22f3f3cead2e343eb33b9ea0c1a2aaeee0796af6c9","30-02a748e7cc38a8a8c13bc8757233cce85b58ff44bc41d6f6d7038b0f35b42f3a","","","0-e96d5c7b2f07cb08cf12abc6570e8bd1d7c51759adcc6c2ad0a920d9b0166f18","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"KC-46A Tanker Squadrons","KC046A","","0","52.965","172.183","0","172.183","107.356","82.112","99.997","101.841","616.454","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","b049106e636f518fdc88af22f3f3cead2e343eb33b9ea0c1a2aaeee0796af6c9","31-ee8eed9d5158d2bc3918a10c58ac0863d33876bdf03f9cded5a9593647fb8f03","","","0-e96d5c7b2f07cb08cf12abc6570e8bd1d7c51759adcc6c2ad0a920d9b0166f18","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"MILSATCOM Terminals","OTHACF","","12.544","0","0","0","0","0","0","0","0","12.544","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","b049106e636f518fdc88af22f3f3cead2e343eb33b9ea0c1a2aaeee0796af6c9","32-2eaeb5ce39bd7fb64564a64a687a90e6e3d331579d7fc47344eaa900517ebbf7","","","0-e96d5c7b2f07cb08cf12abc6570e8bd1d7c51759adcc6c2ad0a920d9b0166f18","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"MQ-1 Predator A UAV","PRDT01","","0","1.413","0.949","0","0.949","0.058","0","0","0","2.42","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","b049106e636f518fdc88af22f3f3cead2e343eb33b9ea0c1a2aaeee0796af6c9","33-25bbdcc8d84a5b25743af3bdbacf78ba77d90d421a6a5a580c085465d050b71b","","","0-e96d5c7b2f07cb08cf12abc6570e8bd1d7c51759adcc6c2ad0a920d9b0166f18","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"MQ-9 UAV","PRDTB1","","76.629","129.273","40.943","0","40.943","52.601","111.318","67.572","67.989","546.325","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","b049106e636f518fdc88af22f3f3cead2e343eb33b9ea0c1a2aaeee0796af6c9","34-485c423c2fec4b25993a995aed393d4314bbdd3e77070916d7d0a4c2da9060a3","","","0-e96d5c7b2f07cb08cf12abc6570e8bd1d7c51759adcc6c2ad0a920d9b0166f18","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"New AETC Aircraft Systems","JPATS0","","4.248","0.875","0","0","0","4.449","2.631","2.679","2.728","17.61","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","b049106e636f518fdc88af22f3f3cead2e343eb33b9ea0c1a2aaeee0796af6c9","35-00dd55df9161431ca821c42a3408d0104f60ce0fd0fc155fd71cf9bd2d40ebac","","","0-e96d5c7b2f07cb08cf12abc6570e8bd1d7c51759adcc6c2ad0a920d9b0166f18","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"VC-25","61","","0.065","0.248","0.139","0","0.139","0.242","0.432","0.44","0.448","2.014","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","b049106e636f518fdc88af22f3f3cead2e343eb33b9ea0c1a2aaeee0796af6c9","36-6e1d131490a5f124fab6338c83fbae481a2f0b800c1adf73b0ca7967b2472477","","","0-e96d5c7b2f07cb08cf12abc6570e8bd1d7c51759adcc6c2ad0a920d9b0166f18","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Manned Reconnaissance Systems","DARP01","","57.119","51.958","47.734","0","47.734","49.396","49.927","50.848","51.785","358.767","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","b049106e636f518fdc88af22f3f3cead2e343eb33b9ea0c1a2aaeee0796af6c9","37-97030719ae4d289ffbebfe4f55dc02d871ef3b38cb3075ad8d8ada107add76be","","","0-e96d5c7b2f07cb08cf12abc6570e8bd1d7c51759adcc6c2ad0a920d9b0166f18","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"RQ-4 UAV","HAEUAV","","10.928","0.832","1.249","0","1.249","27.967","8.626","2.742","20.751","73.095","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","b049106e636f518fdc88af22f3f3cead2e343eb33b9ea0c1a2aaeee0796af6c9","38-e2502db2db2e81adf3e638353ecf82bd4402d53f9a1b814644b882a72c425cb9","","","0-e96d5c7b2f07cb08cf12abc6570e8bd1d7c51759adcc6c2ad0a920d9b0166f18","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"UN-1N Replacement Spares","61","","0","0","0","0","0","6.032","9.227","12.555","12.811","40.625","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","b049106e636f518fdc88af22f3f3cead2e343eb33b9ea0c1a2aaeee0796af6c9","39-b43bd39b216c0b37a53009c100fec0a5ac36ff4df534c9bce9977de597c0bb2f","","","0-e96d5c7b2f07cb08cf12abc6570e8bd1d7c51759adcc6c2ad0a920d9b0166f18","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Undergraduate Pilot Training (UPT)","T00100","","0","0.707","0.73","0","0.73","0.736","0.736","0.749","0.763","4.421","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","b049106e636f518fdc88af22f3f3cead2e343eb33b9ea0c1a2aaeee0796af6c9","40-ac281b852e142ae215e65a2ce866e3ea2a7925e800b1bc09f5d31001706433c8","","","0-e96d5c7b2f07cb08cf12abc6570e8bd1d7c51759adcc6c2ad0a920d9b0166f18","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Aerial Targets","10TRGT","","0","0.537","0.595","0","0.595","0.595","0.584","0.594","0.606","3.511","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","f7747b9e0344d74f19aee9c695cc799674380174d33dbaa5fc61b4e46860b4db","0-b4e60649c8014a4f4c3bb49b3a5205bfdc41c3f6bf3f339b6f8603b78653f339","","","0-498e4304ebfd6012b6c7a892342d1d8faa351249e404ec6de7d6817c6aa23f74","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Airborne Reconnaissance Systems","DARP01","","6.79","5.342","2.905","0","2.905","0.216","0","0","0","15.253","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","f7747b9e0344d74f19aee9c695cc799674380174d33dbaa5fc61b4e46860b4db","1-04836224928595ce3ce05391568e47b105e7ac15e2cc023f22567a6e091b9788","","","0-498e4304ebfd6012b6c7a892342d1d8faa351249e404ec6de7d6817c6aa23f74","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Precision Attack Systems Procurement","61","","8.899","12.966","1.445","0","1.445","3.279","3.337","3.394","3.457","36.777","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","f7747b9e0344d74f19aee9c695cc799674380174d33dbaa5fc61b4e46860b4db","2-9df00492ddaa1bc414bbeca1714c1f45ab24593e4737f3c24b8905d41034ee3c","","","0-498e4304ebfd6012b6c7a892342d1d8faa351249e404ec6de7d6817c6aa23f74","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Automated Test Systems","999","","0","0.366","0","0","0","0","0","0","0","0.366","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","f7747b9e0344d74f19aee9c695cc799674380174d33dbaa5fc61b4e46860b4db","3-8f1bde819798639bfb0d26c4fc219da9bcde57cdda88b122560a35f0a44975eb","","","0-498e4304ebfd6012b6c7a892342d1d8faa351249e404ec6de7d6817c6aa23f74","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"B-1B Squadrons","B01B00","","13.093","16.543","7.429","0","7.429","4.494","3.442","0","0","45.001","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","f7747b9e0344d74f19aee9c695cc799674380174d33dbaa5fc61b4e46860b4db","4-86b28159a2e42ecd8fd809847bacae7a54437f1864ecc20a6a2f05db8e243e08","","","0-498e4304ebfd6012b6c7a892342d1d8faa351249e404ec6de7d6817c6aa23f74","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"B-2 Squadrons","B00200","","4.943","0.672","2.187","0","2.187","3.723","0","0","14.956","26.481","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","f7747b9e0344d74f19aee9c695cc799674380174d33dbaa5fc61b4e46860b4db","5-824442ce25be84acbf11109ceddd6ae6d3fc7180fd03bcb98f6425426ffc8649","224","","0-498e4304ebfd6012b6c7a892342d1d8faa351249e404ec6de7d6817c6aa23f74","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"B-52 Squadrons","B05200","","14.445","6.433","5.505","0","5.505","5.415","0.171","0.119","1.048","33.136","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","f7747b9e0344d74f19aee9c695cc799674380174d33dbaa5fc61b4e46860b4db","6-4636bbf3721953f1535540db48970cac5fabb9e87e160524772252c8dced58fc","","","0-498e4304ebfd6012b6c7a892342d1d8faa351249e404ec6de7d6817c6aa23f74","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Battlefield Abn Comm Node (BACN)","999","","22.91","0","0","0","0","0","0","0","0","22.91","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","f7747b9e0344d74f19aee9c695cc799674380174d33dbaa5fc61b4e46860b4db","7-77111545dd55b5fbc3f46e1fe99074f1301bb4cb8e9e3748a3fa964577192f86","","","0-498e4304ebfd6012b6c7a892342d1d8faa351249e404ec6de7d6817c6aa23f74","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Bomber Tactical Data Link","B01B00","","0.049","0","0","0","0","0","0","0","0","0.049","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","f7747b9e0344d74f19aee9c695cc799674380174d33dbaa5fc61b4e46860b4db","8-59c436e075081728806f20f464fc882ec60f4c11bbae633c9981871c54310469","","","0-498e4304ebfd6012b6c7a892342d1d8faa351249e404ec6de7d6817c6aa23f74","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"C-130 Airlift Squadron","C13000","","0","0","0","0","0","3.968","8.221","21.338","30.496","64.023","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","f7747b9e0344d74f19aee9c695cc799674380174d33dbaa5fc61b4e46860b4db","9-b53be2fa76ed90d3746e3fcf1f9aa068b59aad7fc52a9ef79f68d962a3fbaf8d","","","0-498e4304ebfd6012b6c7a892342d1d8faa351249e404ec6de7d6817c6aa23f74","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"C-17 Aircraft (IF)","C01700","","15.801","12.45","9.4","0","9.4","13.227","12.955","13.18","13.423","90.436","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","f7747b9e0344d74f19aee9c695cc799674380174d33dbaa5fc61b4e46860b4db","10-5e7c42ac8b916dbac3147bd6555b0af778ebffdac67033084bcab48f1f5640b3","","","0-498e4304ebfd6012b6c7a892342d1d8faa351249e404ec6de7d6817c6aa23f74","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"C2ISR Tactical Data Link","OTHACF","","0","0.239","0","0","0","0","0","0","0","0.239","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","f7747b9e0344d74f19aee9c695cc799674380174d33dbaa5fc61b4e46860b4db","11-ac695a8221d7ee30b9f26e28f35ad96d934f65dc855dc9c436de4e2269e6a345","","","0-498e4304ebfd6012b6c7a892342d1d8faa351249e404ec6de7d6817c6aa23f74","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"C-5 Airlift Squadrons (IF)","C00500","","0","0.382","3.048","0","3.048","7.527","8.126","7.803","7.948","34.834","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","f7747b9e0344d74f19aee9c695cc799674380174d33dbaa5fc61b4e46860b4db","12-a1fc5bdaaa5f5662c1e890aa45993641e546f63a535d4604b50a7524e1880412","","","0-498e4304ebfd6012b6c7a892342d1d8faa351249e404ec6de7d6817c6aa23f74","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Combat Developments","OTHACF","","0.171","0.154","0.147","0","0.147","0.151","0.153","0.156","0.159","1.091","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","f7747b9e0344d74f19aee9c695cc799674380174d33dbaa5fc61b4e46860b4db","13-3c15bb380f6e42ed40cf01b0d557f60d12b84253cd8ad0b5fcc697f25c64ab6b","","","0-498e4304ebfd6012b6c7a892342d1d8faa351249e404ec6de7d6817c6aa23f74","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
