FiscalYear_val,FiscalYear_@footnote,PCOLocation_val,AwardDate_val,FirstDeliveryDate_val,Quantity_val,UnitCost_val,SpecsAvailableNow_val,RFPIssueDate_val,ContractMethod_val,ContractType_val,@SOURCE_FILENAME,@RECORDID,@ROWID,FundingVehicle_val,OCO_val,@PARENTROWID,@PARENT
"2015","","DTRA","2015-03","2015-05","1.000","0.500","false","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DTRA-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2015.xml","a7d10cbf505062d10d22842b187e5d499da72fbff89114d92e75f7abe87b6cea","0-2ae63e4c5fd41b68793727a54ea4a5cfe36bee59f9cf2cbc4e3b832896ec3130","PO","","0-3b3766d1c5b0a5cf12c0cde5189b0cface35830a2364aeed1c6251e400506690","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","","DTRA","2014-06","2014-07","1.000","0.564","false","","C","Various","2015-BASE_PROCUREMENT-2015-DEFENSE_DTRA-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2015.xml","a7d10cbf505062d10d22842b187e5d499da72fbff89114d92e75f7abe87b6cea","0-cd16bddc88229fc3501454eeb6531f106c2ed6eb639d4dc0300e76c6eb1a7f12","","","0-6bc4884e8efe62783db2988272636efbc78df047518798b2f3897d73b2a8e95a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","","DTRA","2014-05","2014-06","1.000","0.380","true","","C","Various","2015-BASE_PROCUREMENT-2015-DEFENSE_DTRA-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2015.xml","a7d10cbf505062d10d22842b187e5d499da72fbff89114d92e75f7abe87b6cea","1-00e2313a084057d24fb95856da78d39fc20605f606294da6a5c1ca68b253a3a1","","","0-6bc4884e8efe62783db2988272636efbc78df047518798b2f3897d73b2a8e95a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","","DTRA","2015-03","2015-05","1.000","0.950","false","","C","Various","2015-BASE_PROCUREMENT-2015-DEFENSE_DTRA-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2015.xml","a7d10cbf505062d10d22842b187e5d499da72fbff89114d92e75f7abe87b6cea","2-464107382b1c15254749ae11f9c2d0ad8f98367a930d65d05a6b961e6fb7f8b1","","","0-6bc4884e8efe62783db2988272636efbc78df047518798b2f3897d73b2a8e95a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","","DTRA","2013-03","2013-05","1.000","6.117","true","","C","Various","2015-BASE_PROCUREMENT-2015-DEFENSE_DTRA-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2015.xml","a7d10cbf505062d10d22842b187e5d499da72fbff89114d92e75f7abe87b6cea","0-ac2daac25310a4a961db1bb40315b55b6ace1cafcbe03aed89992b39026e5104","","","0-24f801e8f504ad18ba8debe932751f7326adb25eb4776813d5d26d5b49be8b48","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","","DTRA","2015-06","2015-07","1.000","3.946","false","","C","Various","2015-BASE_PROCUREMENT-2015-DEFENSE_DTRA-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2015.xml","a7d10cbf505062d10d22842b187e5d499da72fbff89114d92e75f7abe87b6cea","0-5ebf7a8bb94f9ec1a677acb1cbb90d7bc42cf7d0f94392ae24c0f14f26cb9c7f","","","0-9e0d3b9cfffebf879234f5edaa29ea80829f4761f511f1eec85d79fe7c60de74","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","","DTRA","2013-01","2013-03","1.000","4.310","true","","C","Various","2015-BASE_PROCUREMENT-2015-DEFENSE_DTRA-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2015.xml","a7d10cbf505062d10d22842b187e5d499da72fbff89114d92e75f7abe87b6cea","1-7e887c897e9555e60e36ddbc8e6d6c1837647ae548d8d2fa399298da343f4a77","","","0-9e0d3b9cfffebf879234f5edaa29ea80829f4761f511f1eec85d79fe7c60de74","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","","DTRA","2014-02","2014-04","1.000","3.110","false","","C","Various","2015-BASE_PROCUREMENT-2015-DEFENSE_DTRA-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2015.xml","a7d10cbf505062d10d22842b187e5d499da72fbff89114d92e75f7abe87b6cea","2-9da8575ed14ff2d224330d1e21df0d39b65d5db781121f5a3bd16482fb27e3a2","","","0-9e0d3b9cfffebf879234f5edaa29ea80829f4761f511f1eec85d79fe7c60de74","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","","DTRA","2014-03","2014-05","1.000","3.350","false","","C","Various","2015-BASE_PROCUREMENT-2015-DEFENSE_DTRA-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2015.xml","a7d10cbf505062d10d22842b187e5d499da72fbff89114d92e75f7abe87b6cea","0-b737eb9bdf4d05618db732ff4de090def9054ae1d83352d9a623eb36828363f2","","","0-56589578be4473c7586971197e53c4c21915f2b34c1750df69407728cc32b13d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","","DTRA","2014-05","2014-06","1.000","0.050","false","","C","Various","2015-BASE_PROCUREMENT-2015-DEFENSE_DTRA-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2015.xml","a7d10cbf505062d10d22842b187e5d499da72fbff89114d92e75f7abe87b6cea","0-c777b8cbcbc3f04589e3f3a7bb4b638c1e9366d468f361cb07d264041cef08ba","","","0-43c8f76734b37cf228dbff2ded7241a33d93e84547d09a4fb78b20340491ae2e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","","DTRA","2014-06","2014-07","1.000","0.196","false","","C","Various","2015-BASE_PROCUREMENT-2015-DEFENSE_DTRA-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2015.xml","a7d10cbf505062d10d22842b187e5d499da72fbff89114d92e75f7abe87b6cea","1-14c235261b59b1b81cd9192fef936dbb44b99e01498ce5411695955ec4d7a4a9","","","0-43c8f76734b37cf228dbff2ded7241a33d93e84547d09a4fb78b20340491ae2e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","","DTRA","2014-03","2014-05","1.000","0.222","false","","C","Various","2015-BASE_PROCUREMENT-2015-DEFENSE_DTRA-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2015.xml","a7d10cbf505062d10d22842b187e5d499da72fbff89114d92e75f7abe87b6cea","0-dfe3e73cce56eb68e7c13e72e917c9ad85bdb1b1b067d5e78f8f4b650f8bf08e","","","0-aac9b52ca3777f14d06a4f5033e5f81e67e9d6787ec3ed71fcfe3cf8c2041544","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","","DTRA","2014-03","2014-05","1.000","3.326","false","","C","Various","2015-BASE_PROCUREMENT-2015-DEFENSE_DTRA-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2015.xml","a7d10cbf505062d10d22842b187e5d499da72fbff89114d92e75f7abe87b6cea","0-d938b4b00aa0464b9565a07b2c41fab4d6d486871b849fab05c371dbc0a19fd4","","","0-02bfbfb71b1d68f1994820b316d5c16da7970f0c2ef6989063f326e2d9e275b7","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","","DTRA","2014-05","2014-06","1.000","0.106","false","","C","Various","2015-BASE_PROCUREMENT-2015-DEFENSE_DTRA-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2015.xml","a7d10cbf505062d10d22842b187e5d499da72fbff89114d92e75f7abe87b6cea","0-e06bd3dfe1a6dda1d6c9d2677172946c38970ed7e7b10604334f4ebe15955738","","","0-8adccca130988a47b405f5bc9711f5bf55de48e4e6545fd01c25fd42948a9307","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","","DTRA","2013-09","2014-09","1.000","1.176","true","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DTRA-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2015.xml","a7d10cbf505062d10d22842b187e5d499da72fbff89114d92e75f7abe87b6cea","0-07116b4e7b222c742d1ce12505654ee097984e51b5980459febeaa70f71db9d9","PO","","0-36381266da62630116bebf0be327568dc46d5b04665ebe67e4affee12168b60a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","","DTRA","2015-05","2015-06","1.000","0.261","false","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DTRA-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2015.xml","1d02ec4d60f15befb2093be00f2048b2abd71a0cc89b137f1ee1e43a49843c04","0-e287fbe8c433d30fbabab799fba59fd8e6948dafe09717b1b411bccebe1a5f7a","PO","","0-f9cc883408b72c991d3a3285ca5984cec98e42337d40757a47564779bd0784d3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","","DTRA","2014-05","2014-07","1.000","0.684","false","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DTRA-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2015.xml","1d02ec4d60f15befb2093be00f2048b2abd71a0cc89b137f1ee1e43a49843c04","1-5d8a22a5efc54c35002ec518ddadaddb4fc5fa30395dd8a124a2b046bfc2440f","PO","","0-f9cc883408b72c991d3a3285ca5984cec98e42337d40757a47564779bd0784d3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","","DTRA","2014-05","2014-07","1.000","0.235","false","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DTRA-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2015.xml","1d02ec4d60f15befb2093be00f2048b2abd71a0cc89b137f1ee1e43a49843c04","2-527be734987c80da87dc7a819afad66eae49886dff0fc3fd92e06e89c76b8a40","PO","","0-f9cc883408b72c991d3a3285ca5984cec98e42337d40757a47564779bd0784d3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","","DTRA","2014-10","2015-09","1.000","1.182","false","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DTRA-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2015.xml","1d02ec4d60f15befb2093be00f2048b2abd71a0cc89b137f1ee1e43a49843c04","0-7a1c199116b871115e80c6ec2ec782db84f59b5f74846ce56195f57c8d6fd77e","PO","","0-09021db3cd4e761070408220d3202bf95e224a7c4d1b11c1b35ce81da6f67105","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","","DTRA","2014-06","2014-08","1.000","1.934","false","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DTRA-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2015.xml","1d02ec4d60f15befb2093be00f2048b2abd71a0cc89b137f1ee1e43a49843c04","1-ea80fdf7cf883466fad0e18f2a05c5ec03032a1d34c96182955c5c5fc915469c","PO","","0-09021db3cd4e761070408220d3202bf95e224a7c4d1b11c1b35ce81da6f67105","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","","DTRA","2014-10","2015-09","1.000","0.800","false","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DTRA-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2015.xml","1d02ec4d60f15befb2093be00f2048b2abd71a0cc89b137f1ee1e43a49843c04","0-500546f54790c0d85171560445779a642091afaf8a3f524632960b65477b740d","PO","","0-617b3176f01d66f344ac2f86dc9786d31afe65e787c0d7f6ada8d16cbd1dd398","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","","DTRA","2015-03","2015-05","1.000","0.500","false","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DTRA-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2015.xml","1d02ec4d60f15befb2093be00f2048b2abd71a0cc89b137f1ee1e43a49843c04","0-c3b2d2951d7e75aecca7129a0fa73dbad0a63540e693a9017857623b5db08cc4","PO","","0-ee5434872dcfb3a2b46ab24f036ac7540fffb8acc4cf9a70de79ec926530aa81","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","","DTRA","2014-06","2014-07","1.000","0.564","false","","C","Various","2015-BASE_PROCUREMENT-2015-DEFENSE_DTRA-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2015.xml","1d02ec4d60f15befb2093be00f2048b2abd71a0cc89b137f1ee1e43a49843c04","0-772dbf0047cb5c5b225b1c80df6cf9a974039b0accb2a32d8cd257c7ae53a225","","","0-1afad5552ac08d781dba2e31689a6c0def546b99851368c6fe37b9b8a94cb8c4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","","DTRA","2014-05","2014-06","1.000","0.380","true","","C","Various","2015-BASE_PROCUREMENT-2015-DEFENSE_DTRA-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2015.xml","1d02ec4d60f15befb2093be00f2048b2abd71a0cc89b137f1ee1e43a49843c04","1-2381844a2a60fb6240491a6f81a8420ad7391d04cb7b3c8f11809412f4b01793","","","0-1afad5552ac08d781dba2e31689a6c0def546b99851368c6fe37b9b8a94cb8c4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","","DTRA","2015-03","2015-05","1.000","0.950","false","","C","Various","2015-BASE_PROCUREMENT-2015-DEFENSE_DTRA-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2015.xml","1d02ec4d60f15befb2093be00f2048b2abd71a0cc89b137f1ee1e43a49843c04","2-ad54d6ecc8dd6b9c826a3ea3afb129ddf0e6a1c5fb0ba19bf70c897e8b7e0756","","","0-1afad5552ac08d781dba2e31689a6c0def546b99851368c6fe37b9b8a94cb8c4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","","DTRA","2013-03","2013-05","1.000","6.117","true","","C","Various","2015-BASE_PROCUREMENT-2015-DEFENSE_DTRA-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2015.xml","1d02ec4d60f15befb2093be00f2048b2abd71a0cc89b137f1ee1e43a49843c04","0-eb523648ea963986f01579b1b84b0b156e40605e402d16ee57ec986ee40aa1e7","","","0-031a167f1feb02802ec3fb9545de0c8feec8f79e65b48da304a0a2fe95ee5d43","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","","DTRA","2015-06","2015-07","1.000","3.946","false","","C","Various","2015-BASE_PROCUREMENT-2015-DEFENSE_DTRA-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2015.xml","1d02ec4d60f15befb2093be00f2048b2abd71a0cc89b137f1ee1e43a49843c04","0-8315ad300eed45ae22b6100da20f6634a61e08261374b9d0964db8cf781cd67d","","","0-fe5ac1569261d2adaffbca506bb4c4d24420b0750606e725c3da7a6d98902d48","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","","DTRA","2013-01","2013-03","1.000","4.310","true","","C","Various","2015-BASE_PROCUREMENT-2015-DEFENSE_DTRA-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2015.xml","1d02ec4d60f15befb2093be00f2048b2abd71a0cc89b137f1ee1e43a49843c04","1-d66bbebb8de883d6f2ecb4b2cb730262e44e4a859023f8067f57c51d53c4421f","","","0-fe5ac1569261d2adaffbca506bb4c4d24420b0750606e725c3da7a6d98902d48","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","","DTRA","2014-02","2014-04","1.000","3.110","false","","C","Various","2015-BASE_PROCUREMENT-2015-DEFENSE_DTRA-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2015.xml","1d02ec4d60f15befb2093be00f2048b2abd71a0cc89b137f1ee1e43a49843c04","2-822e402d476b46d59363c6a493410134b20652550a361527e2832562263d0b92","","","0-fe5ac1569261d2adaffbca506bb4c4d24420b0750606e725c3da7a6d98902d48","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","","DTRA","2014-03","2014-05","1.000","3.350","false","","C","Various","2015-BASE_PROCUREMENT-2015-DEFENSE_DTRA-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2015.xml","1d02ec4d60f15befb2093be00f2048b2abd71a0cc89b137f1ee1e43a49843c04","0-bac0e47a3320fb56c65b68effe0c6801b26d19db1fa63ccbc99b2d1562659e49","","","0-aaf6d8b3d861fafc3ea9db0cf4543309f2e8f4884a471d720c7cd286f1d27067","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","","DTRA","2014-05","2014-06","1.000","0.050","false","","C","Various","2015-BASE_PROCUREMENT-2015-DEFENSE_DTRA-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2015.xml","1d02ec4d60f15befb2093be00f2048b2abd71a0cc89b137f1ee1e43a49843c04","0-d6044cfc587703e47af2502e8260c4c9e3b650c4bac39fc6a1472a9306c26440","","","0-bc19f8bba5c703ac9af9e4375cd78fbcf2d59531b955a220c14795d9bfecbbbf","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","","DTRA","2014-06","2014-07","1.000","0.196","false","","C","Various","2015-BASE_PROCUREMENT-2015-DEFENSE_DTRA-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2015.xml","1d02ec4d60f15befb2093be00f2048b2abd71a0cc89b137f1ee1e43a49843c04","1-a7ceda2eb580e116f5078079c527a9cf130d3d93b14e788d718bb0e6313303f4","","","0-bc19f8bba5c703ac9af9e4375cd78fbcf2d59531b955a220c14795d9bfecbbbf","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","","DTRA","2014-03","2014-05","1.000","0.222","false","","C","Various","2015-BASE_PROCUREMENT-2015-DEFENSE_DTRA-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2015.xml","1d02ec4d60f15befb2093be00f2048b2abd71a0cc89b137f1ee1e43a49843c04","0-d0069d6ce9a3ed21c2a71235af3226dda4b7da49893f26adb1db04ef63fa7730","","","0-7e5b4f58b752ac324bb6fa940485e45de2aefe0791d1fbec2fff679ad924b06f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","","DTRA","2014-03","2014-05","1.000","3.326","false","","C","Various","2015-BASE_PROCUREMENT-2015-DEFENSE_DTRA-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2015.xml","1d02ec4d60f15befb2093be00f2048b2abd71a0cc89b137f1ee1e43a49843c04","0-62f8be72c4ad8d159422c2463287cf7bba5415cfc4cf37ce7e9f7b4bf1ac060c","","","0-47ecf283bd9c031bd2a6dfe04944d118d08d39718d75eea513552b5f0c5ac79b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","","DTRA","2014-05","2014-06","1.000","0.106","false","","C","Various","2015-BASE_PROCUREMENT-2015-DEFENSE_DTRA-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2015.xml","1d02ec4d60f15befb2093be00f2048b2abd71a0cc89b137f1ee1e43a49843c04","0-e78384eb62154155b4d01efdbaaf6530c92e5623d1a926a5dfeea0e32db2d0ee","","","0-3d8c05f5b3d18181c7eb52e3a5a869005da7e814ed7d57cbfe9a84984688390d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","","DTRA","2013-09","2014-09","1.000","1.176","true","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DTRA-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2015.xml","1d02ec4d60f15befb2093be00f2048b2abd71a0cc89b137f1ee1e43a49843c04","0-ee1f095f996e970d46d6671930dea9c9b24185c4c6e764abc77155bd11901289","PO","","0-0014338e18224095b320288ee06c3a959ae356f97bda586d3a89ae9142bbb134","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","","DTRA","2015-05","2015-06","1.000","0.261","false","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.xml","adcf059390b176717a460c0d15e82c8431ead2af55e5f0ae7d9c20b8e7d3d24e","0-c9a59df00c899b4519d319f4aa73f235552e2a42ad40b48b3f34691332711f4e","PO","","0-775b6ab817ae6bfc8c2a30e97e0b06a919a1f7255607f5244fb575e198336911","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","","DTRA","2014-05","2014-07","1.000","0.684","false","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.xml","adcf059390b176717a460c0d15e82c8431ead2af55e5f0ae7d9c20b8e7d3d24e","1-7f801099aa60227dc496bfaa14a9b6d6c5dfcbed0feda95e5f4c3476140c9193","PO","","0-775b6ab817ae6bfc8c2a30e97e0b06a919a1f7255607f5244fb575e198336911","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
