Name_val,Cost_BudgetYearOneBase_Quantity_val,Cost_BudgetYearOneBase_TotalCost_val,Cost_BudgetYearOne_Quantity_val,Cost_BudgetYearOne_TotalCost_val,Cost_BudgetYearTwo_Quantity_val,Cost_BudgetYearTwo_TotalCost_val,Cost_BudgetYearThree_Quantity_val,Cost_BudgetYearThree_TotalCost_val,Cost_CurrentYear_Quantity_val,Cost_CurrentYear_TotalCost_val,Cost_BudgetYearFour_Quantity_val,Cost_BudgetYearFour_TotalCost_val,Cost_BudgetYearFive_Quantity_val,Cost_BudgetYearFive_TotalCost_val,Cost_PriorYear_Quantity_val,Cost_PriorYear_TotalCost_val,Cost_AllPriorYears_Quantity_val,Cost_AllPriorYears_TotalCost_val,Cost_BudgetYearOneOCO_Quantity_val,Cost_BudgetYearOneOCO_TotalCost_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"Air Force Active","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","81b8596bd2ba2f4935fed43efbec1ecb1dbbdcf0a79ee9b159c92e18e7f5f8a8","0-6183da945ab465b9a8d7b3f45fd870f9985d53dcb607bc07911f0b6ce39cc306","0-ab1de626d3d3cc2211a814616a5c8d7b50b7ca524076748076fa85516fcebdc6","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","81b8596bd2ba2f4935fed43efbec1ecb1dbbdcf0a79ee9b159c92e18e7f5f8a8","0-c5d3d9bcb43bc1b133e899aa352f081f14bd14bf0c05f4cd61bd90bb808fb16a","0-9e09c65b2bc763f0f76cc076dae69fbadf6d86038da6d70cd8c1e520ab65c0d9","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","81b8596bd2ba2f4935fed43efbec1ecb1dbbdcf0a79ee9b159c92e18e7f5f8a8","0-b21d032330605dea807951d582d8d1698e0101bbd09a1bb73707162c04bdbbe8","0-7b8164de4a780c68baf623286f991f2cd9d659785f92ccea559691534cee342c","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","ad55be7d6ff97791b35119cf0d431f2b3a3b84ef994156f94776f9dc48c47e89","0-0d44fe6792ee979adbe34529f51ce2d0d6bf167248ef1cd1816efd5adb1af0b0","0-64059f9837bf135bae4c1acf453cbf67be15a66ccf8a055eb82ff3027e332924","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","0","0.000","0","0.000","0","0.000","","","0","0.000","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","3461471ea26f303a5b2aea5adc930af199e16ee5039da729ed8a4c135a96c729","0-6dc2a7a10cfa78361a933dd9897e55fc62d9396093654f53b67ceb723450c255","0-ce1c970cee2cdd184e693aca01c1e5f5c89ce22748770157c87fc68157c022c0","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","0","0.000","0","0.000","0","0.000","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","4b79367fbc0cfc8b6ee96117b9c22f09e939a558c2a0ed69cac42fee96085182","0-b1780b05e6339a738e8a368409c111aa668e2a4faf9d887fdcaa8708be057674","0-ecf1a368f27420e06e19df12b78d52a548630b611ddebb497fc62d740767ba64","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","0","0.000","0","0.000","0","0.000","0","0.000","","","0","0.000","0","0.000","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","d70fb92aabb09ca41325ce707a1ace9d77c43287dfb237c049a94e23b4c72d42","0-e81f83638d640775a8d4881ecab533e10a7232bdc90b79d31cad602b440c7a75","0-24687474bc2da89a33d2ff8a50b61bf8c39a7da3920e8d3eb5bcbc99c894660d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","","","","","0","0.000","0","0.000","","","0","0.000","0","0.000","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","d70fb92aabb09ca41325ce707a1ace9d77c43287dfb237c049a94e23b4c72d42","1-98a23c69aaacfbc2aaba164d9e26e483aaf5e64642c2e0bad320d93848fffd91","0-24687474bc2da89a33d2ff8a50b61bf8c39a7da3920e8d3eb5bcbc99c894660d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Reserve","","","","","0","0.000","0","0.000","","","0","0.000","0","0.000","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","d70fb92aabb09ca41325ce707a1ace9d77c43287dfb237c049a94e23b4c72d42","2-62bade2756768e615495af2aec17b74a47c90909728c704aa273ba10d3ecabfe","0-24687474bc2da89a33d2ff8a50b61bf8c39a7da3920e8d3eb5bcbc99c894660d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","","","","","0","0.000","0","0.000","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","a5ade56b37f23458602a9ae002398ab1e700ad8374487eaf7e6309ca95068c9a","0-91499423a5271aa1f3e128d5e598a46a616e79bca52c74c2ecd6348fe8b47713","0-d2061a5cd48fd5fcbc30a6c5b814bc8fce3c060f8adc95c2ec6dcebbfbb2469b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","0","0.000","0","0.000","","","0","0.000","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","fd49480b3f34f7dfc61e0498ff6327e953a83b23db9a63cebb57a0679750f0d7","0-47449a0068d11e2438f59689f88005358b01a8f2b0c812f0d3fddc5f8430c8d7","0-c00ff477c03d6a55cc01b331343b815a891c6a710d2fbd3ea8301dbd67ef486f","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","0","0.000","0","0.000","","","0","0.000","0","0.000","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","fd49480b3f34f7dfc61e0498ff6327e953a83b23db9a63cebb57a0679750f0d7","0-2e219287101bff88fca136f098b2a2b6c2bf70c57311c1b6d3821a25143c0b4d","0-49da1527a71f7f251a6e9a6da23d9d616389f62d1022dd6ca39080f515349ef5","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","0","0.000","0","0.000","0","0.000","0","0.000","","","0","0.000","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","5b8c341aa09841abaf98be607d8e094c78c63cf862e4ff920de38179d6b5587b","0-1a1ba1d338f87c1eb757e256e878045061b9478a8ce82c85e65cc7b0451e723b","0-cba25d816043a53b0d7ec5dc4afaecad428464f566cfb4f050f5f62b2919aa66","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","0","0.000","0","0.000","0","0.000","","","0","0.000","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","5b8c341aa09841abaf98be607d8e094c78c63cf862e4ff920de38179d6b5587b","0-1cc77e96bdf44426f4dfeb893bbf2383ce09463a42f617be6af786b68d4b94a4","0-f85de5841082cf3279cdbf2f672b2f289a71e5ba036e74daaa47285bfaf668a1","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","0","0.000","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","5b8c341aa09841abaf98be607d8e094c78c63cf862e4ff920de38179d6b5587b","0-5bdcaa1a597be355e4982cbe73d52328ccc42dd2fa4841884a5f0074ddedead7","0-75fed6e957b6c76f4fda69845cd63782432c90832f8830b938e7e24764818041","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","0","0.000","0","0.000","0","0.000","0","0.000","","","0","0.000","0","0.000","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","408c492aad2565e84f421b56bf4cdbe4a07281d66b4d11001af37b8fea281e12","0-f20d470a6898af379005892b1989abfeeb6d66df49ac179f955ed8a08da69aad","0-1b0eefbc78dfdc89e650e4f9f594795fd3df86c209dcfd19fd0539f1b51b8dcc","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","5c7234855bfa8ab5a338693e859871f6cc1446192142d73797c7b4e0d1a8396b","0-3f8f2ef5ee6274b6b080ece60b202942042e3d6a01574b7fa1de174c252c35af","0-53666a087c7042c23319db0e01881b72f5a728be681e4d78d1d94fb1fa497602","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","6c1d9c7a43cec325d7930222a9fe190a888c5a364802fa615061c4558ddfae60","0-bcbd942d6b8dc46e205814cc374ec5ad9f80dd80446e6cac3ccf2a20a23e1c2f","0-e9a78bde74f32c3b46d4f24456e7a8962c1aa4b009c413c1ee612475ba0b50c9","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","0","0.000","0","0.000","","","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","6c1d9c7a43cec325d7930222a9fe190a888c5a364802fa615061c4558ddfae60","0-a2424de22bc4e6c7f7ca7d2d3d594cd745249111a65847850c823a0f3b3227be","0-48e6d44d881f050e44db993c3434eb825d4f0fbddfb87806ecbc6551c8f4906b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","","","0","0.000","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","6c1d9c7a43cec325d7930222a9fe190a888c5a364802fa615061c4558ddfae60","1-4c5fb23b2fd78491e5faf0be6250893a5a759e45b0c09b69561900c265a951f0","0-48e6d44d881f050e44db993c3434eb825d4f0fbddfb87806ecbc6551c8f4906b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","0","0.000","","","","","","","","","","","0","0.000","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","6c1d9c7a43cec325d7930222a9fe190a888c5a364802fa615061c4558ddfae60","0-b2c6ca668a00fa9795e2c74e99d4d34e33127bdbcd9dc805777d020868ccd2e3","0-00c8bf74f3ce37bfb75d9b3fe0ac47b18bb6c630d416553856924c1bef5b40cb","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","0","0.000","0","0.000","0","0.000","","","0","0.000","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","6c1d9c7a43cec325d7930222a9fe190a888c5a364802fa615061c4558ddfae60","0-49562a8e95bf62b44422b9da0ea08eebc6e0e88e5fea3732aa318a6ee8efd95b","0-675e88447369ff62a043dcead8b568263d1efb71de2021587eba657ed859b739","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","","","","","","","","","0","0.000","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","6c1d9c7a43cec325d7930222a9fe190a888c5a364802fa615061c4558ddfae60","1-4eba4e069c7d15ffaf4cd67858956a4f53eebd80139b7c39a3234d71eac2034e","0-675e88447369ff62a043dcead8b568263d1efb71de2021587eba657ed859b739","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","0","0.000","0","0.000","0","0.000","0","0.000","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","6c1d9c7a43cec325d7930222a9fe190a888c5a364802fa615061c4558ddfae60","0-b06066794f294b39bee9122164e75f5135707a65cc4e8076a2bacc42df70d581","0-23c961d7284e2d61073cb395f8f4c594840f0f719d321e8b52ff0111866a0c4c","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","","","","","","","0","0.000","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","6c1d9c7a43cec325d7930222a9fe190a888c5a364802fa615061c4558ddfae60","1-a3c5ff947f62660e953adac44de6e90cd27e2449fd5d6424ad20d15257e76d3f","0-23c961d7284e2d61073cb395f8f4c594840f0f719d321e8b52ff0111866a0c4c","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","","","","","0","0.000","0","0.000","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","b12d5a01b7ace282920ee4cd1a8a505840616fd0564da6061bde25ce369cffe3","0-cba1841cfcced164697354d25d1f30526c4f4529c022538078de0b631b8e09ec","0-fe5342b3dae25ef6d6981977512dc8b1c72fee01ed79709b24dc0d7160fcee44","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","","","","","","","0","0.000","","","0","0.000","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","b12d5a01b7ace282920ee4cd1a8a505840616fd0564da6061bde25ce369cffe3","1-da3bdf2ebf805beb9e5dc4d2a0496c01a9e2455ec46c8ed5f738c229ca9e94d1","0-fe5342b3dae25ef6d6981977512dc8b1c72fee01ed79709b24dc0d7160fcee44","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","b12d5a01b7ace282920ee4cd1a8a505840616fd0564da6061bde25ce369cffe3","0-22b1a32733f151a7d5c25b4547c18ea1de84af84937da908dbd5a87616125684","0-3e68861279270e77ac7e6ea1f994ac0fbb6df40b77ed6e409381dfb1d6269a3e","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","b12d5a01b7ace282920ee4cd1a8a505840616fd0564da6061bde25ce369cffe3","1-de2c049e70f20ee5f6bab3070eb74ffcc3f2e886eadbe9ffa089fd115f2565c3","0-3e68861279270e77ac7e6ea1f994ac0fbb6df40b77ed6e409381dfb1d6269a3e","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","b12d5a01b7ace282920ee4cd1a8a505840616fd0564da6061bde25ce369cffe3","0-1abffefc71b48d5928b434201f303034204745298ad2fbaab74ed6e40a91b6f8","0-a5b46e3652d1affa0122be39a90ef34f93ae06417192e8ae9e5d52456d9cb98f","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","b12d5a01b7ace282920ee4cd1a8a505840616fd0564da6061bde25ce369cffe3","1-af3b7ea4525f205745b79c21597eb53cc9b0d0f918b58c8d312a72c2b9f7cc0f","0-a5b46e3652d1affa0122be39a90ef34f93ae06417192e8ae9e5d52456d9cb98f","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","b12d5a01b7ace282920ee4cd1a8a505840616fd0564da6061bde25ce369cffe3","0-ddf7ea5201b8dfc4b340fbcfeee4b8d285d63709eb4d96b9ad33ec629b1fffbe","0-276119e9c6a8172f3258eac47f20a698befee94483f68ca1cb45abbf14e025a9","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","","","","","0","0.000","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","b12d5a01b7ace282920ee4cd1a8a505840616fd0564da6061bde25ce369cffe3","1-d13ba5adcf40fe61d5c27ca3b0c7a95dad01f46fa3e8874f02915d71763f3c04","0-276119e9c6a8172f3258eac47f20a698befee94483f68ca1cb45abbf14e025a9","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","0","0.000","0","0.000","0","0.000","0","0.000","","","0","0.000","0","0.000","","","0","0.000","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","b12d5a01b7ace282920ee4cd1a8a505840616fd0564da6061bde25ce369cffe3","0-3d79f901d4d30cee1c3114ecf326ed9c5af1caa9b80f67c7abbb5f5dadb7783f","0-a189d67c38b877c0925bdbb07cb327e1929f45b102919467ce39ebe1145c8c6c","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","0","0.000","","","0","0.000","0","0.000","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","1f4dc8bad0928649f2cf60ad3d100a1abfcc28f946cdda80b6dbffce8053e417","0-08e793ff425ea9a5cfba631ddfb9861584f99fab788f10786c64d871fae529a1","0-f76e6408c655dfd8722e2f19ebb136e550e1f7eff49efc6eb850d16c22bba15b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","0","0.000","0","0.000","0","0.000","0","0.000","","","0","0.000","0","0.000","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","c8f31e33d85c2ae7b9ea6f5b7434c9ce9975a166d18248001748d2083cabb5e1","0-310378ad291fcac5445dbd899a54d4ab6f22f365298e2e9af2c28e6669764407","0-52990a862227bec45e5ddd186f0d49a6c5bf5c977842f5a68e4ab5e98fbb39f0","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","0","0.000","0","0.000","0","0.000","0","0.000","","","0","0.000","0","0.000","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","2e21f726367d918b2eb5cbfcf3589ef44017d35b4ba706d8541e8cb65c1c9e9b","0-c00da92ec39dafdc45c3b6ccb2ba73e11120a49c148e1b46aa107ba7636cdf09","0-c4b845eb2e3704f951fb386fd9c6479d0e9ea0a21fc0655e719019c16131ce22","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
