FiscalYear_val,FiscalYear_@footnote,PCOLocation_val,AwardDate_val,FirstDeliveryDate_val,Quantity_val,UnitCost_val,SpecsAvailableNow_val,RFPIssueDate_val,ContractMethod_val,ContractType_val,@SOURCE_FILENAME,@RECORDID,@ROWID,FundingVehicle_val,RevisionsAvailableDate_val,ItemNameSuffix_val,OCO_val,MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_ServiceAgencyName_val,MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_ProcQuantity_val,MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_MonthlyDeliveryList_MonthlyDelivery,MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_ComponentMonthlyDeliveryScheduleList_ComponentMonthlyDeliverySchedule_ServiceAgencyName_val,MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_ComponentMonthlyDeliveryScheduleList_ComponentMonthlyDeliverySchedule_ProcQuantity_val,MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_ComponentMonthlyDeliveryScheduleList_ComponentMonthlyDeliverySchedule_MonthlyDeliveryList_MonthlyDelivery,MonthlyDeliveryScheduleTotal_ProcQuantity_val,MonthlyDeliveryScheduleTotal_MonthlyDeliveryList_MonthlyDelivery,@PARENTROWID,@PARENT
"2012","","WHS","2012-03","2012-07","2.000","0.300","false","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_OSD-PROCUREMENT_JustificationBook_Office_of_the_Secretary_Of_Defense_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Office_of_the_Secretary_Of_Defense_PB_2016.xml","bbfda308d28acd94580cc532ab10ec7f18ec6afa1a0c26773b416a078861e437","0-4d81fbf2cee6d2f7012571a63de74342cb941b1f7c17d4af0198ca7c82328c3a","MIPR","","","","","","","","","","","","0-523cfad4f2031d7c3b1e475293b8edd1706c196ce28905c8c7bb3d1150871a67","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","","WHS","2012-03","2012-07","3.000","0.250","false","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_OSD-PROCUREMENT_JustificationBook_Office_of_the_Secretary_Of_Defense_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Office_of_the_Secretary_Of_Defense_PB_2016.xml","bbfda308d28acd94580cc532ab10ec7f18ec6afa1a0c26773b416a078861e437","0-575e20df7d2ea27b31c23f4db9d6c2a44e10f33e63f926815a3c4a369ce7e5b8","MIPR","","","","","","","","","","","","0-1585c1b7b3fb94f19eaa2c10a6c0d74b28036a2c3e676dd8029796a0cfe52bb2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","","DIA","2012-03","2012-07","1.000","1.200","false","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_OSD-PROCUREMENT_JustificationBook_Office_of_the_Secretary_Of_Defense_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Office_of_the_Secretary_Of_Defense_PB_2016.xml","bbfda308d28acd94580cc532ab10ec7f18ec6afa1a0c26773b416a078861e437","0-1e0882f75997ccc0d9ce0165831ba8bbfac1ca028f69031e678723d6359d2fae","MIPR","","","","","","","","","","","","0-b043fc6a0a81ab49477f40149ecba9d12b3cbaefb317fbe79f6bc241cc336491","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","","WHS","2012-02","2012-06","1.000","0.800","false","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_OSD-PROCUREMENT_JustificationBook_Office_of_the_Secretary_Of_Defense_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Office_of_the_Secretary_Of_Defense_PB_2016.xml","bbfda308d28acd94580cc532ab10ec7f18ec6afa1a0c26773b416a078861e437","0-f3ddbe6f976f69208c1edf5eb1bd03165577bae88154c40061fc60a4c79ff324","MIPR","","","","","","","","","","","","0-ef72062e004397e09229e0123f6d771118555dd24a5068fa4675978700dc8535","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","","WHS","2012-02","2012-06","15.000","0.030","false","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_OSD-PROCUREMENT_JustificationBook_Office_of_the_Secretary_Of_Defense_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Office_of_the_Secretary_Of_Defense_PB_2016.xml","bbfda308d28acd94580cc532ab10ec7f18ec6afa1a0c26773b416a078861e437","0-71fddc07f4983d767999f10b21ea2955d2eb2027f936e64ebd15e5440bc9ddeb","MIPR","","","","","","","","","","","","0-5cd70ed7fc603c098f312c4fad9a3bf0ce005b86d6ec1927be87bf7449edb558","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2011","","Hill AFB, UT","2011-01","2011-02","8.000","0.025","false","","SS","IDIQ","2016-BASE_PROCUREMENT-2016-DEFENSE_OSD-PROCUREMENT_MasterJustificationBook_Office_of_the_Secretary_Of_Defense_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Office_of_the_Secretary_Of_Defense_PB_2016.xml","7dc3f3d2a1a011c3f435b3e12ea583c63b40e06a007cc27921a1e6cb07be66c0","0-3a19a65f14370bb0710b4ff2f6aa644f2abfe83645e6979a3629704537443215","","","","","","","","","","","","","0-ab61f267ca02814db8baeb1238cf7713eedc31d5a02cf04d037341154382e16a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","","Hill AFB, UT","2013-02","2013-06","1.000","0.850","false","","SS","IDIQ","2016-BASE_PROCUREMENT-2016-DEFENSE_OSD-PROCUREMENT_MasterJustificationBook_Office_of_the_Secretary_Of_Defense_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Office_of_the_Secretary_Of_Defense_PB_2016.xml","7dc3f3d2a1a011c3f435b3e12ea583c63b40e06a007cc27921a1e6cb07be66c0","0-cd829eec2aee4853a4497241767e026a074b2eeb554ee10450ee58bcaba3aa64","","","","","","","","","","","","","0-7a5c1d4f636a0efe0d0527340f42c59b10f954ae6b1b361d66121d79619d796e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","","Hill AFB, UT","2012-01","2012-02","40.000","0.100","false","","SS","IDIQ","2016-BASE_PROCUREMENT-2016-DEFENSE_OSD-PROCUREMENT_MasterJustificationBook_Office_of_the_Secretary_Of_Defense_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Office_of_the_Secretary_Of_Defense_PB_2016.xml","7dc3f3d2a1a011c3f435b3e12ea583c63b40e06a007cc27921a1e6cb07be66c0","0-9fc2b93d708bd19c6649ae037d98643269447402e72cea77a33101d5ffccf084","","","","","","","","","","","","","0-f2d346e9238087841daf7d09f714f8cb6a7544bf6a2db21e72869c01cd743304","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2011","","Hill AFB, UT","2011-01","2011-02","1.000","0.300","false","","SS","IDIQ","2016-BASE_PROCUREMENT-2016-DEFENSE_OSD-PROCUREMENT_MasterJustificationBook_Office_of_the_Secretary_Of_Defense_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Office_of_the_Secretary_Of_Defense_PB_2016.xml","7dc3f3d2a1a011c3f435b3e12ea583c63b40e06a007cc27921a1e6cb07be66c0","0-20cde76f70e968816550e314acdb6f959b1b6372706f0d3bf140bda76b7dab58","","","","","","","","","","","","","0-d3d7eb1897ee0db7c2517a1cc990bf218f7527e76c38a7585dc57d0394dec854","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2011","","Hill AFB, UT","2011-01","2011-02","1.000","1.200","false","","SS","IDIQ","2016-BASE_PROCUREMENT-2016-DEFENSE_OSD-PROCUREMENT_MasterJustificationBook_Office_of_the_Secretary_Of_Defense_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Office_of_the_Secretary_Of_Defense_PB_2016.xml","7dc3f3d2a1a011c3f435b3e12ea583c63b40e06a007cc27921a1e6cb07be66c0","0-061536ae7baae0915f6f58d65578be8441fd5441c6cbfe3928feb538ddb2bbbb","","","","","","","","","","","","","0-aa323eea753872c1a3077145696491f5c04650cfe668e7641bac1e29405b0672","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2011","","Hill AFB, UT","2011-01","2011-02","1.000","0.300","false","","SS","IDIQ","2016-BASE_PROCUREMENT-2016-DEFENSE_OSD-PROCUREMENT_MasterJustificationBook_Office_of_the_Secretary_Of_Defense_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Office_of_the_Secretary_Of_Defense_PB_2016.xml","7dc3f3d2a1a011c3f435b3e12ea583c63b40e06a007cc27921a1e6cb07be66c0","0-28111c9b2e730737beeca189b478a448a9455e7ba0336c31a72b814a0d4a4ab1","","","","","","","","","","","","","0-a4b0cc0f596cb5948f991d799f20196fa24c433905ad3d42046aed8d70808d1e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","","WHS","2012-03","2012-07","1.000","1.500","false","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_OSD-PROCUREMENT_MasterJustificationBook_Office_of_the_Secretary_Of_Defense_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Office_of_the_Secretary_Of_Defense_PB_2016.xml","7dc3f3d2a1a011c3f435b3e12ea583c63b40e06a007cc27921a1e6cb07be66c0","0-395b58bd016a613a2b7e280d0a6e3f058d957159c148df48b96e80f346c0ad10","MIPR","","","","","","","","","","","","0-d9f5e4378f13f4b163d2dca471589a1706f637c4e164538dc67d76737d2a9287","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","","WHS","2013-12","2014-05","1.000","1.800","false","","SS","IDIQ","2016-BASE_PROCUREMENT-2016-DEFENSE_OSD-PROCUREMENT_MasterJustificationBook_Office_of_the_Secretary_Of_Defense_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Office_of_the_Secretary_Of_Defense_PB_2016.xml","7dc3f3d2a1a011c3f435b3e12ea583c63b40e06a007cc27921a1e6cb07be66c0","0-8285c9a323e431ad8f13c95e6804c5cec09029c63c1494036afa362ef14386de","","","","","","","","","","","","","0-5c158987306e15073b5b93bc0a64ffc6bc18851f82978449d35db05b3fe5eb64","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","","WHS","2012-03","2012-07","1.000","3.000","false","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_OSD-PROCUREMENT_MasterJustificationBook_Office_of_the_Secretary_Of_Defense_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Office_of_the_Secretary_Of_Defense_PB_2016.xml","7dc3f3d2a1a011c3f435b3e12ea583c63b40e06a007cc27921a1e6cb07be66c0","1-c59a1f3b2fb1e539fa9b8e1db7ed6f71fb1a55b335d22cd6c9a8061bc3cc7b18","MIPR","","","","","","","","","","","","0-5c158987306e15073b5b93bc0a64ffc6bc18851f82978449d35db05b3fe5eb64","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","","WHS","2012-03","2012-07","2.000","0.300","false","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_OSD-PROCUREMENT_MasterJustificationBook_Office_of_the_Secretary_Of_Defense_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Office_of_the_Secretary_Of_Defense_PB_2016.xml","7dc3f3d2a1a011c3f435b3e12ea583c63b40e06a007cc27921a1e6cb07be66c0","0-4bd0ab79367e583c438564b84f0885d3a9f9bfd9765921afbeda81429af03d48","MIPR","","","","","","","","","","","","0-95c93bf05dc987ce47364cbebe5a8239245205c2cf1a95f5867b353784047019","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","","WHS","2012-03","2012-07","3.000","0.250","false","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_OSD-PROCUREMENT_MasterJustificationBook_Office_of_the_Secretary_Of_Defense_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Office_of_the_Secretary_Of_Defense_PB_2016.xml","7dc3f3d2a1a011c3f435b3e12ea583c63b40e06a007cc27921a1e6cb07be66c0","0-5ac36c6ff384465e002dc2b6d377010c1315ecc51be89b4fc3c99d84f140ef5d","MIPR","","","","","","","","","","","","0-7f3529f874b7864d178d09a2e2834b040d7be6077f6e74d8cb87b050fdf250f0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","","DIA","2012-03","2012-07","1.000","1.200","false","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_OSD-PROCUREMENT_MasterJustificationBook_Office_of_the_Secretary_Of_Defense_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Office_of_the_Secretary_Of_Defense_PB_2016.xml","7dc3f3d2a1a011c3f435b3e12ea583c63b40e06a007cc27921a1e6cb07be66c0","0-c0ea7a72f37aa8988f55666a2276ccfca0041faffee74a3694c9d3039da98f84","MIPR","","","","","","","","","","","","0-32ea9d66e03f066f69e18a29a3ca088ab2261b4200d9c6cab8f5fa92f0ebeeb0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","","WHS","2012-02","2012-06","1.000","0.800","false","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_OSD-PROCUREMENT_MasterJustificationBook_Office_of_the_Secretary_Of_Defense_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Office_of_the_Secretary_Of_Defense_PB_2016.xml","7dc3f3d2a1a011c3f435b3e12ea583c63b40e06a007cc27921a1e6cb07be66c0","0-c71f52c351648e5fece83f7375199a24304b2376f854657bfe4a8e89185f2ea6","MIPR","","","","","","","","","","","","0-6a8274d4569067da817d02f0b5ecbfa621196ba89657373b16267f019cd97edc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","","WHS","2012-02","2012-06","15.000","0.030","false","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_OSD-PROCUREMENT_MasterJustificationBook_Office_of_the_Secretary_Of_Defense_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Office_of_the_Secretary_Of_Defense_PB_2016.xml","7dc3f3d2a1a011c3f435b3e12ea583c63b40e06a007cc27921a1e6cb07be66c0","0-0c4590415bd5cd35b4b78e497c3948a5d70a0ff3603d0041805faf8592b4791f","MIPR","","","","","","","","","","","","0-05ec76383e7270e91d18b9c2452abe96f191fdcd15928812107aed9c76b2ffb4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2011","","Hill AFB, UT","2011-01","2011-02","8.000","0.025","false","","SS","IDIQ","2016-BASE_PROCUREMENT-2016-DEFENSE_VOL1_ALL-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.xml","1368a0b2c4783676d4c8b441ab69044b254aed735d3734ff06315fb3fd9f5dd2","0-e1619fba068dcd621b756c0fadd7b490b69db39aa59a3f56e07b861e104b6830","","","","","","","","","","","","","0-fab451b0cdb24c1bdcfc3a5612d3ea9ca0cde55f11c3c13f5ddc8cb3ca72faf8","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","","Hill AFB, UT","2013-02","2013-06","1.000","0.850","false","","SS","IDIQ","2016-BASE_PROCUREMENT-2016-DEFENSE_VOL1_ALL-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.xml","1368a0b2c4783676d4c8b441ab69044b254aed735d3734ff06315fb3fd9f5dd2","0-d1c850acc3d2eaae7ff0c10a88a00e59629210a32b31078979c00dfd2c6b1fa7","","","","","","","","","","","","","0-df71d18d8ceffb310c5e7bdc0d0abfbbce51e0a50cd20264e6817231f122e865","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","","Hill AFB, UT","2012-01","2012-02","40.000","0.100","false","","SS","IDIQ","2016-BASE_PROCUREMENT-2016-DEFENSE_VOL1_ALL-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.xml","1368a0b2c4783676d4c8b441ab69044b254aed735d3734ff06315fb3fd9f5dd2","0-cb173c9b41aa41ff6c5dc0f0aa66f73cdb27a1bfb261746b0b7148d2e1a0e847","","","","","","","","","","","","","0-3a8920d1a08f78166642e3bcf2aabc48b32c9ddfddee7ae74e54e9ee47d35aad","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2011","","Hill AFB, UT","2011-01","2011-02","1.000","0.300","false","","SS","IDIQ","2016-BASE_PROCUREMENT-2016-DEFENSE_VOL1_ALL-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.xml","1368a0b2c4783676d4c8b441ab69044b254aed735d3734ff06315fb3fd9f5dd2","0-dad67dc40d57ecb25edcaec93d7570f309132fe51b5a3f8c0704ef72c0c48b89","","","","","","","","","","","","","0-c74ba471c53003f4c6f1a85f543a049cddcaa09a221c7551e1300db90cc07e04","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2011","","Hill AFB, UT","2011-01","2011-02","1.000","1.200","false","","SS","IDIQ","2016-BASE_PROCUREMENT-2016-DEFENSE_VOL1_ALL-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.xml","1368a0b2c4783676d4c8b441ab69044b254aed735d3734ff06315fb3fd9f5dd2","0-1a3ea116975dd4c238c4010bd3a990b6f971047fbb36cd3487bbe8034ad5f1b6","","","","","","","","","","","","","0-8f8ce1a3517227471b4cebdcf0d900f5fbe226d3a1e007c9cd0b39b21ad3d112","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2011","","Hill AFB, UT","2011-01","2011-02","1.000","0.300","false","","SS","IDIQ","2016-BASE_PROCUREMENT-2016-DEFENSE_VOL1_ALL-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.xml","1368a0b2c4783676d4c8b441ab69044b254aed735d3734ff06315fb3fd9f5dd2","0-467f0a8a69ef0021c34b025d09d5b6056361720dc9e354e6e8fe0e39ed36ea95","","","","","","","","","","","","","0-c36953ea3d3683528058725c6cfb650001efad26dd7619bece367adeb01d6fda","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","","WHS","2012-03","2012-07","1.000","1.500","false","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_VOL1_ALL-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.xml","1368a0b2c4783676d4c8b441ab69044b254aed735d3734ff06315fb3fd9f5dd2","0-1044ba4daeb2e622a287e9473e89e797a3786cafdad68663c9cc79099be5c4e6","MIPR","","","","","","","","","","","","0-000be702c74465b78fd3c29df243dbb377f13378e50adb27c4f5dd4f3f89c905","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","","WHS","2013-12","2014-05","1.000","1.800","false","","SS","IDIQ","2016-BASE_PROCUREMENT-2016-DEFENSE_VOL1_ALL-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.xml","1368a0b2c4783676d4c8b441ab69044b254aed735d3734ff06315fb3fd9f5dd2","0-758b31e997824e7b6fa08b7c15d4fc281b6994ee64e9c961db6890a48c95b5b3","","","","","","","","","","","","","0-cb1626909a02a04afb1aaa9f6e20f345c506d6062043e2a886c4483e6566915b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","","WHS","2012-03","2012-07","1.000","3.000","false","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_VOL1_ALL-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.xml","1368a0b2c4783676d4c8b441ab69044b254aed735d3734ff06315fb3fd9f5dd2","1-32a5e6e8bdfdbc17c590ce994b9ae94fdad8661d3b36853f2d4d4fa8a1820207","MIPR","","","","","","","","","","","","0-cb1626909a02a04afb1aaa9f6e20f345c506d6062043e2a886c4483e6566915b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","","WHS","2012-03","2012-07","2.000","0.300","false","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_VOL1_ALL-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.xml","1368a0b2c4783676d4c8b441ab69044b254aed735d3734ff06315fb3fd9f5dd2","0-0b4818774e483fcf6a75e3999fe12bb52c80101895c4dfd5d77fa7b4368559ab","MIPR","","","","","","","","","","","","0-4665f3b83d46ecfabda5f2b16faba3864bee2feba68d5d973d79bab206dc5046","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","","WHS","2012-03","2012-07","3.000","0.250","false","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_VOL1_ALL-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.xml","1368a0b2c4783676d4c8b441ab69044b254aed735d3734ff06315fb3fd9f5dd2","0-b9512185635db7a9faccbbec9756a7beaf6785d1da6a20d04fc0a7b610f120d5","MIPR","","","","","","","","","","","","0-4f3cdb4b19cac8cfc7dd5c0681bab327be36265c2bb9d0f9d1eba48124fba366","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","","DIA","2012-03","2012-07","1.000","1.200","false","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_VOL1_ALL-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.xml","1368a0b2c4783676d4c8b441ab69044b254aed735d3734ff06315fb3fd9f5dd2","0-24b3c07b7fafa8acbbb72b6bddd70f612fb8cb5b34d5d09689e16b5a042f02fd","MIPR","","","","","","","","","","","","0-fd1674526f667db4cca2d125dc5b24590d445d1f3aaa8d628910156e3a3fca40","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","","WHS","2012-02","2012-06","1.000","0.800","false","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_VOL1_ALL-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.xml","1368a0b2c4783676d4c8b441ab69044b254aed735d3734ff06315fb3fd9f5dd2","0-236dc3fe7ac002129158106237d0d4da8db9c4680babd0a37783731f12163bff","MIPR","","","","","","","","","","","","0-e883acf0107fabb69b2be8c4ff4176a7fdfbf77eeb71409354290631f624a60b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","","WHS","2012-02","2012-06","15.000","0.030","false","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_VOL1_ALL-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.xml","1368a0b2c4783676d4c8b441ab69044b254aed735d3734ff06315fb3fd9f5dd2","0-3f36198aff02062936664382e5342304120a9cc1bc95a0d2ff8a23f9d6e738d7","MIPR","","","","","","","","","","","","0-d3c9e8939fc58584a010ca677e9089fe29405a05eeb83796f5c085117b9651a3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","","ACC RI, Rock Island, IL","2015-06","2015-07","4","6275.000","true","2015-01","C","FFP","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","ff7650726c93994104b6a39382e78b59cd838f8d14d7122141476a2e9f037bde","0-c11d03a5136f8fbd1c1b9823b342d5ce7c1c814e50f0ccf3d24277f7985190c2","","","","","","","","","","","","","0-80a8f7aa5e5128ee7975d61070879299a281e6edd658d0dd2ea67120edf68642","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2016","","ACC RI, Rock Island, IL","2016-06","2016-07","2","5478.000","false","","C","FFP","2017-BASE_PROCUREMENT-2017-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2017.xml","ff7650726c93994104b6a39382e78b59cd838f8d14d7122141476a2e9f037bde","0-7ab35c708b417a63929364fb4adea07ee3714b65fbc0dfbcb363284e9da90176","","","","","","","","","","","","","1-e1640868ff3caf359176eddebb0f961393e2bb4355f3c9f29711a7e867933374","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
