Name_val,Location_val,@SOURCE_FILENAME,@RECORDID,@ROWID,InitialQuantity_AdminLeadTimeBeforeOct1InMonths_val,InitialQuantity_AdminLeadTimeAfterOct1InMonths_val,InitialQuantity_ProductionLeadTimeAfterOct1InMonths_val,InitialQuantity_TotalLeadTimeAfterOct1InMonths_val,ReorderQuantity_AdminLeadTimeBeforeOct1InMonths_val,ReorderQuantity_AdminLeadTimeAfterOct1InMonths_val,ReorderQuantity_ProductionLeadTimeAfterOct1InMonths_val,ReorderQuantity_TotalLeadTimeAfterOct1InMonths_val,MinimumSustainingRate_@footnote,MinimumSustainingRate_val,MaximumProductionRate_val,Rate185_val,@PARENTROWID,@PARENT
"SAP","TBD","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","864c45b21c53c303e7fd034cef75f0bb3fa0b024147cba3a39070cf23635a784","0-15d67ad1f2bf43d20360d5c7276718abe755221ca020bdd96776c25f62e1ee09","","","","","","","","","","","","","0-0e95edc169f310a6bc4b64151b52c11aac8f9b7126fa8b1830958606c8694ca4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement"
"UNICOM Government, Inc.","Chantilly, VA","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","16460c7c27924b372086b35662e9cdf675b9a832b575627291fc52fa6c982e98","0-ed0b761bcb2848e5606169b5e5dd4a2aaef07a97b85506fc78b97134b2bf311c","","","","","","","","","","","","","0-fd4f6245e1ce5dd025c2d6980086bbf9b36e87ebb326e6fdd6074a3024a5556b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement"
"TBS","TBS","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","16460c7c27924b372086b35662e9cdf675b9a832b575627291fc52fa6c982e98","0-9dfa53090cdc08f5b8c4fc1f17057c80e39b5b1a55e4584c8dbea6b40da0ead4","","","","","","","","","","","","","0-63065ed049b2ab43f82ccaa7dc5e1d2f20f3dd15180abbe7167f9621e6689a4f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement"
"Leidos","McLean, VA","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","16460c7c27924b372086b35662e9cdf675b9a832b575627291fc52fa6c982e98","1-888c5995d02d7a860644830b0cca73ec01bd056d24dd9869a40685b0d9421c29","","","","","","","","","","","","","0-63065ed049b2ab43f82ccaa7dc5e1d2f20f3dd15180abbe7167f9621e6689a4f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement"
"TBS","TBS","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","16460c7c27924b372086b35662e9cdf675b9a832b575627291fc52fa6c982e98","0-6d233f65a982d405581df160ce88c3368b3f9a632d173575f6d9c6fe7eb5e81a","","","","","","","","","","","","","3-7639f92df78cd48c2cc3d18800437ad207c9ba833301c0e5c8a3a7121146de84","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement"
"TBS","TBS","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","16460c7c27924b372086b35662e9cdf675b9a832b575627291fc52fa6c982e98","0-346f193b6219f34f765c90d30d2b5772a68fe780eeafff708d57f79f28e1d14a","","","","","","","","","","","","","7-5b6cd997538a8617a1c79934070e6d243a0eb2ee651d8d2b282d706a7c237ddf","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement"
"TBS","TBS","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","16460c7c27924b372086b35662e9cdf675b9a832b575627291fc52fa6c982e98","0-d371dd316672fffcc4b1429b42bfaab8f8df5843ff45121459b3726582c10dd2","","","","","","","","","","","","","8-aeab77da8e2d5cabd309ed095452c35c31ff4e008b56b554c7b1e15440797926","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement"
"Affigent LLC","Herndon, VA","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","16460c7c27924b372086b35662e9cdf675b9a832b575627291fc52fa6c982e98","0-2842194e61d1ccc24830cf74fa511f997867c61bf3dc53c3a3c2629b5287b046","","","","","","","","","","","","","1-218b9d1218c9ace4bfd591bd199fed3a53efd6175dda39daaf99fdb953a6c36c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement"
"World Wide Technology","Maryland Heights, MO","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","16460c7c27924b372086b35662e9cdf675b9a832b575627291fc52fa6c982e98","0-849d356e6a8273ca0b2f0b09a1dea8fe2e708f32ca6b3c129389f9970067ec4f","","","","","","","","","","","","","2-08e2d267599a0852bce42da2a83be173c8cf284e738f3c873bfac2ab1e26659a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement"
"Four LLC","Herndon, VA","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","16460c7c27924b372086b35662e9cdf675b9a832b575627291fc52fa6c982e98","1-f165757473f71b22a3006d23ee069a5d8b544d768f65d4082939041e7b1bb65d","","","","","","","","","","","","","2-08e2d267599a0852bce42da2a83be173c8cf284e738f3c873bfac2ab1e26659a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement"
"Various SW Manufacturers","Various","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","76cd21f8f78640c01ef5294e9e647e06af1a0c62c081ebb0f1e92f8f63cfcac1","0-9bae0f78cfa11886a8c929ff4274e2b1c27e777122a38f603da09b1d02f148f8","","","","","","","","","","","","","0-241a154d8b51abac1478c5b724c554383cca601b70bead2e0fa560823c2006fc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement"
"TBS (ERI Targetry)","Orlando, FL 32825","2019-BASE_PROCUREMENT-2019-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","1d0b02e6570e2975253fdf442e253fb3e971dcc6537280f554af05f8d7e873c0","0-557d53a79308c6c2c1ebecdcf889497712a02e501249c6fe2c9c31313dcfad1b","","","","","","","","","","","","","0-57b6be2a4fedff6d81f7fe884a5a43d5098b57d2b0fd14c7a20df930fece310f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement"
"TBD","TBD","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","b2891a2bda07367ccf2b8dbf394c670aeb2803bf06070484c4f661ee0f471972","0-012fde3586c80de9e637883cbe40982580315adbeef45cfc95d64f04ecae8e54","","","","","","","","","","","","","0-0c9410db7129b35699679a6643d072fcf98ef68e5c86f67bb9bc9e35b582fabf","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement"
"TBS","TBS","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","b88d7323f0c39487e5559446b30366f2a4b0cc7b20a8d7e248026f47c8d027bd","0-7da774e56c383b320d93d7c9e272748ddd3c486a2c513c1f8ff7f2bfbe3e2e52","","","","","","","","","","","","","0-830b3ad33214ddd0acf30e7b56cd8360e4a5430524a31c6f62d0ee6e4a053cb4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement"
"Battlefield System Engineering Services","Atlanta, GA","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","b88d7323f0c39487e5559446b30366f2a4b0cc7b20a8d7e248026f47c8d027bd","1-44e352b63efe4a74af163663e46c17c217e145858754583004a3cd6de7f88179","","","","","","","","","","","","","0-830b3ad33214ddd0acf30e7b56cd8360e4a5430524a31c6f62d0ee6e4a053cb4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement"
"TBS","TBS","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","b88d7323f0c39487e5559446b30366f2a4b0cc7b20a8d7e248026f47c8d027bd","0-9b8b41cee10f9a6077717b4f8c19f7ab7ac45ee1e88ffb306161dfadbc903acf","","","","","","","","","","","","","0-52b4c93b12e4d40d2fa5b3b51ece16ae52ef61715e3e8b50bd39d9d56ae962e1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement"
"Affigent, LLC","Herndon, VA","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","b88d7323f0c39487e5559446b30366f2a4b0cc7b20a8d7e248026f47c8d027bd","0-52c0e6e7de76aab5073b025c2b590a4627b5b867facde78383902a8a61345caf","","","","","","","","","","","","","3-cabbcbc1e33c110c3e8db505d67fabc5a3efa23ea7f88a114e2b300744bc295a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement"
"TBS","TBS","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","b88d7323f0c39487e5559446b30366f2a4b0cc7b20a8d7e248026f47c8d027bd","0-2e562aa55436ea9e573288bc6889e49c07497c893ec0459ab0197c4d5c803121","","","","","","","","","","","","","7-a797c27c8f140ba6dda38c0079b2911a4799be2ab40e820537eae423811b72f9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement"
"TBS","TBS","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","b88d7323f0c39487e5559446b30366f2a4b0cc7b20a8d7e248026f47c8d027bd","0-56014d3f588eaedea49189121aa9eb65a63a8c64b97692f53902c5eae23f8234","","","","","","","","","","","","","3-192b26db83b18553add4442f842b504e4325762faf6134db32f34edb54ed7183","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement"
"Various SW Manufacturers","Various","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","51236519ecb09c8b6ba737c7b761a5796e49ba02390051435c0a6b218da0ee54","0-1c2285a8c1f71a411dcbf405033d25ff98b513061d710ce30b615c468bf01adb","","","","","","","","","","","","","0-644f84b5df07680271f5ab71914de5d3eb42201f686ffdc6d1d936006ee49b6c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement"
"TBS (ERI Targetry)","Orlando, FL 32825","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","75d6b5f9a3714a351adfe57397475b1716c9ab36d18146dce8d31a64a25ee33b","0-5f9ed2c57df43f40aec721d679dec2893e14839213d4734ce79b432121670f1f","","","","","","","","","","","","","0-982d91285773a95fe2085246de29b4b14496ff7938fb4cd8e94ea41ad6454e72","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement"
