Name_val,Location_val,InitialQuantity_AdminLeadTimeBeforeOct1InMonths_val,InitialQuantity_AdminLeadTimeAfterOct1InMonths_val,InitialQuantity_ProductionLeadTimeAfterOct1InMonths_val,InitialQuantity_TotalLeadTimeAfterOct1InMonths_val,ReorderQuantity_AdminLeadTimeBeforeOct1InMonths_val,ReorderQuantity_AdminLeadTimeAfterOct1InMonths_val,ReorderQuantity_ProductionLeadTimeAfterOct1InMonths_val,ReorderQuantity_TotalLeadTimeAfterOct1InMonths_val,@SOURCE_FILENAME,@RECORDID,@ROWID,MinimumSustainingRate_val,MaximumProductionRate_val,Rate185_val,@PARENTROWID,@PARENT
"TechTrend","Arlington","","","","","","","","","2019-BASE_PROCUREMENT-2019-DEFENSE_DISA-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2019.xml","6578cd95c5a6c9235d7058df91d1cba0c7a02cf3b2df85029c70d2e40cc77cc5","0-3e78d89bb07ac5b0670f012b21bb2b863680470556947ef8411c664e6aa67c7e","","","","2-08e84c17f24afb0f0c0c7f7d8fffcc69a8b88d714db02fb75ae7c3c796d1ed58","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement"
"Owl Computing Technologies","DISA","","","","","","","","","2019-BASE_PROCUREMENT-2019-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2019.xml","436736dc46b53a54d8445dab329a31c86841ea66157bd631cb3659489f532a77","0-39a7d8fe946bd57929cd6b4d00a9540d69104a79a723b4e1706910f0695c705b","","","","0-1020469575ca5384664dfd182da3bc126db42aed57e34c98f12fe88fbc2089f4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement"
"Carasoft","NSA","","","","","","","","","2019-BASE_PROCUREMENT-2019-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2019.xml","436736dc46b53a54d8445dab329a31c86841ea66157bd631cb3659489f532a77","0-5e91d4101bc3efaa6be38e6de3cd744d4c89f9f9d8053a6e2b692fe4479dc04c","","","","1-0618366b49cee3b30e4590a9393febd74569d657b3a08137523ca06290a2f5e1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement"
"TBD","DISA","","","","","","","","","2019-BASE_PROCUREMENT-2019-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2019.xml","436736dc46b53a54d8445dab329a31c86841ea66157bd631cb3659489f532a77","1-3c484f0fce2105ce4745b95681be8f390d50d31b7822e705790432fbfde118fd","","","","1-0618366b49cee3b30e4590a9393febd74569d657b3a08137523ca06290a2f5e1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement"
"Four LLC","DISA","","","","","","","","","2019-BASE_PROCUREMENT-2019-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2019.xml","436736dc46b53a54d8445dab329a31c86841ea66157bd631cb3659489f532a77","2-4a417d07e30a663b2bf5931ef88f31ebcd6420703dfc3be19468969981a5c344","","","","1-0618366b49cee3b30e4590a9393febd74569d657b3a08137523ca06290a2f5e1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement"
"Owl Computing Technologies","DISA","","","","","","","","","2019-BASE_PROCUREMENT-2019-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2019.xml","436736dc46b53a54d8445dab329a31c86841ea66157bd631cb3659489f532a77","3-c2242de80ed88de077b31a8615f1fa2b9c125fac9006bef10ef6b925c43d29b8","","","","1-0618366b49cee3b30e4590a9393febd74569d657b3a08137523ca06290a2f5e1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement"
"TechTrend","Arlington","","","","","","","","","2019-BASE_PROCUREMENT-2019-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2019.xml","436736dc46b53a54d8445dab329a31c86841ea66157bd631cb3659489f532a77","0-544a9817a0b422736a84f939f26d09be10ffe3ececd9fa1b6306fcff24236986","","","","2-32e11ffaaa87cbd9a03d07b88ec73c1a510760ea8d674a91ac186bcded34387d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement"
"Lockheed Martin","Moorestown, N.J.","0","0","0","0","0","0","0","0","2019-BASE_PROCUREMENT-2019-DEFENSE_MDA_VOL2-U_PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2019.xml","568f548e819829b5205b06245c99d48b9002f708e64d476785be99123517dea9","0-8485ae346eead9f885e379dec2b5b6f39e155d29d2b28d7a3a01930229066dca","1.00","4.00","1.00","0-54d5c28e908ad7d56df1cad52af39b13e54996a3d87a50ee0343e367b1053a79","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement"
"Lockheed Martin","Moorestown, N.J.","0","0","0","0","0","0","0","0","2019-BASE_PROCUREMENT-2019-DEFENSE_MDA_VOL2-U_PROCUREMENT_MasterJustificationBook_Missile_Defense_Agency_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Missile_Defense_Agency_PB_2019.xml","3a41a1803fb3037bb8ed95019778694c84e8bb76559ae5c01da1664b202c5952","0-4d2273f4a71b70a4ca1ef4a2d379c5617a07b7dfbecb6e6cb50f6ca62415278a","1.00","4.00","1.00","0-54f55d537b023a307131135f0672d0e706678e2accb6a5bdd9dd6cc7e5433ccc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement"
"TBD","TBD","","","","","","","","","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","2492f83e14ae82bb7a4dbb530531755ba3e2daba5a842a81f1ef1b583a0fca12","0-4f16fad3da76ee8df42523c2ffe7723a2df79c02dd67df32dc0acbb862221cef","","","","0-63c3d6077802a2d52e82b40397710680ed6da82cc6e4e5e82cb4b9f5b5b6acf2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement"
"TBS","TBS","","","","","","","","","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","b88d7323f0c39487e5559446b30366f2a4b0cc7b20a8d7e248026f47c8d027bd","0-9a4df65b6bd14e5ef0f8f48e51cd2e382ed33757da46b95c282e2f0ffe8cb9a3","","","","1-df5900ae0643d216d071180daa940127642bade183be6748fedfb5f81edc9d43","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement"
"TBS","TBS","","","","","","","","","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","b88d7323f0c39487e5559446b30366f2a4b0cc7b20a8d7e248026f47c8d027bd","0-232245984d2cc5f920c09fbc99143bf5a6d98fec4a5f9c42d9d97eac9fd4d7cf","","","","0-cffec1827ddb2e37eac8a41d7afaa748c2ed1c471bfdffed2b2fb6cf031d16b8","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement"
"Various SW Manufacturers","Various","","","","","","","","","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","51236519ecb09c8b6ba737c7b761a5796e49ba02390051435c0a6b218da0ee54","0-213bdedff1b2a60ed737f2645151cb56a63ff81350f983ebf56db4be8b12f7eb","","","","0-60a64145780dab8d21d413e9e1bfc429cb1153711fa45a5f4a9675ca69814edc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement"
"Cole Engineering Services (P)","Orlando","","","","","","","","","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","75d6b5f9a3714a351adfe57397475b1716c9ab36d18146dce8d31a64a25ee33b","0-76283c89f453afc96e14a57629e393b98d73ba310663847d8edc1daac1e8752b","","","","0-de8e18c887527ba04310624fabd40fa207f17d39f6c3239cde8b5600baeda0ed","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement"
"Lockheed Martin","Moorestown, N.J.","0","0","0","0","0","0","0","0","2020-BASE_PROCUREMENT-2020-DEFENSE_MDA_VOL2-U_PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2020.xml","1edd7d06c1a5b5d118e1ea68939509603cebaea49d05f047d35d1435d180edf5","0-83d1ca7de4eda81f076cc5c660ea065bb23f5b86fe236b4a8a35724b62c39457","1.00","4.00","1.00","0-da6ee85023b83a37fdbef5aa2dae1a781066527a98a7af05253f53a812aa9929","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement"
"Lockheed Martin","Moorestown, N.J.","0","0","0","0","0","0","0","0","2020-BASE_PROCUREMENT-2020-DEFENSE_MDA_VOL2-U_PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2020.xml","1edd7d06c1a5b5d118e1ea68939509603cebaea49d05f047d35d1435d180edf5","1-45d547fce49eddbcf026b35b4b3502f0a3f622e47c62f1c9bb71b6b11fdaffb5","1.00","8.00","1.00","0-da6ee85023b83a37fdbef5aa2dae1a781066527a98a7af05253f53a812aa9929","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement"
"Lockheed Martin","Moorestown, N.J.","0","0","0","0","0","0","0","0","2020-BASE_PROCUREMENT-2020-DEFENSE_MDA_VOL2-U_PROCUREMENT_MasterJustificationBook_Missile_Defense_Agency_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Missile_Defense_Agency_PB_2020.xml","b2983f9844c9cb3db4e8232e934f8102a93cca0f16cff5af771498996690520b","0-246130d02bdd2a36af114002580fd734db7562b8405353e86e0543b187e788d2","1.00","4.00","1.00","0-5288c3abc809b9b7a0fa8357a17d624ca439eb2cefebda26433d94d5c6433536","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement"
"Lockheed Martin","Moorestown, N.J.","0","0","0","0","0","0","0","0","2020-BASE_PROCUREMENT-2020-DEFENSE_MDA_VOL2-U_PROCUREMENT_MasterJustificationBook_Missile_Defense_Agency_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Missile_Defense_Agency_PB_2020.xml","b2983f9844c9cb3db4e8232e934f8102a93cca0f16cff5af771498996690520b","1-6f882501a6105dd4d8728192c3e54945523c7b7f0a614ce9dd8872cba91352dd","1.00","8.00","1.00","0-5288c3abc809b9b7a0fa8357a17d624ca439eb2cefebda26433d94d5c6433536","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement"
