Name_val,Name_@footnote,IdCode_val,Cost_AllPriorYears_TotalCost_val,Cost_AllPriorYears_UnitCost_val,Cost_AllPriorYears_Quantity_val,Cost_PriorYear_TotalCost_val,Cost_PriorYear_UnitCost_val,Cost_PriorYear_Quantity_val,Cost_CurrentYear_TotalCost_val,Cost_CurrentYear_UnitCost_val,Cost_CurrentYear_Quantity_val,Cost_BudgetYearOneBase_TotalCost_val,Cost_BudgetYearOneBase_UnitCost_val,Cost_BudgetYearOneBase_Quantity_val,Cost_BudgetYearOneOCO_TotalCost_val,Cost_BudgetYearOne_TotalCost_val,Cost_BudgetYearOne_UnitCost_val,Cost_BudgetYearOne_Quantity_val,Cost_BudgetYearTwo_TotalCost_val,Cost_BudgetYearTwo_UnitCost_val,Cost_BudgetYearTwo_Quantity_val,Cost_BudgetYearThree_TotalCost_val,Cost_BudgetYearThree_UnitCost_val,Cost_BudgetYearThree_Quantity_val,Cost_BudgetYearFour_TotalCost_val,Cost_BudgetYearFour_UnitCost_val,Cost_BudgetYearFour_Quantity_val,Cost_BudgetYearFive_TotalCost_val,Cost_BudgetYearFive_UnitCost_val,Cost_BudgetYearFive_Quantity_val,Cost_ToComplete_TotalCost_val,Cost_ToComplete_UnitCost_val,Cost_ToComplete_Quantity_val,Cost_Total_TotalCost_val,Cost_Total_UnitCost_val,Cost_Total_Quantity_val,Cost_TotalCost_AllPriorYears_val,Cost_TotalCost_PriorYear_val,Cost_TotalCost_CurrentYear_val,Cost_TotalCost_BudgetYearOneBase_val,Cost_TotalCost_BudgetYearOne_val,Cost_TotalCost_BudgetYearTwo_val,Cost_TotalCost_BudgetYearThree_val,Cost_TotalCost_BudgetYearFour_val,Cost_TotalCost_BudgetYearFive_val,Cost_TotalCost_ToComplete_val,Cost_TotalCost_Total_val,Cost_TotalCost_BudgetYearOneOCO_val,Cost_TotalCost_Continuing_val,Cost_Quantity_AllPriorYears_val,Cost_Quantity_PriorYear_val,Cost_Quantity_CurrentYear_val,Cost_Quantity_BudgetYearOneBase_val,Cost_Quantity_BudgetYearOne_val,Cost_Quantity_BudgetYearTwo_val,Cost_Quantity_BudgetYearThree_val,Cost_Quantity_BudgetYearFour_val,Cost_Quantity_BudgetYearFive_val,Cost_Quantity_Total_val,Cost_Quantity_ToComplete_val,Cost_Quantity_BudgetYearOneOCO_val,Cost_UnitCost_AllPriorYears_val,Cost_UnitCost_PriorYear_val,Cost_UnitCost_CurrentYear_val,Cost_UnitCost_BudgetYearOneBase_val,Cost_UnitCost_BudgetYearOne_val,Cost_UnitCost_BudgetYearTwo_val,Cost_UnitCost_BudgetYearThree_val,Cost_UnitCost_BudgetYearFour_val,Cost_UnitCost_BudgetYearFive_val,Cost_UnitCost_Total_val,Cost_UnitCost_ToComplete_val,Cost_UnitCost_BudgetYearOneOCO_val,@SOURCE_FILENAME,@RECORDID,@ROWID,AllPriorYearsDeliveries_val,ManufacturerList_Manufacturer,@PARENTROWID,@PARENT
"Life of Type Buy (LOTB)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.263","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-AIRFORCE_AMMUNITION-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.xml","5175c5f8cd9d5828fdf7276ae2ca6ad8b9f15430fce66544e99d25567ef5eec7","1-1b4f4cecdbdbc0e8fe463241cf63eebbee2927d90fb4e91b341ca5b9c4024241","","","0-887234826439162023a8ec486d1e75c14dd676264127ef4f2a07b252aefaabe9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"Non Recurring Engineering-Facilitization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.135","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-AIRFORCE_AMMUNITION-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.xml","f9609a5abba0ea2d4a6da41890bc692e33b361fb683307cba3364fdad7a8116a","0-46577746f8ddcc8b995b01eb71b833ef140ba398ca58fdf1410ef380d2079026","","","0-ebff4a948ed1c564627425b1c8958282e80058dd70cb242364cf670dc77700be","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"Life of Type Buy (LOTB)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.263","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-AIRFORCE_AMMUNITION-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.xml","f9609a5abba0ea2d4a6da41890bc692e33b361fb683307cba3364fdad7a8116a","1-ac1519a51e4ae385ce7d6a7d287b031a58e6f0b6a86d0da4d4b1a672a24a6083","","","0-ebff4a948ed1c564627425b1c8958282e80058dd70cb242364cf670dc77700be","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"A-Kit NRE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","111.542","10.381","3.815","17.585","17.585","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","55dcc1660fdcdb782491981e62adde0b10fa032847a595842880155371de42a8","0-31389c8462ac9c1c79cd35fd0f8481f4ba4d6020eec29cd3468c62cff9fbea70","","","0-edc754634a56845c4e281bb9f65dc1f2ef0c147477edb154915fbb17fdd5a660","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"Dod Advanced Automation System (DAAS) Ft. Sill","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","608ca43e4bb958588d48a23d4134cdb77c3c89352eaa32f360e482c836b5ccb4","0-83c63fa1fa13f69a118b9a66978f7303eb7c00a8636e9835c50c99a7a3869b2e","","","0-9ac3f18be08457a68838cf24ca491e897992e8ab522796c139ccf6aff0ed5521","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"Common Terminal Digitizer (CTD) Ft. Sill ASR-8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","608ca43e4bb958588d48a23d4134cdb77c3c89352eaa32f360e482c836b5ccb4","1-c7c45636cf9001d2a7a0f00b040492f1bc2fa4855f563b4badd9d235b6c0812b","","","0-9ac3f18be08457a68838cf24ca491e897992e8ab522796c139ccf6aff0ed5521","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"Non-Recurring Cost","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","ec4214bb0033781b58c37cb400177bb2808ac0668e64107b0f83f4b822d1a911","0-3349f34d6da921ca76baaf627c4cbd5d0a608c29463d29e6074c0ced3b61f48a","","","0-4f60f66ae5c88764174a4e8de1c8189dcfc0cce754c13a96e9f32c5583ea6826","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"ECO (All FLYAWAY Components)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","307.215","43.133","30.511","26.596","26.596","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","2c89647444558f718087948ea69b3bc60ba69293cb3483126129012ea9285f3f","0-8fa77be774cc83393f003a9b99ac9cd427207b863e6ada9ed27c04293bbe38fd","","","0-a777edcd43fabf08ccde3b69332d8941b0ae7a6365b8ad7142a87fe762cb95ac","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"Other Costs (Mission Equipment)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","629.171","53.799","41.062","34.791","34.791","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","2c89647444558f718087948ea69b3bc60ba69293cb3483126129012ea9285f3f","1-75cad93aedf31bc05e7dbb34de3b3e23802d1d123935cf888bcf00481ceb6f1e","","","0-a777edcd43fabf08ccde3b69332d8941b0ae7a6365b8ad7142a87fe762cb95ac","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"Tooling Equipment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.009","1.964","11.2","11.485","11.485","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","2c89647444558f718087948ea69b3bc60ba69293cb3483126129012ea9285f3f","2-ab84c2728479c29837e6afb68d5dcc532bd37ed8b658a04bd14aeae4ab8348bd","","","0-a777edcd43fabf08ccde3b69332d8941b0ae7a6365b8ad7142a87fe762cb95ac","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"Other Nonrecurring Cost","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.363","1.696","0.903","0.834","0.834","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-ARMY_AIRCRAFT-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","2c89647444558f718087948ea69b3bc60ba69293cb3483126129012ea9285f3f","3-245c220e10f5c24ad8203122c12e0d907e27e10e9ada0691c1cb2f3184607973","","","0-a777edcd43fabf08ccde3b69332d8941b0ae7a6365b8ad7142a87fe762cb95ac","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"Hardware Cost - AIM-9X Block II All Up Round (AUR)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.38","55.38","","","","","","","","","","","","126","126","","","","","","","","","","","439.524","439.524","","","","","","","","2018-BASE_PROCUREMENT-2018-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","24f5c4e70293cdf12652d5dbe9084fcbc2123858732fbc55b6809dce5c3af37a","0-1aa996e6e402165e1c0d9e31801f6e6ce614cc88c68d85acc79223609d55e3a2","","","0-a92775d54e6179c742bcda06ea630c9c34111392a5d9f70a0e04875140c43c2a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"Other Flyaway","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.985","0.985","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","24f5c4e70293cdf12652d5dbe9084fcbc2123858732fbc55b6809dce5c3af37a","1-6fab9dd5d2d70f2c93baf632e8256cefff4a5458c7ff89b2e6a019116025226d","","","0-a92775d54e6179c742bcda06ea630c9c34111392a5d9f70a0e04875140c43c2a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"European Reassurance Initiative Production Restart - Obsolescence Mitigation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41","","","","","","","41","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","baedbfdaaba91694c8707a3243be412dcc830ab4bb76a76808f775f7d55e7529","0-88b3c728db0817a089ab28f4ebccf7ec14a30df1c9266a0206bfb35a3fc66945","","","0-7126b2ec24471b7a5f204de8a37b7dc88d03c88b8add629eacd243121e10d0ff","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"Production Facilitization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.142","18.142","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-ARMY_WTCV-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","a2c675779173143c7981808cba4aeac271d38beb638fe15f8644330791741757","0-d87354843ca0e9b2b404cd639dacb1cd5c79e7b734de8b527d36a7e58115328f","","","0-c0fdcfc9c7160d9200cfceaa06e220ac128f32b26ab91a34a9d8f0685512bcdd","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"Simulator Upgrade","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.5","1.039","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-ARMY_WTCV-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","cda91fd80f9fa70e9bff7db9da1c4d08e34046bf3400e360113d64515b76784d","0-3490a004bcb1b7503596860368afa8951f4f9cb8431c89a1e2745628b2e1c371","","","0-daf9ccd43fd7538023de16b8f2e1fc08a00319579e30921b94a06f1666b02511","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"Logistics Products","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.599","10.105","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-ARMY_WTCV-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","cda91fd80f9fa70e9bff7db9da1c4d08e34046bf3400e360113d64515b76784d","1-e7fd67f4756649944b6a627b190a73f14b9c140d90d4b5d83062f82ff24143f6","","","0-daf9ccd43fd7538023de16b8f2e1fc08a00319579e30921b94a06f1666b02511","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"PRODUCTION FACILITIZATION","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.131","3.343","19.384","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-ARMY_WTCV-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","29dc1ae215e49ef653ec9bb3f1385eb9fca4f05fc226d965d13e7702206e1523","0-81c1ec45261a16470fe430ac493792b2726d42a9b9c0b2c7c6cfd31eff9d9a8e","","","0-714c12122da1d7d64ac226da5a5e1b19b34094a9d0d4c234d9ba474f56f3d50d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"Non-Recurring Engineering","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.632","13.135","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","0e2f7e6012efbf5cfc74ed7795171941a24a490ad3c16af6232fc4d3d8d216d0","0-95f2de008ba182a2e293dda4aab8b3a64cbe8b801d27082d31d05bee79c43477","","","0-ff25f6218fb2b4aa3b9cf3735b4b211c7e3b4a0ccabc5ac8be62df5c17abef7b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"End of Life","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.377","2.948","72.449","24.267","24.267","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","0e2f7e6012efbf5cfc74ed7795171941a24a490ad3c16af6232fc4d3d8d216d0","1-507db6c1a7086762d30f83ecaf9780f848ca532435417e93e26d64933021b000","","","0-ff25f6218fb2b4aa3b9cf3735b4b211c7e3b4a0ccabc5ac8be62df5c17abef7b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"Hardware NRE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.051","33.38","33.38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","6567c313778bfeb2c0b3f1983def9133c84501df9ba88d3ad5be0c5b4ad5bfb5","0-32a9ad33bcdef4824e28042c626b21153fb54b10b4872dda86ba897f8a99de0f","","","0-800376948c87bd2d8cbf4d3eff6948615defa5613e4dd9bb739768f4348ae4c5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"Database Migration","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.617","34.617","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","8f94a14391ac9bcfc91dd0685bc075c638c51da87cb7cb6aa3d1c109c2041257","0-0f049a5ea7120ec3e66c80e8965c363c385e60e6fb2741a1017535ca23ef08e5","","","0-97b69248cec9a7dd18483a98774e480b92ab85877ce5c7ab18e6a30a12b58138","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"RHN Transport Convergence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.389","8.389","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","8f94a14391ac9bcfc91dd0685bc075c638c51da87cb7cb6aa3d1c109c2041257","1-3ea4996f766a6cf33f38ab0f11eebc3d5bd6bb78e9cdc8a606ef5b55928bca13","","","0-97b69248cec9a7dd18483a98774e480b92ab85877ce5c7ab18e6a30a12b58138","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"Engineering Change Orders","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.51","1.033","2.171","0.167","0.167","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","fdbe120a3035a943c5159e8a130676647f6b673f9a0e2315d845d66f55f171b4","0-1221d4a7054a3a42be219ff023bdabd0d90e8bc3923a61ea2576691f5589f809","","","0-534193ee57f2688b28194886e14766f3ab75b0a0b158e9ab3ee45154207cfad3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"Non-Recurring Eng (ABCT)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.177","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","b6a9cc9fafbd6c2a9950d995f5ccdb4616ad1764c8ce244b99c1cfbae9e9bba4","0-f597d4bae9cf23d4101ea8037198ee21bda6d79409805fe98737419145dcd6b5","","","0-24d28954d5abee0d8056aca9c784870e6c7afbb8025cf9699fe47e811728b1fd","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"Non-Recurring Engineering","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.275","19.284","24.616","25.179","25.179","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","195b872685ac8a28088e5af447fa20907a3b9e749ab40fb1eb92281fb6faad42","0-56014eb5174c0c329ae41029588a19cd6f4edf4c99f774edc60eab4d8ff74199","","","0-9c7662a32240c6c4769a76914eabc2d69744f59dd63620d87beeb4b9a492e7f2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"Non-Recurring Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.414","","85.607","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","195b872685ac8a28088e5af447fa20907a3b9e749ab40fb1eb92281fb6faad42","1-f756c766266965687be4a3a8e81094ef7e9697ce1d689b0c611c6770068d6d80","","","0-9c7662a32240c6c4769a76914eabc2d69744f59dd63620d87beeb4b9a492e7f2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"Engineering Change Orders","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.706","0.433","1.504","2.276","2.276","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","195b872685ac8a28088e5af447fa20907a3b9e749ab40fb1eb92281fb6faad42","2-9dcbe4a040377042014582bb0b365e8f346e144288dcbbd5393e182fef82dbf6","","","0-9c7662a32240c6c4769a76914eabc2d69744f59dd63620d87beeb4b9a492e7f2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"Post Deployment Software Support","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.701","5.112","","3.414","3.414","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","195b872685ac8a28088e5af447fa20907a3b9e749ab40fb1eb92281fb6faad42","3-249cdd1ce1afd7a1e790e008b478bd4d1bebf5e00f845d9523cbeb5f4a10f9da","","","0-9c7662a32240c6c4769a76914eabc2d69744f59dd63620d87beeb4b9a492e7f2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"System Integrator Fielding/Training","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1565.554","66.024","89.753","12.337","12.337","","","","","","","","","1","","","","","","","","","","","","1565554","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","79442e00cbe7bfd4a4ea29a3f4d53f5b896df57a421ca9e4115007f2a5a4e861","0-61c592affe3ddf09330011866070993dc374362d4c3a9b8dbd97dedfee70e97f","1","0-abac6edb24f661b58fe6ea09b384bb6f5b38874f7a46bb6c09d328d05bbe2689","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"ERP Deployment Support","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.692","28.156","15.96","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","79442e00cbe7bfd4a4ea29a3f4d53f5b896df57a421ca9e4115007f2a5a4e861","1-a9fa6529a1e725e6fbf1bd4495c129782e4be4ccbe000421d6fdd87e004a63d4","","","0-abac6edb24f661b58fe6ea09b384bb6f5b38874f7a46bb6c09d328d05bbe2689","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"Matrix and Other Support","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.766","19.681","10.037","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","79442e00cbe7bfd4a4ea29a3f4d53f5b896df57a421ca9e4115007f2a5a4e861","2-d4561d937efcf88b6e116fc25b6af5a23d74f1eb0f509cb2ea83c45d1af46ff5","","","0-abac6edb24f661b58fe6ea09b384bb6f5b38874f7a46bb6c09d328d05bbe2689","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"UDAIRI Range Target Lifter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23","23","","","","","","","","","","","","1","1","","","","","","","","","","","23000","23000","","","","","","","","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_3-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","613d3db5b690e83faeabb8edb3de191297ce81a72abc22ac5d15627835aa22a6","0-447b894a1adf6ea1b8043c815c299a09789ae375f5af7ee8b586e8a7ba33d05e","","0-8d9dcfc34bee1af9bddc78d67b1be86c269b14b821bf840510d3231c92ab5fe2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"LVC-IA Version Upgrade/ Tech Refresh","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.382","2.567","2","2.86","2.86","","","","","","","","","1","6","5","2","2","","","","","","","","382","427.833","400","1430","1430","","","","","","","","2018-BASE_PROCUREMENT-2018-ARMY_OTHER_3-U_PROCUREMENT_JustificationBook_Army_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2018.xml","613d3db5b690e83faeabb8edb3de191297ce81a72abc22ac5d15627835aa22a6","0-20cb28194f2f526461dac26736a09499101acefe30f2695519cf1fc481059e3a","1","0-0d800c98cbd00f282305301e6e6ffa3122e48c6fa973886b3232ae07a2111483","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
