FiscalYear_val,FiscalYear_@footnote,PCOLocation_val,AwardDate_val,FirstDeliveryDate_val,Quantity_val,UnitCost_val,UnitCost_@footnote,SpecsAvailableNow_val,ContractMethod_val,ContractType_val,@SOURCE_FILENAME,@RECORDID,@ROWID,RFPIssueDate_val,FundingVehicle_val,OCO_val,RevisionsAvailableDate_val,MonthlyDeliveryScheduleList_MonthlyDeliverySchedule,ItemNameSuffix_val,MonthlyDeliveryScheduleTotal_ProcQuantity_val,MonthlyDeliveryScheduleTotal_MonthlyDeliveryList_MonthlyDelivery,@PARENTROWID,@PARENT
"2014","","NSWC Crane","2014-03","2014-06","20","0.036","","false","C","FFP","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","9190e4a4da0448163438d2c90b9565307e080b78286bd10e13d7b5477c31b80e","0-291d049a4f7242a909c98572e8e59fd54dc15878ce8a19b6072df5b13bfa4756","2011-11","","","","","","","","0-eb2e3ffb7b024a31ca9951d6ae34799a33956000529de1561ecf31e5f069fe8d","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2014","","USSOCOM","2013-12","2014-03","113","0.039","","true","C","FFP","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","9190e4a4da0448163438d2c90b9565307e080b78286bd10e13d7b5477c31b80e","0-f886a8acb619a74c46fa721b0c3853d91ebcb6ff0b5435431a3d1f282cf2d4f7","2011-03","","","","","","","","0-e550a178df5ff33b6d61c89a95f9099205741f69bdc4f672811200d854d50d9f","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2014","","USSOCOM","2013-11","2014-01","107","0.026","","false","C","FFP","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","9190e4a4da0448163438d2c90b9565307e080b78286bd10e13d7b5477c31b80e","0-63be467ab832d97b57f16d623271daae312b4f7cdc33aefe535aeb5a36a83f41","2009-01","","","","","","","","0-fc6bea22fc3657a4366d4a20a7005159dd5666672f8865b52befadd09f36e0de","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2014","","NSWC Crane","2014-03","2014-06","21","0.085","","true","C","FFP","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","9190e4a4da0448163438d2c90b9565307e080b78286bd10e13d7b5477c31b80e","0-850483f8ef7bd103d7f75a23209c7dae3de2275768de6e9dc06592f7d1230c8b","2012-10","","","","","","","","0-a7aeb1d6dd2c560e7475ca556c9ec394ae7a8ed0ca357820c712277429145cf0","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2014","","NSWC Crane","2014-03","2014-06","1509","0.008","","false","C","FFP","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","9190e4a4da0448163438d2c90b9565307e080b78286bd10e13d7b5477c31b80e","0-f392666951a88f21251ffb05b9417132964fd1020d3fc60db152a7ad7ec163e6","2011-09","","","2011-09","","","","","0-dc8c447510cba483ce5ef08f9301ff7a684192036530eb2c14e8cd27201a0ebc","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2014","","NSWC Crane","2014-03","2014-06","802","0.006","","true","C","FFP","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","9190e4a4da0448163438d2c90b9565307e080b78286bd10e13d7b5477c31b80e","0-65930069afe95393959974e20a746d122bc2d44e2a238cec7f565f9e536015eb","2009-09","","","","","","","","0-5209827ecd6957f2925d2c7feac51ebd75687ef559f16d8b370acc55c10f9551","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2014","","NSWC Crane","2013-10","2014-03","73","0.002","","true","SS","FP","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","9190e4a4da0448163438d2c90b9565307e080b78286bd10e13d7b5477c31b80e","0-e0e7431bd5e145dd50cd2051d2629ac563f1a2e50d134735b8e43339efceac4f","2010-03","","","","","","","","0-d380cd8b0644340e46756ff746ec7e6ddd79167b95a82b47326de5b7688c2d99","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2014","","NSWC Crane","2013-10","2014-03","39","0.008","","true","C","FP","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","9190e4a4da0448163438d2c90b9565307e080b78286bd10e13d7b5477c31b80e","0-713feaefc5c8632b352eb8ddc765f923ecb920a591507ab7aa834a15a73a48ff","2010-03","","","","","","","","0-ddf4e90125f3085578ce873e5dd2e30821f4f9e9cffa37aa985d2ada72d9d76c","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2014","","NSWC Crane","2013-11","2014-04","257","0.006","","true","C","FP","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","9190e4a4da0448163438d2c90b9565307e080b78286bd10e13d7b5477c31b80e","0-18f20bb3a9896daf3c04dada84d908aad998561af135adaa6c5c70a68bc2d21e","2010-07","","","","","","","","0-d635b89b3461f694ad41a7c0709cfd1e94f9d936df7bddeaf62e33620b781826","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2014","","NSWC Crane","2013-10","2014-03","186","0.001","","true","SS","FP","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","9190e4a4da0448163438d2c90b9565307e080b78286bd10e13d7b5477c31b80e","0-4ab6e8498e040a9582314adb5d3e3c46fdec3b9f3cbdbc0b95bc96c9773edabb","","","","2009-04","","","","","0-ad68e3a712c75999a84b553aaa5af52d65fd9336486c5eb5c5f5a5251e00e3b1","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2014","","NSWC Crane","2013-10","2014-03","199","0.001","","true","SS","FP","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","9190e4a4da0448163438d2c90b9565307e080b78286bd10e13d7b5477c31b80e","0-673e4717c864b25461894a062dcef1d81b29be797d0acc71944a3c0b47107f76","2009-10","","","","","","","","0-b9b88dc945b160472e4966a8c0e850a77031b02166c361a4d79c5c8e6994d89f","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2014","","NSWC Crane","2013-10","2014-03","223","0.001","","true","C","FP","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","9190e4a4da0448163438d2c90b9565307e080b78286bd10e13d7b5477c31b80e","0-7cde972adda1c01458cba96346120296572e80ab44aa05a02aa35fec7fc45342","2010-03","","","","","","","","0-8e6320d23c3c033262af76f5c83d5bdb98a56d4dbaefd92b50ab47771530bc69","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2014","","USSOCOM","2014-05","2014-10","101","0.011","","false","C","IDIQ","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","9190e4a4da0448163438d2c90b9565307e080b78286bd10e13d7b5477c31b80e","0-a5a04ba912cb18a9f6335900cf3f4ff51015029cbcf2474840873d494c27c991","","","","","","","","","0-9656c40591a3ab99cf536c1786a41fbc367af1c9deecf50c114a7ca157bd1cf9","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2014","","USSOCOM","2014-08","2014-11","1351","0.011","","true","C","IDIQ","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","9190e4a4da0448163438d2c90b9565307e080b78286bd10e13d7b5477c31b80e","0-02d6775425f5cc500a4433807b9c26f2253ab84d5f676526225f197c05b27cc8","","","","","","","","","0-e8ba14931e54ecf684590e4185bc1c4ebc676dfaa516a53229e45eb605325823","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2014","","USSOCOM","2014-08","2014-11","419","0.036","","false","C","IDIQ","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","9190e4a4da0448163438d2c90b9565307e080b78286bd10e13d7b5477c31b80e","0-24f6abc7c1f992f1ead83d7e5df2c3947b3382ef8377ca9637c6a0c040ad6218","","","","","","","","","0-dc1c1e5d3e5264f3f498ba76bca48773e8b84a01f1ccc4483d6b243d5c34b4f8","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2014","","USSOCOM","2014-03","2014-06","10","0.061","","","C","IDIQ","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","9190e4a4da0448163438d2c90b9565307e080b78286bd10e13d7b5477c31b80e","0-1b07872e3c906d08291c2c164d404d812aff1713e3118a8e7f4bac1785a4a24a","","","","","","","","","0-f39771f07493b5b8fa6f6dd31b1e5b1da54cc6b02d6d67aaaebf9880a38b9624","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2014","","USSOCOM","2014-03","2014-10","174","0.036","","false","C","IDIQ","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","9190e4a4da0448163438d2c90b9565307e080b78286bd10e13d7b5477c31b80e","0-a0ded5d1bcd2a2696b4e9397d0c74c33a58267ffab2828eae3ebe816c57d6f8e","","","","","","","","","0-fe5ec3f55cd48ae07ba69aa85ff5127e6b412004a7ad0f29c9271a16d33738b2","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2014","","St. Indigoes, MD","2014-02","2014-07","1","0.675","","false","","","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","9190e4a4da0448163438d2c90b9565307e080b78286bd10e13d7b5477c31b80e","0-8c8fb4b369feece6cf25714735cdf8eae99c38f70f000c88f9a9e35de205854c","","MIPR","","","","","","","0-1434a4b36685c4e5d44149da7da4ced2b1acd6064863cf8e602b5ae531a16b4b","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2014","","St. Indigoes, MD","2014-02","2014-07","1","0.488","","false","","","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","9190e4a4da0448163438d2c90b9565307e080b78286bd10e13d7b5477c31b80e","0-0813fd2cfc3ca70ed037cfd6f0b2dbf63d7428ad2ec5e4ae7a967abff52400fe","","MIPR","","","","","","","0-8fdc015640daabd90dbc185e727c692eda55d0540963e5d63ec103c86d144ebb","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2014","","St. Indigoes, MD","2014-05","2014-10","14","0.477","","false","","","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","9190e4a4da0448163438d2c90b9565307e080b78286bd10e13d7b5477c31b80e","0-49eaef5252026859429603b8dfd23c86f64a6105a1ef623318e754e8d881d52a","","MIPR","","","","","","","0-a6134ac60a51268bd0a7b85e7d136a146c203c4445943e302cf758c9af47a1f4","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2014","","Various","2014-05","2014-11","603","0.008","","false","","","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","9190e4a4da0448163438d2c90b9565307e080b78286bd10e13d7b5477c31b80e","0-717a957ed0e32248b3d78c4ceed237d9a012642f75c2ff97cc1f56de307ceafa","","MIPR","","","","","","","0-3832959b928eb26de3f8a740ac433b8ab07016fdca521f4b5e7c2436cc22dfa1","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2013","","WPAFB, OH","2013-06","2015-06","1","23.054","","false","C","FPAF","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","41958d40f7fb814555e75b040bfd9dc8fe67b96e209589ebfcd4787488508602","0-a92f16a81642866e30798caee6c1abf54a51ab0b097f12f898e000e090104a96","","","","","","","","","0-f303c5ee853d25d5809583e34feb1938edf249ef580606d99c11dcb80fa806ad","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2012","","USSOCOM","2013-06","2013-08","1","0.525","","false","C","IDIQ","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","765e590dc869079dfb6034cc1a7240546a76be17740fd38f36e5ebccaf95b376","0-070bccd59190e3c4c253a7a9060a57a57686d4d92c285074971a53aba40be102","","","","","","","","","0-9927fb2b8c99f38d22f347fd3d4fae8b4fb808ca99119787bb25606219a5dc31","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2013","","USSOCOM","2013-06","2013-12","10","1.039","","false","C","IDIQ","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","765e590dc869079dfb6034cc1a7240546a76be17740fd38f36e5ebccaf95b376","0-3e98e34a51577485b2d7f1f5e93b575463e0e1c26c61ee005885e430c25718cf","","","","","","","","","0-9a73d51cb3c83bc08c727cb82c3d68ca6b167a999323525beab9ec9fc06ada42","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2012","","USSOCOM","2013-06","2013-08","13","0.870","","false","C","IDIQ","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","765e590dc869079dfb6034cc1a7240546a76be17740fd38f36e5ebccaf95b376","1-06565b0f6092b20fb5b89325cb61390f823d78a9fee9cd75b437f6d6287dc5cd","","","","","","","","","0-9a73d51cb3c83bc08c727cb82c3d68ca6b167a999323525beab9ec9fc06ada42","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2013","","USSOCOM","2013-03","2013-08","10","0.008","","false","C","IDIQ","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","765e590dc869079dfb6034cc1a7240546a76be17740fd38f36e5ebccaf95b376","0-2d4e1677717a7d926178348878e976fe87ea186f7ebc7ae886103e6cd6acf999","","","","","","","","","0-ad6a3e0e5915402df2bd4188349fc7718950cde0ec53880ab119c6ab70051546","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2012","","USSOCOM","2012-03","2012-06","72","0.008","","false","C","IDIQ","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","765e590dc869079dfb6034cc1a7240546a76be17740fd38f36e5ebccaf95b376","1-dea686e18297dd14ce033b34b692b740d9882724861ede44d295ae75e00c6d8c","","","","","","","","","0-ad6a3e0e5915402df2bd4188349fc7718950cde0ec53880ab119c6ab70051546","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2012","","USSOCOM","2012-03","2012-06","34","0.019","","false","C","IDIQ","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","765e590dc869079dfb6034cc1a7240546a76be17740fd38f36e5ebccaf95b376","0-124bba218fc142b2a458ac51504fc86296a57a8755040b8592429598d35ef843","","","","","","","","","0-b612cf24cc4ebdd62033f62751bbe75f1135effa334350ff70b2543f21c0dad9","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2013","","USSOCOM","2013-02","2013-08","6","0.040","","false","C","IDIQ","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","765e590dc869079dfb6034cc1a7240546a76be17740fd38f36e5ebccaf95b376","1-5b9716f577a55a9aa3fca22be235c8a65300f35fc801dbb95bd1146abbebfe21","","","","","","","","","0-b612cf24cc4ebdd62033f62751bbe75f1135effa334350ff70b2543f21c0dad9","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2013","","USSOCOM","2012-10","2013-05","208","0.010","","false","C","IDIQ","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","765e590dc869079dfb6034cc1a7240546a76be17740fd38f36e5ebccaf95b376","0-0fa9d9c3a0af94601cdd771c9b8013aeb3053e23b3bc28b4ca997983d4e8efb9","","","","","","","","","0-8ccf4fb3ed4bb2817d63ab117f3a60196b462afd70ed96e08f80e0938a0b5aa0","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2013","","USSOCOM","2013-05","2013-08","1","0.313","","false","C","IDIQ","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","765e590dc869079dfb6034cc1a7240546a76be17740fd38f36e5ebccaf95b376","0-7254ca32c3e7815cf16ba2ba7a10c53598c53585a1fc2019070077db473a4f43","","","","","","","","","0-a726f985d364ad415537639fcda5162ac53da9e4cf4d7b337e995f4f895f1012","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2012","","USSOCOM","2013-05","2013-08","10","0.929","","","C","IDIQ","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","765e590dc869079dfb6034cc1a7240546a76be17740fd38f36e5ebccaf95b376","0-cf65e27112ef8b856bff1ff51a14e65cb8c35994ba76c06c8460b0a34ad84f51","","","","","","","","","0-a8ab4debcb61f90d1de79983604c7f71614560cdba776f19f7f548ec95353171","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2013","","PM-SSES/Natick, MA","2013-09","2014-03","25","0.156","","false","C","IDIQ","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","431e355c7c79814eba9a8411b88a3c116add0d753ea56ff387c43cce7422f569","0-d2633237272d5b16f1238dbc2650f0bbf849bbe93b2da42386cf8c3ca0c23de2","2010-04","","","","","","","","0-8d44665f646c55860b43d73c039e8c8008f544e3f8a06ac4496df76845d244c7","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2012","","PM-SSES/Natick, MA","2012-09","2013-03","2","0.154","","false","C","IDIQ","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","431e355c7c79814eba9a8411b88a3c116add0d753ea56ff387c43cce7422f569","1-a5db5273449cceabbddf628cde8253b2b65af4c9ccf5389eb05eb4c28d3fd6d5","2010-04","","","","","","","","0-8d44665f646c55860b43d73c039e8c8008f544e3f8a06ac4496df76845d244c7","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2012","","PM-SSES/Natick, MA","2012-09","2013-03","45","0.156","","true","C","IDIQ","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","431e355c7c79814eba9a8411b88a3c116add0d753ea56ff387c43cce7422f569","0-fb8cba736cf4a3e1eba0e308e08d0ed51a5941e105b68ec8903b91154e18bfeb","2010-04","","true","","","","","","0-d7ee85c8c5361b50042b21cea5833cd7de966a5924636114a8259301ff4371ef","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2014","","PM-SSES/Natick, MA","2014-04","2014-06","50","0.162","","true","C","IDIQ","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","431e355c7c79814eba9a8411b88a3c116add0d753ea56ff387c43cce7422f569","1-c6c9c0437b4e313255ba6e7ebbcb1585d90bb0b134056e6eae72214d03591eb6","2010-04","","true","","","","","","0-d7ee85c8c5361b50042b21cea5833cd7de966a5924636114a8259301ff4371ef","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2013","","SORDAC-KP, MacDill AFB, FL","2013-05","2013-11","415","0.027","","true","SS","FFP","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","431e355c7c79814eba9a8411b88a3c116add0d753ea56ff387c43cce7422f569","0-ffd150510ac19345f1a7b699e8dab596201355843802420db9c46789309c2663","2013-02","","","","","","","","0-147dfc99598dc32c5e5c05515e61a57870e9a6b63b165ae3908a12dc26926545","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2012","","SORDAC-KP, MacDill AFB, FL","2013-02","2013-05","220","0.100","","false","SS","FFP","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","431e355c7c79814eba9a8411b88a3c116add0d753ea56ff387c43cce7422f569","0-36e09351b5f424917fd2ef9ac04ea8ef554c3979f6e2b0e6d62fe82f376db981","2012-09","","true","","","","","","0-090c4b59e0ec1de1f937f7c916a621d28d3d3d8e5bb966b21805720e11ff5b2e","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2013","","NSWC Crane","2013-05","2013-06","182","0.018","","true","C","FFP","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","19d09641b4ff27b770412a926e90ec079ae74ffbf40e2e1332043f089d1df7e1","0-33f2dc4296b94b4361c7b8e127a1ddc8aa1187ea6cc8dfae28a5d20b7a09d440","2009-12","","","","","","","","0-1dfd6ecc1897c2efe6531c0b0c028679d57e4314265316f599f6dc5026d83319","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
