Name_val,LineItemNumber_val,Cost_AllPriorYears_val,Cost_PriorYear_val,Cost_CurrentYear_val,Cost_BudgetYearOneBase_val,Cost_BudgetYearOneOCO_val,Cost_BudgetYearOne_val,Cost_BudgetYearTwo_val,Cost_BudgetYearThree_val,Cost_BudgetYearFour_val,Cost_BudgetYearFive_val,Cost_ToComplete_val,Cost_Total_val,@SOURCE_FILENAME,@RECORDID,@ROWID,MDAPCode_val,@PARENTROWID,@PARENT
"Spares for HQ Replenishment","9712","","34.601","52.259","46.875","","46.875","","","","","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","841fbf40f595d8021dbc0a659b6cecf93db33119978e563d683d6ca0c564b97c","2-5e3bc03c8b26dacad0b3bb50f7350818f1daa3a765fc0afb7f9082e652c26c23","","0-edf4983fa808bd9c4aa0f8772e3d67526b086b56676b661b6b017c77f8b6b727","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"Spares for AOA Repairables","9713","","628.548","841.198","937.699","","937.699","","","","","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","841fbf40f595d8021dbc0a659b6cecf93db33119978e563d683d6ca0c564b97c","3-4dbc9b099b06e41c3e5e5c62af348d4796af88b8cbe960684ab257e789e2605b","","0-edf4983fa808bd9c4aa0f8772e3d67526b086b56676b661b6b017c77f8b6b727","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"Spares for AOA Consumables","9714","","58.85","56.71","60.385","","60.385","","","","","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","841fbf40f595d8021dbc0a659b6cecf93db33119978e563d683d6ca0c564b97c","4-6187560d2adaff119c498dabf1a7a48e7122f551674108d6a16321e4728e742d","","0-edf4983fa808bd9c4aa0f8772e3d67526b086b56676b661b6b017c77f8b6b727","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"AIM-9X Tactical Air Intercept Missile","MO9BAI","5.403","5.445","5.513","5.565","0","5.565","5.669","5.765","5.863","5.967","0","45.19","2017-BASE_PROCUREMENT-2017-AIRFORCE_MISSILE-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","a6d64777e5b62a4130dcd8889ec44ec310bac87933d1ec558ee81e84728fae06","0-c6bd9e11ccb2508cd3ba2160ca184dbc48cb1f9d5d38b8f2a862bf634db88bef","","0-9c60fb061ed13ef1e639dad691557f76370db3443f41a9829af6513536549589","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"Arms Control Implementation","M30MLG","0.593","0.695","0.692","0.685","0","0.685","0","0","0","0","0","2.665","2017-BASE_PROCUREMENT-2017-AIRFORCE_MISSILE-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","a6d64777e5b62a4130dcd8889ec44ec310bac87933d1ec558ee81e84728fae06","1-32fe9308ac31de8509b00009fffce943a431fec707ff4e6fb432677f74d9f2dd","","0-9c60fb061ed13ef1e639dad691557f76370db3443f41a9829af6513536549589","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"AIM-9 Sidewinder","M09HA1","5.435","5.275","5.242","5.45","0","5.45","5.53","5.585","5.68","5.781","0","43.978","2017-BASE_PROCUREMENT-2017-AIRFORCE_MISSILE-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","a6d64777e5b62a4130dcd8889ec44ec310bac87933d1ec558ee81e84728fae06","2-c65ba77311ef448a848028e09cf4c42a4cfe26642f1cf2639ae75d05c0a4b3a9","","0-9c60fb061ed13ef1e639dad691557f76370db3443f41a9829af6513536549589","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"AGM-86 Air Launched Cruise Missile (ALCM)","MALCBG","4.561","4.767","0.496","3.232","0","3.232","2.936","2.3","2.339","2.38","0","23.011","2017-BASE_PROCUREMENT-2017-AIRFORCE_MISSILE-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","a6d64777e5b62a4130dcd8889ec44ec310bac87933d1ec558ee81e84728fae06","3-2e8bad6642716f76edcbe746623a9149573baa70851e1541e826334900c7507e","","0-9c60fb061ed13ef1e639dad691557f76370db3443f41a9829af6513536549589","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"LGM-30 MINUTEMAN  (MM III)","M30MLG","40.261","40.536","23.857","32.912","0","32.912","47.886","53.26","51.357","53.949","0","344.018","2017-BASE_PROCUREMENT-2017-AIRFORCE_MISSILE-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","a6d64777e5b62a4130dcd8889ec44ec310bac87933d1ec558ee81e84728fae06","4-06c2a5c257c2cf5713a1056ef85636e5b3459afdc5aa092fd8b498b490c77ca5","","0-9c60fb061ed13ef1e639dad691557f76370db3443f41a9829af6513536549589","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"AGM-88A Tactical AGM Missile (HARM)","M88AAG","3.488","3.44","3.484","3.516","0","3.516","3.582","3.643","3.706","3.771","0","28.63","2017-BASE_PROCUREMENT-2017-AIRFORCE_MISSILE-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","a6d64777e5b62a4130dcd8889ec44ec310bac87933d1ec558ee81e84728fae06","5-fbfcf8890ed2be59c7bbba4aa1fa882bfb323091805fba7aeab31c4582ee48f1","","0-9c60fb061ed13ef1e639dad691557f76370db3443f41a9829af6513536549589","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"AIM-120 Advanced Medium Range Air to Air Missile  (AMRAAM)","MAMRA0","0.809","0.799","0.81","0.817","0","0.817","0.832","0.847","0.861","0.877","0","6.652","2017-BASE_PROCUREMENT-2017-AIRFORCE_MISSILE-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","a6d64777e5b62a4130dcd8889ec44ec310bac87933d1ec558ee81e84728fae06","6-0dff8ce3f08bb29aa35d6982684f70857e20b90be6749b455b2681918efc1609","185","0-9c60fb061ed13ef1e639dad691557f76370db3443f41a9829af6513536549589","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"AGM-65D Maverick","M65DAG","1.497","1.481","1.492","1.506","0","1.506","1.534","1.559","1.587","1.615","0","12.271","2017-BASE_PROCUREMENT-2017-AIRFORCE_MISSILE-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","a6d64777e5b62a4130dcd8889ec44ec310bac87933d1ec558ee81e84728fae06","7-0062e58549169b914ddc6915cc2229ce72cecc672e54ced3351340a27329ddaa","","0-9c60fb061ed13ef1e639dad691557f76370db3443f41a9829af6513536549589","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"Predator Hellfire Missile","PRDTA2","0.299","0.296","0.294","0.292","0","0.292","0.297","0.301","0.307","0.313","0","2.399","2017-BASE_PROCUREMENT-2017-AIRFORCE_MISSILE-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","a6d64777e5b62a4130dcd8889ec44ec310bac87933d1ec558ee81e84728fae06","8-86e49d97ddf66391a6f21b36e84e125c4a59888da6510477f526a7b6aa320886","","0-9c60fb061ed13ef1e639dad691557f76370db3443f41a9829af6513536549589","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"Small Diameter Bomb","SDB000","8","7.913","3.237","10.555","0","10.555","9.785","8.084","8.223","8.37","0","64.167","2017-BASE_PROCUREMENT-2017-AIRFORCE_MISSILE-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","a6d64777e5b62a4130dcd8889ec44ec310bac87933d1ec558ee81e84728fae06","9-f5501e273b292969be4457657564591769417f042185bf60306864abb4c96628","439","0-9c60fb061ed13ef1e639dad691557f76370db3443f41a9829af6513536549589","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"AIM-9X Tactical Air Intercept Missile","MO9BAI","5.403","5.445","5.513","5.565","0","5.565","5.669","5.765","5.863","5.967","0","45.19","2017-BASE_PROCUREMENT-2017-AIRFORCE_MISSILE-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","e19fba4fe460b23dda38633f447049ab5087c90b82af6fcbc629a2a2474061db","0-9834457425fae91caf6398fc31ae1fbd3388cfb93dbe7cf195077e613c6f5fdd","","0-cbdaef6749cb1ff5f3a90e5827896f7d03d4d937f19ef8f1844553934948f61a","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"Arms Control Implementation","M30MLG","0.593","0.695","0.692","0.685","0","0.685","0","0","0","0","0","2.665","2017-BASE_PROCUREMENT-2017-AIRFORCE_MISSILE-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","e19fba4fe460b23dda38633f447049ab5087c90b82af6fcbc629a2a2474061db","1-428b67d3267d169bd79206d775f3bfa9cd0bb54748830f5a725c646f3068a733","","0-cbdaef6749cb1ff5f3a90e5827896f7d03d4d937f19ef8f1844553934948f61a","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"AIM-9 Sidewinder","M09HA1","5.435","5.275","5.242","5.45","0","5.45","5.53","5.585","5.68","5.781","0","43.978","2017-BASE_PROCUREMENT-2017-AIRFORCE_MISSILE-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","e19fba4fe460b23dda38633f447049ab5087c90b82af6fcbc629a2a2474061db","2-44504bacc5105f285eaaca05536cfd4c1c50130f5985e3315c8246d5d42e2289","","0-cbdaef6749cb1ff5f3a90e5827896f7d03d4d937f19ef8f1844553934948f61a","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"AGM-86 Air Launched Cruise Missile (ALCM)","MALCBG","4.561","4.767","0.496","3.232","0","3.232","2.936","2.3","2.339","2.38","0","23.011","2017-BASE_PROCUREMENT-2017-AIRFORCE_MISSILE-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","e19fba4fe460b23dda38633f447049ab5087c90b82af6fcbc629a2a2474061db","3-f7bd54be6d71f09ae9be2286d3d458849edba1cf9ae77fe0e0963949347086c8","","0-cbdaef6749cb1ff5f3a90e5827896f7d03d4d937f19ef8f1844553934948f61a","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"LGM-30 MINUTEMAN  (MM III)","M30MLG","40.261","40.536","23.857","32.912","0","32.912","47.886","53.26","51.357","53.949","0","344.018","2017-BASE_PROCUREMENT-2017-AIRFORCE_MISSILE-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","e19fba4fe460b23dda38633f447049ab5087c90b82af6fcbc629a2a2474061db","4-f9f93f67492d25bcb21a9b8b1ec8fb6ee789a09e44141d0d616d9c2d01883d22","","0-cbdaef6749cb1ff5f3a90e5827896f7d03d4d937f19ef8f1844553934948f61a","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"AGM-88A Tactical AGM Missile (HARM)","M88AAG","3.488","3.44","3.484","3.516","0","3.516","3.582","3.643","3.706","3.771","0","28.63","2017-BASE_PROCUREMENT-2017-AIRFORCE_MISSILE-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","e19fba4fe460b23dda38633f447049ab5087c90b82af6fcbc629a2a2474061db","5-664398e813d168a30cbbd13ebabbc64a0c42c47a8b40f11e4ed10a06f4085f8e","","0-cbdaef6749cb1ff5f3a90e5827896f7d03d4d937f19ef8f1844553934948f61a","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"AIM-120 Advanced Medium Range Air to Air Missile  (AMRAAM)","MAMRA0","0.809","0.799","0.81","0.817","0","0.817","0.832","0.847","0.861","0.877","0","6.652","2017-BASE_PROCUREMENT-2017-AIRFORCE_MISSILE-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","e19fba4fe460b23dda38633f447049ab5087c90b82af6fcbc629a2a2474061db","6-b8f3c228bba764e178d824441e0c11c30eea88d12da83a6d4df510ec88f71dc4","185","0-cbdaef6749cb1ff5f3a90e5827896f7d03d4d937f19ef8f1844553934948f61a","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"AGM-65D Maverick","M65DAG","1.497","1.481","1.492","1.506","0","1.506","1.534","1.559","1.587","1.615","0","12.271","2017-BASE_PROCUREMENT-2017-AIRFORCE_MISSILE-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","e19fba4fe460b23dda38633f447049ab5087c90b82af6fcbc629a2a2474061db","7-060d12068355fe7df1184b40bc8f272f03986ca3d6d6b72974790c8719355cfb","","0-cbdaef6749cb1ff5f3a90e5827896f7d03d4d937f19ef8f1844553934948f61a","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"Predator Hellfire Missile","PRDTA2","0.299","0.296","0.294","0.292","0","0.292","0.297","0.301","0.307","0.313","0","2.399","2017-BASE_PROCUREMENT-2017-AIRFORCE_MISSILE-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","e19fba4fe460b23dda38633f447049ab5087c90b82af6fcbc629a2a2474061db","8-d937aed550bc0bd63240495f5ba5a7815ec840ab0ca065b3f88b5d786683e4ee","","0-cbdaef6749cb1ff5f3a90e5827896f7d03d4d937f19ef8f1844553934948f61a","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"Small Diameter Bomb","SDB000","8","7.913","3.237","10.555","0","10.555","9.785","8.084","8.223","8.37","0","64.167","2017-BASE_PROCUREMENT-2017-AIRFORCE_MISSILE-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","e19fba4fe460b23dda38633f447049ab5087c90b82af6fcbc629a2a2474061db","9-a80b9a621887a32280162354a5e1607efe49453f46084d8ff8f2fbbe401effb5","439","0-cbdaef6749cb1ff5f3a90e5827896f7d03d4d937f19ef8f1844553934948f61a","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"Spares for 6K Cog","9710","","6.55","6.522","6.694","","6.694","","","","","","","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.xml","4a1bd5adbc86be704b3da9e1d3f3b383b821782b292244744d33ccc5eb0674a1","0-34949d24c26db3ad13c0a22ac326cf52b601e42e92cfe250f53ef8e032ea703c","","0-5c0d83aacfaed97617124497c4f81e301d6685cb24750606b8ab6bd179ca0e45","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"Spares for Adversary","9711","","0.787","1.336","1.151","","1.151","","","","","","","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.xml","4a1bd5adbc86be704b3da9e1d3f3b383b821782b292244744d33ccc5eb0674a1","1-96ce196cdbb5d2b517154530c0acd88070e0ac99702f73b650606694c6fe962e","","0-5c0d83aacfaed97617124497c4f81e301d6685cb24750606b8ab6bd179ca0e45","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"Spares for HQ Replenishment","9712","","44.197","46.875","30.408","1.5","31.908","","","","","","","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.xml","4a1bd5adbc86be704b3da9e1d3f3b383b821782b292244744d33ccc5eb0674a1","2-ec31eb4485ebb292efc50d689692a6891fb9ef6821221538e2425196af2802d4","","0-5c0d83aacfaed97617124497c4f81e301d6685cb24750606b8ab6bd179ca0e45","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"Spares for AOA Repairables","9713","","841.264","887.699","766.849","","766.849","","","","","","","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.xml","4a1bd5adbc86be704b3da9e1d3f3b383b821782b292244744d33ccc5eb0674a1","3-92ebcb2e2ecec5a05823bc86b2cad94c893a683ebcbddc22a33c2fc1c24b7118","","0-5c0d83aacfaed97617124497c4f81e301d6685cb24750606b8ab6bd179ca0e45","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"Spares for AOA Consumables","9714","","55.01","60.385","58.536","","58.536","","","","","","","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.xml","4a1bd5adbc86be704b3da9e1d3f3b383b821782b292244744d33ccc5eb0674a1","4-1cb447e0b1521088927b7ce4bdf172164455133858c6a7683ef4413dbaaebc6d","","0-5c0d83aacfaed97617124497c4f81e301d6685cb24750606b8ab6bd179ca0e45","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"AIM-9X Tactical Air Intercept Missile","MO9BAI","","5.513","5.565","5.681","0","5.681","","","","","","","2018-BASE_PROCUREMENT-2018-AIRFORCE_MISSILE-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.xml","1bf8ad0e85e14f75a0205d07c62e763cf6746101e298576d8e29aa874478e8f3","0-24d1dbae8d598225ff6e39325a66ece4cbee18470e34f0cff01052c26012c253","","0-b0f6989145aadfa96e2cc6a6fa2ca22ee8645815d7ec2fe6f57a38d60237669c","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"Arms Control Implementation","M30MLG","","0.692","0.685","0","0","0","","","","","","","2018-BASE_PROCUREMENT-2018-AIRFORCE_MISSILE-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.xml","1bf8ad0e85e14f75a0205d07c62e763cf6746101e298576d8e29aa874478e8f3","1-7768ffb1c14c6cbd17da8ce9675a71dbb16b3e3829f681b477c848c12ab368e9","","0-b0f6989145aadfa96e2cc6a6fa2ca22ee8645815d7ec2fe6f57a38d60237669c","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"AIM-9 Sidewinder","M09HA1","","5.242","5.45","5.541","0","5.541","","","","","","","2018-BASE_PROCUREMENT-2018-AIRFORCE_MISSILE-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.xml","1bf8ad0e85e14f75a0205d07c62e763cf6746101e298576d8e29aa874478e8f3","2-b4f9a56822cb130b97ff1646d77ed483ba214606f11685d0494961967889c396","","0-b0f6989145aadfa96e2cc6a6fa2ca22ee8645815d7ec2fe6f57a38d60237669c","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"AGM-86 Air Launched Cruise Missile (ALCM)","MALCBG","","0","3.232","2.942","0","2.942","","","","","","","2018-BASE_PROCUREMENT-2018-AIRFORCE_MISSILE-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.xml","1bf8ad0e85e14f75a0205d07c62e763cf6746101e298576d8e29aa874478e8f3","3-0e897cd136a836c8c83364ee14b627c18c462dd02a4bec6b2316c5073ecc491c","","0-b0f6989145aadfa96e2cc6a6fa2ca22ee8645815d7ec2fe6f57a38d60237669c","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"LGM-30 MINUTEMAN  (MM III)","M30MLG","","23.857","32.912","54.065","0","54.065","","","","","","","2018-BASE_PROCUREMENT-2018-AIRFORCE_MISSILE-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.xml","1bf8ad0e85e14f75a0205d07c62e763cf6746101e298576d8e29aa874478e8f3","4-ec8795122a5313aedbde339ed4ddaa14f94b4ad70b84dee8107706b4d8859531","","0-b0f6989145aadfa96e2cc6a6fa2ca22ee8645815d7ec2fe6f57a38d60237669c","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"AGM-88A Tactical AGM Missile (HARM)","M88AAG","","3.484","3.516","8.799","0","8.799","","","","","","","2018-BASE_PROCUREMENT-2018-AIRFORCE_MISSILE-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.xml","1bf8ad0e85e14f75a0205d07c62e763cf6746101e298576d8e29aa874478e8f3","5-0823edc10637a1e79f80318cbadf7b743bf36c98ee607ac71c9fa83cd632b1c5","","0-b0f6989145aadfa96e2cc6a6fa2ca22ee8645815d7ec2fe6f57a38d60237669c","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"AIM-120 Advanced Medium Range Air to Air Missile  (AMRAAM)","MAMRA0","","0.81","0.817","0.834","0","0.834","","","","","","","2018-BASE_PROCUREMENT-2018-AIRFORCE_MISSILE-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.xml","1bf8ad0e85e14f75a0205d07c62e763cf6746101e298576d8e29aa874478e8f3","6-61662abad0ce0a385d4465af49388e374d16b76f20d641c8dd8115cf781d7a74","185","0-b0f6989145aadfa96e2cc6a6fa2ca22ee8645815d7ec2fe6f57a38d60237669c","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"AGM-65D Maverick","M65DAG","","1.492","1.506","1.537","0","1.537","","","","","","","2018-BASE_PROCUREMENT-2018-AIRFORCE_MISSILE-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.xml","1bf8ad0e85e14f75a0205d07c62e763cf6746101e298576d8e29aa874478e8f3","7-a2d273d1e8005a1a1950ec189e20a3a31ffd614021211c7b24788570b2bae198","","0-b0f6989145aadfa96e2cc6a6fa2ca22ee8645815d7ec2fe6f57a38d60237669c","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"Predator Hellfire Missile","PRDTA2","","0.294","0.292","0.298","0","0.298","","","","","","","2018-BASE_PROCUREMENT-2018-AIRFORCE_MISSILE-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.xml","1bf8ad0e85e14f75a0205d07c62e763cf6746101e298576d8e29aa874478e8f3","8-2739a59f89342c399eff7103208a45aad27b7ddef9ab35268a186f216d0791a9","","0-b0f6989145aadfa96e2cc6a6fa2ca22ee8645815d7ec2fe6f57a38d60237669c","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"Small Diameter Bomb","SDB000","","3.237","10.555","9.805","0","9.805","","","","","","","2018-BASE_PROCUREMENT-2018-AIRFORCE_MISSILE-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.xml","1bf8ad0e85e14f75a0205d07c62e763cf6746101e298576d8e29aa874478e8f3","9-1d04e5285671a971713571445d169b676462486a971dc5822a8b843b2e963134","439","0-b0f6989145aadfa96e2cc6a6fa2ca22ee8645815d7ec2fe6f57a38d60237669c","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"AIM-9X Tactical Air Intercept Missile","MO9BAI","","5.513","5.565","5.681","0","5.681","","","","","","","2018-BASE_PROCUREMENT-2018-AIRFORCE_MISSILE-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.xml","a35996a8dc82bf9e2eb348b17e5f2065590bf8485e344ce8a31a2fc103c01b35","0-41dc01ebd269f6879bd3b168fb7d96ab94fb459754fe94e1da72166886389d4e","","0-b77bb2173666e7397bf2f4018dd5712fd24513973afe84bb282ab397e69ad5f8","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"Arms Control Implementation","M30MLG","","0.692","0.685","0","0","0","","","","","","","2018-BASE_PROCUREMENT-2018-AIRFORCE_MISSILE-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.xml","a35996a8dc82bf9e2eb348b17e5f2065590bf8485e344ce8a31a2fc103c01b35","1-54fa5f54777b9a6af95d2c51f1dd1a49c11be35b709c8a5771d15ae7eb30a04a","","0-b77bb2173666e7397bf2f4018dd5712fd24513973afe84bb282ab397e69ad5f8","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
