Name_val,Name_@footnote,WhenRequiredInMonths_val,Cost_AllPriorYears_val,Cost_CurrentYear_val,Cost_Total_val,Cost_PriorYear_val,Cost_BudgetYearOne_val,Cost_BudgetYearTwo_val,Cost_BudgetYearThree_val,Cost_BudgetYearFour_val,Cost_BudgetYearFive_val,Cost_ToComplete_val,ManufacturerList_Manufacturer_Name_val,ManufacturerList_Manufacturer_Location_val,ManufacturerList_Manufacturer_InitialQuantity_ProductionLeadTimeAfterOct1InMonths_val,ManufacturerList_Manufacturer_InitialQuantity_TotalLeadTimeAfterOct1InMonths_val,ManufacturerList_Manufacturer_InitialQuantity_AdminLeadTimeBeforeOct1InMonths_val,ManufacturerList_Manufacturer_InitialQuantity_AdminLeadTimeAfterOct1InMonths_val,@SOURCE_FILENAME,@RECORDID,@ROWID,QuantityPerAssembly_val,QuantityForBudgetYearList_QuantityForBudgetYear_BudgetYear_val,QuantityForBudgetYearList_QuantityForBudgetYear_Cost_BudgetYearOne_val,QuantityForBudgetYearList_QuantityForBudgetYear_Cost_BudgetYearTwo_val,QuantityForBudgetYearList_QuantityForBudgetYear_Cost_Total_val,QuantityForBudgetYearList_QuantityForBudgetYear_Cost_BudgetYearThree_val,QuantityForBudgetYearList_QuantityForBudgetYear_Cost_BudgetYearFive_val,@PARENTROWID,@PARENT
"Equipment","","30","130","92","222","","","","","","","","Lockheed Martin","Marietta GA","0","0","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","6ba238e5761c0b5cdb4005cd9d3b0ebd730c7a47c72ec72a3cb63b26a07450e3","0-809689fe9ed1989af682f37dcc37200949eaa4b48704fa30bdc63ff90dc20738","","","","","","","","0-362e0c59a0ff0a9bc49072ba15e1230633dee6b5bedd7e9a5e909f88d8daaa1a","root.record.ItemExhibitList.P5Item"
"Equipment","","12","","48","48","","","","","","","","Lockheed Martin","Marietta GA","0","0","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","565aa015362bd445cc082985b6e24c13e2957f8c30a9dfbe4c0bd8a663cbe70f","0-bcfb1d454d7e4afc017da4fbd5eaf2bb77b89f10f4c6350a797e84c100f8c241","","","","","","","","0-4e189f7497dcaa89ac7fe2090e123971c45b4e9c3006109ed08b6870f1f7bfd3","root.record.ItemExhibitList.P5Item"
"Equipment","","12","0.000","84","84","","","","","","","","Lockheed Martin","Marietta GA","0","0","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","17ab19c784929a028c69ad970f12cd0eee00de512acf9833a5336d1e8a33db11","0-da633f10f08a0f20d489b0258296c2d3b670a1b6260e4c671b8ec4fb5daf9b0d","","","","","","","","0-8fab09e7f1dd613f6ef75bc08e0e8622f13f57e0fecd801d69bb717f8ca07e42","root.record.ItemExhibitList.P5Item"
"CC/Avionics For FY 2015 EOQ/Long Lead","","0","75.173","","","30.89","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","23d6409d45c5bfafa665381970cd4fd7c8042cc7d528e9f65e77315457063d00","6-1cec3bf402cfc768fad7871553988311c53c5e0346648e6406f19a05a6e9eba2","0","","","","","","","0-9c1796e4830209c5e6569295f2790cbff51d86db816bf20a8f26eef444938efb","root.record.ItemExhibitList.P5Item"
"CC/Avionics For FY 2016 EOQ/Long Lead","","0","6.5","20.858","","92.478","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","23d6409d45c5bfafa665381970cd4fd7c8042cc7d528e9f65e77315457063d00","7-2139b734ea287a18ad078ecaec81bc2463a6395cf37b1492c9a48493dd096996","0","","","","","","","0-9c1796e4830209c5e6569295f2790cbff51d86db816bf20a8f26eef444938efb","root.record.ItemExhibitList.P5Item"
"For FY 2016 EOQ/Long Lead","","0","","6.688","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","c72833c2f48caf061e1c969c75f712d188245bb6c5d3296aa6ff5745d4284309","0-a48560aeb838e95dc50714cf5bc72cec39b35e2b512df0ec2d6da6f112c1df6e","0","","","","","","","0-8773af8a3436fe2db0859f040abe564bdacb33b41e87c3ea5ab0a0afa7c13c77","root.record.ItemExhibitList.P5Item"
"For FY 2017 EOQ/Long Lead","","0","","5.203","","","6.993","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","c72833c2f48caf061e1c969c75f712d188245bb6c5d3296aa6ff5745d4284309","1-7125a53f74d20300f1eda910fb5653a1099780d13ebc6a4d86871dde348376a5","0","","","","","","","0-8773af8a3436fe2db0859f040abe564bdacb33b41e87c3ea5ab0a0afa7c13c77","root.record.ItemExhibitList.P5Item"
"For FY 2018 EOQ/Long Lead","","0","","5.203","","","6.993","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","c72833c2f48caf061e1c969c75f712d188245bb6c5d3296aa6ff5745d4284309","2-944a8ae219f588f11a9789c6c4701b426cccd688e25320b3da50729fd127bfc8","0","","","","","","","0-8773af8a3436fe2db0859f040abe564bdacb33b41e87c3ea5ab0a0afa7c13c77","root.record.ItemExhibitList.P5Item"
"For FY 2019 EOQ/Long Lead","","0","","2.802","","","4.079","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","c72833c2f48caf061e1c969c75f712d188245bb6c5d3296aa6ff5745d4284309","3-4b7298521aaa84e58cd964dcc5615da9f2c4a9ab12d5cd5f7f7059a41ff8b00f","0","","","","","","","0-8773af8a3436fe2db0859f040abe564bdacb33b41e87c3ea5ab0a0afa7c13c77","root.record.ItemExhibitList.P5Item"
"Airframe: EOQ","","12","92","0","92","0","0","","","","","","Lockheed Martin","Marietta GA","0","0","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","317e5965462e9d7678fc4f02896e5cee9bbda817cad2e5ad9c2290b851dba197","0-c1391cc53ee64adc7b451beb17d66a4494afa63c64ca8b9b32fcfa3c363ca62f","","","","","","","","0-6bc13ef63ff236215a18b7cb208c9499b0b95f7167b4c1eff9538ba8d975f871","root.record.ItemExhibitList.P5Item"
"Airframe/Engines/Accessories: HC-130J Airframe Equipment","","12","48","","48","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","04b39301635aa03a7b974c8a1151aafada20c596b5345242252608dac900590d","0-7e13dac18950002b0eabd2bcaa0ac6ee717e789cd4c74360a956eab03c6af0be","","","","","","","","0-0393df4e598324ce99679696759fd30fed409ae8c4443f5ef2fe607756b52f04","root.record.ItemExhibitList.P5Item"
"Airframe/Engines/Accessories: MC-130J Economic Order Quantity Items","","12","84","0","84","0","0","0","0","0","","","Lockheed Martin","Marietta GA","0","0","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","dfceced65c92fa65682ab45ae434a30edc54231102355ccb2d0cccb8c70865c0","0-66040b01455d9e87a0e441d862d997842b9d5cb73c1483f9dd9b760638a025aa","","","","","","","","0-cb1593ce748eda6af90e2caa7ce27b5b655714278e96c398229fdc18a4e295b5","root.record.ItemExhibitList.P5Item"
"Airframe: EOQ","","12","92","0","92","0","0","","","","","","Lockheed Martin","Marietta GA","0","0","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","1e24abaeefbb873f569d9b38ff04ead3b13c188ded0a995438fc26ef309c4d70","0-09539798132e37464c91ef44b5482df2a88882a91e2cafc359439e7b6715bdcc","","","","","","","","0-df84c9e0ac79e5cf3714035d93ea171fb7fcfa56ff573f0ae9001206d8f89f2b","root.record.ItemExhibitList.P5Item"
"Airframe/Engines/Accessories: HC-130J Airframe Equipment","","12","48","","48","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","aaa3897ab1e9054e10ccba0b0bb9ce360d96a0672f9728a2ddce5dfd5536a8e9","0-0cfe274e5f06d1d1b176965e3399f0316e68042e38b1ef1dc62eb9f71dccebfc","","","","","","","","0-fa64e90908058ff078502df5d6bd60f16b8f742d6ce7d0e14f9ea0e89b1bc374","root.record.ItemExhibitList.P5Item"
"Airframe/Engines/Accessories: MC-130J Economic Order Quantity Items","","12","84","0","84","0","0","0","0","0","","","Lockheed Martin","Marietta GA","0","0","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","f8d8f61e907a74fdbcc61c2f963800089af997881e4e9977e7629b29e606e7f9","0-07f2d4b8f0dc7b04c1075cbcb54123e4c9148bf2859835f355963581756e8876","","","","","","","","0-a9dc2182e382d6209b6769fea27c15eb5fe2b6245dedf3f8f9f0ff31c2f544c0","root.record.ItemExhibitList.P5Item"
"Airframe: EOQ","","12","92","0","92","0","0","","","","","","Lockheed Martin","Marietta GA","0","0","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","e69e07728276534fdfa55b2844b939d33d50eb19a45e7ddc2b78cbe832e14bba","0-aa6d0df9bf27eb871f2be5fe964b59a8133b0a2db3079b0149227e6d147bda42","","","","","","","","0-33ee41e79bd912bf98891061efbd9bb6edb8ea1036ab176ba32fb0d8e7b501a1","root.record.ItemExhibitList.P5Item"
"Airframe/Engines/Accessories: HC-130J Airframe Equipment","","12","48","","48","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","04c0c41116e5f6904b16bf76340a6959e7f09069c196fcfad2d2be879207724f","0-f45962c9b6726fd1181a1eeaf79883cadea128c8a63b36abf097dc2e66cc26ec","","","","","","","","0-4968e8372ebc90cd5405c998325b9ab4f06ad33b7f2925188f814fed890baf9c","root.record.ItemExhibitList.P5Item"
"Airframe/Engines/Accessories: MC-130J Economic Order Quantity Items","","12","84","0","84","0","0","0","0","0","","","Lockheed Martin","Marietta GA","0","0","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","0dd91f4446d3575886727ff6a8249093ad91205b21e77ef7cfe082bffa942faf","0-db9a823c86a8e9a574d526db2ac2dc96a2820d38e2a956562289d34c08b798e5","","","","","","","","0-ef93ba248c7f6f554777f3a3d5a5dcaa3896aa2e70655d2eae9dd1389e29dea7","root.record.ItemExhibitList.P5Item"
"EOQ","","0","20","","","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2017.xml","555bec654b4c1867124dcbd9314b42f5776b3b543281c6d487aa3d154f493c05","0-e7555b340d70ef0198e6a00f3444187625cba259b46193131cecca79f2bfb534","0","","","","","","","0-e53b3e6792e604e00ef751ac442f9a8870c0469aa97bede622e091b8f2e15629","root.record.ItemExhibitList.P5Item"
"Airframe For FY 2013 EOQ/Long Lead","","0","38.984","","","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2017.xml","6a5e6f143345269ecf4f7575802b96635f13b6bb722b201fc463fb59d7cad159","0-202806e76da1182af08a08098f4a756a13fd63ec504ee6a472bcc04982cbe0b2","0","","","","","","","0-19ffdb8cd0f06b2be238acd0a799c54ea896ea729fa9d477f8af7ac0407abfda","root.record.ItemExhibitList.P5Item"
"Airframe For FY 2014 EOQ/Long Lead","","0","53.858","","","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2017.xml","6a5e6f143345269ecf4f7575802b96635f13b6bb722b201fc463fb59d7cad159","1-7d4b3bd7462a5311aa4e98fb7eae59cbbaae5b365aaca48312256847529fa92f","0","","","","","","","0-19ffdb8cd0f06b2be238acd0a799c54ea896ea729fa9d477f8af7ac0407abfda","root.record.ItemExhibitList.P5Item"
"Airframe For FY 2015 EOQ/Long Lead","","0","86.742","","","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2017.xml","6a5e6f143345269ecf4f7575802b96635f13b6bb722b201fc463fb59d7cad159","2-516aeb50605d76d748e3a3798dc10dc1c4e7798a4fa0708fb72bb8ae991261ab","0","","","","","","","0-19ffdb8cd0f06b2be238acd0a799c54ea896ea729fa9d477f8af7ac0407abfda","root.record.ItemExhibitList.P5Item"
"Airframe For FY 2016 EOQ/Long Lead","","0","9.768","","","85.828","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2017.xml","6a5e6f143345269ecf4f7575802b96635f13b6bb722b201fc463fb59d7cad159","3-bf4493d8e3b1eeef5082252a71e5f10954baf709f3e47705fafbf1f792d9c159","0","","","","","","","0-19ffdb8cd0f06b2be238acd0a799c54ea896ea729fa9d477f8af7ac0407abfda","root.record.ItemExhibitList.P5Item"
"CC/Avionics For FY 2013 EOQ/Long Lead","","0","59","","","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2017.xml","6a5e6f143345269ecf4f7575802b96635f13b6bb722b201fc463fb59d7cad159","4-3377cf26ae20885c59be20c5d07683e2dcb386b5eb1aa99cfbdadf4cac654e37","0","","","","","","","0-19ffdb8cd0f06b2be238acd0a799c54ea896ea729fa9d477f8af7ac0407abfda","root.record.ItemExhibitList.P5Item"
"CC/Avionics For FY 2014 EOQ/Long Lead","","0","80.835","","","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2017.xml","6a5e6f143345269ecf4f7575802b96635f13b6bb722b201fc463fb59d7cad159","5-4f28785228828fc4ec5215c6207d89b10975aa2e171bdb44092f1a9f1ce6f5c4","0","","","","","","","0-19ffdb8cd0f06b2be238acd0a799c54ea896ea729fa9d477f8af7ac0407abfda","root.record.ItemExhibitList.P5Item"
"CC/Avionics For FY 2015 EOQ/Long Lead","","0","106.063","","","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2017.xml","6a5e6f143345269ecf4f7575802b96635f13b6bb722b201fc463fb59d7cad159","6-70a29cbef3b42194fdb7038dc1844e31bf5e9b286dfb92e326156a75595ce822","0","","","","","","","0-19ffdb8cd0f06b2be238acd0a799c54ea896ea729fa9d477f8af7ac0407abfda","root.record.ItemExhibitList.P5Item"
"CC/Avionics For FY 2016 EOQ/Long Lead","Cost Element for CC/Avionics For FY 2016 EOQ/Long Lead increase from the FY 2016 President's budget reflects funds reprogrammed into FY 2015 Advance Procurement to fully fund the Lockheed Martin MYP requirement for the FY 2016 production aircraft.","0","98.978","","","28.858","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2017.xml","6a5e6f143345269ecf4f7575802b96635f13b6bb722b201fc463fb59d7cad159","7-1d956742b4cacc0be6526ea01324d4a75d804007fc028177c6ce2a7b01909130","0","","","","","","","0-19ffdb8cd0f06b2be238acd0a799c54ea896ea729fa9d477f8af7ac0407abfda","root.record.ItemExhibitList.P5Item"
"For FY 2016 EOQ/Long Lead","","0","","","","10.311","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2017.xml","219653411bc7eef6808f7abbfd8195ac1a7d7f4155d13571c4151c067463b2c5","0-3f878991a5ede4fe20abb28905aa146c2e63f55bc95678ffd4bcd832caa1bd93","0","","","","","","","0-15791c5d6c6e8239c1ea1738228a6780511604b5b58351dc5821f08c101ba91e","root.record.ItemExhibitList.P5Item"
"For FY 2017 EOQ/Long Lead","","0","","5.499","","2.234","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2017.xml","219653411bc7eef6808f7abbfd8195ac1a7d7f4155d13571c4151c067463b2c5","1-101beea13d34352548a97b9fadd49051f1d27c7d55ec8349ea8cf181a804fdb3","0","","","","","","","0-15791c5d6c6e8239c1ea1738228a6780511604b5b58351dc5821f08c101ba91e","root.record.ItemExhibitList.P5Item"
"For FY 2018 EOQ/Long Lead","","0","","5.499","","2.234","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2017.xml","219653411bc7eef6808f7abbfd8195ac1a7d7f4155d13571c4151c067463b2c5","2-aaba5014585e5463d282e0b9ce594c9b9a5c48ded3f577810604f5f417b999ce","0","","","","","","","0-15791c5d6c6e8239c1ea1738228a6780511604b5b58351dc5821f08c101ba91e","root.record.ItemExhibitList.P5Item"
"For FY 2019 EOQ/Long Lead","","0","","4.296","","1.718","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2017.xml","219653411bc7eef6808f7abbfd8195ac1a7d7f4155d13571c4151c067463b2c5","3-1e68ef351b99ed06141d48d6ca6ae4f31073ed466cc070eeab1b9b5fdec4bfca","0","","","","","","","0-15791c5d6c6e8239c1ea1738228a6780511604b5b58351dc5821f08c101ba91e","root.record.ItemExhibitList.P5Item"
"EOQ","","0","20","","","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.xml","de8d029582830ec73b6dfc61b503cb2f65019363b4494e029b6ed01a856247ba","0-52224022f30d028456139eb00e5edd00f31f495f67d0f0e97658a05aa0b20358","0","","","","","","","0-e5a4269fc4fc71af78fb0ef787975e628a32bc9451e9033921c7bc9f7cde8b65","root.record.ItemExhibitList.P5Item"
"Airframe For FY 2013 EOQ/Long Lead","","0","38.984","","","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.xml","9eb723de1a8916ea77f2b799682a39678e536b59c61f97964db92994f1fa1347","0-4105cc6fcad1cb49c9383089a1cf672db98acb8d7f9811b25fdb913405579d84","0","","","","","","","0-d005ee6999d1292d474293cf17ee3774321df1ce4a2a75cd3a8b7af0e2b55866","root.record.ItemExhibitList.P5Item"
"Airframe For FY 2014 EOQ/Long Lead","","0","53.858","","","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.xml","9eb723de1a8916ea77f2b799682a39678e536b59c61f97964db92994f1fa1347","1-db38b491f1b8fccfcd9edfca11dca7d9755567ac421034330939b77599ca4bf2","0","","","","","","","0-d005ee6999d1292d474293cf17ee3774321df1ce4a2a75cd3a8b7af0e2b55866","root.record.ItemExhibitList.P5Item"
"Airframe For FY 2015 EOQ/Long Lead","","0","86.742","","","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.xml","9eb723de1a8916ea77f2b799682a39678e536b59c61f97964db92994f1fa1347","2-f024afd4c75c95bcffb561f5935d026b505e13811d5862ba7a4db6f6414b83a7","0","","","","","","","0-d005ee6999d1292d474293cf17ee3774321df1ce4a2a75cd3a8b7af0e2b55866","root.record.ItemExhibitList.P5Item"
"Airframe For FY 2016 EOQ/Long Lead","","0","9.768","","","85.828","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.xml","9eb723de1a8916ea77f2b799682a39678e536b59c61f97964db92994f1fa1347","3-fb742d44d8397e01dfa29c24450f32cac2ec6a21bd5efe88fe4ac25f1d9e21ef","0","","","","","","","0-d005ee6999d1292d474293cf17ee3774321df1ce4a2a75cd3a8b7af0e2b55866","root.record.ItemExhibitList.P5Item"
"CC/Avionics For FY 2013 EOQ/Long Lead","","0","59","","","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.xml","9eb723de1a8916ea77f2b799682a39678e536b59c61f97964db92994f1fa1347","4-b0197d517fe1223bb9ae5a2de8e867d6a354b8fb7c055d7da4cbb8eb95a536a5","0","","","","","","","0-d005ee6999d1292d474293cf17ee3774321df1ce4a2a75cd3a8b7af0e2b55866","root.record.ItemExhibitList.P5Item"
"CC/Avionics For FY 2014 EOQ/Long Lead","","0","80.835","","","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.xml","9eb723de1a8916ea77f2b799682a39678e536b59c61f97964db92994f1fa1347","5-75368fef424b2fe26ff10be41a55765dbdc68c12927fbac908a3e3b30945b41c","0","","","","","","","0-d005ee6999d1292d474293cf17ee3774321df1ce4a2a75cd3a8b7af0e2b55866","root.record.ItemExhibitList.P5Item"
"CC/Avionics For FY 2015 EOQ/Long Lead","","0","106.063","","","","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.xml","9eb723de1a8916ea77f2b799682a39678e536b59c61f97964db92994f1fa1347","6-fe5078e5999f1b4580e7289c3a2f8b29a2e3439a52b292a3f7b26eb14bf4820e","0","","","","","","","0-d005ee6999d1292d474293cf17ee3774321df1ce4a2a75cd3a8b7af0e2b55866","root.record.ItemExhibitList.P5Item"
"CC/Avionics For FY 2016 EOQ/Long Lead","Cost Element for CC/Avionics For FY 2016 EOQ/Long Lead increase from the FY 2016 President's budget reflects funds reprogrammed into FY 2015 Advance Procurement to fully fund the Lockheed Martin MYP requirement for the FY 2016 production aircraft.","0","98.978","","","28.858","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.xml","9eb723de1a8916ea77f2b799682a39678e536b59c61f97964db92994f1fa1347","7-b7746fd2eb7244bf3cec58a928e383c0ef632e6e8ba865ceefde836684a29201","0","","","","","","","0-d005ee6999d1292d474293cf17ee3774321df1ce4a2a75cd3a8b7af0e2b55866","root.record.ItemExhibitList.P5Item"
"For FY 2016 EOQ/Long Lead","","0","","","","10.311","","","","","","","","","","","","","","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.xml","9e49cdeea02b8dbbb466257ef555285a30cb599dfd57513cc5dc37c5f404bfa3","0-9f9157da1885162687ccfc1ba8658b88068488f508c3e89c14f24e9c96c2122f","0","","","","","","","0-9a2f658ee6058275e4dbe60117de0c41e6c1e481fb5dedb357a047989e272d19","root.record.ItemExhibitList.P5Item"
