Name_val,Name_@footnote,Cost_AllPriorYears_Quantity_val,Cost_AllPriorYears_TotalCost_val,Cost_PriorYear_Quantity_val,Cost_PriorYear_TotalCost_val,Cost_CurrentYear_Quantity_val,Cost_CurrentYear_TotalCost_val,Cost_BudgetYearOneBase_Quantity_val,Cost_BudgetYearOneBase_TotalCost_val,Cost_BudgetYearOneOCO_Quantity_val,Cost_BudgetYearOneOCO_TotalCost_val,Cost_BudgetYearOne_Quantity_val,Cost_BudgetYearOne_TotalCost_val,Cost_BudgetYearTwo_Quantity_val,Cost_BudgetYearTwo_TotalCost_val,Cost_BudgetYearThree_Quantity_val,Cost_BudgetYearThree_TotalCost_val,Cost_BudgetYearFour_Quantity_val,Cost_BudgetYearFour_TotalCost_val,Cost_BudgetYearFive_Quantity_val,Cost_BudgetYearFive_TotalCost_val,Cost_ToComplete_Quantity_val,Cost_ToComplete_TotalCost_val,Cost_Total_Quantity_val,Cost_Total_TotalCost_val,Cost_Quantity_AllPriorYears_val,Cost_Quantity_Total_val,Cost_Quantity_PriorYear_val,Cost_Quantity_BudgetYearFour_val,Cost_Quantity_BudgetYearFive_val,Cost_Quantity_BudgetYearTwo_val,Cost_Quantity_CurrentYear_val,Cost_Quantity_BudgetYearOneBase_val,Cost_Quantity_BudgetYearOne_val,Cost_Quantity_ToComplete_val,Cost_Quantity_BudgetYearThree_val,Cost_Quantity_BudgetYearOneOCO_val,Cost_TotalCost_AllPriorYears_val,Cost_TotalCost_Total_val,Cost_TotalCost_PriorYear_val,Cost_TotalCost_BudgetYearFour_val,Cost_TotalCost_BudgetYearFive_val,Cost_TotalCost_BudgetYearTwo_val,Cost_TotalCost_CurrentYear_val,Cost_TotalCost_BudgetYearOneBase_val,Cost_TotalCost_BudgetYearOne_val,Cost_TotalCost_ToComplete_val,Cost_TotalCost_BudgetYearThree_val,Cost_TotalCost_Continuing_val,Cost_TotalCost_BudgetYearOneOCO_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"2.2.1) Installation Equipment N/R - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.198","17.198","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","8949b502f3b7e7a53741cc6be6e73213141656b645e8104f0ccea7b5398c16f7","0-a5e2aee30d8317c954d2a588f5b69dd518f1955a50e6d7acb4faeb76b47f5dd7","0-da16b0c7dd938a5f1a274e6b580ce0ce8c5caf11d8305938ad85fe33560aa270","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"2.2.1) Installation Equipment N/R - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.47","0.508","0.038","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","8949b502f3b7e7a53741cc6be6e73213141656b645e8104f0ccea7b5398c16f7","0-539da8b3055e4ed2e533f54100558f3035cf47eeae07a7af4f388052d49138c7","0-a9e4b63460c03195593e6cc03612303b770042c7cdadcf94b8c13faf4fb681f0","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"2.2.1) Installation Equipment N/R - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.804","8.104","","0.3","0.3","0.2","","0.2","0.2","","0.3","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","8949b502f3b7e7a53741cc6be6e73213141656b645e8104f0ccea7b5398c16f7","0-1a6d44aee5b50114b1760647604c3c562ffd7d48badc7dad1feda98d598a5ba5","0-82ee88b8e0275e64f2e3d9c1b676b0e1c0908903cb207be794e7bbc654647027","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"2.2.1) Inactive OSIPs - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","357.473","357.473","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","8949b502f3b7e7a53741cc6be6e73213141656b645e8104f0ccea7b5398c16f7","0-3a7a251e0ba03f1d9d9bd689033439bc4b69217e37308375a5147eecc616ef5a","0-52ab21b334f81b65630a9a9aa77beaaf5e8f54e6dd90a0783a5c27a38ee15753","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"2.2.1) Installation Equipment N/R - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.586","0.586","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","6c833f4b1974fc41c3a6904a6302225850218fb81b0ffe4260e995cbc9e1c4ca","0-6b9e35b0a48a10925beedb911f8f90a7ba5e67a6b615aadbd208e00d8c1057ff","0-c0cbd958861f9838fa6ebadbbfd9ee975169de4bba883792e13db361ad982ba9","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"2.2.1) Installation Equipment N/R - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.275","9.714","2.849","","","0.416","0.54","0.289","0.289","","0.345","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","e4a3554b33811f458f7047603ceb5a5eafab2cd9d93d7281ea7c9cf02c5edd44","0-222b4cbcd48792aa49d61436c65b5f33e01d59a7972912a812a6d4c2a27d4961","0-dc12d9b1ac63fbc07883861af1c009bf73dc49f8c5e909767ba992181d02981c","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"2.2.1) NRE/TEST - Government - NonOrganic","The cost for the Validation Kit (FY14) and Verification Kit (FY15) is embedded in NRE cost in the year prior respectively.  DT test begins in FY16 and concludes in FY17.","","","","","","","","","","","","","","","","","","","","","","","","","1","2","1","","","","","","","","","","4.594","22.176","4.951","","","1.124","2.547","8.96","8.96","","","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","e4a3554b33811f458f7047603ceb5a5eafab2cd9d93d7281ea7c9cf02c5edd44","0-318a88fefd23463c0deaa0e34a05eb9ad85b3e986217f372144c172a19179d24","0-052cd773bd0a4f53c09ca2684422e62495bad8724f28325ca6fb48d383d8e007","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"2.2.2) NRE - Contractor - Organic","Funds all phases of the software integration contract.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.87","42.905","12.4","","","0.983","7.904","3.748","3.748","","","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","e4a3554b33811f458f7047603ceb5a5eafab2cd9d93d7281ea7c9cf02c5edd44","1-f63d6d0acd23df17279d586da3c78755b609a7a7567a97fa1a9c8a13d2fc8bdb","0-052cd773bd0a4f53c09ca2684422e62495bad8724f28325ca6fb48d383d8e007","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"2.2.2) NRE Contractor - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.912","10.912","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","e4a3554b33811f458f7047603ceb5a5eafab2cd9d93d7281ea7c9cf02c5edd44","0-49809acc198ca8b2a83ab83c1ca36ec2da259a3543796ce887cc70e67ae49cd3","0-d843e4a97c4f1f7ea495e2d252f5a0c75f623940b0bd2000a27c8e44cb046f0a","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"2.2.1) Installation Kit N/R Block Upgrade - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.444","","","","0.95","","3.494","3.494","","","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","e4a3554b33811f458f7047603ceb5a5eafab2cd9d93d7281ea7c9cf02c5edd44","0-7a84cf4ee8d8e9e4b69cc99c28d4a12f8a4307ba108032c16d831c9f8902cac0","0-0ca9495e6b0147af971faadea294e01ab98f2987f79808357d961ecfb2acfe0e","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"2.2.1) Install Equipment N/R - Organic","Cost increases in FYDP supports unique modifications, hardware and Fleet Training.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.058","3.22","0.075","0.075","0.076","0.074","0.072","0.072","0.072","0.644","0.074","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","79c70a6109f14e340d440833057b9b7c11f6ff1d11f399c3bc1e217ff825938b","0-5df223d51d7596d1cb86f2e2479b04a04100af050945b3794766324b1398abc8","0-5234148927004895b1a8d9439fbe166bb5ef0cbcc0e84d9d17edb121c51b4a0c","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"2.2.1) Installation Equipment N/R - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.363","6.069","0.631","","","","","","","2.075","","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","34ae62da0868467cc0f4aa227d61a1f176e4f4f96f5f9da9a9149ac0ae82e246","0-4de9fb99a0c7839b4653d2b4718b26b69f4e4f2d4c36b9b49e187e3b282b615f","0-5d0021460a01c8b4f64bab4e0e955f3e7bc289eea09833a6ac37ccbec972e0ab","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"2.2.1) Installation Equipment N/R - NonOrganic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.122","3.122","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","9c0dc6c02a7e6ea1500685cf49c6483f32b8fee73997683512166a6a83ab04d3","0-dd2698d3357b91baa07ca163775444deac819e4413f3d69770d8cfc0e9e4421f","0-58adca46e7f90563e262ec9ddbe6cb4ba159c87eb944b589b05bd215de3d8f25","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"2.2.1) Installation Equipment N/R - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.741","9.741","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","9c0dc6c02a7e6ea1500685cf49c6483f32b8fee73997683512166a6a83ab04d3","0-f4753e7b33555804427e3340b010b73dd74866ebaab4153c75fe8b3337c34fe4","0-a5cb797363e48f29bf6f4887f4d022bc8da8f3208a8672ac19002358b559615f","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"2.2.1) Installation Equipment N/R - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.888","21.948","","","","","0.06","","","","","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","c3afb23e9c48f03e45a50bf0d4adc2a9ba23fd9ff22dca7b2f14c502cbf66180","0-35c8c242f07189c587a17a6b877fc5152b824287417b7c47b4f0b2fd14b37cac","0-e38d0081d67f59036f23cbc04b650db68c47a3ec818f648372e3ba3275b2aef9","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"2.2.1) Installation Equipment N/R - Organic","FY14 NRE includes funding for Phoenix Air to Ground Communication Network (PAGCN) which is necessary to meet Crypto security requirements.FY15 NRE includes Vinson ANDVT Crypto Moderization (VACM) and Electro Magnetic Testing (E3) support which is part of Crypto, as well as DTU-7000 efforts.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.064","29.175","4.5","0.526","0.5","5.954","0.2","7.8","7.8","","2.631","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","c3afb23e9c48f03e45a50bf0d4adc2a9ba23fd9ff22dca7b2f14c502cbf66180","0-2db58889dcd9de87ad1baf6aed9da55c4659944d8074cfa0fe35516243f44c39","0-7d12a087d9769b4dca1edbebe97b4ccb77a2fc2a38ef4eea297fd915c85ad673","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"2.2.1) Installation Equipment N/R - Organic","VH-3D Fuel Systems Upgrade B Kit NRE. Funded across FY15 and FY16. Non-Recurring Engineering in FY15 includes the Val/Ver.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.803","2.253","","","","","1.335","0.115","0.115","","","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","c3afb23e9c48f03e45a50bf0d4adc2a9ba23fd9ff22dca7b2f14c502cbf66180","0-569a9c4107ae2d1e63af66c35eebfa2755c8a6efa551d90a81e93fbed85bb2e5","0-29651b57223604174e62ce0ae89e31391d3a5161b7340e248066e9318e94946d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"2.2.1) Installation Equipment N/R - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.25","31.015","14.129","","","4.276","7.945","4.415","4.415","","","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","c3afb23e9c48f03e45a50bf0d4adc2a9ba23fd9ff22dca7b2f14c502cbf66180","0-5b102f2093f2eb70f07c482466e3e42d4ca090bebd7f21448e58a6a83e0874b0","0-0112faf0968391c620b7f785aeda703e3ca2e0e9bea37580d0b019f44e1b1296","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"2.2.1) Archive Installation Equipment N/R - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.175","8.175","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","c3afb23e9c48f03e45a50bf0d4adc2a9ba23fd9ff22dca7b2f14c502cbf66180","0-a2e9da4fc1e386e2bb110cfcb3677484985fd7500fb2e1ce9aac6ff740c5cbf5","0-2385808ded4408517cc667b87fb459fb2125fe0423d75216a1544a5dada0e85d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"2.2.1) Installation Equipment N/R - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.699","13.769","3.07","","2","","","2","2","","","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","c3afb23e9c48f03e45a50bf0d4adc2a9ba23fd9ff22dca7b2f14c502cbf66180","0-d1e8d23a43711e96807366b8bc5b81d5037b1c6b8c9e51584cf3492e51df0852","0-ea66e45f46644c8776c81547011a9f1c26e573d928fb78f4c9257c10df10412a","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"2.1.1) Installation Equipment N/R - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.433","","","","","","","true","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","c3afb23e9c48f03e45a50bf0d4adc2a9ba23fd9ff22dca7b2f14c502cbf66180","0-495aaf4807840cb700500880abe6705fa4e2a51ed7f8eb3e1402c4da9673aaf5","0-d0ddd097abb56f8a7b2f81c4cff7319aa7efb7592f05ce7f8ef83cdd4c6b845c","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.1) Collection and Exploitation Equipment - OCO - NonOrganic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.84","","","","","1.84","","","","","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","6decfb8b3d0a19c7cdac9461a61977d998ac15f722f2a443b53f1c05a267cfb5","0-1d4c1cb2417ef5c406698ad202e273cca05528d85b5e08cec1e7d0a4f0a38a1e","0-c038eef604f63a465520baab4ced861f1083f80f0228be1ebc572860cb0f65be","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.2) Install Equipment N/R - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.011","79.285","3.711","1.351","1.351","1.348","1.822","1.572","1.871","","0.82","","0.299","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","6decfb8b3d0a19c7cdac9461a61977d998ac15f722f2a443b53f1c05a267cfb5","1-fd32bc8c1b8ca6c26cda53c65e14e314bf7e6ca4bf1df6a424835cb102fb9397","0-c038eef604f63a465520baab4ced861f1083f80f0228be1ebc572860cb0f65be","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"1.2.3) BFT/Collection Equipment (Install Equip N/R) - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.12","0.12","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","6decfb8b3d0a19c7cdac9461a61977d998ac15f722f2a443b53f1c05a267cfb5","2-ac851aa31fc94393c04ee8a4820c46025297f62f6b5c1dbfcbf03f0bf928ea03","0-c038eef604f63a465520baab4ced861f1083f80f0228be1ebc572860cb0f65be","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"2.2.1) Installation Equipment N/R - Organic","Installation Equipment N/R: FY15 cost reduction due to realignment of funds to cost element 2.1.3 to properly account for Common OFP B-Kit software updates. NRE increase from FY15 to 16, and decrease again in FY17 is due to expected FY16 requirement for additional engineering expertise to evaluate procurement proposal.  FY18 and FY19 increases are due to requirement to perform NRE in anticipation of procurement of ATDL in FY19; FY18 being the most intensive year for complex ATDL non-recurring engineering efforts.    NRE fluctuates from year to year based on the complexity of the effort undergoing NRE.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.953","24.076","","1.474","1.064","0.669","0.962","1.045","1.045","4.575","4.334","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","d215e3fead355b67c138288353101d15adf0c93827e6e0841bae23c29a27e4e6","0-23cd409957e8212fc8720063fc8360f4ee133215584404a69167a23f85a9eb4b","0-b22766ae0b425f16746729862adc42282724d36a804047d93ebe7d40341184ad","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"2.2.2) Installation Equipment N/R   (OCO) - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.687","28.429","0.895","","","","","0","0.847","","","","0.847","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","d215e3fead355b67c138288353101d15adf0c93827e6e0841bae23c29a27e4e6","1-0b533bc0a5d8d97d122588fcd3cf498621c84b4d6dc2a50b42be767250b4aca5","0-b22766ae0b425f16746729862adc42282724d36a804047d93ebe7d40341184ad","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"2.1.1) Installation Equipment N/R - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4","0.4","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","d215e3fead355b67c138288353101d15adf0c93827e6e0841bae23c29a27e4e6","0-18d498b2199126dbcbb4c8bfb6ecec44874230d40e506acb0bfcbaf870c05888","0-1ac662bbac23da6c1a101c3000d083c204206e0952e76ecb2a7bbfdf7f1f312d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"2.2.1) Installation Equipment N/R - Organic","Equip NRE will fluctuate due to mix and complexity of RMP ECPs being written and verified in each year. All ECPs do not require the same level of NRE.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.686","22.019","0.71","","","0.585","2.528","0.51","0.51","","","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","d215e3fead355b67c138288353101d15adf0c93827e6e0841bae23c29a27e4e6","0-ba4d30b47c910041d7b61fc967373e9077e621dad6526710fc8e1c9a2c06bf0c","0-19cd96cf02e3c6c958c56840042d0cba23d47e98fee379d91b28faf4e3cc0ab7","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"2.2.2) Installation Equipment N/R (OCO) - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.911","7.081","","","","","0","0.83","","","","0.83","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","d215e3fead355b67c138288353101d15adf0c93827e6e0841bae23c29a27e4e6","1-baf9bf8faac344e68e00fdd0cd13fa7a874b6a662b4a363aefe920ed18c3c651","0-19cd96cf02e3c6c958c56840042d0cba23d47e98fee379d91b28faf4e3cc0ab7","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"2.2.1) INSTALL EQUIPMENT N/R - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.061","4.061","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","bf382fc77d9c47af3fa43cad8edabe7f10c65a291ba1ac7de7a0ad575a233c63","0-41cec3983444aa95a855351568813b82cc7f8390d0a5ffe647c1aa07a7b15d0d","1-1ec28d31832f443cbc68ed06759a2d2e2a4ad44783b29720b3e1e87326e68e34","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"2.2.1) INSTALL EQUIPMENT N/R - Organic","2.2.1 FY 2016 and out increase due to funding Diminishing Manufacturing Sources and Material Shortages initiatives","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.125","0.2","0.998","1.014","0.965","0.2","0.95","0.95","8.818","0.98","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","bf382fc77d9c47af3fa43cad8edabe7f10c65a291ba1ac7de7a0ad575a233c63","0-ad0103f9fbb13b81eff555c00e4e6fdeb721401f86a240a8aeecbc293dc014af","1-c8f7f696b13c3ed33dbdf18e9383848cc1bdd271fdf7e29b30a3038fdc989094","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"2.2.1) DDS (MDTU) - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.077","1.707","0.98","","","","0.65","","","","","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","bf382fc77d9c47af3fa43cad8edabe7f10c65a291ba1ac7de7a0ad575a233c63","0-96becd1563c489a8e687dcaea487da92c0cbda5e7d7035fa58cac8e915099a8f","0-b3b32654743a63d4f7a3000e0702e61af9db311f095edb23d970e90ed1f3b7fe","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"2.2.2) DDS (WIRELESS) - Organic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.3","","","","1","1.3","3","3","","","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","bf382fc77d9c47af3fa43cad8edabe7f10c65a291ba1ac7de7a0ad575a233c63","1-dc99d9b36ba260cdda92d08d4274eab8a3d5840ff7b9bb840094ecdb3c99667d","0-b3b32654743a63d4f7a3000e0702e61af9db311f095edb23d970e90ed1f3b7fe","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
